SN505,SN508,SN515,SN517,SN521,SN528,SN529,SN531,SN534,SN553,SN575,SN598,SN579,SN601,SN655,SN667,SN674,SN677,SN683,SN735,SN747,SN753,SN756,SN758,SN767,SN787,SN788,SN799,SN804,SN810,SN812,SN820,GeneID,Drug
-0.6893289,-0.6893289,0,0,-0.023394203,-0.290129435,0,0.525654542,0,-0.572362793,0,0,-0.652980247,0,0.6893289,0,-0.6893289,-0.6893289,0.559389664,0,0,0,0.6893289,0,0.6893289,0,0,0,1.277237292,-0.117910583,-2.433331555,0.137388354,ENSG00000183454,AV-101
0,0.425686376,0,0,0.105765673,0.21935785,0,0.498950113,0.335865083,0,0,0,-0.178003463,0,0,4.524726586,0.627995481,-0.249475057,0,-0.216661736,-0.249475057,0,0.498950113,0.249475057,-0.343578188,0,0,0.263934214,0,0,0,0,ENSG00000176884,AV-101
0.661010607,3.656108668,0,0,0.726463494,0.485629137,2.126753759,0.718168532,1.413613267,0,0,-0.337693819,0.336254402,0.251977909,0.457142102,0.254406276,0,-0.392514128,-0.12582218,0.446269986,0.331554673,0,1.058854876,-1.276855769,0,0.377680301,1.087934693,0.442373446,1.851880309,0.19807486,0.380044127,0,ENSG00000131747,PAZUFLOXACIN
0,0.302400618,0,0,0,0,2.613109814,0,0.855383785,0,0,0,0.360798053,0.711083491,0,0.73596158,0,-0.329723641,-0.347813268,0,0,0,-0.58711545,0,0,0,0,0,0,0,0,-0.194256152,ENSG00000077097,PAZUFLOXACIN
0,0,0.377962761,0,0,0.220240606,0,0,0,0,0,0,0,0,0,0,0,0,0,1.948767399,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000198822,POMAGLUMETAD METHIONIL
0.071859838,0.024088053,0,0,0.032091707,0.447360428,1.308335394,-0.041722968,0.46767363,-0.228771683,0,0.572396735,0,0.081886063,0,-0.490625773,0,0,0,0,0.014509752,-0.235659671,0,0,-0.030318068,0.109468599,0.103012156,0,-0.594386717,0.275379671,0.065164676,0.296138406,ENSG00000064989,DAVALINTIDE
-0.122630634,-0.100729338,0.358355714,-0.046709883,-0.034980742,0,0.680681828,-0.07501472,1.802335452,0.071401986,0,0.813162385,0,0.514464642,0,-0.430606038,0.615292815,0.797275656,-0.075333106,0.070684792,0.065873308,-0.228061605,-0.024067472,3.561423123,0,0,-0.181069598,0.26661585,0,0.058625668,0,-0.060074129,ENSG00000132329,DAVALINTIDE
0,0,0.550007232,0,0,0,0,0,0,-0.122932306,0.981797952,0,0,0,0,0,0,1.638587847,0,0,0,0,0,0,1.173440253,0,1.638587847,0,0,0,0,0,ENSG00000189221,INDANTADOL
-0.6893289,-0.6893289,0,0,-0.023394203,-0.290129435,0,0.525654542,0,-0.572362793,0,0,-0.652980247,0,0.6893289,0,-0.6893289,-0.6893289,0.559389664,0,0,0,0.6893289,0,0.6893289,0,0,0,1.277237292,-0.117910583,-2.433331555,0.137388354,ENSG00000183454,INDANTADOL
0,0.425686376,0,0,0.105765673,0.21935785,0,0.498950113,0.335865083,0,0,0,-0.178003463,0,0,4.524726586,0.627995481,-0.249475057,0,-0.216661736,-0.249475057,0,0.498950113,0.249475057,-0.343578188,0,0,0.263934214,0,0,0,0,ENSG00000176884,INDANTADOL
0.147852098,-0.045938566,0,0,0,-0.079625542,1.213979451,0,1.999654494,0,0,0,-0.267253906,0.686307359,0.515680603,-1.213979451,0,-1.213979451,0.883711597,0,0,0.325201414,0.742959333,0,0,0,0,0,0,0,0,0.8035606,ENSG00000065361,AV-203
-0.127247071,0.707970711,0.997576279,0.195459161,0.002389491,0.028198348,0.603338373,-0.004589255,0.213433515,-0.114464025,-0.009018594,-0.948103158,0,-0.067750447,0.039022433,0.285973769,0.259049951,-0.775720766,0.594633335,0,0.011278197,1.103693343,0.546431444,1.508345934,0,0,0.208386246,0.02856385,0.02060627,0.012113677,0,0.834691412,ENSG00000196639,RUPATADINE
0,-0.592948283,0.032587715,0.032357938,0,0.024651849,-0.374525284,0.335987933,-0.073089731,0.343214356,0,-0.345715647,4.608068933,-0.202146293,0.385589094,0.028809637,-0.001302455,0,0.133210574,0.01720947,0.114807703,-0.358390232,0.308395677,-0.230477098,0.489763833,0.004928107,0.372173089,0.166073557,2.421256275,-0.116054221,0.211559201,0.028809637,ENSG00000169403,RUPATADINE
0,-0.001072418,-0.031887423,-0.013397052,-0.023734275,0.922287058,0.611773453,0.236131867,0,-0.15424302,-0.044921189,-0.101962242,0.065877357,0.170470762,0.239135483,0,0,0,0,0.052875876,0.131234389,0.070108987,-0.104264774,-0.509811211,0,0.013678101,0.076286648,0.102685435,0.367874295,0.462242589,-0.405038121,0,ENSG00000116678,METRELEPTIN
-0.876392523,0.5862587,0,0,0,-0.129839388,1.314588785,-0.056023349,0,0,0,0,0.989075617,0,0.086192773,0,0,-1.314588785,0,0,0,0,0,1.314588785,0.948745606,0,0,0,0,0,0,0.828636124,ENSG00000171105,INSULIN ASPART
0,0,-0.02151313,0,0,0,0,0.29174922,0.597512497,0,0.195620414,1.102789665,0,0,0,0.113021592,-0.377775235,0.013902433,-0.100429406,0.049003652,0,0,0,0,0,0,-0.05511403,0.068854501,0,0,0,0.006178182,ENSG00000077782,LUCITANIB
0,0.197069689,0.476865255,0,0.10703119,0.476865255,0,0.288259457,0.325064683,0.238432628,0.357648941,0,0,0,-0.027767837,0,0.202777377,0,0,0.476865255,0,0.156856173,0,-0.238432628,0.237065346,0,0.394066165,0,1.142081591,0,0,1.572706777,ENSG00000128052,LUCITANIB
-0.876392523,0.5862587,0,0,0,-0.129839388,1.314588785,-0.056023349,0,0,0,0,0.989075617,0,0.086192773,0,0,-1.314588785,0,0,0,0,0,1.314588785,0.948745606,0,0,0,0,0,0,0.828636124,ENSG00000171105,INSULIN PEGLISPRO
-0.356853072,-0.109737559,-0.08929699,0.057824654,0,0,-1.412211089,-0.001384455,-0.139733385,0,0,0.082285237,0,0.114566043,0,-0.336443538,0.491158205,-2.589053663,-0.047126281,0,0,0.513092895,0.034689102,-1.044646243,0,0,-0.244802206,-0.03814608,0.056751391,0.05265615,0,0.435569992,ENSG00000170175,CISATRACURIUM
0,0.697982062,0,0,0,0.162470013,0,0,0.174495515,0,0,0,0,0,0.686927169,0,0,-0.523486546,1.073859009,0,0,0,0.360435528,0,-0.009517277,0,0,0,0.321725494,0,0.256139804,0.557441634,ENSG00000138435,CISATRACURIUM
0,0.345212478,0.055228552,0.172606239,0,0,-0.313829525,0.37659543,0.298138049,0.345212478,-0.016986376,-0.235372144,4.629293226,-0.25106362,0.223050157,0.015691476,0.282446573,0,0.298138049,0.360903954,0.156914763,-0.37659543,0.360903954,-0.219680668,0.220615738,0.056590603,-0.047639876,0.033717413,2.529137744,-0.137951594,0.017526698,0.020195562,ENSG00000000938,DASATINIB
0,0,0,0,0,1.047758105,2.728254973,0.539921343,0.195923845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.728254973,0,0,0,0,0,0,0,0,ENSG00000176105,DASATINIB
-0.483533881,0.491735128,0.027155381,-0.242919696,0,0.011227597,-0.207228806,0.125723595,-0.1222482,0.450500557,0.023854854,0.299221776,0.603095221,-0.018629428,-0.778005862,0.576698322,0.12139552,-0.241766941,-0.263139621,-0.075524416,0.088805507,-0.185970706,-0.099055412,0.172690672,-0.476010932,0.103863252,0.573337499,0.337711318,0.658169209,0.197506868,0.446768759,0,ENSG00000254087,DASATINIB
-2.156985447,0,0,0,0,0,0.704284692,-0.039075212,0,0.023777702,0.513856345,0,0.091890025,0,0,-0.312046682,0,1.426453089,0,0,0,0,0,3.962844336,0,0,0.146566985,0.11803448,-0.069865058,0,0,0,ENSG00000097007,DASATINIB
0,0.269049931,-0.042355602,0.661303383,0.552195366,-0.273601611,0,0.033905987,-0.068823166,0.467445961,0.063284918,0.696643428,0.089597261,0,0.165425565,0,0.01530106,-0.108790195,0,0.053322474,-0.086744489,0.057193386,-0.036288313,0,0.020589675,0.309526067,0.197073754,0,0.010467543,0.376589833,0,0.685393728,ENSG00000113721,DASATINIB
0,0,0,0,0,0,0,0,0,0,0,0,1.08941187,0.701144595,0,0,0,0.506779413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000197122,DASATINIB
0,0,0.37856418,0,0,0.598682953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60520734,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000157404,DASATINIB
0.125903344,0.003661314,0,0.016963959,0.03293715,0,0.670626653,0,0.026076493,0,0,0.180655031,0,0.024275213,0.040507407,0.07879801,0,0.639222965,0,0,-0.014070046,0,0,4.420894985,0,0,0.465093071,0.175853503,0.066516486,0.085208249,0,0,ENSG00000010810,DASATINIB
0.312026115,1.134581548,-0.028912161,-0.431947775,0.131451332,-0.079397165,1.391217341,0.011131605,0.433155261,0.842398197,0.191904319,-1.391217341,0,0,0,0,0.164830537,1.303453083,0,0,0.006895297,0.529932944,0,0.173902168,0,0,0,0,0.338848762,0.002549679,0.22044074,-0.111497014,ENSG00000142627,DASATINIB
0.615062528,0,0,0,0,0,0,0,0,0,0.632693583,1.715596749,0,0,0,0,0,0,0,0,0,0,0,4.604191822,0,0,0,0,0,0,0,0,ENSG00000136807,DINACICLIB
0.637409171,0,0,0,0,0,3.368611364,0.085591742,0,0.101742702,0,0,0,0,0,0,0,0.768538485,0,0,0,0,0.478028126,3.368611364,0,0,0,0,0.061298684,0,0,0,ENSG00000123374,DINACICLIB
-0.150493653,0,0,0,0,-0.401538247,0.392581342,0.132752018,0,0.63334195,0.085739501,0.160042842,0,0,0,0.012992367,0,-0.127950917,0,-0.072863293,0,0,0.266522499,3.728909308,0,0,0,0,-0.120523584,0,0,0,ENSG00000096384,CD24FC
-0.193967176,0,0.080855964,0,0,0,0.133248144,0.348966234,0,0.28534683,0,0,0,-0.083802658,0.08897067,0.063578041,0,-0.020734991,0.107055834,0,0,0.179008059,0.652665358,4.988820726,0,0,0,0,0.218485275,0,0,0,ENSG00000189403,CD24FC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000136928,ARBACLOFEN
0,0,0,0,0,0.262320534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909443704,0,2.2781779,0,0,0,0,0,0,0.894839313,0,0,0,ENSG00000151617,ATRASENTAN
0,0.048600639,0,0,-0.007269626,-0.056943768,0,0.765345067,-0.325682961,0,-0.056197747,0,0.195436245,0,0,1.096337548,0.197953,-1.254712373,0,0.626672845,-0.191654858,-0.079883517,0.541651006,1.254712373,0.703992594,0,0,0.720476945,0.084012921,0,0,0,ENSG00000065989,PENTOXIFYLLINE
0,0,0,0.260887934,0,0,0.773436867,0.07623799,-0.125820168,0.669629338,0,0,-0.408352088,0,0,0.618997363,0,0.667312551,0.935066731,0,0,-0.238926931,0,0,0,1.696461788,-0.632493889,0,0,0,0,0.999300262,ENSG00000171408,PENTOXIFYLLINE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.034260658,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000172572,PENTOXIFYLLINE
0.314378312,0,0,0,0,0,0,0,0,0,0,0,0,0.126611006,0,0,0,0,0,0,0,0,0,0,0.126169221,0,0,0.397236677,0,0,0,0,ENSG00000160191,PENTOXIFYLLINE
0,0.221910214,0,0,0,0,-0.536681242,0.640716165,-0.257907215,0,0,0,0,0,-0.711932046,0,0,0,0,0,0,0.593565668,0,0,-0.013475639,0,0.273642876,0.059481539,1.448584441,0,-0.622880875,0.204610046,ENSG00000170425,PENTOXIFYLLINE
0.66042138,-0.207198385,0,0,1.532521384,0.57897943,0,-0.514998751,0,0.158292459,0,0,0.183621376,0,-0.57696337,0,2.058535888,-0.033693734,-0.209545715,0,0,0,1.137884101,0,-0.555862387,0,0,0,0.596105261,-0.061311324,1.172046533,-0.883778535,ENSG00000186642,PENTOXIFYLLINE
0,0,0,-0.524195321,0.061351545,0,-0.437432802,0.219343252,0.109358201,0,0.397945137,0,0.079693512,-0.121980678,0.546791003,0,0,0,0,0.225559334,0,-0.249280304,0.066094244,-0.109358201,0.656149203,0.105468406,0.288086984,-0.115534086,0.698267891,0,0,-1.068328926,ENSG00000123360,PENTOXIFYLLINE
-1.547821278,0.436069927,0,0,0,0,0,0,0,1.86836562,0,1.547821278,0,0,0.201455239,-0.076449055,0,1.521326805,0,0,0,0,0,1.547821278,0,0,0,0,0,0,0,0.785069737,ENSG00000152270,PENTOXIFYLLINE
0,0,0.37856418,0,0,0.598682953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60520734,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000157404,TANDUTINIB
0,0.269049931,-0.042355602,0.661303383,0.552195366,-0.273601611,0,0.033905987,-0.068823166,0.467445961,0.063284918,0.696643428,0.089597261,0,0.165425565,0,0.01530106,-0.108790195,0,0.053322474,-0.086744489,0.057193386,-0.036288313,0,0.020589675,0.309526067,0.197073754,0,0.010467543,0.376589833,0,0.685393728,ENSG00000113721,TANDUTINIB
0,0,0,0,0,0,0,0,0,0,0,0.688695425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.757683043,0,0,0,0,0,ENSG00000138379,STAMULUMAB
-0.127247071,0.707970711,0.997576279,0.195459161,0.002389491,0.028198348,0.603338373,-0.004589255,0.213433515,-0.114464025,-0.009018594,-0.948103158,0,-0.067750447,0.039022433,0.285973769,0.259049951,-0.775720766,0.594633335,0,0.011278197,1.103693343,0.546431444,1.508345934,0,0,0.208386246,0.02856385,0.02060627,0.012113677,0,0.834691412,ENSG00000196639,FEXOFENADINE
0,-0.722688695,0.155478306,-0.349252691,0,0,-0.44700013,0.097589499,0.301997658,-0.933562541,0.013221307,-0.408130554,3.750616105,-0.310956612,0.485869707,0,0.408130554,0,0.340929841,0.485869707,0.019437482,1.897660554,0.190015168,-0.349826189,0.466434919,0.194347883,0.368292508,0.44700013,2.577534889,-0.349826189,0.374213814,0.003643375,ENSG00000005844,LIFITEGRAST
0,0.353072188,0.078460486,0.205958776,0,0.006878586,-0.333457066,0.353072188,0.120466635,0.38249487,-0.015105743,-0.245189019,3.850922218,-0.215766337,0.372687309,0.009807561,0.284419262,0,-0.430173207,0.38249487,0.147113412,-0.182939739,0.372687309,-0.215766337,0.333457066,0.137305851,-0.021440631,0.333457066,3.407034401,-0.202642443,0.362879748,0.00927814,ENSG00000160255,LIFITEGRAST
-0.112041887,0,0,0,0.093630791,0.224083773,0,0.33612566,-0.224083773,0,0,0,0.479319776,0,0.33612566,0,0.282664639,0,-0.002522964,0.33612566,0,0,0.230160409,-0.224083773,0,0,0,0,0.735230709,-0.112041887,0,0,ENSG00000012124,EPRATUZUMAB 90Y
0,0,0,0.103521163,0,0.44934011,0,0,0,0,0,-0.228106263,0,-0.097175977,0,0.051097059,0.125478963,0,0.116912958,0,0,0.648264761,0,0,0,0,0,0,0,-0.029165408,0,0,ENSG00000198900,BECATECARIN
0.661010607,3.656108668,0,0,0.726463494,0.485629137,2.126753759,0.718168532,1.413613267,0,0,-0.337693819,0.336254402,0.251977909,0.457142102,0.254406276,0,-0.392514128,-0.12582218,0.446269986,0.331554673,0,1.058854876,-1.276855769,0,0.377680301,1.087934693,0.442373446,1.851880309,0.19807486,0.380044127,0,ENSG00000131747,BECATECARIN
0,0.302400618,0,0,0,0,2.613109814,0,0.855383785,0,0,0,0.360798053,0.711083491,0,0.73596158,0,-0.329723641,-0.347813268,0,0,0,-0.58711545,0,0,0,0,0,0,0,0,-0.194256152,ENSG00000077097,BECATECARIN
-0.567322188,-0.004533729,-0.115768333,0,-0.125833722,0.123594378,0,0.050889129,0,-0.024396973,0,-0.567322188,0,0,0.039882172,0.567322188,0.151907221,0,0.124913524,0,0,0,0,0.567322188,0,0,0,0.076867633,0.241656072,0,0,0.660334028,ENSG00000172819,ALITRETINOIN
0,0,0.197374811,0,-0.165330739,-0.145899541,0,0.258332013,-0.764901374,0,-0.168120482,0.197374811,-0.120163633,0,0,0,0.197374811,-0.197374811,-0.197374811,0,0,-0.197374811,0,0,0,0,0,-0.09088657,0.217654059,0,0,-0.057297679,ENSG00000143171,ALITRETINOIN
0.022538777,-0.057841656,0,0,0.001806111,0,0.523553025,0,-0.021225669,0,0,0.098685454,0,0.021144419,0,0.236465694,0.034271512,0,0,0.029387564,0,-0.14147524,0,1.04710605,0.074891009,-0.09555061,0,0.072895746,-0.012968141,0.135210403,-0.024193491,0.003398413,ENSG00000186350,ALITRETINOIN
-0.018857293,0,0.016316323,-0.071981451,0.053885485,0.023993839,0.272703876,0.003321695,0.136424777,0,-0.030069478,-0.029548223,0,0,-0.01118318,0.819197462,0,-0.755815399,-0.075631598,0.080239358,0.181390921,0,0.023201714,2.751474392,0.339356419,-0.014194545,0,0,0,0,0,0.115343285,ENSG00000131759,ALITRETINOIN
0,0,0,-0.001011379,0.073507329,0,0,0,0,0.39892819,-0.278108961,0,1.232499116,0.088684503,0,0,0,0,-0.080939583,0,0.329169251,0,0.397773281,-0.569382661,0.250949339,0,-0.063860609,0.042702019,0,0.812825555,0.722590574,0.309578262,ENSG00000077092,ALITRETINOIN
0.014493183,0,0,0,0,0.792312663,1.056987402,0,0.798356119,0,1.271743117,0,0,0.345086229,0.04443157,-1.056987402,0,0.610030319,0,-0.18674624,0,0,0,2.113974803,1.407592137,0,0,0,0,0,0,0,ENSG00000087085,NEOSTIGMINE
0.661010607,3.656108668,0,0,0.726463494,0.485629137,2.126753759,0.718168532,1.413613267,0,0,-0.337693819,0.336254402,0.251977909,0.457142102,0.254406276,0,-0.392514128,-0.12582218,0.446269986,0.331554673,0,1.058854876,-1.276855769,0,0.377680301,1.087934693,0.442373446,1.851880309,0.19807486,0.380044127,0,ENSG00000131747,VOSAROXIN
0,0.302400618,0,0,0,0,2.613109814,0,0.855383785,0,0,0,0.360798053,0.711083491,0,0.73596158,0,-0.329723641,-0.347813268,0,0,0,-0.58711545,0,0,0,0,0,0,0,0,-0.194256152,ENSG00000077097,VOSAROXIN
0,0,0.936950127,0,0,0,0,0.497843858,0.284271549,0.284271549,0,0,0,0,0,0,0,0,0.202963601,0,0.568543098,0,0.20016462,-0.284271549,0.284271549,0,0.232508898,0,0,0,0,0,ENSG00000170214,MEPHENTERMINE
0.429147217,0,0.90472834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831581912,0,1.537801933,0,0,0,0,0,0,0.13217466,0,ENSG00000142166,PEGINTERFERON ALFA-2B
0.075932373,0,0,0,-0.069081818,0,0,0,0,0.221293818,0,0.950122319,0,0,0,0,0,-0.177073425,-0.123550875,0,0,0,0,2.850366958,0,0,0.492277388,0,0,0.1989604,0,0,ENSG00000159110,PEGINTERFERON ALFA-2B
1.108698665,0.361529364,3.461827521,0.659753269,-0.050265644,0,-0.600752654,0.00216355,0.110446564,0,0,-0.720903185,0,0.187883165,0,-1.201505308,0.979920485,-0.841053716,-0.120840085,0,0,0.218646034,0,0.961204247,0,0,0.469334087,0.344435103,0,0,0,-0.255141218,ENSG00000180914,FE 202767
-0.410581633,0.475020383,0,0,0.029177133,0,2.215038046,0,0.334466411,0,0.097453982,0,0.233999461,0,0,0.922145561,0,0.505246411,-0.074745321,0,0,0,-0.105161411,1.107519023,0,0,0.113374467,0,0,0,0.045102413,-0.109050217,ENSG00000082701,TIDEGLUSIB
1.108698665,0.361529364,3.461827521,0.659753269,-0.050265644,0,-0.600752654,0.00216355,0.110446564,0,0,-0.720903185,0,0.187883165,0,-1.201505308,0.979920485,-0.841053716,-0.120840085,0,0,0.218646034,0,0.961204247,0,0,0.469334087,0.344435103,0,0,0,-0.255141218,ENSG00000180914,OXYTOCIN
0,0,0,0,0,0,0,0,0,0,0,0.688695425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.757683043,0,0,0,0,0,ENSG00000138379,RAMATERCEPT
1.108698665,0.361529364,3.461827521,0.659753269,-0.050265644,0,-0.600752654,0.00216355,0.110446564,0,0,-0.720903185,0,0.187883165,0,-1.201505308,0.979920485,-0.841053716,-0.120840085,0,0,0.218646034,0,0.961204247,0,0,0.469334087,0.344435103,0,0,0,-0.255141218,ENSG00000180914,BARUSIBAN
0,0,0,0,0,0,0,0,0,0,0,-0.811103765,0,-0.369191504,0,0,0,0,0,0,0,0,0,0.811103765,0,0,0,0,0,0,0,0,ENSG00000183873,RUFINAMIDE
-1.779576922,1.251451807,0,0,-0.018469261,0.286540103,0,0.061414986,0,0.809459817,0,0,1.124375274,0,-0.580166741,0,0.686576124,-1.779576922,-0.114542378,0,0,0,-0.301533684,0,-1.137965865,0,0,0,0.514591564,0.233318914,0.982740158,0.174949224,ENSG00000196876,RUFINAMIDE
1.402431183,0.283928752,0,0,0.288033258,-0.867719593,0,0.47580537,0,0.891785774,0,0,-0.026203708,0,-0.545301266,0,0.480503803,2.207785826,-1.041148888,0,0,0,1.155195809,0,1.546551451,0,0,0,0.105291197,0.006212032,1.186029185,-0.391073467,ENSG00000136531,RUFINAMIDE
-0.949584083,2.332305602,0,0,0.366058028,-0.068607696,0.395230967,0,1.372286963,0,0,0,0.631878959,0.392322466,0.222526276,0.286215711,0,1.494893064,-0.761045967,0,0,-0.526865322,0.248144091,0,0,0,0,0,0,0,0,0.395777429,ENSG00000153253,RUFINAMIDE
0,0,0,0,0,0.226436597,0,0.066373208,0.231541276,0,0.399469426,0,0.552053047,0,0,-2.369946539,0.289897447,0.728176878,0,0.351533536,0.007170474,0,0.313126108,2.369946539,1.313249251,0,0,0.186096053,0,0,0,0,ENSG00000130758,CEP-1347
0,0,0,0.017824784,0,0,-0.490380597,-0.045543243,0,0,0.026177852,1.13654398,0,0,0,0,0,0.102085607,0,0,0,0.530703976,0,3.40963194,0,0.206648696,0,0,0.089950057,0.460776532,0,0.063419931,ENSG00000173327,CEP-1347
0,0,0.516871189,0,0,0,0,0,0,0,0,0,0,0,0,0.323711239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000073803,CEP-1347
-0.902052332,0.195963811,0.002059539,0,0,0.488287455,-1.151293933,0.124013114,0.048989124,0,0.072996414,0,0.196786833,0,-0.022214747,0,0,0.822302956,0,0,0,0,0,4.352511541,0.694029983,0.060800799,0,0,0,0,0,0.899076765,ENSG00000139625,CEP-1347
-0.127247071,0.707970711,0.997576279,0.195459161,0.002389491,0.028198348,0.603338373,-0.004589255,0.213433515,-0.114464025,-0.009018594,-0.948103158,0,-0.067750447,0.039022433,0.285973769,0.259049951,-0.775720766,0.594633335,0,0.011278197,1.103693343,0.546431444,1.508345934,0,0,0.208386246,0.02856385,0.02060627,0.012113677,0,0.834691412,ENSG00000196639,DIMETHINDENE
-3.678984239,-0.266437025,0,0,0,0,0,0.445338146,0.635556844,0,0,0.03107679,0.209590871,0.28006456,0.530235029,-0.403712394,0,0.32022119,0,0,0.413176621,0,0,3.678984239,0,0,0,0,-0.102915226,0,0,0,ENSG00000148229,GEMCITABINE
0,0,0,0,0,0,-0.124186284,0.133427464,0,0,0.118489646,0,0,0.155659982,0,0.884147397,0,0.884147397,0.146026211,0,0,1.216128028,0,0,0,0,0,0.181018996,1.399370647,0.049144852,0,0,ENSG00000175482,GEMCITABINE
1.605177979,0,0,0,0,0,2.427132456,0.570571919,0.138276792,-0.027123118,0,0,0,0,0,-0.020696121,0,-2.427132456,0,0,0,0,0.251906851,2.427132456,0.047703422,0,0.273066338,0,0.208250435,0,0,0,ENSG00000101868,GEMCITABINE
0.975139743,0,0,0,0,0.249345662,1.057615545,0.592319629,0,0.095118623,0.034194343,0.415723409,0.008516324,0,0,-0.014070093,0,0.746096486,0,0.069098515,0,0,0.358845243,3.525385149,0,0,0.048083797,0,0.038898266,0,0,0,ENSG00000167325,GEMCITABINE
-0.010244659,0.310054658,0.228869805,0,0.281072177,0.52416452,-0.647676872,0.645754546,0.162541176,0,0,0,0,0.333208835,0.409648038,0,0,-0.285816964,0,0.677438876,0.263024203,0,0.206628939,3.19212299,0,0.278043658,0.50516113,-0.252138587,0.151161566,0.194761781,0,0,ENSG00000014138,GEMCITABINE
0.381953194,1.599657914,0,0.834748915,-0.148243036,0.642569436,2.059602518,0.988259034,0.634126165,0,0,2.059602518,0,0.668613254,1.137724876,-0.378763537,0,-2.059602518,0,0.95691386,0.601661327,0.043608749,0.907979987,2.059602518,0,0,-0.346973061,0.819830148,0.815536172,0.529684923,0.371092842,0,ENSG00000100479,GEMCITABINE
0,0.225152142,0,0,0,0,0,0,0,0,0,0,0,0,1.354441446,0,0,0.455494961,0,0.55971347,0,0,0,3.179663796,0.991795793,0,1.020092236,0,0.604248167,0,0,0,ENSG00000062822,GEMCITABINE
-2.404600825,0,0,0,0,0.960212976,2.404600825,0.662201246,0,0.173611009,0,-2.404600825,0,0,0,0,0,0.589447597,0,0,0,0,0.745228185,2.404600825,0,0,0,0,0,0,0,0,ENSG00000077514,GEMCITABINE
0.454584241,0,0,0,0,0,-1.525759606,0,0.062151126,0,0,-0.240319711,0,-0.167985389,0.65089165,0,0.028453441,0.241957376,0,0.7787739,0,-0.186234522,0,0,0.444627268,0,0,0,0,0,0,0,ENSG00000106628,GEMCITABINE
-0.396400017,0.156550035,0,0,0,0,2.099690043,0,0,-0.01668625,0,1.396517074,0,0,0.446684055,0,0,0.716122482,0.117801039,1.103450771,0,0.332240179,0.13564952,3.149535064,0.741692946,0,0.565791341,0,0.632590178,0.048055535,0,0,ENSG00000177084,GEMCITABINE
-1.202645375,-0.200210563,0.723698207,0,0,0.01543579,0.687225928,0.294205481,0,0,0,-1.030838893,0,0,0,-1.116742134,0,-0.687225928,0,0,0,0.24933368,0,1.374451857,0,0,0.079996492,-0.005952015,0.087469042,0.034514063,0,0.012178102,ENSG00000096968,RUXOLITINIB
0.276253227,0,0,0,0,0,2.253660951,0,0,0,0,0,0,0,0,0,0,-0.187169893,0,0,0,0,0,4.463553221,0,0,0,0.118647163,0,0,0,0,ENSG00000162434,RUXOLITINIB
-0.377472582,0,0.099972407,0,0.730447184,0.398008946,-1.161409165,-0.001975,0.202021273,0,0,0,0,0.143126972,0.793670477,0,0,0.366419055,0,0,0,0,0,4.797925259,0.717725132,0,0,0,0,0,0,0,ENSG00000105723,LY-2090314
-0.410581633,0.475020383,0,0,0.029177133,0,2.215038046,0,0.334466411,0,0.097453982,0,0.233999461,0,0,0.922145561,0,0.505246411,-0.074745321,0,0,0,-0.105161411,1.107519023,0,0,0.113374467,0,0,0,0.045102413,-0.109050217,ENSG00000082701,LY-2090314
0.253895436,0.357784081,0,0,0,0,0,0,0,0.425073454,0.105597737,0,0,0,0,0.213386191,0,0.086761329,0.129732634,0,0.101753491,0.064903551,0,4.964242503,0,0,0,0,-0.176357093,0,0.233737227,0.489303458,ENSG00000115758,EFLORNITHINE
0,0,0,0,0,0,0,0,0,0,0,-0.811103765,0,-0.369191504,0,0,0,0,0,0,0,0,0,0.811103765,0,0,0,0,0,0,0,0,ENSG00000183873,PRILOCAINE
-1.779576922,1.251451807,0,0,-0.018469261,0.286540103,0,0.061414986,0,0.809459817,0,0,1.124375274,0,-0.580166741,0,0.686576124,-1.779576922,-0.114542378,0,0,0,-0.301533684,0,-1.137965865,0,0,0,0.514591564,0.233318914,0.982740158,0.174949224,ENSG00000196876,PRILOCAINE
1.402431183,0.283928752,0,0,0.288033258,-0.867719593,0,0.47580537,0,0.891785774,0,0,-0.026203708,0,-0.545301266,0,0.480503803,2.207785826,-1.041148888,0,0,0,1.155195809,0,1.546551451,0,0,0,0.105291197,0.006212032,1.186029185,-0.391073467,ENSG00000136531,PRILOCAINE
