SN505,SN508,SN515,SN517,SN521,SN528,SN529,SN531,SN534,SN553,SN575,SN598,SN579,SN601,SN655,SN667,SN674,SN677,SN683,SN735,SN747,SN753,SN756,SN758,SN767,SN787,SN788,SN799,SN804,SN810,SN812,SN820,GeneID,Drug
0,0,0,0.103521163,0,0.44934011,0,0,0,0,0,-0.228106263,0,-0.097175977,0,0.051097059,0.125478963,0,0.116912958,0,0,0.648264761,0,0,0,0,0,0,0,-0.029165408,0,0,ENSG00000198900,SACITUZUMAB GOVITECAN
-0.057541256,0,0,0,0,0,0,0,0.080406793,0,0,0.208130049,0,0,0,0.321517324,0,-0.180348421,0,0,0,0.019809014,0,4.167477256,0,0.0278082,0,0,0.011184852,0.033107504,0,0,ENSG00000078061,LY-3009120
0.099040688,-0.037984617,0.73999606,0.106000481,-0.024530727,0.000355219,-0.67077533,0.398289465,0.02452627,0.007850924,0.036902703,0.674481226,-0.011757382,0,0,-0.177472257,0,0,0.02804226,0,0,0.085305343,0,2.023443677,0,0,0,0,-0.030358315,0.023864546,0,-0.183140035,ENSG00000157764,LY-3009120
0.703879756,0,0,0,0,0,2.055607581,0.113996866,0.042587581,-0.060550575,0,-0.029134218,0,0,0,0.209640283,0,0.220560091,0,0.047674298,0,0,0.002329341,4.385199172,0.058465017,0,0.03519732,0,0.163668295,0,0,0,ENSG00000132155,LY-3009120
0.429147217,0,0.90472834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831581912,0,1.537801933,0,0,0,0,0,0,0.13217466,0,ENSG00000142166,INTERFERON ALFA-N3
0.075932373,0,0,0,-0.069081818,0,0,0,0,0.221293818,0,0.950122319,0,0,0,0,0,-0.177073425,-0.123550875,0,0,0,0,2.850366958,0,0,0.492277388,0,0,0.1989604,0,0,ENSG00000159110,INTERFERON ALFA-N3
-0.111453029,0,0,0.068198608,0,0.049525322,0,0,0,1.583428443,0.410298945,0.169392618,0.051409427,0,0.41739024,-0.07845833,0,0.276185687,0,-0.012772869,0,0,0,4.324121813,0.559161626,0,-0.066499033,0,0.312011722,0,0,0.047121422,ENSG00000167658,TAGRAXOFUSP
-0.127247071,0.707970711,0.997576279,0.195459161,0.002389491,0.028198348,0.603338373,-0.004589255,0.213433515,-0.114464025,-0.009018594,-0.948103158,0,-0.067750447,0.039022433,0.285973769,0.259049951,-0.775720766,0.594633335,0,0.011278197,1.103693343,0.546431444,1.508345934,0,0,0.208386246,0.02856385,0.02060627,0.012113677,0,0.834691412,ENSG00000196639,EBASTINE
-0.634873719,0.310674753,0.285769509,0,0,-0.304676583,-0.173147378,0,-0.069352298,-0.148755199,0,-0.115431585,0.066669763,0,0,-0.288578963,0.007150983,0,-0.017392051,0.115431585,0,2.187211081,0.564438967,0.288578963,-0.044573205,0,0.08874083,0,1.308060787,0,0,1.059014824,ENSG00000140009,PRINABEREL
0,0,0,0,0,0,0,0,0,0.483980061,0,0,0,0,0,0,0,0,0,0,0,0,0,1.968323667,0,0,0,0,0,0,0,0,ENSG00000140443,CIXUTUMUMAB
-3.678984239,-0.266437025,0,0,0,0,0,0.445338146,0.635556844,0,0,0.03107679,0.209590871,0.28006456,0.530235029,-0.403712394,0,0.32022119,0,0,0.413176621,0,0,3.678984239,0,0,0,0,-0.102915226,0,0,0,ENSG00000148229,FLUDARABINE PHOSPHATE
0,0,0,0,0,0,-0.124186284,0.133427464,0,0,0.118489646,0,0,0.155659982,0,0.884147397,0,0.884147397,0.146026211,0,0,1.216128028,0,0,0,0,0,0.181018996,1.399370647,0.049144852,0,0,ENSG00000175482,FLUDARABINE PHOSPHATE
1.605177979,0,0,0,0,0,2.427132456,0.570571919,0.138276792,-0.027123118,0,0,0,0,0,-0.020696121,0,-2.427132456,0,0,0,0,0.251906851,2.427132456,0.047703422,0,0.273066338,0,0.208250435,0,0,0,ENSG00000101868,FLUDARABINE PHOSPHATE
0.975139743,0,0,0,0,0.249345662,1.057615545,0.592319629,0,0.095118623,0.034194343,0.415723409,0.008516324,0,0,-0.014070093,0,0.746096486,0,0.069098515,0,0,0.358845243,3.525385149,0,0,0.048083797,0,0.038898266,0,0,0,ENSG00000167325,FLUDARABINE PHOSPHATE
-0.010244659,0.310054658,0.228869805,0,0.281072177,0.52416452,-0.647676872,0.645754546,0.162541176,0,0,0,0,0.333208835,0.409648038,0,0,-0.285816964,0,0.677438876,0.263024203,0,0.206628939,3.19212299,0,0.278043658,0.50516113,-0.252138587,0.151161566,0.194761781,0,0,ENSG00000014138,FLUDARABINE PHOSPHATE
0.381953194,1.599657914,0,0.834748915,-0.148243036,0.642569436,2.059602518,0.988259034,0.634126165,0,0,2.059602518,0,0.668613254,1.137724876,-0.378763537,0,-2.059602518,0,0.95691386,0.601661327,0.043608749,0.907979987,2.059602518,0,0,-0.346973061,0.819830148,0.815536172,0.529684923,0.371092842,0,ENSG00000100479,FLUDARABINE PHOSPHATE
0,0.225152142,0,0,0,0,0,0,0,0,0,0,0,0,1.354441446,0,0,0.455494961,0,0.55971347,0,0,0,3.179663796,0.991795793,0,1.020092236,0,0.604248167,0,0,0,ENSG00000062822,FLUDARABINE PHOSPHATE
-2.404600825,0,0,0,0,0.960212976,2.404600825,0.662201246,0,0.173611009,0,-2.404600825,0,0,0,0,0,0.589447597,0,0,0,0,0.745228185,2.404600825,0,0,0,0,0,0,0,0,ENSG00000077514,FLUDARABINE PHOSPHATE
0.454584241,0,0,0,0,0,-1.525759606,0,0.062151126,0,0,-0.240319711,0,-0.167985389,0.65089165,0,0.028453441,0.241957376,0,0.7787739,0,-0.186234522,0,0,0.444627268,0,0,0,0,0,0,0,ENSG00000106628,FLUDARABINE PHOSPHATE
-0.396400017,0.156550035,0,0,0,0,2.099690043,0,0,-0.01668625,0,1.396517074,0,0,0.446684055,0,0,0.716122482,0.117801039,1.103450771,0,0.332240179,0.13564952,3.149535064,0.741692946,0,0.565791341,0,0.632590178,0.048055535,0,0,ENSG00000177084,FLUDARABINE PHOSPHATE
0,0,0.005038981,0,0,0,0,0.05750959,0.091160636,0,0.807709784,0.14451457,0,0,0.429511486,0,0.135924445,0.158395073,0.453504671,0.035742148,-0.000801276,0,-0.029625695,0.712933076,0.808004185,0.167380192,0,0,0,0,0,0,ENSG00000105221,MIRANSERTIB
-0.03188708,0,0,0.196949872,0,0,-0.108849502,0,0,0,0.190935965,-0.152829205,0,0,0.631089548,0.089745517,0,0.206220819,0.228425879,0,0,0,0,3.277500725,0.538350578,0,0.249393943,0,0,0.220549865,0,0.517794148,ENSG00000142208,MIRANSERTIB
-0.120547215,0,-0.043674063,0,-0.026499502,0,0.347030715,0,0,0.342247583,0.947444749,0.038070893,0.318290079,-0.003189383,0.007784108,0.189107949,0,0.471251323,-0.145092102,-0.094830283,0,0,0.109779576,4.23444718,0,-0.035040227,0,0,0,0.003573183,0,-0.067145305,ENSG00000258947,MIRVETUXIMAB SORAVTANSINE
-0.300965615,0,0,0,0,0.164071773,0,0.011877732,0,0,0,0,0,0,0,0,0,-0.100323779,0,0,0,0.269768746,0,4.585211321,0,0,0,0,0.166103829,0,0,0,ENSG00000167553,MIRVETUXIMAB SORAVTANSINE
0,0,0.143036596,0,0,0,0.11721094,1.020861009,0,0.341480744,0,0,0,0.072238897,0,0,0.784682686,0,0,-0.144498008,0,0.341737898,0.012178874,0,1.653575065,0,0.021458222,0,0.742389494,0.315900695,0,0.053732705,ENSG00000176014,MIRVETUXIMAB SORAVTANSINE
0,0,-0.047394337,0,0,0,0.277217547,0,0,-0.056015252,0,0.277217547,0,0.162596801,0,0,0,0,1.318660606,0,0,0.145634104,0.890895191,0,0,0,0,0,0,0,0,0.449713108,ENSG00000110195,MIRVETUXIMAB SORAVTANSINE
-0.054362436,0,0,0.179869684,0,0,-0.230323637,-0.058226964,0,0,0.541080301,-0.139242942,0.603195718,0,0,0.147461126,0,0.10666051,0.121231194,0,0,-0.106953616,-0.046353912,1.699098007,0,0,0,0,0.272043294,0,-0.041309139,0,ENSG00000137267,MIRVETUXIMAB SORAVTANSINE
0,-0.395425643,0.923904407,0,0.395425643,0,0,0.10756678,0.790851285,0,0.395425643,0,0.871939985,0,-0.110581248,0,-0.07674546,0,0,0,-0.468971645,0.395425643,0,-0.790851285,0.790851285,0.35895172,0.790851285,0.790851285,0.052345637,0.395425643,-0.720864695,0.161196003,ENSG00000101162,MIRVETUXIMAB SORAVTANSINE
0.230594358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250567187,0,0.188034342,0,0,0,0,0,5.087848917,0,0,0,0,0.088277104,0,0,0,ENSG00000123416,MIRVETUXIMAB SORAVTANSINE
-0.343611784,0,-0.263291159,0,0,0,-0.077619212,0.096781507,0,0,0.059135862,-0.072923818,0,0,0,0.784419031,0.02103816,0.010664784,0,0,0,-0.021622665,0,3.443796827,0,0.235983626,0,0.135695989,0.005989085,0,0,0,ENSG00000167552,MIRVETUXIMAB SORAVTANSINE
0.175731701,0.071980305,0,0,0.097706718,-0.018630997,-0.21827855,-0.039655622,0.275277138,0,-0.079415629,-0.21827855,-0.184079417,0.083517775,0,-0.873114198,0.348726801,-0.654835649,0,0.098025526,0.317196537,0.057225643,0.060814646,0.873114198,0.206134509,0,0,0.318441534,0.206236442,0,0,0,ENSG00000127824,MIRVETUXIMAB SORAVTANSINE
-0.146120546,0,0,0,0,0,0,0,0,0,0,0,0,1.104842076,0,0,0,0,0,0,1.478197467,0,0,0,0,0,0,0,0,0,0,0,ENSG00000085662,TOLRESTAT
0.411255705,2.174496382,0,0.04052467,0.45799638,0.381952302,-0.249256002,0.560251385,0.41108103,0,0,0,0.066262787,0.544657021,0.579317432,-0.703569116,0,-0.295950629,0.211929871,0.959736317,0.729075419,-0.173336735,1.239796661,4.004093298,0,0.23030479,0.963724902,0.410440996,0.866519531,0.913263908,0.516769056,0,ENSG00000087586,TAS-119
0,0,0,0,0,0.445011555,-0.272158534,0,0.324693562,0,0.30403289,0.272158534,0.475227142,0,0,0,0,0.195600533,0,0,0,0,0,2.44942681,1.256398944,0,0,0.645350879,0.098808156,0.081036224,0,0,ENSG00000112033,SELADELPAR
-0.876392523,0.5862587,0,0,0,-0.129839388,1.314588785,-0.056023349,0,0,0,0,0.989075617,0,0.086192773,0,0,-1.314588785,0,0,0,0,0,1.314588785,0.948745606,0,0,0,0,0,0,0.828636124,ENSG00000171105,INSULIN
-0.136834721,-0.203004388,0.011669623,-0.069144684,0.01256017,-0.303197571,-0.072570647,0.075038752,0.328805459,0,0.070361725,0.167449526,-0.069892948,0.203746474,0,0.031952324,0.125288106,0,0.069487813,0.101470855,0.023621279,0.681269524,-0.102702136,0.429062917,-0.15279857,0,0,0.246236312,0.295478397,0.114061647,0.036546418,-0.312466753,ENSG00000165029,PROBUCOL
0.395710128,-0.110336508,0,0.171912661,0.275087191,0,-0.178967535,0.007493612,0.717098277,0.029656921,0,1.566135373,0,0,0,0.223102512,-0.018404569,0,-0.022295048,0,0.03440501,0.080607789,0,0.395710128,0.055880355,0,0,0,0.024812743,0.794795028,0.375955527,0.183685807,ENSG00000141736,HEMAY-022
0,0,0,0,0,0,0,0,0,0,0,-0.811103765,0,-0.369191504,0,0,0,0,0,0,0,0,0,0.811103765,0,0,0,0,0,0,0,0,ENSG00000183873,ESLICARBAZEPINE
-1.779576922,1.251451807,0,0,-0.018469261,0.286540103,0,0.061414986,0,0.809459817,0,0,1.124375274,0,-0.580166741,0,0.686576124,-1.779576922,-0.114542378,0,0,0,-0.301533684,0,-1.137965865,0,0,0,0.514591564,0.233318914,0.982740158,0.174949224,ENSG00000196876,ESLICARBAZEPINE
1.402431183,0.283928752,0,0,0.288033258,-0.867719593,0,0.47580537,0,0.891785774,0,0,-0.026203708,0,-0.545301266,0,0.480503803,2.207785826,-1.041148888,0,0,0,1.155195809,0,1.546551451,0,0,0,0.105291197,0.006212032,1.186029185,-0.391073467,ENSG00000136531,ESLICARBAZEPINE
-0.949584083,2.332305602,0,0,0.366058028,-0.068607696,0.395230967,0,1.372286963,0,0,0,0.631878959,0.392322466,0.222526276,0.286215711,0,1.494893064,-0.761045967,0,0,-0.526865322,0.248144091,0,0,0,0,0,0,0,0,0.395777429,ENSG00000153253,ESLICARBAZEPINE
0,-0.025966617,-0.098162287,-0.253203571,0,0,-1.063556402,-0.395600016,0.276672951,0.688945212,-0.056765089,-0.797667302,1.558197642,0.772166388,1.034852704,0.066472275,-0.224138671,0,0.475967054,-0.866284316,0.048133848,1.591317933,0.782358622,-0.598250476,0.848275565,0.200722689,0.839676251,-0.466552548,0.93177632,1.257492,-0.519685196,0.03886551,ENSG00000106991,CAROTUXIMAB
-2.084284006,0,0,0,0,-0.170989612,0,0,0,0,-0.060522299,-2.084284006,0,0,-0.154503971,1.710308992,0,0,-0.762596075,0,0,0.402838937,0,0,-0.34478647,0,0,0,0.264370276,0,0,0.369840862,ENSG00000186951,CLOFIBRATE
0,0.348403614,0,0,0,-0.087100903,0,0,0,0.044083899,0,-0.087100903,2.846057442,0,0.087100903,0,0,0,0,0.164859751,0,-0.05907905,0,0,0.26130271,-0.029154246,0.348403614,0.036898404,0.966040255,-0.068261064,0,-0.07189836,ENSG00000146070,RILAPLADIB
0,0.197069689,0.476865255,0,0.10703119,0.476865255,0,0.288259457,0.325064683,0.238432628,0.357648941,0,0,0,-0.027767837,0,0.202777377,0,0,0.476865255,0,0.156856173,0,-0.238432628,0.237065346,0,0.394066165,0,1.142081591,0,0,1.572706777,ENSG00000128052,LENVATINIB
-0.111453029,0,0,0.068198608,0,0.049525322,0,0,0,1.583428443,0.410298945,0.169392618,0.051409427,0,0.41739024,-0.07845833,0,0.276185687,0,-0.012772869,0,0,0,4.324121813,0.559161626,0,-0.066499033,0,0.312011722,0,0,0.047121422,ENSG00000167658,MOXETUMOMAB PASUDOTOX
-0.112041887,0,0,0,0.093630791,0.224083773,0,0.33612566,-0.224083773,0,0,0,0.479319776,0,0.33612566,0,0.282664639,0,-0.002522964,0.33612566,0,0,0.230160409,-0.224083773,0,0,0,0,0.735230709,-0.112041887,0,0,ENSG00000012124,MOXETUMOMAB PASUDOTOX
-0.199761332,-0.893553479,0.281719453,0,0,0.018846235,0.02736006,0.005236853,0,0,0,-0.299641998,0,0.072562503,0.008700365,-0.001345221,-0.000994034,0.241054591,0.356341037,0.42325627,0,0.548039564,0.009690296,0.649224328,-0.000995655,0.326062215,0.047286632,0.005601042,0,0,0,0,ENSG00000148154,MIGLUSTAT
0.615062528,0,0,0,0,0,0,0,0,0,0.632693583,1.715596749,0,0,0,0,0,0,0,0,0,0,0,4.604191822,0,0,0,0,0,0,0,0,ENSG00000136807,BMS-387032
0.637409171,0,0,0,0,0,3.368611364,0.085591742,0,0.101742702,0,0,0,0,0,0,0,0.768538485,0,0,0,0,0.478028126,3.368611364,0,0,0,0,0.061298684,0,0,0,ENSG00000123374,BMS-387032
0.223294376,1.609940852,0,0,0.656370189,0.691918251,2.121654885,0.097547391,0.313095254,0,0,0.227987992,-0.012166481,0.156098337,0.900687501,0.133379864,0,0.527967095,0.192051283,0.538234921,0.712527138,0,0.640931694,2.121654885,0,0.570949975,0.970854149,0.418805343,0.798385159,0.791019432,0.353448785,0,ENSG00000166851,TAK-960
-0.837824887,0.700913208,0,0,0,0,0.837824887,0,0.185524072,0.348830174,0,0,0,0,0,0.372017693,0,0.14088131,0,0,0.177224057,0,0.432419719,0,0,0,0.358237326,0.148874022,-0.054167649,0,0,0,ENSG00000171094,LORLATINIB
-0.515628432,0,0.512316723,0.040021185,0,0.926486521,2.759410882,0.308881093,0,0.150777759,0,-0.105725655,0,0,0,-0.039052565,0,-0.090023651,0,0,0,0,0.402235075,3.219312696,0,0,0,0.039078155,0,0,0,0,ENSG00000143924,LORLATINIB
0.121432026,0.465000004,0.02085568,-0.087136646,-0.059131866,0.014318115,-0.738405772,0.789318209,0.060873652,0.822564261,0.013396553,-0.567852366,-0.225103113,1.080625058,0.157339711,0.041631092,0.101828406,0,-0.03853622,0.197096446,0.040060848,0.81208923,0.309461638,-0.611998163,0.186369684,0.036559148,-0.05603501,0.034213586,1.251413988,1.525161815,0.773073685,0.946058506,ENSG00000115414,AS-1409
0.050674463,0,0.142555139,0,0,0,0.824009271,0.349064025,0,0.285229371,0.458832282,0,0,0.073084491,0.425626105,0,0,0.412004636,0,0,0,0.24003842,0,0,0.078286953,0,0,1.229318832,0,0.314125238,-0.171436366,0,ENSG00000198947,ETEPLIRSEN
0,0,0.462873149,0,0,0,0,0,0,0,0,0,0,0,0,-0.052108822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000198668,BENZIODARONE
0.099217237,1.569247635,0.323747074,0,-0.001681389,0.942229117,0.591915735,0.638026947,1.087511556,0,0,0,0,-0.046052731,0.648665269,0,0,0.611756732,0.616371407,1.038171487,0.592670012,0,0.288068735,4.588021469,0,0,0.049549842,0.016970506,0.609098942,-0.132263523,0,0,ENSG00000176890,RALTITREXED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98857364,0,0,0,0,0,0,0,0,0,0.279271769,0,0,0,0,0,0,ENSG00000180720,AFACIFENACIN
-0.481443423,0,0.323206301,0,0.411277057,0,0,0,0.243876316,0,0,0,0,-0.256369767,0,0,0,0,0.195658556,0.348164503,0,-0.715594823,0,0,-0.350374365,0,0,0,0,1.403505662,0.168013336,1.124528105,ENSG00000092969,FRESOLIMUMAB
0,0.411998684,0,0,0,0.099139112,0,0,0.445014072,0,0,0,0,0,0.359653917,0,0,-1.017338011,1.285221567,0,0,0,0.242594255,0,0.095420919,0,0,0,-0.390422905,0,0.241828721,1.11234146,ENSG00000119699,FRESOLIMUMAB
0,1.207432725,0,0,0,0,-0.152485738,0,0,0.277839647,0,0.171577447,0,0.752075766,0.053733259,0.497006697,0,0,0,0.335113514,0,0,0,0,-0.201777312,0.363321926,0.160073125,0,0.621827001,0.490291643,0,0.22402931,ENSG00000105329,FRESOLIMUMAB
-0.204533164,-0.11404382,-0.026578477,0,0.055141596,0,1.349109011,0,0,-0.087088575,0.215991205,0.06478126,0.412541367,0.104001602,-0.027879034,-0.268907082,0,1.489471334,-0.22503166,-0.151836267,0,0,-0.016596016,0.543018587,0,0.184717723,0,0,0,0.088704385,-0.007629075,0.005960231,ENSG00000134853,PAZOPANIB
-0.232641607,0.232641607,-0.191604972,0,0,0,0,0,0,0,0,0,0,0.177131913,0,0,0,-0.232641607,0,0.232641607,0,1.818908493,0,0.465283213,0,0,0,0,0,0,0,-0.323802607,ENSG00000113263,PAZOPANIB
0,0.197069689,0.476865255,0,0.10703119,0.476865255,0,0.288259457,0.325064683,0.238432628,0.357648941,0,0,0,-0.027767837,0,0.202777377,0,0,0.476865255,0,0.156856173,0,-0.238432628,0.237065346,0,0.394066165,0,1.142081591,0,0,1.572706777,ENSG00000128052,PAZOPANIB
0,0,-0.02151313,0,0,0,0,0.29174922,0.597512497,0,0.195620414,1.102789665,0,0,0,0.113021592,-0.377775235,0.013902433,-0.100429406,0.049003652,0,0,0,0,0,0,-0.05511403,0.068854501,0,0,0,0.006178182,ENSG00000077782,PAZOPANIB
0,0.269049931,-0.042355602,0.661303383,0.552195366,-0.273601611,0,0.033905987,-0.068823166,0.467445961,0.063284918,0.696643428,0.089597261,0,0.165425565,0,0.01530106,-0.108790195,0,0.053322474,-0.086744489,0.057193386,-0.036288313,0,0.020589675,0.309526067,0.197073754,0,0.010467543,0.376589833,0,0.685393728,ENSG00000113721,PAZOPANIB
0,0.550568376,0.063560361,0.330341026,0,0.040512901,-0.550568376,0.309097939,0.440454701,0.099876744,0,-0.330341026,4.372035156,0.223903905,0.550568376,0,-0.45319791,0,0.270790267,0.185930022,-0.324577414,-0.182307784,0.030905665,-0.550568376,0.550568376,-0.03525877,-0.41469122,0.440454701,2.440345257,-0.24026547,0.283049318,0.22022735,ENSG00000182578,PAZOPANIB
0,0,0.37856418,0,0,0.598682953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60520734,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000157404,PAZOPANIB
1.431700517,0.042094076,0,0,0,0,0.003664842,0,0.089354789,0.260161998,0.04729771,-0.548110441,0,0.191494389,0.768215868,-0.100540004,0.157546811,1.008617412,-0.118956046,0,0.110446621,0.021230159,-0.031744374,0,0.517670919,0,0.520071556,0.611422264,0.548513954,0,-0.051221347,0,ENSG00000068078,PAZOPANIB
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.034260658,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000172572,DYPHYLLINE
0,0.048600639,0,0,-0.007269626,-0.056943768,0,0.765345067,-0.325682961,0,-0.056197747,0,0.195436245,0,0,1.096337548,0.197953,-1.254712373,0,0.626672845,-0.191654858,-0.079883517,0.541651006,1.254712373,0.703992594,0,0,0.720476945,0.084012921,0,0,0,ENSG00000065989,DYPHYLLINE
0,0,0.37856418,0,0,0.598682953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60520734,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000157404,FAMITINIB
-0.204533164,-0.11404382,-0.026578477,0,0.055141596,0,1.349109011,0,0,-0.087088575,0.215991205,0.06478126,0.412541367,0.104001602,-0.027879034,-0.268907082,0,1.489471334,-0.22503166,-0.151836267,0,0,-0.016596016,0.543018587,0,0.184717723,0,0,0,0.088704385,-0.007629075,0.005960231,ENSG00000134853,FAMITINIB
0,0.197069689,0.476865255,0,0.10703119,0.476865255,0,0.288259457,0.325064683,0.238432628,0.357648941,0,0,0,-0.027767837,0,0.202777377,0,0,0.476865255,0,0.156856173,0,-0.238432628,0.237065346,0,0.394066165,0,1.142081591,0,0,1.572706777,ENSG00000128052,FAMITINIB
0,0.269049931,-0.042355602,0.661303383,0.552195366,-0.273601611,0,0.033905987,-0.068823166,0.467445961,0.063284918,0.696643428,0.089597261,0,0.165425565,0,0.01530106,-0.108790195,0,0.053322474,-0.086744489,0.057193386,-0.036288313,0,0.020589675,0.309526067,0.197073754,0,0.010467543,0.376589833,0,0.685393728,ENSG00000113721,FAMITINIB
0.121432026,0.465000004,0.02085568,-0.087136646,-0.059131866,0.014318115,-0.738405772,0.789318209,0.060873652,0.822564261,0.013396553,-0.567852366,-0.225103113,1.080625058,0.157339711,0.041631092,0.101828406,0,-0.03853622,0.197096446,0.040060848,0.81208923,0.309461638,-0.611998163,0.186369684,0.036559148,-0.05603501,0.034213586,1.251413988,1.525161815,0.773073685,0.946058506,ENSG00000115414,L19IL2
-0.837824887,0.700913208,0,0,0,0,0.837824887,0,0.185524072,0.348830174,0,0,0,0,0,0.372017693,0,0.14088131,0,0,0.177224057,0,0.432419719,0,0,0,0.358237326,0.148874022,-0.054167649,0,0,0,ENSG00000171094,ENTRECTINIB
0.129689416,0,0,0,0,0,-0.038815566,0,0.927840108,0,0,0.642904427,0,0,0,0,0,0.31594398,0.48154718,0,0,0,0,2.457602208,0,0,0,0,0,1.79226493,0,0,ENSG00000148053,ENTRECTINIB
0,0,0,0,0,0,3.158441756,0,0,0,0,0,0,0,0,0.289814297,0,0.657615739,0,0,0,0,0,3.158441756,0.975783768,0,0,0,0,0,0,0,ENSG00000140538,ENTRECTINIB
0,0,0,0,0,1.397312618,0,0.526648048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000102287,CENOBAMATE
1.402431183,0.283928752,0,0,0.288033258,-0.867719593,0,0.47580537,0,0.891785774,0,0,-0.026203708,0,-0.545301266,0,0.480503803,2.207785826,-1.041148888,0,0,0,1.155195809,0,1.546551451,0,0,0,0.105291197,0.006212032,1.186029185,-0.391073467,ENSG00000136531,CENOBAMATE
2.82669383,0.522340538,0,0,-0.504237504,0.558298423,0,1.162740972,0,-0.191689418,0,0,0.54114056,0,0.787237401,0,-0.168129875,-1.162740972,0.385029803,0,0,0,-0.220602295,0,0.730538921,0,0,0,0.628898562,-0.863228233,0.421752723,0.400500352,ENSG00000187730,CENOBAMATE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980801182,0,0,0,0,ENSG00000163288,CENOBAMATE
-1.779576922,1.251451807,0,0,-0.018469261,0.286540103,0,0.061414986,0,0.809459817,0,0,1.124375274,0,-0.580166741,0,0.686576124,-1.779576922,-0.114542378,0,0,0,-0.301533684,0,-1.137965865,0,0,0,0.514591564,0.233318914,0.982740158,0.174949224,ENSG00000196876,CENOBAMATE
2.311430615,1.929282242,0,0,-0.370244191,0.805159029,0,0.19133863,0,0.723884791,0,0,-1.01897853,0,1.048188516,0,-1.048188516,-1.048188516,-0.242460237,0,0,0,0.705001913,0,0.556118693,0,0,0,1.200155988,-0.146211699,-0.300705308,0.173590646,ENSG00000166206,CENOBAMATE
0,0,0,0,0,0,0,0,0,0,0,-0.811103765,0,-0.369191504,0,0,0,0,0,0,0,0,0,0.811103765,0,0,0,0,0,0,0,0,ENSG00000183873,CENOBAMATE
-0.949584083,2.332305602,0,0,0.366058028,-0.068607696,0.395230967,0,1.372286963,0,0,0,0.631878959,0.392322466,0.222526276,0.286215711,0,1.494893064,-0.761045967,0,0,-0.526865322,0.248144091,0,0,0,0,0,0,0,0,0.395777429,ENSG00000153253,CENOBAMATE
1.587227139,0,0,0,0.793578628,0.320183488,0,0,1.358190192,0,-0.638115845,0,1.64211496,0,0,1.69337663,0,-0.793578628,0.610490446,0,0,0,0.793578628,0.793578628,0,0,0,0,0,0,0,0,ENSG00000011677,CENOBAMATE
0,0.727989841,0.147155412,0.259669885,0,0.306805205,-0.677783645,0.016226927,0.317249478,0.590496751,0.11522652,-0.451855763,-0.454465671,1.165433283,0.656497332,0,-0.795456387,0,0.084038137,0.592296387,-0.016872012,1.825374699,0.607444786,-0.552268155,-0.672642434,0.019322622,-0.041806876,0.310564591,2.141368147,-0.181475596,0.564046553,-0.09118613,ENSG00000073756,CELECOXIB
0.661010607,3.656108668,0,0,0.726463494,0.485629137,2.126753759,0.718168532,1.413613267,0,0,-0.337693819,0.336254402,0.251977909,0.457142102,0.254406276,0,-0.392514128,-0.12582218,0.446269986,0.331554673,0,1.058854876,-1.276855769,0,0.377680301,1.087934693,0.442373446,1.851880309,0.19807486,0.380044127,0,ENSG00000131747,AMSACRINE
0,0.302400618,0,0,0,0,2.613109814,0,0.855383785,0,0,0,0.360798053,0.711083491,0,0.73596158,0,-0.329723641,-0.347813268,0,0,0,-0.58711545,0,0,0,0,0,0,0,0,-0.194256152,ENSG00000077097,AMSACRINE
-2.084284006,0,0,0,0,-0.170989612,0,0,0,0,-0.060522299,-2.084284006,0,0,-0.154503971,1.710308992,0,0,-0.762596075,0,0,0.402838937,0,0,-0.34478647,0,0,0,0.264370276,0,0,0.369840862,ENSG00000186951,K-877
0.223294376,1.609940852,0,0,0.656370189,0.691918251,2.121654885,0.097547391,0.313095254,0,0,0.227987992,-0.012166481,0.156098337,0.900687501,0.133379864,0,0.527967095,0.192051283,0.538234921,0.712527138,0,0.640931694,2.121654885,0,0.570949975,0.970854149,0.418805343,0.798385159,0.791019432,0.353448785,0,ENSG00000166851,MK-1496
0,-0.375018189,0.09752543,0,0.400232502,0.626061141,0.729435814,0,1.78342409,0,0,0,2.372432712,0,0,0,0,0.607634414,0.519407323,0,2.676111321,0,0.729435814,0,0,0,0,0,0,0,0,0.572007063,ENSG00000151892,LIATERMIN
-0.02895257,0,0,0,0,0,2.247754275,0,0.092886806,0.444438563,0,0,0.0441733,-0.058121074,0,0.626017153,0,-0.967978618,0.305877248,0.460985695,-0.086357575,1.210199344,0.035637537,2.622379987,0.066483377,0.123486883,0.652033858,0.173756315,1.105991246,0,0,0.047829417,ENSG00000095015,E-6201
