Regulon_ID,PCA_1VarGSE7696,PCA_1VarNonRegulonGeneSet,PCA_1RandomVarAvg,NumGoodCalls,PCA_1RandomPValGSE7696,Diff_PCA_1VarRegulonVsNonRegulon,Diff_PCA_1VarRegulonVsAvgRand,PCA_1VarNonMemberGeneSet,PCA_1RandomVarAvgNonMember,NumGoodCallsNonMember,PCA_1RandomPValNonMemberGSE7696,Diff_PCA_1VarRegulonVsNonMember,Diff_PCA_1VarRegulonVsAvgRandNonMember
2354,0.947294991,0.349892494,0.52522674,0,0.001996008,0.597402496,0.422068251,0.399229575,0.594290445,0,0.001996008,0.548065416,0.353004546
3362,0.947294991,0.349892494,0.51814741,0,0.001996008,0.597402496,0.429147581,0.399229575,0.59544382,0,0.001996008,0.548065416,0.351851171
3226,0.946354028,0.258849477,0.485582238,0,0.001996008,0.687504551,0.46077179,0.502295968,0.635100081,0,0.001996008,0.44405806,0.311253947
282,0.94562567,0.336144869,0.415268386,0,0.001996008,0.609480801,0.530357284,0.4233717,0.603402689,0,0.001996008,0.52225397,0.342222981
2900,0.94541678,0.18470109,0.300946297,0,0.001996008,0.76071569,0.644470483,0.737609993,0.651219391,0,0.001996008,0.207806787,0.294197389
2796,0.945158092,0.138892858,0.370909987,0,0.001996008,0.806265234,0.574248105,0.609300632,0.669993277,0,0.001996008,0.33585746,0.275164814
3244,0.945131233,0.336163941,0.517649074,0,0.001996008,0.608967292,0.427482159,0.552751182,0.623081204,0,0.001996008,0.392380051,0.322050029
3125,0.944686907,0.15258177,0.370614174,0,0.001996008,0.792105137,0.574072734,0.609242638,0.723828854,0,0.001996008,0.335444269,0.220858053
2968,0.944665256,0.382795615,0.521377401,0,0.001996008,0.561869641,0.423287856,0.43398399,0.569637519,0,0.001996008,0.510681266,0.375027738
1039,0.944649319,0.321569969,0.439355589,0,0.001996008,0.62307935,0.50529373,0.48184089,0.671134147,0,0.001996008,0.462808429,0.273515172
3384,0.944604571,0.192156529,0.410891893,0,0.001996008,0.752448042,0.533712677,0.519110869,0.677617283,0,0.001996008,0.425493702,0.266987288
731,0.943722766,0.157592861,0.347374219,0,0.001996008,0.786129905,0.596348547,0.699266442,0.675230223,0,0.001996008,0.244456324,0.268492543
1291,0.943607284,0.210784818,0.396888418,0,0.001996008,0.732822466,0.546718867,0.698499835,0.737619089,0,0.001996008,0.24510745,0.205988196
821,0.943556011,0.218018313,0.446254353,0,0.001996008,0.725537698,0.497301659,0.456750512,0.661460763,0,0.001996008,0.4868055,0.282095248
90,0.942706839,0.162760217,0.323957599,0,0.001996008,0.779946622,0.618749241,0.584914891,0.795815655,0,0.001996008,0.357791948,0.146891185
128,0.942706839,0.162760217,0.3807803,0,0.001996008,0.779946622,0.56192654,0.584914891,0.801479052,0,0.001996008,0.357791948,0.141227787
171,0.942706839,0.162760217,0.382812504,0,0.001996008,0.779946622,0.559894335,0.584914891,0.800493806,0,0.001996008,0.357791948,0.142213033
276,0.942706839,0.162760217,0.327591469,0,0.001996008,0.779946622,0.615115371,0.584914891,0.804315594,0,0.001996008,0.357791948,0.138391245
304,0.942706839,0.162760217,0.35129963,0,0.001996008,0.779946622,0.59140721,0.584914891,0.796992507,0,0.001996008,0.357791948,0.145714332
343,0.942706839,0.162760217,0.350254838,0,0.001996008,0.779946622,0.592452001,0.584914891,0.794065326,0,0.001996008,0.357791948,0.148641513
421,0.942706839,0.162760217,0.325253118,0,0.001996008,0.779946622,0.617453721,0.584914891,0.797764952,0,0.001996008,0.357791948,0.144941888
635,0.942706839,0.162760217,0.382477325,0,0.001996008,0.779946622,0.560229514,0.584914891,0.800505017,0,0.001996008,0.357791948,0.142201822
2005,0.942706839,0.162760217,0.353500997,0,0.001996008,0.779946622,0.589205843,0.584914891,0.797306795,0,0.001996008,0.357791948,0.145400044
2693,0.942706839,0.162760217,0.327516833,0,0.001996008,0.779946622,0.615190007,0.584914891,0.799669894,0,0.001996008,0.357791948,0.143036945
3333,0.942706839,0.162760217,0.37849016,0,0.001996008,0.779946622,0.564216679,0.584914891,0.801498454,0,0.001996008,0.357791948,0.141208385
3716,0.942706839,0.162760217,0.326136364,0,0.001996008,0.779946622,0.616570475,0.584914891,0.800381478,0,0.001996008,0.357791948,0.142325361
416,0.942206122,0.23609078,0.354432932,0,0.001996008,0.706115342,0.58777319,0.671874172,0.661409609,0,0.001996008,0.270331951,0.280796513
2788,0.941928068,0.162684429,0.348121055,0,0.001996008,0.779243639,0.593807013,0.569914533,0.778354742,0,0.001996008,0.372013535,0.163573326
1826,0.941724209,0.193857006,0.398320393,0,0.001996008,0.747867203,0.543403816,0.687424824,0.635515239,0,0.001996008,0.254299385,0.306208971
3010,0.941724209,0.193857006,0.402835314,0,0.001996008,0.747867203,0.538888895,0.687424824,0.626139651,0,0.001996008,0.254299385,0.315584558
1918,0.941416946,0.331096121,0.483839455,0,0.001996008,0.610320825,0.45757749,0.411046415,0.604214039,0,0.001996008,0.530370531,0.337202907
2502,0.94112712,0.178795965,0.424393741,0,0.001996008,0.762331155,0.516733379,0.791418528,0.742937387,0,0.001996008,0.149708592,0.198189734
65,0.941006246,0.141618027,0.334812988,0,0.001996008,0.799388219,0.606193258,0.523489272,0.81791576,0,0.001996008,0.417516974,0.123090486
313,0.941006246,0.141618027,0.331030811,0,0.001996008,0.799388219,0.609975435,0.523489272,0.822021124,0,0.001996008,0.417516974,0.118985122
2622,0.941006246,0.141618027,0.310751174,0,0.001996008,0.799388219,0.630255072,0.523489272,0.81931418,0,0.001996008,0.417516974,0.121692066
660,0.940774293,0.15101405,0.311582298,0,0.001996008,0.789760243,0.629191995,0.618991002,0.812172093,0,0.001996008,0.321783291,0.1286022
3531,0.940737479,0.389736475,0.566230727,0,0.001996008,0.551001004,0.374506752,0.518521044,0.652796819,0,0.001996008,0.422216435,0.28794066
3686,0.940071961,0.210324198,0.378144911,0,0.001996008,0.729747763,0.56192705,0.542462686,0.666734039,0,0.001996008,0.397609276,0.273337922
2580,0.939832395,0.199588939,0.373296257,0,0.001996008,0.740243455,0.566536138,0.641094594,0.672493148,0,0.001996008,0.2987378,0.267339246
2602,0.937946587,0.173684486,0.383128749,0,0.001996008,0.764262101,0.554817837,0.695110183,0.598614857,0,0.001996008,0.242836404,0.33933173
969,0.937334096,0.330127653,0.52194022,0,0.001996008,0.607206443,0.415393875,0.405260857,0.596059057,0,0.001996008,0.532073239,0.341275039
628,0.936612696,0.156605113,0.307486171,0,0.001996008,0.780007583,0.629126525,0.696687096,0.810104728,0,0.001996008,0.2399256,0.126507969
2842,0.936612696,0.156605113,0.328805201,0,0.001996008,0.780007583,0.607807495,0.696687096,0.809366209,0,0.001996008,0.2399256,0.127246487
1126,0.936303515,0.284465821,0.457622705,0,0.001996008,0.651837694,0.47868081,0.382836146,0.624646557,0,0.001996008,0.553467369,0.311656958
3329,0.936164172,0.211833708,0.414063791,0,0.001996008,0.724330464,0.522100381,0.607891172,0.682776966,0,0.001996008,0.328273,0.253387206
3456,0.936064675,0.1970346,0.392600324,0,0.001996008,0.739030075,0.543464351,0.622267623,0.700095979,0,0.001996008,0.313797052,0.235968696
3586,0.936064675,0.1970346,0.392437572,0,0.001996008,0.739030075,0.543627103,0.622267623,0.701281636,0,0.001996008,0.313797052,0.234783039
2441,0.935853755,0.353163628,0.532641383,0,0.001996008,0.582690127,0.403212372,0.418893638,0.61159978,0,0.001996008,0.516960117,0.324253975
945,0.935751482,0.41315992,0.548987637,0,0.001996008,0.522591562,0.386763845,0.487954543,0.647195974,0,0.001996008,0.44779694,0.288555508
2601,0.935280861,0.197818186,0.31402797,0,0.001996008,0.737462675,0.621252891,0.727219577,0.759169935,0,0.001996008,0.208061284,0.176110927
468,0.935113845,0.262232124,0.382606712,0,0.001996008,0.672881721,0.552507133,0.404031462,0.586022243,0,0.001996008,0.531082383,0.349091602
2191,0.934856608,0.205189702,0.32788549,0,0.001996008,0.729666907,0.606971119,0.613027879,0.625838158,0,0.001996008,0.321828729,0.309018451
2959,0.934841414,0.159963519,0.344078659,0,0.001996008,0.774877895,0.590762754,0.561114746,0.815308487,0,0.001996008,0.373726668,0.119532927
2240,0.934763654,0.274129081,0.472796317,0,0.001996008,0.660634573,0.461967336,0.479542268,0.638028309,0,0.001996008,0.455221386,0.296735345
1489,0.934540528,0.473995364,0.563247655,0,0.001996008,0.460545164,0.371292872,0.334178137,0.570221647,0,0.001996008,0.60036239,0.36431888
3741,0.93451451,0.313400525,0.489445886,0,0.001996008,0.621113985,0.445068624,0.447663989,0.595520385,0,0.001996008,0.486850521,0.338994125
2909,0.934488853,0.153462202,0.330622885,0,0.001996008,0.781026652,0.603865968,0.73762161,0.801013455,0,0.001996008,0.196867243,0.133475398
430,0.933495443,0.231327383,0.372644295,0,0.001996008,0.70216806,0.560851148,0.664116369,0.631653958,0,0.001996008,0.269379074,0.301841485
385,0.933281193,0.261472206,0.380809511,0,0.001996008,0.671808987,0.552471682,0.381253644,0.573853828,0,0.001996008,0.552027549,0.359427365
3082,0.932878156,0.249856864,0.468280637,0,0.001996008,0.683021292,0.464597519,0.461131959,0.620694854,0,0.001996008,0.471746197,0.312183302
2391,0.932819937,0.206433101,0.411793044,0,0.001996008,0.726386836,0.521026893,0.644263985,0.633640587,0,0.001996008,0.288555952,0.29917935
2074,0.932685355,0.268149427,0.44390123,0,0.001996008,0.664535928,0.488784125,0.659990952,0.667638207,0,0.001996008,0.272694403,0.265047148
3543,0.93258352,0.363658913,0.508353594,0,0.001996008,0.568924608,0.424229926,0.403933803,0.593112955,0,0.001996008,0.528649717,0.339470566
1315,0.932446471,0.268619826,0.430062058,0,0.001996008,0.663826645,0.502384412,0.416652265,0.579113341,0,0.001996008,0.515794205,0.35333313
1771,0.932190676,0.419526967,0.574165756,0,0.001996008,0.512663709,0.35802492,0.45813842,0.641370036,0,0.001996008,0.474052256,0.29082064
1278,0.932052478,0.16884553,0.39633565,0,0.001996008,0.763206948,0.535716828,0.61670699,0.634035601,0,0.001996008,0.315345488,0.298016877
777,0.931905314,0.260736134,0.372132674,0,0.001996008,0.67116918,0.55977264,0.562124133,0.585278378,0,0.001996008,0.369781181,0.346626936
3357,0.93123866,0.193655585,0.402504464,0,0.001996008,0.737583075,0.528734195,0.401827153,0.580775976,0,0.001996008,0.529411507,0.350462683
3584,0.93123866,0.193655585,0.342184561,0,0.001996008,0.737583075,0.589054099,0.401827153,0.586931599,0,0.001996008,0.529411507,0.34430706
2948,0.931184577,0.218964721,0.457918211,0,0.001996008,0.712219856,0.473266366,0.480641591,0.604768633,0,0.001996008,0.450542986,0.326415944
3455,0.93109654,0.26715631,0.41258693,0,0.001996008,0.66394023,0.51850961,0.551681251,0.699618914,0,0.001996008,0.379415289,0.231477626
2793,0.930790208,0.205086331,0.41713357,0,0.001996008,0.725703877,0.513656638,0.55163326,0.596673898,0,0.001996008,0.379156948,0.33411631
132,0.92996391,0.258881349,0.403469445,0,0.001996008,0.671082561,0.526494464,0.571148038,0.642906441,0,0.001996008,0.358815871,0.287057469
3092,0.929921823,0.28607394,0.466295793,0,0.001996008,0.643847883,0.46362603,0.453525798,0.615372742,0,0.001996008,0.476396024,0.31454908
3344,0.929546717,0.168750163,0.312048352,0,0.001996008,0.760796554,0.617498366,0.526922969,0.787092984,0,0.001996008,0.402623748,0.142453734
3311,0.929491264,0.441927093,0.53334661,0,0.001996008,0.48756417,0.396144654,0.380761129,0.582015353,0,0.001996008,0.548730135,0.347475911
2181,0.929192266,0.180410603,0.411980348,0,0.001996008,0.748781663,0.517211918,0.723215852,0.631472341,0,0.001996008,0.205976415,0.297719925
2820,0.929170373,0.203854979,0.416102721,0,0.001996008,0.725315395,0.513067653,0.675292649,0.641990175,0,0.001996008,0.253877724,0.287180199
2612,0.928861528,0.352380815,0.520297646,0,0.001996008,0.576480712,0.408563882,0.447610126,0.597807275,0,0.001996008,0.481251402,0.331054253
270,0.928778537,0.169402622,0.315768675,0,0.001996008,0.759375916,0.613009862,0.688405833,0.655116134,0,0.001996008,0.240372704,0.273662404
2997,0.928778537,0.169402622,0.354435764,0,0.001996008,0.759375916,0.574342774,0.688405833,0.656195024,0,0.001996008,0.240372704,0.272583514
1448,0.928099491,0.249146624,0.374320503,0,0.001996008,0.678952867,0.553778988,0.710257497,0.611404953,0,0.001996008,0.217841994,0.316694538
1915,0.928099491,0.249146624,0.401216048,0,0.001996008,0.678952867,0.526883443,0.710257497,0.610984505,0,0.001996008,0.217841994,0.317114986
2369,0.927917781,0.237207077,0.470531987,0,0.001996008,0.690710704,0.457385794,0.443587532,0.574931941,0,0.001996008,0.48433025,0.35298584
2540,0.92771381,0.194609421,0.326027887,0,0.001996008,0.733104389,0.601685923,0.556953244,0.720785083,0,0.001996008,0.370760566,0.206928727
3747,0.92771381,0.194609421,0.343337961,0,0.001996008,0.733104389,0.58437585,0.556953244,0.722828843,0,0.001996008,0.370760566,0.204884967
2676,0.927706869,0.385197329,0.519740207,0,0.001996008,0.542509539,0.407966662,0.40806255,0.606565668,0,0.001996008,0.519644319,0.321141201
2487,0.927686318,0.395948186,0.547269463,0,0.001996008,0.531738132,0.380416855,0.404933533,0.612244097,0,0.001996008,0.522752785,0.315442222
917,0.927541124,0.301331589,0.510753313,0,0.001996008,0.626209535,0.416787811,0.50090807,0.643241341,0,0.001996008,0.426633053,0.284299782
2138,0.927380969,0.206780569,0.385967916,0,0.001996008,0.7206004,0.541413053,0.521401448,0.781351565,0,0.001996008,0.405979521,0.146029403
548,0.927229778,0.185654057,0.44026507,0,0.001996008,0.741575721,0.486964708,0.399659084,0.571405314,0,0.001996008,0.527570695,0.355824465
3302,0.927116013,0.241367801,0.411376496,0,0.001996008,0.685748212,0.515739517,0.521934514,0.761977514,0,0.001996008,0.405181499,0.165138499
3168,0.926852115,0.190253801,0.343516837,0,0.001996008,0.736598314,0.583335279,0.463691119,0.613055021,0,0.001996008,0.463160997,0.313797095
2866,0.926349347,0.307033837,0.457604745,0,0.001996008,0.61931551,0.468744601,0.502256962,0.613617269,0,0.001996008,0.424092385,0.312732078
3683,0.926180352,0.227101858,0.418073608,0,0.001996008,0.699078494,0.508106745,0.543870157,0.706847592,0,0.001996008,0.382310195,0.219332761
314,0.925763928,0.211729976,0.391384282,0,0.001996008,0.714033952,0.534379646,0.65671246,0.795269261,0,0.001996008,0.269051468,0.130494667
1076,0.925678791,0.274401292,0.44007628,0,0.001996008,0.651277499,0.485602511,0.412836501,0.592786996,0,0.001996008,0.512842289,0.332891794
1497,0.925260826,0.151576522,0.373142882,0,0.001996008,0.773684304,0.552117944,0.792415253,0.70872397,0,0.001996008,0.132845574,0.216536856
3462,0.924952562,0.173870755,0.370173957,0,0.001996008,0.751081807,0.554778605,0.585673207,0.73977832,0,0.001996008,0.339279355,0.185174242
397,0.924929689,0.268035339,0.441782633,0,0.001996008,0.65689435,0.483147056,0.387763659,0.552925674,0,0.001996008,0.53716603,0.372004015
1746,0.924822076,0.16547964,0.31199257,0,0.001996008,0.759342435,0.612829505,0.638645026,0.621310433,0,0.001996008,0.286177049,0.303511642
1496,0.924748646,0.271370681,0.461673262,0,0.001996008,0.653377964,0.463075383,0.469675198,0.587410918,0,0.001996008,0.455073447,0.337337728
897,0.924287393,0.284121709,0.451072387,0,0.001996008,0.640165684,0.473215005,0.436062312,0.628451034,0,0.001996008,0.488225081,0.295836359
2981,0.924180769,0.15606047,0.338234341,0,0.001996008,0.7681203,0.585946429,0.617594796,0.616381907,0,0.001996008,0.306585974,0.307798862
3382,0.924180769,0.15606047,0.35685937,0,0.001996008,0.7681203,0.567321399,0.617594796,0.621783469,0,0.001996008,0.306585974,0.302397301
3231,0.923756608,0.222658608,0.45846953,0,0.001996008,0.701098,0.465287078,0.404152518,0.577918862,0,0.001996008,0.519604089,0.345837746
3623,0.923568508,0.211068531,0.394898706,0,0.001996008,0.712499976,0.528669801,0.470681567,0.565162152,0,0.001996008,0.452886941,0.358406356
2789,0.923177232,0.200025407,0.411283752,0,0.001996008,0.723151825,0.511893481,0.471730767,0.628109326,0,0.001996008,0.451446465,0.295067906
3390,0.9227092,0.229094813,0.446191779,0,0.001996008,0.693614388,0.476517421,0.358038318,0.563012782,0,0.001996008,0.564670883,0.359696418
1081,0.922532004,0.156524663,0.357224507,0,0.001996008,0.766007341,0.565307497,0.6841165,0.60720769,0,0.001996008,0.238415504,0.315324314
3152,0.922299937,0.176157286,0.42863177,0,0.001996008,0.74614265,0.493668166,0.426016271,0.613137358,0,0.001996008,0.496283665,0.309162579
3755,0.9219937,0.171975023,0.363320935,0,0.001996008,0.750018677,0.558672765,0.659109792,0.702525533,0,0.001996008,0.262883908,0.219468167
107,0.921991553,0.207318773,0.369875833,0,0.001996008,0.714672781,0.55211572,0.381553793,0.581757665,0,0.001996008,0.540437761,0.340233888
1457,0.921648804,0.181256748,0.313088661,0,0.001996008,0.740392055,0.608560142,0.569278204,0.808459641,0,0.001996008,0.352370599,0.113189163
532,0.920833784,0.343118063,0.472520169,0,0.001996008,0.57771572,0.448313615,0.478000331,0.649903296,0,0.001996008,0.442833453,0.270930488
3429,0.919729026,0.200451247,0.329834092,0,0.001996008,0.719277779,0.589894934,0.402502269,0.559235646,0,0.001996008,0.517226757,0.36049338
321,0.919393515,0.192942036,0.373804567,0,0.001996008,0.726451479,0.545588948,0.396631721,0.565612612,0,0.001996008,0.522761794,0.353780903
1127,0.919305715,0.259954376,0.421432828,0,0.001996008,0.659351339,0.497872886,0.730529251,0.648380795,0,0.001996008,0.188776464,0.27092492
1932,0.91920309,0.158134432,0.379838357,0,0.001996008,0.761068658,0.539364733,0.627767402,0.778845981,0,0.001996008,0.291435688,0.140357109
2739,0.91906974,0.174383451,0.268265654,0,0.001996008,0.744686289,0.650804086,0.512204056,0.801887175,0,0.001996008,0.406865685,0.117182565
3643,0.919009884,0.286566321,0.510596671,0,0.001996008,0.632443563,0.408413213,0.42542849,0.594670606,0,0.001996008,0.493581394,0.324339278
1406,0.918850677,0.184408043,0.252150296,0,0.001996008,0.734442634,0.666700381,0.752884985,0.713816207,0,0.001996008,0.165965692,0.205034471
227,0.918823394,0.240928372,0.370396103,0,0.001996008,0.677895022,0.548427291,0.456997737,0.653106651,0,0.001996008,0.461825657,0.265716743
2436,0.918755062,0.205036081,0.372239128,0,0.001996008,0.713718981,0.546515934,0.42562317,0.574065171,0,0.001996008,0.493131892,0.344689891
3236,0.918680257,0.165843638,0.376884366,0,0.001996008,0.752836619,0.54179589,0.594967299,0.729961603,0,0.001996008,0.323712958,0.188718654
3126,0.918595488,0.147404725,0.39237468,0,0.001996008,0.771190763,0.526220808,0.776939681,0.633105282,0,0.001996008,0.141655807,0.285490206
3447,0.918595488,0.147404725,0.390613392,0,0.001996008,0.771190763,0.527982096,0.776939681,0.632178142,0,0.001996008,0.141655807,0.286417347
2269,0.918567983,0.298331751,0.46468842,0,0.001996008,0.620236231,0.453879562,0.608639711,0.683722186,0,0.001996008,0.309928272,0.234845797
1659,0.918489975,0.189665631,0.418589511,0,0.001996008,0.728824345,0.499900465,0.609950613,0.647185894,0,0.001996008,0.308539362,0.271304082
415,0.918452459,0.161771729,0.301270884,0,0.001996008,0.756680729,0.617181575,0.546322364,0.742230828,0,0.001996008,0.372130094,0.17622163
3503,0.917380437,0.236001671,0.409468787,0,0.001996008,0.681378765,0.507911649,0.440063329,0.58215703,0,0.001996008,0.477317107,0.335223407
2899,0.917170491,0.46135674,0.582256533,0,0.001996008,0.455813751,0.334913959,0.293228452,0.650469472,0,0.001996008,0.62394204,0.266701019
3008,0.917114591,0.164467294,0.347548346,0,0.001996008,0.752647297,0.569566245,0.62343005,0.663908731,0,0.001996008,0.293684541,0.25320586
2453,0.916492201,0.391973123,0.492738151,0,0.001996008,0.524519079,0.42375405,0.456450684,0.58708038,0,0.001996008,0.460041517,0.329411821
3313,0.916463948,0.229983863,0.470726203,0,0.001996008,0.686480085,0.445737745,0.415760099,0.565020496,0,0.001996008,0.500703849,0.351443453
939,0.916208762,0.196825082,0.404766298,0,0.001996008,0.719383681,0.511442464,0.729105205,0.613486925,0,0.001996008,0.187103558,0.302721837
1042,0.916113303,0.193222656,0.352132869,0,0.001996008,0.722890648,0.563980435,0.579294746,0.693082841,0,0.001996008,0.336818557,0.223030463
3599,0.915954168,0.17604005,0.385141723,0,0.001996008,0.739914118,0.530812445,0.58305952,0.674467452,0,0.001996008,0.332894647,0.241486716
3436,0.915774039,0.165201421,0.439944691,0,0.001996008,0.750572619,0.475829348,0.646106807,0.673547922,0,0.001996008,0.269667232,0.242226118
351,0.915478396,0.230109581,0.381365376,0,0.001996008,0.685368816,0.53411302,0.679884766,0.621934223,0,0.001996008,0.23559363,0.293544173
3735,0.915478396,0.230109581,0.386460627,0,0.001996008,0.685368816,0.529017769,0.679884766,0.617720349,0,0.001996008,0.23559363,0.297758048
280,0.915393375,0.202373432,0.41184185,0,0.001996008,0.713019943,0.503551525,0.513761867,0.711299432,0,0.001996008,0.401631508,0.204093943
2194,0.915330189,0.150470347,0.335364901,0,0.001996008,0.764859842,0.579965288,0.555462336,0.807621218,0,0.001996008,0.359867852,0.10770897
2661,0.915330189,0.150470347,0.314306892,0,0.001996008,0.764859842,0.601023296,0.555462336,0.808752831,0,0.001996008,0.359867852,0.106577357
3723,0.915330189,0.150470347,0.367834946,0,0.001996008,0.764859842,0.547495242,0.555462336,0.808186416,0,0.001996008,0.359867852,0.107143773
3349,0.915138086,0.263463753,0.489083842,0,0.001996008,0.651674333,0.426054243,0.504626206,0.64036684,0,0.001996008,0.41051188,0.274771246
824,0.915129462,0.355876623,0.511787787,0,0.001996008,0.559252839,0.403341676,0.470770758,0.609410036,0,0.001996008,0.444358704,0.305719427
3555,0.915129462,0.355876623,0.510099695,0,0.001996008,0.559252839,0.405029767,0.470770758,0.611766869,0,0.001996008,0.444358704,0.303362593
2403,0.914712712,0.24657374,0.479760193,0,0.001996008,0.668138972,0.434952519,0.403742283,0.591310189,0,0.001996008,0.510970429,0.323402522
3588,0.914711853,0.210745001,0.460864286,0,0.001996008,0.703966852,0.453847567,0.613060253,0.64647253,0,0.001996008,0.3016516,0.268239323
2155,0.914677912,0.153489626,0.295180562,0,0.001996008,0.761188286,0.61949735,0.729781422,0.594989528,0,0.001996008,0.18489649,0.319688384
2170,0.914677912,0.153489626,0.311143496,0,0.001996008,0.761188286,0.603534416,0.729781422,0.600613672,0,0.001996008,0.18489649,0.31406424
1612,0.914640387,0.184251966,0.374332246,0,0.001996008,0.73038842,0.540308141,0.414918086,0.650341236,0,0.001996008,0.499722301,0.264299151
2512,0.913931238,0.336344877,0.586722605,0,0.001996008,0.577586361,0.327208633,0.342474925,0.61584172,0,0.001996008,0.571456313,0.298089518
