Regulon_ID,Mutation,Regulator,Regulon,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned
1122,CXorf22_code_potential_somatic,ENSG00000165804,R-1122,1,1.882388724,0.319785192,1.70E-14,3.727700894,2.220270136,1
1130,CXorf22_code_potential_somatic,ENSG00000165804,R-1130,1,1.882388724,0.217719738,2.65E-07,2.379557885,1.34360265,1
1047,CXorf22_code_potential_somatic,ENSG00000005889,R-1047,1,1.952274654,0.330586764,1.93E-15,3.538290422,2.175060403,1
1059,CXorf22_code_potential_somatic,ENSG00000005889,R-1059,1,1.952274654,0.227260977,7.51E-08,3.515791643,2.12920019,1
1049,CXorf22_code_potential_somatic,ENSG00000005889,R-1049,1,1.952274654,0.31631512,3.37E-14,4.423712938,2.679913111,1
1050,CXorf22_code_potential_somatic,ENSG00000005889,R-1050,1,1.952274654,0.380780886,2.37E-20,4.392302283,2.64382137,1
1055,CXorf22_code_potential_somatic,ENSG00000005889,R-1055,1,1.952274654,0.294595087,1.96E-12,3.61017478,2.218330211,1
1052,CXorf22_code_potential_somatic,ENSG00000005889,R-1052,1,1.952274654,0.473967133,4.88E-32,2.570222404,1.453728989,1
404,CXorf22_code_potential_somatic,ENSG00000109320,R-404,1,1.455640289,0.766464119,4.66E-107,2.951611005,1.729536933,1
685,CXorf22_code_potential_somatic,ENSG00000188786,R-685,1,1.349573467,0.346242777,7.04E-17,3.157199014,1.825047969,1
686,CXorf22_code_potential_somatic,ENSG00000188786,R-686,1,1.349573467,0.380352705,2.64E-20,4.319368188,2.583093878,1
690,CXorf22_code_potential_somatic,ENSG00000188786,R-690,1,1.349573467,0.518961615,4.10E-39,3.542037041,2.145362327,1
679,CXorf22_code_potential_somatic,ENSG00000188786,R-679,1,1.349573467,0.393856147,8.88E-22,3.547052178,2.158740262,1
692,CXorf22_code_potential_somatic,ENSG00000188786,R-692,1,1.349573467,0.566974801,6.28E-48,3.628091561,2.171657404,1
683,CXorf22_code_potential_somatic,ENSG00000188786,R-683,1,1.349573467,0.580183795,1.29E-50,3.79292649,2.254878539,1
684,CXorf22_code_potential_somatic,ENSG00000188786,R-684,1,1.349573467,0.316060852,3.54E-14,3.735371655,2.265299731,1
680,CXorf22_code_potential_somatic,ENSG00000188786,R-680,1,1.349573467,0.368025521,5.09E-19,2.9649832,1.73317231,1
689,CXorf22_code_potential_somatic,ENSG00000188786,R-689,1,1.349573467,0.334476267,8.63E-16,2.923933587,1.673966195,1
682,CXorf22_code_potential_somatic,ENSG00000188786,R-682,1,1.349573467,0.263824632,3.53E-10,5.528032938,3.515396027,1
681,CXorf22_code_potential_somatic,ENSG00000188786,R-681,1,1.349573467,0.455491924,2.01E-29,4.47324443,2.681411499,1
2858,CXorf22_code_potential_somatic,ENSG00000116132,R-2858,1,2.350964702,0.415912702,2.47E-24,3.74708035,2.258036008,1
2859,CXorf22_code_potential_somatic,ENSG00000116132,R-2859,1,2.350964702,0.361880194,2.13E-18,3.624916603,2.174216296,1
2846,CXorf22_code_potential_somatic,ENSG00000116132,R-2846,1,2.350964702,0.507675715,3.08E-37,2.347227576,1.33139088,1
2861,CXorf22_code_potential_somatic,ENSG00000116132,R-2861,1,2.350964702,0.39820555,2.88E-22,3.510994002,2.246626662,1
1341,CXorf22_code_potential_somatic,ENSG00000182944,R-1341,1,1.833527906,0.399742173,1.93E-22,3.755521693,2.226152529,1
1338,CXorf22_code_potential_somatic,ENSG00000182944,R-1338,1,1.833527906,0.25879453,7.77E-10,4.360532379,2.718637685,1
1336,CXorf22_code_potential_somatic,ENSG00000182944,R-1336,1,1.833527906,0.331405572,1.63E-15,2.50994167,1.420859762,1
1342,CXorf22_code_potential_somatic,ENSG00000182944,R-1342,1,1.833527906,0.316254889,3.41E-14,3.919415684,2.310546354,1
1351,CXorf22_code_potential_somatic,ENSG00000182944,R-1351,1,1.833527906,0.324692353,6.41E-15,2.907776235,1.675293663,1
864,CXorf22_code_potential_somatic,ENSG00000084093,R-864,1,2.404921325,0.303200993,4.08E-13,2.301348795,1.304355958,1
1183,CXorf22_code_potential_somatic,ENSG00000100811,R-1183,1,1.803294624,0.43649724,6.74E-27,2.720229954,1.614830399,1
1193,CXorf22_code_potential_somatic,ENSG00000100811,R-1193,1,1.803294624,0.284022407,1.26E-11,2.514663761,1.444901175,1
1182,CXorf22_code_potential_somatic,ENSG00000100811,R-1182,1,1.803294624,0.513100236,3.94E-38,3.492811062,2.11426287,1
1201,CXorf22_code_potential_somatic,ENSG00000100811,R-1201,1,1.803294624,0.324955007,6.08E-15,2.96266441,1.763594837,1
1194,CXorf22_code_potential_somatic,ENSG00000100811,R-1194,1,1.803294624,0.172668233,4.84E-05,2.459928885,1.389702649,1
1186,CXorf22_code_potential_somatic,ENSG00000100811,R-1186,1,1.803294624,0.40364429,6.88E-23,3.453030384,2.045053421,1
3657,CXorf22_code_potential_somatic,ENSG00000102908,R-3657,1,1.473863975,0.165521436,9.91E-05,3.348383519,1.995352928,1
937,CXorf22_code_potential_somatic,ENSG00000106459,R-937,1,1.994433429,0.455342804,2.10E-29,2.863485899,1.636933133,1
922,CXorf22_code_potential_somatic,ENSG00000106459,R-922,1,1.994433429,0.461687345,2.78E-30,2.297686116,1.324652721,1
930,CXorf22_code_potential_somatic,ENSG00000106459,R-930,1,1.994433429,0.223133394,1.30E-07,3.437514999,2.103320199,1
932,CXorf22_code_potential_somatic,ENSG00000106459,R-932,1,1.994433429,0.449194051,1.44E-28,4.598050615,2.834938785,1
931,CXorf22_code_potential_somatic,ENSG00000106459,R-931,1,1.994433429,0.375567101,8.45E-20,5.62507374,3.431548573,1
923,CXorf22_code_potential_somatic,ENSG00000106459,R-923,1,1.994433429,0.712154301,6.13E-86,2.470717392,1.418588864,1
933,CXorf22_code_potential_somatic,ENSG00000106459,R-933,1,1.994433429,0.215551636,3.50E-07,2.390043542,1.350771599,1
935,CXorf22_code_potential_somatic,ENSG00000106459,R-935,1,1.994433429,0.253793231,1.68E-09,4.77888704,2.913002358,1
920,CXorf22_code_potential_somatic,ENSG00000106459,R-920,1,1.994433429,0.713191647,2.70E-86,3.822547532,2.396516502,1
1441,CXorf57_code_potential_somatic,ENSG00000221869,R-1441,-1,1.488985699,0.185931115,1.18E-05,-2.941915979,1.858712246,1
1438,CXorf57_code_potential_somatic,ENSG00000221869,R-1438,-1,1.488985699,0.492727965,7.34E-35,-3.21860191,1.361343409,1
2324,CXorf57_code_potential_somatic,ENSG00000135457,R-2324,-1,1.569780137,0.332171441,1.39E-15,-3.158856631,1.481478962,1
1406,CXorf57_code_potential_somatic,ENSG00000170689,R-1406,-1,1.59703135,0.195159368,4.18E-06,-4.275870998,2.038883776,1
282,CXorf57_code_potential_somatic,ENSG00000072310,R-282,-1,1.644775021,0.37221297,1.89E-19,-4.168769789,2.113677663,1
1639,CXorf57_code_potential_somatic,ENSG00000138795,R-1639,-1,1.433856657,0.322942368,9.10E-15,-3.274936614,1.584096801,1
1641,CXorf57_code_potential_somatic,ENSG00000138795,R-1641,-1,1.433856657,0.42104562,5.88E-25,-3.604527802,1.544015018,1
1644,CXorf57_code_potential_somatic,ENSG00000138795,R-1644,-1,1.433856657,0.410899955,9.76E-24,-2.890379745,1.366359119,1
1656,CXorf57_code_potential_somatic,ENSG00000138795,R-1656,-1,1.433856657,0.358685319,4.42E-18,-5.477375119,2.280392714,1
1646,CXorf57_code_potential_somatic,ENSG00000138795,R-1646,-1,1.433856657,0.444970361,5.27E-28,-7.013758962,6.426587846,1
2684,CXorf57_code_potential_somatic,ENSG00000102034,R-2684,-1,2.071702503,0.498391232,9.52E-36,-3.897641693,1.612759239,1
2678,CXorf57_code_potential_somatic,ENSG00000102034,R-2678,-1,2.071702503,0.51862215,4.68E-39,-3.781269746,1.606683161,1
2687,CXorf57_code_potential_somatic,ENSG00000102034,R-2687,-1,2.071702503,0.32927441,2.53E-15,-3.08261759,1.311470488,1
2680,CXorf57_code_potential_somatic,ENSG00000102034,R-2680,-1,2.071702503,0.602081252,2.37E-55,-3.264372534,1.418427977,1
2707,CXorf57_code_potential_somatic,ENSG00000065970,R-2707,-1,2.375122311,0.445231411,4.86E-28,-2.910464354,1.310284299,1
2700,CXorf57_code_potential_somatic,ENSG00000065970,R-2700,-1,2.375122311,0.336323817,5.87E-16,-4.005403016,1.638258688,1
2696,CXorf57_code_potential_somatic,ENSG00000065970,R-2696,-1,2.375122311,0.406883865,2.89E-23,-3.776997597,1.605547559,1
2702,CXorf57_code_potential_somatic,ENSG00000065970,R-2702,-1,2.375122311,0.205509297,1.22E-06,-3.595683311,1.529286925,1
1,CXorf57_code_potential_somatic,ENSG00000147862,R-1,1,1.397430991,-0.347913133,4.89E-17,-4.734638236,2.077093554,1
64,CXorf57_code_potential_somatic,ENSG00000166888,R-64,-1,1.718656491,0.45420359,3.01E-29,-2.856057304,1.31632073,1
3506,CXorf57_code_potential_somatic,ENSG00000149948,R-3506,-1,1.868743482,0.323927383,7.47E-15,-6.831574168,10.11322697,1
419,CXorf57_code_potential_somatic,ENSG00000109320,R-419,-1,1.621065186,0.444610214,5.88E-28,-2.850474577,1.40612277,1
411,CXorf57_code_potential_somatic,ENSG00000109320,R-411,-1,1.621065186,0.772742596,7.15E-110,-4.371798341,2.146751194,1
424,CXorf57_code_potential_somatic,ENSG00000109320,R-424,-1,1.621065186,0.470497571,1.55E-31,-3.500675093,1.787633168,1
409,CXorf57_code_potential_somatic,ENSG00000109320,R-409,-1,1.621065186,0.533583708,1.19E-41,-4.147320428,1.872887057,1
477,CYLC2_code_potential_somatic,ENSG00000172216,R-477,-1,2.444454579,0.363068119,1.62E-18,-3.72293066,1.313040683,1
3717,CYLC2_code_potential_somatic,ENSG00000163435,R-3717,-1,4.684489111,0.327301834,3.78E-15,-9.722650989,3.616223287,1
1470,CYLC2_code_potential_somatic,ENSG00000087510,R-1470,-1,3.758449642,0.222477787,1.42E-07,-5.445917338,2.279202935,1
1478,CYLC2_code_potential_somatic,ENSG00000087510,R-1478,-1,3.758449642,0.185970048,1.18E-05,-8.329486129,2.94212696,1
1472,CYLC2_code_potential_somatic,ENSG00000087510,R-1472,-1,3.758449642,0.346145191,7.19E-17,-3.68209117,1.348683528,1
1475,CYLC2_code_potential_somatic,ENSG00000087510,R-1475,-1,3.758449642,0.359123694,4.00E-18,-4.483016785,1.589298529,1
1982,CYLC2_code_potential_somatic,ENSG00000179348,R-1982,-1,1.428460275,0.26543957,2.73E-10,-3.712748301,1.35649961,1
1977,CYLC2_code_potential_somatic,ENSG00000179348,R-1977,-1,1.428460275,-0.277735764,3.66E-11,6.407958229,3.752910851,1
3709,CYP11A1_code_potential_somatic,ENSG00000077150,R-3709,1,1.988597934,0.275732532,5.11E-11,3.20980736,1.378884899,1
1816,CYP11A1_code_potential_somatic,ENSG00000281306,R-1816,-1,1.695706523,0.277511246,3.80E-11,-6.418932969,2.231894023,1
2095,CYP11A1_code_potential_somatic,ENSG00000105856,R-2095,1,2.01700529,0.30585583,2.49E-13,6.247088113,2.055605548,1
104,CYP11A1_code_potential_somatic,ENSG00000057657,R-104,1,2.027754842,0.404731805,5.15E-23,3.607118284,1.664626466,1
110,CYP11A1_code_potential_somatic,ENSG00000057657,R-110,1,2.027754842,0.385782331,6.87E-21,5.056329949,3.255827921,1
2698,CYP11A1_code_potential_somatic,ENSG00000065970,R-2698,1,2.119222385,0.320860238,1.38E-14,6.361488298,2.345047913,1
3034,CYP11A1_code_potential_somatic,ENSG00000166949,R-3034,1,2.97944614,0.345066373,9.09E-17,2.647855848,1.430132367,1
3020,CYP11A1_code_potential_somatic,ENSG00000166949,R-3020,1,2.97944614,0.311647207,8.30E-14,2.85163167,1.360470702,1
1609,CYP11A1_code_potential_somatic,ENSG00000112592,R-1609,-1,3.249444607,0.30923242,1.31E-13,-4.202604016,2.252605503,1
1604,CYP11A1_code_potential_somatic,ENSG00000112592,R-1604,-1,3.249444607,0.400770113,1.47E-22,-3.339541554,1.407843498,1
1603,CYP11A1_code_potential_somatic,ENSG00000112592,R-1603,-1,3.249444607,0.455197769,2.20E-29,-2.521412549,1.464060926,1
388,CYP11A1_code_potential_somatic,ENSG00000168610,R-388,1,1.397384342,-0.296456096,1.40E-12,-3.820655207,1.35180545,0.666666667
396,CYP11A1_code_potential_somatic,ENSG00000168610,R-396,1,1.397384342,0.429873937,4.71E-26,6.064313544,3.427222284,0.666666667
3120,CYP11A1_code_potential_somatic,ENSG00000156273,R-3120,1,2.759750902,0.494737614,3.57E-35,4.8824967,2.464350574,1
468,CYP2B6_code_potential_somatic,ENSG00000172216,R-468,-1,1.342789255,0.326047116,4.87E-15,-3.19882283,1.47787168,1
113,CYP2B6_code_potential_somatic,ENSG00000057657,R-113,-1,4.370939336,0.48237696,2.78E-33,-3.066571113,1.342789255,1
109,CYP2B6_code_potential_somatic,ENSG00000057657,R-109,-1,4.370939336,0.387781334,4.16E-21,-2.961583107,1.371725933,1
1548,CYP2B6_code_potential_somatic,ENSG00000123364,R-1548,1,1.399359631,0.452850519,4.61E-29,4.768859035,1.880031009,1
3552,CYP2B6_code_potential_somatic,ENSG00000167157,R-3552,-1,1.333781742,-0.387853049,4.09E-21,7.863072204,6.788848021,1
884,CYP4B1_code_potential_somatic,ENSG00000139083,R-884,1,3.510569687,-0.214749235,3.87E-07,-2.294943374,1.557969323,1
885,CYP4B1_code_potential_somatic,ENSG00000139083,R-885,1,3.510569687,0.377445568,5.36E-20,3.394357633,1.303000652,1
228,CYP4B1_code_potential_somatic,ENSG00000020633,R-228,1,1.310304348,0.344201845,1.10E-16,4.88826185,2.490571117,1
223,CYP4B1_code_potential_somatic,ENSG00000020633,R-223,1,1.310304348,0.411552653,8.17E-24,3.995658348,1.438217078,1
513,CYP4B1_code_potential_somatic,ENSG00000120690,R-513,1,2.416142363,0.571566513,7.54E-49,4.887807292,1.585067397,1
515,CYP4B1_code_potential_somatic,ENSG00000120690,R-515,1,2.416142363,0.584591898,1.53E-51,3.529156719,1.311792903,1
346,CYP4B1_code_potential_somatic,ENSG00000159216,R-346,1,1.311220712,0.616585861,1.07E-58,4.234065171,1.492232223,1
1100,CYP4B1_code_potential_somatic,ENSG00000176887,R-1100,-1,1.775293077,0.574751836,1.70E-49,-6.073394614,2.039193721,1
196,CYP4B1_code_potential_somatic,ENSG00000125820,R-196,-1,2.455299823,0.611035117,2.14E-57,-7.43976643,2.493329918,1
2580,CYP4B1_code_potential_somatic,ENSG00000196767,R-2580,1,1.339172502,-0.21093462,6.27E-07,-5.09061267,1.664234783,1
2510,CYP4B1_code_potential_somatic,ENSG00000128652,R-2510,-1,2.85316704,-0.3302852,2.06E-15,7.296426439,3.307667549,1
3638,CYP4B1_code_potential_somatic,ENSG00000076604,R-3638,-1,14.78932214,-0.323627078,7.93E-15,8.640038547,4.992983884,1
3630,CYP4B1_code_potential_somatic,ENSG00000076604,R-3630,-1,14.78932214,-0.125071926,0.003360319,5.175157362,2.180443932,1
1429,CYP4B1_code_potential_somatic,ENSG00000116035,R-1429,-1,1.376399084,-0.245516627,5.76E-09,4.737045338,1.961911797,1
789,CYP4B1_code_potential_somatic,ENSG00000126561,R-789,1,1.58752713,0.492816343,7.11E-35,3.397448958,1.302145366,1
810,CYP4B1_code_potential_somatic,ENSG00000126561,R-810,1,1.58752713,0.540726786,6.21E-43,3.531825675,1.318836279,1
787,CYP4B1_code_potential_somatic,ENSG00000126561,R-787,1,1.58752713,0.596938771,3.31E-54,4.056217007,1.409629437,1
800,CYP4B1_code_potential_somatic,ENSG00000126561,R-800,1,1.58752713,0.564772645,1.72E-47,4.575181692,1.5275513,1
1557,CYP4B1_code_potential_somatic,ENSG00000182568,R-1557,-1,1.68004508,-0.362622073,1.79E-18,4.773805351,1.604906245,1
1556,CYP4B1_code_potential_somatic,ENSG00000182568,R-1556,-1,1.68004508,-0.531055605,3.35E-41,4.39997222,1.717906823,1
317,CYP4B1_code_potential_somatic,ENSG00000162924,R-317,1,1.335022574,0.597036555,3.15E-54,4.158007586,1.435072014,1
319,CYP4B1_code_potential_somatic,ENSG00000162924,R-319,1,1.335022574,0.323120364,8.78E-15,3.743499752,1.389110741,1
321,CYP4B1_code_potential_somatic,ENSG00000162924,R-321,1,1.335022574,0.338181065,3.97E-16,4.454559889,4.604573439,1
2587,CYP4B1_code_potential_somatic,ENSG00000185630,R-2587,-1,2.248125185,-0.342623658,1.54E-16,3.894943922,1.505581219,1
327,CYP4B1_code_potential_somatic,ENSG00000134532,R-327,-1,2.134130748,-0.382519568,1.55E-20,3.93479552,1.393715925,1
1519,CYP4B1_code_potential_somatic,ENSG00000012223,R-1519,1,4.508869844,-0.2637329,3.59E-10,-5.85886734,2.014229537,1
1332,CYP4B1_code_potential_somatic,ENSG00000116044,R-1332,1,2.71453351,0.481432294,3.86E-33,4.293454989,1.970192045,1
394,CYP4B1_code_potential_somatic,ENSG00000168610,R-394,1,1.763163076,0.725379679,1.30E-90,4.918667897,1.687909283,1
381,CYP4B1_code_potential_somatic,ENSG00000168610,R-381,1,1.763163076,0.689555386,1.54E-78,5.982187476,2.088151109,1
378,CYP4B1_code_potential_somatic,ENSG00000168610,R-378,1,1.763163076,0.465856246,7.17E-31,4.115229535,1.412275086,1
380,CYP4B1_code_potential_somatic,ENSG00000168610,R-380,1,1.763163076,0.476455139,2.11E-32,3.696039446,1.359315721,1
393,CYP4B1_code_potential_somatic,ENSG00000168610,R-393,1,1.763163076,0.505035617,8.25E-37,6.132494267,6.454623936,1
398,CYP4B1_code_potential_somatic,ENSG00000168610,R-398,1,1.763163076,0.604971545,5.27E-56,5.333245671,1.628595601,1
2133,CYP4B1_code_potential_somatic,ENSG00000175592,R-2133,1,1.867802176,0.683607877,1.05E-76,4.162452314,1.38283165,1
2140,CYP4B1_code_potential_somatic,ENSG00000175592,R-2140,1,1.867802176,0.741727206,8.86E-97,3.839088933,1.518252397,1
2131,CYP4B1_code_potential_somatic,ENSG00000175592,R-2131,1,1.867802176,0.396450826,4.54E-22,3.662310519,1.311587263,1
2130,CYP4B1_code_potential_somatic,ENSG00000175592,R-2130,1,1.867802176,0.577855782,3.92E-50,4.054706124,1.426211636,1
2137,CYP4B1_code_potential_somatic,ENSG00000175592,R-2137,1,1.867802176,0.505913626,5.95E-37,3.418168948,1.58319923,1
2138,CYP4B1_code_potential_somatic,ENSG00000175592,R-2138,1,1.867802176,0.602878903,1.57E-55,6.642124037,2.261275438,1
179,CYP4B1_code_potential_somatic,ENSG00000007866,R-179,1,2.329770504,0.516610195,1.02E-38,7.374326681,5.510201725,1
175,CYP4B1_code_potential_somatic,ENSG00000007866,R-175,1,2.329770504,0.462644627,2.04E-30,4.004014879,1.48810765,1
1615,CYP4B1_code_potential_somatic,ENSG00000181690,R-1615,1,1.592632109,0.184929207,1.32E-05,7.008126235,3.461386837,0.5
1313,CYP4F12_code_potential_somatic,ENSG00000125952,R-1313,-1,1.39384704,0.638305895,4.83E-64,-4.191651162,2.008786796,1
84,CYP4F12_code_potential_somatic,ENSG00000213928,R-84,-1,1.519622428,0.418236632,1.29E-24,-3.522332003,1.497690988,1
2194,CYP4F12_code_potential_somatic,ENSG00000132170,R-2194,-1,1.656466611,0.264368973,3.24E-10,-3.357559047,1.706472801,1
2197,CYP4F12_code_potential_somatic,ENSG00000132170,R-2197,-1,1.656466611,0.463361129,1.62E-30,-4.830765285,2.462942191,1
2984,CYP4F12_code_potential_somatic,ENSG00000187079,R-2984,1,1.772607427,-0.240082407,1.26E-08,-4.576589825,1.861282854,1
1476,CYP4F12_code_potential_somatic,ENSG00000087510,R-1476,-1,1.464561703,0.224884336,1.03E-07,-3.026587066,1.41305594,1
1467,CYP4F12_code_potential_somatic,ENSG00000087510,R-1467,-1,1.464561703,0.362186003,1.98E-18,-3.397338701,1.497366539,1
1235,CYP4F12_code_potential_somatic,ENSG00000110777,R-1235,-1,1.735033388,0.367548296,5.70E-19,-6.026740504,3.289750833,1
1236,CYP4F12_code_potential_somatic,ENSG00000110777,R-1236,-1,1.735033388,0.36831916,4.75E-19,-4.549528296,2.326460796,1
645,CYP4F12_code_potential_somatic,ENSG00000071564,R-645,1,2.159099079,-0.322365287,1.02E-14,-4.31434957,1.812236167,1
3757,CYP4F12_code_potential_somatic,ENSG00000135373,R-3757,-1,1.351582344,0.107328623,0.011936123,-6.522119039,3.194148358,1
1306,CYP4F22_code_potential_somatic,ENSG00000125952,R-1306,1,1.656735862,0.382955551,1.39E-20,6.68288089,7.603485619,1
1305,CYP4F22_code_potential_somatic,ENSG00000125952,R-1305,1,1.656735862,0.225002237,1.02E-07,4.57446434,1.522168606,1
1314,CYP4F22_code_potential_somatic,ENSG00000125952,R-1314,1,1.656735862,0.353719459,1.35E-17,3.456342502,1.451968864,1
1590,CYP4F22_code_potential_somatic,ENSG00000185811,R-1590,1,2.590577629,0.535005776,6.67E-42,5.118913345,1.577896382,1
1589,CYP4F22_code_potential_somatic,ENSG00000185811,R-1589,1,2.590577629,0.488577704,3.20E-34,3.827013925,1.364698542,1
1237,CYP4F22_code_potential_somatic,ENSG00000151702,R-1237,1,2.912511462,0.518276687,5.36E-39,5.031225679,1.749460811,1
221,CYP4F22_code_potential_somatic,ENSG00000020633,R-221,1,2.459419036,0.637971561,5.88E-64,7.144974968,2.279825322,1
344,CYP4F22_code_potential_somatic,ENSG00000159216,R-344,1,2.185526205,0.460563298,3.99E-30,9.88495827,3.402262238,1
345,CYP4F22_code_potential_somatic,ENSG00000159216,R-345,1,2.185526205,0.475528621,2.88E-32,3.838395117,1.345982853,1
348,CYP4F22_code_potential_somatic,ENSG00000159216,R-348,1,2.185526205,0.313123235,6.25E-14,6.273445623,1.885083902,1
163,CYP4F22_code_potential_somatic,ENSG00000178573,R-163,1,2.599184253,0.453101054,4.26E-29,4.333858278,1.519208904,1
170,CYP4F22_code_potential_somatic,ENSG00000178573,R-170,1,2.599184253,0.481601174,3.64E-33,4.999847332,1.640841733,1
169,CYP4F22_code_potential_somatic,ENSG00000178573,R-169,1,2.599184253,0.355113379,9.90E-18,10.67067138,2.677226725,1
154,CYP4F22_code_potential_somatic,ENSG00000178573,R-154,1,2.599184253,0.605671046,3.66E-56,7.136735656,2.285914099,1
171,CYP4F22_code_potential_somatic,ENSG00000178573,R-171,1,2.599184253,0.397226466,3.71E-22,3.69946661,1.415756545,1
469,CYP4F22_code_potential_somatic,ENSG00000172216,R-469,1,1.762311169,0.639431401,2.48E-64,4.551599287,1.476436367,1
457,CYP4F22_code_potential_somatic,ENSG00000172216,R-457,1,1.762311169,0.714854639,7.17E-87,6.565701973,2.096376316,1
479,CYP4F22_code_potential_somatic,ENSG00000172216,R-479,1,1.762311169,0.487091687,5.40E-34,6.004932096,2.594813934,1
1294,CYP4F22_code_potential_somatic,ENSG00000095794,R-1294,1,2.134273986,0.384279906,1.00E-20,4.501399692,1.883011689,1
2684,CYP4F22_code_potential_somatic,ENSG00000102034,R-2684,1,1.347085013,0.498391232,9.52E-36,2.866459113,2.344480004,1
2687,CYP4F22_code_potential_somatic,ENSG00000102034,R-2687,1,1.347085013,0.32927441,2.53E-15,4.320225544,2.254661559,1
3324,CYP4F22_code_potential_somatic,ENSG00000128604,R-3324,1,2.537517754,0.433443244,1.66E-26,6.873053007,2.780248744,1
3333,CYP4F22_code_potential_somatic,ENSG00000128604,R-3333,1,2.537517754,0.382652572,1.50E-20,4.321000135,1.691075899,1
427,CYP4F22_code_potential_somatic,ENSG00000162367,R-427,1,2.292710496,0.211932299,5.53E-07,6.177945449,1.982917456,1
428,CYP4F22_code_potential_somatic,ENSG00000162367,R-428,1,2.292710496,0.232925548,3.46E-08,5.678236907,1.749965686,1
631,CYP4F22_code_potential_somatic,ENSG00000140968,R-631,1,2.200005282,0.425562809,1.63E-25,5.483931398,1.833207148,1
623,CYP4F22_code_potential_somatic,ENSG00000140968,R-623,1,2.200005282,0.700258578,5.88E-82,5.075795345,1.65500369,1
625,CYP4F22_code_potential_somatic,ENSG00000140968,R-625,1,2.200005282,0.608053749,1.04E-56,5.043451859,1.784738087,1
624,CYP4F22_code_potential_somatic,ENSG00000140968,R-624,1,2.200005282,0.607955964,1.10E-56,4.235157238,1.475272586,1
635,CYP4F22_code_potential_somatic,ENSG00000140968,R-635,1,2.200005282,0.422348756,4.07E-25,3.43685326,1.328580121,1
662,CYP4F22_code_potential_somatic,ENSG00000131408,R-662,1,1.36360047,0.263271906,3.86E-10,8.298644965,2.78310164,1
663,CYP4F22_code_potential_somatic,ENSG00000131408,R-663,1,1.36360047,0.408206252,2.03E-23,3.377899778,1.325878082,1
1365,CYP4F22_code_potential_somatic,ENSG00000173153,R-1365,1,2.335054811,0.256017262,1.19E-09,7.473494754,5.028359842,0.666666667
1370,CYP4F22_code_potential_somatic,ENSG00000173153,R-1370,1,2.335054811,0.518414066,5.08E-39,4.324895756,1.599927364,0.666666667
290,CYP4F22_code_potential_somatic,ENSG00000245848,R-290,1,2.502121026,0.684435581,5.89E-77,6.935433359,2.226969481,1
305,CYP4F22_code_potential_somatic,ENSG00000245848,R-305,1,2.502121026,0.39694405,4.00E-22,5.545639138,2.253578318,1
294,CYP4F22_code_potential_somatic,ENSG00000245848,R-294,1,2.502121026,0.691993933,2.64E-79,7.117350661,2.095852916,1
3028,CYP4F22_code_potential_somatic,ENSG00000166949,R-3028,1,2.531571017,0.297110794,1.25E-12,5.034317622,1.678634647,1
3018,CYP4F22_code_potential_somatic,ENSG00000166949,R-3018,1,2.531571017,0.429214377,5.70E-26,4.176885308,1.704970534,1
793,CYP4F22_code_potential_somatic,ENSG00000126561,R-793,1,13.59687555,0.529262452,6.91E-41,5.560244559,1.681414918,1
787,CYP4F22_code_potential_somatic,ENSG00000126561,R-787,1,13.59687555,0.596938771,3.31E-54,7.821805643,2.563392007,1
805,CYP4F22_code_potential_somatic,ENSG00000126561,R-805,1,13.59687555,0.35295935,1.60E-17,4.879193536,2.004128324,1
317,CYP4F22_code_potential_somatic,ENSG00000162924,R-317,1,2.185192103,0.597036555,3.15E-54,7.493944356,2.536556713,1
609,CYP4F22_code_potential_somatic,ENSG00000066336,R-609,1,2.45639511,0.497721389,1.21E-35,3.403862516,1.339906856,1
605,CYP4F22_code_potential_somatic,ENSG00000066336,R-605,1,2.45639511,0.300396527,6.84E-13,4.975178405,2.251102784,1
598,CYP4F22_code_potential_somatic,ENSG00000066336,R-598,1,2.45639511,0.842991717,3.82E-149,8.372322911,2.754284988,1
614,CYP4F22_code_potential_somatic,ENSG00000066336,R-614,1,2.45639511,0.309918223,1.15E-13,3.726907327,1.383261323,1
448,CYP4F22_code_potential_somatic,ENSG00000204103,R-448,1,3.031850773,0.294463176,2.01E-12,4.155788225,1.370408203,1
444,CYP4F22_code_potential_somatic,ENSG00000204103,R-444,1,3.031850773,0.473552296,5.61E-32,6.208291685,2.168645553,1
440,CYP4F22_code_potential_somatic,ENSG00000204103,R-440,1,3.031850773,0.803623523,3.71E-125,8.21114979,2.599184253,1
436,CYP4F22_code_potential_somatic,ENSG00000204103,R-436,1,3.031850773,0.800747668,1.27E-123,6.826253147,2.166621986,1
653,CYP4F22_code_potential_somatic,ENSG00000136630,R-653,1,2.247065111,0.401454458,1.23E-22,3.847014045,1.32332978,1
652,CYP4F22_code_potential_somatic,ENSG00000136630,R-652,1,2.247065111,0.522817939,9.04E-40,5.06048945,1.644911842,1
661,CYP4F22_code_potential_somatic,ENSG00000136630,R-661,1,2.247065111,0.30982022,1.18E-13,7.040484758,2.6418402,1
