Regulon_ID,Mutation,Regulator,Regulon,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned
1425,TRIM6-TRIM34_code_potential_somatic,ENSG00000141448,R-1425,-1,1.557726034,0.266661251,2.25E-10,-3.747082866,1.512046188,1
450,TRIM6-TRIM34_code_potential_somatic,ENSG00000204103,R-450,-1,2.979058632,0.774689534,9.19E-111,-5.256855624,1.647374213,1
440,TRIM6-TRIM34_code_potential_somatic,ENSG00000204103,R-440,-1,2.979058632,0.803623523,3.71E-125,-6.254405542,2.050352556,1
436,TRIM6-TRIM34_code_potential_somatic,ENSG00000204103,R-436,-1,2.979058632,0.800747668,1.27E-123,-6.796518648,2.302707407,1
3727,TRIM6-TRIM34_code_potential_somatic,ENSG00000124813,R-3727,-1,1.49350429,-0.441509331,1.50E-27,8.490961503,2.884023371,1
3734,TRIM6-TRIM34_code_potential_somatic,ENSG00000124813,R-3734,-1,1.49350429,-0.228318595,6.51E-08,6.72284372,2.000651448,1
652,TRIM6-TRIM34_code_potential_somatic,ENSG00000136630,R-652,-1,2.330219498,0.522817939,9.04E-40,-6.467208829,2.277415185,1
306,TRIM6-TRIM34_code_potential_somatic,ENSG00000111424,R-306,-1,2.380228059,0.60491699,5.43E-56,-7.406345317,2.588735828,1
2362,TRIOBP_code_potential_somatic,ENSG00000148516,R-2362,1,3.277627128,0.370681597,2.72E-19,3.855820787,1.321510315,1
960,TRIOBP_code_potential_somatic,ENSG00000101412,R-960,1,1.406115954,0.649151802,7.07E-67,5.706615515,4.452551365,1
2891,TRIOBP_code_potential_somatic,ENSG00000125482,R-2891,1,1.450418953,0.434452371,1.23E-26,3.295091924,1.520599476,1
554,TRIOBP_code_potential_somatic,ENSG00000181449,R-554,1,4.161801717,-0.180874178,2.05E-05,-4.119647733,1.339424249,1
560,TRIOBP_code_potential_somatic,ENSG00000181449,R-560,1,4.161801717,0.775985671,2.32E-111,5.365951651,2.669249376,1
563,TRIOBP_code_potential_somatic,ENSG00000181449,R-563,1,4.161801717,0.400983255,1.39E-22,4.868625193,2.101627103,1
550,TRIOBP_code_potential_somatic,ENSG00000181449,R-550,1,4.161801717,-0.531576684,2.71E-41,-5.898815807,2.575473145,1
3208,TRIOBP_code_potential_somatic,ENSG00000171634,R-3208,1,1.501243361,0.723444431,6.55E-90,3.930978132,1.483099845,1
1671,TRIOBP_code_potential_somatic,ENSG00000143190,R-1671,1,1.597442261,0.628337788,1.55E-61,4.35291121,1.992193212,1
1675,TRIOBP_code_potential_somatic,ENSG00000143190,R-1675,1,1.597442261,0.490025148,1.92E-34,4.633802252,1.843290614,1
1667,TRIOBP_code_potential_somatic,ENSG00000143190,R-1667,1,1.597442261,0.653839987,3.87E-68,3.502196634,1.326399327,1
1669,TRIOBP_code_potential_somatic,ENSG00000143190,R-1669,1,1.597442261,0.416181117,2.29E-24,7.271360993,4.861182396,1
1358,TRIOBP_code_potential_somatic,ENSG00000173153,R-1358,-1,1.407801369,0.222654535,1.39E-07,-4.860675481,1.642035728,0.5
1152,TRIOBP_code_potential_somatic,ENSG00000162702,R-1152,1,2.079080749,0.668571312,2.98E-72,4.307935852,1.768878439,1
3376,TRIOBP_code_potential_somatic,ENSG00000137273,R-3376,-1,5.302625194,0.451891473,6.22E-29,-5.726323951,1.737827367,0.5
1978,TRIOBP_code_potential_somatic,ENSG00000179348,R-1978,-1,2.731740796,0.164299167,0.000111706,-6.628635539,2.066352332,1
2206,TRK_RECEPTOR_SIGNALING_MEDIATED_PI3K_AND_PLC_GAMMA_PID_NCI_NATURE_nonsilent_somatic,ENSG00000169083,R-2206,1,1.559665969,0.208742382,8.23E-07,2.332006037,1.603830089,1
366,TRK_RECEPTOR_SIGNALING_MEDIATED_PI3K_AND_PLC_GAMMA_PID_NCI_NATURE_nonsilent_somatic,ENSG00000163497,R-366,-1,2.841333077,0.289401873,4.93E-12,-4.531521212,4.539510448,1
363,TRK_RECEPTOR_SIGNALING_MEDIATED_PI3K_AND_PLC_GAMMA_PID_NCI_NATURE_nonsilent_somatic,ENSG00000163497,R-363,-1,2.841333077,-0.265674931,2.63E-10,2.045812663,1.321789493,1
3399,TRK_RECEPTOR_SIGNALING_MEDIATED_PI3K_AND_PLC_GAMMA_PID_NCI_NATURE_nonsilent_somatic,ENSG00000120149,R-3399,-1,3.528268963,0.122525884,0.004071888,-3.112408196,2.541529529,1
3398,TRK_RECEPTOR_SIGNALING_MEDIATED_PI3K_AND_PLC_GAMMA_PID_NCI_NATURE_nonsilent_somatic,ENSG00000120149,R-3398,-1,3.528268963,0.190051625,7.47E-06,-3.670787032,3.202418237,1
3393,TRK_RECEPTOR_SIGNALING_MEDIATED_PI3K_AND_PLC_GAMMA_PID_NCI_NATURE_nonsilent_somatic,ENSG00000120149,R-3393,-1,3.528268963,0.135650074,0.001457778,-2.293152326,1.576427255,1
851,TRK_RECEPTOR_SIGNALING_MEDIATED_PI3K_AND_PLC_GAMMA_PID_NCI_NATURE_nonsilent_somatic,ENSG00000113580,R-851,1,1.859465433,-0.334670304,8.29E-16,-3.557638121,3.142115097,1
1813,TRPA1_code_potential_somatic,ENSG00000281306,R-1813,-1,1.534880704,0.568635459,2.93E-48,-4.090402635,2.116503715,1
3040,TRPA1_code_potential_somatic,ENSG00000183734,R-3040,1,1.771791631,-0.26506586,2.90E-10,-3.901867216,1.876701876,1
946,TRPA1_code_potential_somatic,ENSG00000001167,R-946,-1,1.514814464,0.356974201,6.51E-18,-4.470729109,2.176629558,1
916,TRPA1_code_potential_somatic,ENSG00000101057,R-916,-1,1.871286049,0.81370429,9.47E-131,-3.222706117,1.564911175,1
941,TRPA1_code_potential_somatic,ENSG00000112242,R-941,-1,1.707793202,0.550570712,9.36E-45,-3.9061695,1.878732802,1
1610,TRPC7_code_potential_somatic,ENSG00000112592,R-1610,1,1.880737942,0.56173914,6.76E-47,4.13347903,1.47192068,1
2598,TRPM2_code_potential_somatic,ENSG00000087903,R-2598,1,2.164539841,0.368235746,4.85E-19,3.694578705,1.852333758,1
3615,TRPM2_code_potential_somatic,ENSG00000160224,R-3615,1,1.376188993,-0.246175863,5.23E-09,-5.644738304,3.103286739,1
3528,TRPM2_code_potential_somatic,ENSG00000153234,R-3528,-1,1.8175297,0.302533711,4.61E-13,-3.481552428,1.661604321,1
3522,TRPM2_code_potential_somatic,ENSG00000153234,R-3522,-1,1.8175297,0.171184111,5.63E-05,-3.884904297,1.899546699,1
1491,TRPM2_code_potential_somatic,ENSG00000129194,R-1491,1,2.164539841,-0.281855326,1.82E-11,-2.748549593,1.32078352,1
1494,TRPM2_code_potential_somatic,ENSG00000129194,R-1494,1,2.164539841,-0.214466236,4.02E-07,-3.091948454,1.902558912,1
2937,TRPM2_code_potential_somatic,ENSG00000198807,R-2937,-1,1.698049376,-0.233732886,3.10E-08,4.250720043,2.207032261,1
2278,TRPM2_code_potential_somatic,ENSG00000165030,R-2278,-1,1.817292756,0.193156007,5.26E-06,-3.706643636,1.928416097,0.5
2830,TRPM2_code_potential_somatic,ENSG00000126456,R-2830,1,1.535786169,0.596390419,4.37E-54,2.77702471,1.34039806,1
1470,TRPM2_code_potential_somatic,ENSG00000087510,R-1470,-1,1.952129788,0.222477787,1.42E-07,-3.544858422,1.939868944,1
1479,TRPM2_code_potential_somatic,ENSG00000087510,R-1479,-1,1.952129788,0.155262439,0.000263828,-3.082397392,1.620752112,1
3493,TRPM2_code_potential_somatic,ENSG00000120093,R-3493,1,1.634862149,-0.205657031,1.20E-06,-4.438909926,2.254769412,1
542,TRPM2_code_potential_somatic,ENSG00000169136,R-542,-1,1.845890814,0.351911358,2.02E-17,-2.93195951,1.414197523,1
545,TRPM2_code_potential_somatic,ENSG00000169136,R-545,-1,1.845890814,0.390378127,2.16E-21,-7.644711982,3.901381512,1
1290,TRPS1_code_potential_somatic,ENSG00000118263,R-1290,1,1.565811301,0.201387475,2.01E-06,5.065693646,3.621579092,1
1289,TRPS1_code_potential_somatic,ENSG00000118263,R-1289,1,1.565811301,0.254023509,1.62E-09,3.622419404,1.507388973,1
1979,TRPS1_code_potential_somatic,ENSG00000179348,R-1979,-1,1.319362851,-0.216230366,3.21E-07,3.675229429,1.51993003,1
3424,TRPS1_code_potential_somatic,ENSG00000105610,R-3424,-1,1.33978735,-0.20123048,2.05E-06,3.352502193,1.439273295,1
3560,TRPV4_code_potential_somatic,ENSG00000025156,R-3560,-1,1.714721463,0.339883068,2.77E-16,-3.487689705,1.671526273,1
1035,TRPV5_code_potential_somatic,ENSG00000137203,R-1035,-1,2.162033616,0.387511898,4.45E-21,-3.80075469,1.843434256,1
3551,TRPV5_code_potential_somatic,ENSG00000167157,R-3551,-1,1.500224478,0.238205531,1.65E-08,-4.0871437,2.170585374,1
1813,TRRAP_code_potential_somatic,ENSG00000281306,R-1813,1,1.459519592,0.568635459,2.93E-48,2.571317704,1.3250469,0.5
835,TRRAP_code_potential_somatic,ENSG00000152284,R-835,-1,1.742390993,0.513433695,3.47E-38,-2.719417688,1.461461999,1
832,TRRAP_code_potential_somatic,ENSG00000152284,R-832,-1,1.742390993,0.27879783,3.06E-11,-2.614710787,1.359603703,1
1538,TRRAP_code_potential_somatic,ENSG00000113916,R-1538,-1,1.363637972,0.684158124,7.16E-77,-2.608869105,1.390566347,1
373,TRRAP_code_potential_somatic,ENSG00000112561,R-373,-1,1.604025494,0.287653849,6.69E-12,-2.960248844,1.582051404,1
488,TRRAP_code_potential_somatic,ENSG00000068305,R-488,-1,1.495212316,0.390044012,2.35E-21,-3.276992669,1.723822793,1
490,TRRAP_code_potential_somatic,ENSG00000068305,R-490,-1,1.495212316,0.21440338,4.05E-07,-2.627571316,1.410273114,1
1794,TRRAP_code_potential_somatic,ENSG00000147421,R-1794,-1,1.380163067,0.412065128,7.11E-24,-3.271876853,1.724225535,1
1798,TRRAP_code_potential_somatic,ENSG00000147421,R-1798,-1,1.380163067,0.514162739,2.62E-38,-2.886620607,1.494703108,1
697,TRRAP_code_potential_somatic,ENSG00000188786,R-697,-1,1.308367926,0.481899705,3.28E-33,-2.608869105,1.390566347,1
686,TRRAP_code_potential_somatic,ENSG00000188786,R-686,-1,1.308367926,0.380352705,2.64E-20,-3.190626169,1.686692936,1
696,TRRAP_code_potential_somatic,ENSG00000188786,R-696,-1,1.308367926,0.411714315,7.82E-24,-2.845497225,1.521825847,1
687,TRRAP_code_potential_somatic,ENSG00000188786,R-687,-1,1.308367926,0.440716409,1.91E-27,-2.530198706,1.338533443,1
2597,TSHZ2_code_potential_somatic,ENSG00000087903,R-2597,-1,1.322250215,0.513448133,3.45E-38,-2.559474635,1.342266929,1
1491,TSHZ2_code_potential_somatic,ENSG00000129194,R-1491,-1,1.322250215,-0.281855326,1.82E-11,2.844594354,1.481365565,1
1884,TSHZ2_code_potential_somatic,ENSG00000118513,R-1884,1,1.642005652,0.117040587,0.006087573,4.597038474,2.488093534,1
1037,TTN_code_potential_somatic,ENSG00000137203,R-1037,-1,1.796256009,0.188860127,8.54E-06,-2.065727192,1.381881331,1
1035,TTN_code_potential_somatic,ENSG00000137203,R-1035,-1,1.796256009,0.387511898,4.45E-21,-2.460197037,1.813287929,1
1115,TTN_code_potential_somatic,ENSG00000165804,R-1115,-1,1.411833804,0.350485717,2.78E-17,-2.409971416,1.75883358,1
1120,TTN_code_potential_somatic,ENSG00000165804,R-1120,-1,1.411833804,0.393682308,9.28E-22,-2.632680716,2.015264966,1
2054,TUBA3C_code_potential_somatic,ENSG00000054598,R-2054,1,1.734492434,0.314731902,4.58E-14,3.395910837,1.479357371,1
2495,TUBB4Q_code_potential_somatic,ENSG00000184058,R-2495,1,2.680138684,-0.240907504,1.12E-08,-4.186295583,1.596521688,1
3003,TUBB4Q_code_potential_somatic,ENSG00000077463,R-3003,1,1.788066044,0.256207654,1.16E-09,3.42756254,1.576069983,1
7,TUBB4Q_code_potential_somatic,ENSG00000126351,R-7,-1,4.113426797,0.592438936,3.20E-53,-3.685484737,1.437231666,1
116,TUBB4Q_code_potential_somatic,ENSG00000196843,R-116,1,1.493934607,0.464562106,1.09E-30,3.472344754,1.353591528,1
2570,TUBB4Q_code_potential_somatic,ENSG00000175745,R-2570,-1,1.451113554,0.169986781,6.35E-05,-2.871735431,1.326694695,0.5
3398,TUBB4Q_code_potential_somatic,ENSG00000120149,R-3398,-1,1.799545846,0.190051625,7.47E-06,-3.751544591,1.516289714,1
3394,TUBB4Q_code_potential_somatic,ENSG00000120149,R-3394,-1,1.799545846,0.390767369,1.96E-21,-3.72275028,1.520381672,1
1288,TUBB4Q_code_potential_somatic,ENSG00000118263,R-1288,1,1.415954362,0.444964236,5.28E-28,4.783764651,2.277664041,0.833333333
1290,TUBB4Q_code_potential_somatic,ENSG00000118263,R-1290,1,1.415954362,0.201387475,2.01E-06,3.181765375,1.482815765,0.833333333
1283,TUBB4Q_code_potential_somatic,ENSG00000118263,R-1283,1,1.415954362,0.154366061,0.000286591,3.979976864,1.598088548,0.833333333
1289,TUBB4Q_code_potential_somatic,ENSG00000118263,R-1289,1,1.415954362,0.254023509,1.62E-09,7.387694798,3.603103568,0.833333333
1036,TUBBP5_code_potential_somatic,ENSG00000137203,R-1036,-1,4.760000892,-0.22274109,1.37E-07,3.013164584,1.494436756,1
2520,TUBBP5_code_potential_somatic,ENSG00000112333,R-2520,1,1.494436756,0.567099346,5.93E-48,3.129636235,1.535509723,1
2528,TUBBP5_code_potential_somatic,ENSG00000112333,R-2528,1,1.494436756,0.59003968,1.06E-52,5.344304255,2.851097858,1
2523,TUBBP5_code_potential_somatic,ENSG00000112333,R-2523,1,1.494436756,-0.248148494,3.91E-09,-5.098141673,2.522226095,1
2519,TUBBP5_code_potential_somatic,ENSG00000112333,R-2519,1,1.494436756,0.536755687,3.24E-42,5.583011647,2.929589409,1
3437,TUBBP5_code_potential_somatic,ENSG00000175832,R-3437,1,1.452193925,0.307257845,1.91E-13,2.768421156,1.384629508,1
869,TUBBP5_code_potential_somatic,ENSG00000244405,R-869,1,2.245196067,0.415906358,2.47E-24,4.303722777,2.065173057,1
196,TUBBP5_code_potential_somatic,ENSG00000125820,R-196,-1,1.345287861,0.611035117,2.14E-57,-3.358962748,1.623728371,1
2830,TUBBP5_code_potential_somatic,ENSG00000126456,R-2830,1,1.497821864,0.596390419,4.37E-54,3.037013391,1.452275375,1
2839,TUBBP5_code_potential_somatic,ENSG00000126456,R-2839,1,1.497821864,0.550806313,8.45E-45,3.39532352,1.777439999,1
2835,TUBBP5_code_potential_somatic,ENSG00000126456,R-2835,1,1.497821864,0.352755542,1.68E-17,2.918197754,1.451866014,1
2489,TUBBP5_code_potential_somatic,ENSG00000106511,R-2489,1,1.323374612,0.326402304,4.54E-15,4.849566631,2.514694441,1
214,TYK2_code_potential_somatic,ENSG00000136826,R-214,-1,1.591870598,0.264596991,3.13E-10,-4.391596078,1.618747103,1
216,TYK2_code_potential_somatic,ENSG00000136826,R-216,-1,1.591870598,0.226363927,8.48E-08,-3.463257039,1.853672161,1
218,TYK2_code_potential_somatic,ENSG00000136826,R-218,-1,1.591870598,0.316782531,3.07E-14,-13.45043015,13.33136718,1
3524,TYK2_code_potential_somatic,ENSG00000153234,R-3524,-1,2.286062316,0.180950379,2.03E-05,-5.346678693,2.288526554,1
3522,TYK2_code_potential_somatic,ENSG00000153234,R-3522,-1,2.286062316,0.171184111,5.63E-05,-4.159851296,1.922504571,1
2110,TYK2_code_potential_somatic,ENSG00000069667,R-2110,-1,2.403420801,0.341756869,1.85E-16,-5.811330713,1.975644442,1
2113,TYK2_code_potential_somatic,ENSG00000069667,R-2113,-1,2.403420801,0.222450435,1.43E-07,-5.014710002,1.888957159,1
3717,TYK2_code_potential_somatic,ENSG00000163435,R-3717,-1,1.626774169,0.327301834,3.78E-15,-3.670722028,1.400980575,1
2967,TYK2_code_potential_somatic,ENSG00000143799,R-2967,-1,1.564680206,0.096118541,0.024439329,-7.798147463,10.60182788,1
2965,TYK2_code_potential_somatic,ENSG00000143799,R-2965,-1,1.564680206,0.151923929,0.000358258,-6.558414427,2.146665965,1
875,TYK2_code_potential_somatic,ENSG00000132005,R-875,1,2.492156832,-0.342803987,1.48E-16,-8.507567666,2.975039242,1
783,TYK2_code_potential_somatic,ENSG00000115415,R-783,-1,1.947339951,0.72549805,1.18E-90,-6.109526658,2.290210437,1
782,TYK2_code_potential_somatic,ENSG00000115415,R-782,-1,1.947339951,0.306864228,2.06E-13,-8.23618203,4.527214812,1
769,TYK2_code_potential_somatic,ENSG00000115415,R-769,-1,1.947339951,0.273972339,6.84E-11,-5.845419364,3.393611137,1
1839,TYK2_code_potential_somatic,ENSG00000112658,R-1839,-1,2.261500229,0.439304332,2.92E-27,-4.146617742,1.501511878,0.5
1830,TYK2_code_potential_somatic,ENSG00000112658,R-1830,-1,2.261500229,0.268644217,1.63E-10,-6.795491336,9.940368498,0.5
2232,TYK2_code_potential_somatic,ENSG00000187140,R-2232,1,2.492156832,-0.202398193,1.78E-06,-4.009242814,1.419713013,1
2209,TYK2_code_potential_somatic,ENSG00000187140,R-2209,1,2.492156832,-0.334761649,8.13E-16,-4.718517894,1.8315398,1
2210,TYK2_code_potential_somatic,ENSG00000187140,R-2210,1,2.492156832,-0.347055522,5.90E-17,-4.769590226,1.786142022,1
3523,UBE3C_code_potential_somatic,ENSG00000153234,R-3523,-1,1.788775882,0.128438598,0.002592845,-3.651954644,2.092645437,1
1475,UBE3C_code_potential_somatic,ENSG00000087510,R-1475,-1,1.478858515,0.359123694,4.00E-18,-2.604731256,1.439684785,1
797,UBE3C_code_potential_somatic,ENSG00000126561,R-797,-1,1.370156813,0.248927634,3.48E-09,-3.745312993,2.104819828,1
1577,UBQLN3_code_potential_somatic,ENSG00000105866,R-1577,1,1.556291026,0.37185151,2.06E-19,2.156934288,1.405082107,1
1551,UBQLN3_code_potential_somatic,ENSG00000134323,R-1551,1,1.556291026,-0.436735977,6.28E-27,-4.202429021,1.702168783,1
1550,UBQLN3_code_potential_somatic,ENSG00000134323,R-1550,1,1.556291026,-0.506094465,5.56E-37,-4.037913145,2.020758309,1
3363,UBQLN3_code_potential_somatic,ENSG00000105516,R-3363,-1,1.584996745,0.403849266,6.51E-23,-5.055362252,1.664562684,1
986,UBQLN3_code_potential_somatic,ENSG00000185129,R-986,-1,3.734613942,0.337617036,4.47E-16,-7.390549043,2.255265686,1
3717,UBQLN3_code_potential_somatic,ENSG00000163435,R-3717,-1,1.509936544,0.327301834,3.78E-15,-3.559801769,1.612241102,1
3505,UBQLN3_code_potential_somatic,ENSG00000149948,R-3505,-1,1.367407135,0.303130284,4.13E-13,-4.414149629,1.475661352,1
1236,UBR4_code_potential_somatic,ENSG00000110777,R-1236,-1,1.56732689,0.36831916,4.75E-19,-4.334402176,1.538749995,1
2218,UGGT1_code_potential_somatic,ENSG00000187140,R-2218,1,1.435775205,-0.334031291,9.47E-16,-3.618650784,1.822996736,1
1478,UGT2A1_code_potential_somatic,ENSG00000087510,R-1478,-1,1.709622024,0.185970048,1.18E-05,-4.592962538,1.625177459,1
1477,UGT2A1_code_potential_somatic,ENSG00000087510,R-1477,-1,1.709622024,0.134344142,0.00162137,-4.008332605,1.515573918,1
3751,UGT2A3_code_potential_somatic,ENSG00000163666,R-3751,1,1.653807004,0.240136076,1.25E-08,2.770975245,1.312381357,1
3753,UGT2A3_code_potential_somatic,ENSG00000177374,R-3753,-1,2.514166418,-0.256348825,1.13E-09,3.165841879,1.567658079,1
33,UGT2A3_code_potential_somatic,ENSG00000261678,R-33,-1,1.340357386,-0.22515322,9.97E-08,4.29663102,2.022954464,1
1540,UGT2A3_code_potential_somatic,ENSG00000113916,R-1540,1,1.681806152,0.277649136,3.71E-11,4.585522207,2.220791336,1
1538,UGT2A3_code_potential_somatic,ENSG00000113916,R-1538,1,1.681806152,0.684158124,7.16E-77,3.622645369,1.774567995,1
2096,UGT2A3_code_potential_somatic,ENSG00000105856,R-2096,1,1.63684246,0.396168483,4.89E-22,4.17453949,1.981656137,1
1703,UGT2A3_code_potential_somatic,ENSG00000105997,R-1703,-1,1.462956993,0.249622202,3.14E-09,-3.128574648,1.551149582,1
1685,UGT2A3_code_potential_somatic,ENSG00000105997,R-1685,-1,1.462956993,-0.177331374,2.98E-05,4.087943446,1.95925956,1
1695,UGT2A3_code_potential_somatic,ENSG00000105997,R-1695,-1,1.462956993,-0.18650682,1.11E-05,3.539497966,1.742057709,1
3722,UGT2A3_code_potential_somatic,ENSG00000137265,R-3722,-1,1.811447899,0.328872875,2.74E-15,-6.044739067,4.666106034,1
3673,UGT2A3_code_potential_somatic,ENSG00000198517,R-3673,-1,1.308179767,-0.143468965,0.000756349,4.585522207,2.220791336,1
3672,UGT2A3_code_potential_somatic,ENSG00000198517,R-3672,-1,1.308179767,-0.209083497,7.89E-07,4.309643056,2.070504677,1
3671,UGT2A3_code_potential_somatic,ENSG00000198517,R-3671,-1,1.308179767,-0.255208152,1.35E-09,3.328169672,1.602475093,1
3668,UGT2A3_code_potential_somatic,ENSG00000198517,R-3668,-1,1.308179767,-0.154697332,0.000277973,2.744865332,1.319466358,1
3477,UGT2A3_code_potential_somatic,ENSG00000107175,R-3477,1,1.599382583,0.355808298,8.47E-18,2.937868846,1.414066927,1
975,UGT2A3_code_potential_somatic,ENSG00000066136,R-975,1,1.307118153,0.456421496,1.50E-29,2.888897083,1.401635764,1
977,UGT2A3_code_potential_somatic,ENSG00000066136,R-977,1,1.307118153,0.412301386,6.66E-24,2.91311915,1.40121506,1
2592,UGT2A3_code_potential_somatic,ENSG00000185630,R-2592,1,1.487913087,0.290879278,3.80E-12,2.986321143,1.451561016,1
2594,UGT2A3_code_potential_somatic,ENSG00000185630,R-2594,1,1.487913087,0.452263287,5.54E-29,3.447822431,1.611760797,1
2596,UGT2A3_code_potential_somatic,ENSG00000185630,R-2596,1,1.487913087,0.207953689,9.07E-07,3.008561624,1.484516145,1
532,UGT2A3_code_potential_somatic,ENSG00000196092,R-532,-1,1.483776151,-0.248113608,3.93E-09,3.35234023,1.615102321,1
333,UGT2A3_code_potential_somatic,ENSG00000134532,R-333,1,1.469266852,0.33729065,4.79E-16,6.243523962,2.940935409,1
341,UGT2A3_code_potential_somatic,ENSG00000134532,R-341,1,1.469266852,0.160414186,0.000162547,2.787077814,1.353059745,1
326,UGT2A3_code_potential_somatic,ENSG00000134532,R-326,1,1.469266852,-0.295605818,1.63E-12,-2.704956629,1.612971709,1
1236,UGT2A3_code_potential_somatic,ENSG00000110777,R-1236,-1,1.470546123,0.36831916,4.75E-19,-3.386299305,1.669483433,1
1052,UGT2A3_code_potential_somatic,ENSG00000005889,R-1052,1,2.000408199,0.473967133,4.88E-32,6.004074698,2.9589463,1
2398,UGT2A3_code_potential_somatic,ENSG00000092067,R-2398,-1,1.363305443,-0.234874897,2.64E-08,4.309643056,2.070504677,1
2400,UGT2A3_code_potential_somatic,ENSG00000092067,R-2400,-1,1.363305443,-0.101882723,0.017043019,6.468937765,3.379077971,1
3121,UGT2A3_code_potential_somatic,ENSG00000156273,R-3121,1,1.364341015,0.350395444,2.83E-17,5.842536431,2.637422307,1
2882,UGT2A3_code_potential_somatic,ENSG00000118260,R-2882,1,1.492644752,0.417989509,1.38E-24,8.257002648,4.387978847,1
3062,UGT2B4_code_potential_somatic,ENSG00000124782,R-3062,1,1.434349707,0.24550897,5.76E-09,3.57078215,1.505921307,1
1588,UGT2B4_code_potential_somatic,ENSG00000185811,R-1588,1,12.07852076,0.355075024,9.99E-18,9.59787021,14.16496901,1
1586,UGT2B4_code_potential_somatic,ENSG00000185811,R-1586,1,12.07852076,0.623320592,2.62E-60,4.011515411,1.393326448,1
1591,UGT2B4_code_potential_somatic,ENSG00000185811,R-1591,1,12.07852076,0.504512267,1.00E-36,4.469997477,1.918767655,1
221,UGT2B4_code_potential_somatic,ENSG00000020633,R-221,1,13.97275859,0.637971561,5.88E-64,11.5685086,23.78577874,1
344,UGT2B4_code_potential_somatic,ENSG00000159216,R-344,1,13.49812542,0.460563298,3.99E-30,7.424268675,4.191829088,1
352,UGT2B4_code_potential_somatic,ENSG00000159216,R-352,1,13.49812542,0.465928901,7.00E-31,3.921817212,1.345322347,1
345,UGT2B4_code_potential_somatic,ENSG00000159216,R-345,1,13.49812542,0.475528621,2.88E-32,6.185907631,2.02467327,1
348,UGT2B4_code_potential_somatic,ENSG00000159216,R-348,1,13.49812542,0.313123235,6.25E-14,5.090362918,2.771509915,1
567,UGT2B4_code_potential_somatic,ENSG00000090447,R-567,-1,1.34867111,-0.234570821,2.76E-08,9.50993753,7.079678932,1
2538,UGT2B4_code_potential_somatic,ENSG00000177732,R-2538,-1,1.34867111,-0.403409272,7.32E-23,4.277175669,1.847814129,1
2532,UGT2B4_code_potential_somatic,ENSG00000177732,R-2532,-1,1.34867111,-0.242714639,8.66E-09,6.292313849,2.22590362,1
154,UGT2B4_code_potential_somatic,ENSG00000178573,R-154,1,3.149872318,0.605671046,3.66E-56,10.28131988,9.209113783,1
459,UGT2B4_code_potential_somatic,ENSG00000172216,R-459,1,2.730257535,0.377689337,5.05E-20,5.104711648,2.607156126,1
470,UGT2B4_code_potential_somatic,ENSG00000172216,R-470,1,2.730257535,0.791269723,9.87E-119,5.778492502,2.011014771,1
458,UGT2B4_code_potential_somatic,ENSG00000172216,R-458,1,2.730257535,0.643715249,1.93E-65,5.582180855,1.775377353,1
457,UGT2B4_code_potential_somatic,ENSG00000172216,R-457,1,2.730257535,0.714854639,7.17E-87,10.64660077,11.4541464,1
104,UGT2B4_code_potential_somatic,ENSG00000057657,R-104,1,1.554276611,0.404731805,5.15E-23,3.836401156,1.406018148,1
108,UGT2B4_code_potential_somatic,ENSG00000057657,R-108,1,1.554276611,0.394216659,8.09E-22,7.677663082,4.764675889,1
114,UGT2B4_code_potential_somatic,ENSG00000057657,R-114,1,1.554276611,0.286562616,8.10E-12,4.859858874,1.904244145,1
113,UGT2B4_code_potential_somatic,ENSG00000057657,R-113,1,1.554276611,0.48237696,2.78E-33,5.632115154,2.730257535,1
98,UGT2B4_code_potential_somatic,ENSG00000057657,R-98,1,1.554276611,0.472417019,8.20E-32,10.00559293,9.257101027,1
3326,UGT2B4_code_potential_somatic,ENSG00000128604,R-3326,1,14.83298674,0.346996468,5.97E-17,8.182264562,3.704520298,1
3327,UGT2B4_code_potential_somatic,ENSG00000128604,R-3327,1,14.83298674,0.262386522,4.43E-10,6.836750739,3.030290742,1
3329,UGT2B4_code_potential_somatic,ENSG00000128604,R-3329,1,14.83298674,0.391426557,1.65E-21,4.064506275,1.369935299,1
3712,UGT2B4_code_potential_somatic,ENSG00000163435,R-3712,1,6.708903519,0.239743261,1.33E-08,4.381405176,1.705705407,1
427,UGT2B4_code_potential_somatic,ENSG00000162367,R-427,1,16.31540012,0.211932299,5.53E-07,11.82942466,21.75941428,1
428,UGT2B4_code_potential_somatic,ENSG00000162367,R-428,1,16.31540012,0.232925548,3.46E-08,5.116417108,1.986601035,1
627,UGT2B4_code_potential_somatic,ENSG00000140968,R-627,1,11.41399769,0.318479795,2.20E-14,4.761376096,1.741618266,1
623,UGT2B4_code_potential_somatic,ENSG00000140968,R-623,1,11.41399769,0.700258578,5.88E-82,10.61740693,9.011127056,1
624,UGT2B4_code_potential_somatic,ENSG00000140968,R-624,1,11.41399769,0.607955964,1.10E-56,8.528912147,3.085086201,1
1474,UGT2B4_code_potential_somatic,ENSG00000087510,R-1474,1,14.55378987,0.124287508,0.003566479,5.725018471,1.855203178,0.75
