,Regulon_ID,PCA_1Var,PCA_1VarNonRegulonGeneSet,PCA_1RandomVarAvg,NumGoodCalls,PCA_1RandomPVal,Diff_PCA_1VarRegulonVsNonRegulon,Diff_PCA_1VarRegulonVsAvgRand,PCA_1VarNonMemberGeneSet,PCA_1RandomVarAvgNonMember,NumGoodCallsNonMember,PCA_1RandomPValNonMember,Diff_PCA_1VarRegulonVsNonMember,Diff_PCA_1VarRegulonVsAvgRandNonMember
900,900,0.797141216,0.191397792,0.384982977,0,0.001996008,0.605743424,0.412158239,0.402107366,0.569125453,0,0.001996008,0.39503385,0.228015763
901,901,0.657743144,0.154913966,0.366678812,0,0.001996008,0.502829178,0.291064332,0.305234718,0.417943828,0,0.001996008,0.352508426,0.239799316
902,902,0.590185699,0.13411493,0.168103439,0,0.001996008,0.45607077,0.422082261,0.201694885,0.514882005,0,0.001996008,0.388490815,0.075303694
903,903,0.746581572,0.180047166,0.297724111,0,0.001996008,0.566534406,0.448857461,0.371937702,0.555149216,0,0.001996008,0.37464387,0.191432356
904,904,0.8077563,0.218221395,0.321514844,0,0.001996008,0.589534905,0.486241457,0.387979829,0.606361059,0,0.001996008,0.419776471,0.201395241
905,905,0.722857697,0.149723761,0.287048676,0,0.001996008,0.573133936,0.435809021,0.364373147,0.562808458,0,0.001996008,0.35848455,0.160049239
906,906,0.712408803,0.160248573,0.348733683,0,0.001996008,0.552160229,0.363675119,0.336927575,0.462718856,0,0.001996008,0.375481227,0.249689946
907,907,0.618673497,0.129980937,0.167861427,0,0.001996008,0.488692561,0.45081207,0.193419664,0.528095913,0,0.001996008,0.425253834,0.090577584
908,908,0.686067073,0.159318188,0.250846291,0,0.001996008,0.526748885,0.435220781,0.29905325,0.509286934,0,0.001996008,0.387013823,0.176780139
909,909,0.738469808,0.145486586,0.291675505,0,0.001996008,0.592983222,0.446794303,0.353515498,0.557351739,0,0.001996008,0.38495431,0.181118068
910,910,0.693515325,0.171072499,0.307637841,0,0.001996008,0.522442825,0.385877483,0.312705516,0.489557296,0,0.001996008,0.380809809,0.203958028
911,911,0.815810913,0.166385185,0.336064874,0,0.001996008,0.649425728,0.479746039,0.398055697,0.598945146,0,0.001996008,0.417755216,0.216865767
912,912,0.792929749,0.174679827,0.364471674,0,0.001996008,0.618249922,0.428458075,0.376451408,0.566547564,0,0.001996008,0.416478342,0.226382186
913,913,0.830350096,0.173267424,0.370329648,0,0.001996008,0.657082672,0.460020448,0.369077599,0.635303265,0,0.001996008,0.461272498,0.195046831
914,914,0.787587344,0.158514635,0.349973852,0,0.001996008,0.629072709,0.437613491,0.436341632,0.625135603,0,0.001996008,0.351245711,0.162451741
915,915,0.796272082,0.130038812,0.282522755,0,0.001996008,0.66623327,0.513749327,0.419239836,0.704290162,0,0.001996008,0.377032246,0.09198192
916,916,0.807859295,0.131359164,0.21464922,0,0.001996008,0.676500131,0.593210075,0.379664032,0.74770272,0,0.001996008,0.428195263,0.060156575
917,917,0.633131726,0.136641383,0.341776951,0,0.001996008,0.496490343,0.291354775,0.31132337,0.385738287,0,0.001996008,0.321808356,0.247393439
918,918,0.729187646,0.13439261,0.169988721,0,0.001996008,0.594795036,0.559198925,0.240648469,0.685651437,0,0.001996008,0.488539177,0.043536208
919,919,0.690431657,0.159679681,0.208523254,0,0.001996008,0.530751977,0.481908404,0.250072082,0.580541681,0,0.001996008,0.440359575,0.109889976
920,920,0.740536922,0.173642427,0.245181643,0,0.001996008,0.566894495,0.495355279,0.278195667,0.617614822,0,0.001996008,0.462341255,0.122922099
921,921,0.662362982,0.151090886,0.234348503,0,0.001996008,0.511272096,0.428014479,0.286201871,0.446600702,0,0.001996008,0.376161111,0.21576228
922,922,0.64900688,0.197569129,0.286644585,0,0.001996008,0.451437751,0.362362295,0.278832924,0.429125269,0,0.001996008,0.370173956,0.219881611
923,923,0.70357357,0.146333287,0.239423722,0,0.001996008,0.557240283,0.464149848,0.350941569,0.587588054,0,0.001996008,0.352632001,0.115985516
924,924,0.706622689,0.17274324,0.264292666,0,0.001996008,0.533879448,0.442330022,0.300774578,0.481892637,0,0.001996008,0.405848111,0.224730051
925,925,0.718293737,0.15695234,0.244315367,0,0.001996008,0.561341397,0.473978369,0.350013505,0.545103498,0,0.001996008,0.368280232,0.173190239
926,926,0.637402012,0.16761364,0.276371476,0,0.001996008,0.469788372,0.361030536,0.325323236,0.448960522,0,0.001996008,0.312078776,0.18844149
927,927,0.741184552,0.171452257,0.273363674,0,0.001996008,0.569732295,0.467820878,0.291384224,0.558100241,0,0.001996008,0.449800329,0.183084312
928,928,0.702046973,0.1547198,0.270392973,0,0.001996008,0.547327173,0.431654001,0.270214741,0.511593387,0,0.001996008,0.431832233,0.190453587
929,929,0.686811413,0.198460881,0.302739859,0,0.001996008,0.488350532,0.384071553,0.332872447,0.431168955,0,0.001996008,0.353938966,0.255642458
930,930,0.768474344,0.212631314,0.308855506,0,0.001996008,0.55584303,0.459618839,0.339311187,0.550050042,0,0.001996008,0.429163158,0.218424302
931,931,0.799145455,0.180925731,0.284085387,0,0.001996008,0.618219724,0.515060069,0.373171279,0.590654597,0,0.001996008,0.425974177,0.208490858
932,932,0.724150379,0.136102999,0.276379881,0,0.001996008,0.58804738,0.447770498,0.342899966,0.524351653,0,0.001996008,0.381250413,0.199798726
933,933,0.735266388,0.170248398,0.305721995,0,0.001996008,0.565017991,0.429544394,0.30686469,0.50530642,0,0.001996008,0.428401699,0.229959968
934,934,0.724894023,0.168612118,0.307479027,0,0.001996008,0.556281905,0.417414996,0.269553579,0.479376153,0,0.001996008,0.455340444,0.24551787
935,935,0.725353163,0.145054273,0.345888465,0,0.001996008,0.58029889,0.379464698,0.365376567,0.47187349,0,0.001996008,0.359976596,0.253479673
936,936,0.858090114,0.241139959,0.370290836,0,0.001996008,0.616950155,0.487799278,0.382722933,0.594945605,0,0.001996008,0.475367181,0.263144509
937,937,0.799589957,0.200618927,0.355066651,0,0.001996008,0.59897103,0.444523306,0.37014392,0.520645593,0,0.001996008,0.429446037,0.278944364
938,938,0.823368415,0.233228915,0.391284823,0,0.001996008,0.5901395,0.432083592,0.346094146,0.578603514,0,0.001996008,0.477274269,0.244764901
939,939,0.638040372,0.194772857,0.377502052,0,0.001996008,0.443267515,0.26053832,0.241449634,0.367356755,0,0.001996008,0.396590737,0.270683617
940,940,0.77918255,0.158508934,0.356676626,0,0.001996008,0.620673617,0.422505924,0.352280311,0.568457453,0,0.001996008,0.426902239,0.210725097
941,941,0.743501605,0.129722981,0.170027493,0,0.001996008,0.613778624,0.573474111,0.305251566,0.69203827,0,0.001996008,0.438250039,0.051463335
942,942,0.758372914,0.149245307,0.272415989,0,0.001996008,0.609127607,0.485956926,0.415335978,0.591685038,0,0.001996008,0.343036936,0.166687877
943,943,0.73011921,0.127655898,0.281186143,0,0.001996008,0.602463311,0.448933067,0.322894715,0.582232659,0,0.001996008,0.407224494,0.147886551
944,944,0.673243974,0.163617112,0.308592769,0,0.001996008,0.509626862,0.364651205,0.266647178,0.435298509,0,0.001996008,0.406596796,0.237945464
945,945,0.820955504,0.204498228,0.384697289,0,0.001996008,0.616457276,0.436258214,0.364778055,0.607759728,0,0.001996008,0.456177449,0.213195775
946,946,0.717462913,0.131446609,0.143990329,0,0.001996008,0.586016304,0.573472584,0.279655629,0.709777928,0,0.001996008,0.437807284,0.007684985
947,947,0.717603127,0.15979163,0.207538594,0,0.001996008,0.557811497,0.510064533,0.291037711,0.599805736,0,0.001996008,0.426565417,0.117797391
948,948,0.61353493,0.120658509,0.191348482,0,0.001996008,0.492876421,0.422186448,0.343783982,0.528512129,0,0.001996008,0.269750948,0.085022801
949,949,0.617434868,0.128237433,0.224596699,0,0.001996008,0.489197435,0.392838169,0.275481958,0.452574673,0,0.001996008,0.34195291,0.164860195
950,950,0.595290656,0.142481168,0.254129711,0,0.001996008,0.452809489,0.341160945,0.254661844,0.432047766,0,0.001996008,0.340628813,0.16324289
951,951,0.588174443,0.136234025,0.267005402,0,0.001996008,0.451940418,0.321169041,0.231888971,0.378913817,0,0.001996008,0.356285472,0.209260626
952,952,0.395951639,0.167401539,0.282236967,1,0.003992016,0.2285501,0.113714672,0.231651286,0.245914869,0,0.001996008,0.164300353,0.15003677
953,953,0.629361944,0.163907569,0.302637767,0,0.001996008,0.465454375,0.326724177,0.282568766,0.408994165,0,0.001996008,0.346793178,0.220367779
954,954,0.62407928,0.221503335,0.323547475,0,0.001996008,0.402575945,0.300531805,0.230268041,0.428321819,0,0.001996008,0.393811239,0.195757461
955,955,0.645437461,0.134202792,0.359152084,0,0.001996008,0.511234669,0.286285378,0.338634236,0.407377515,0,0.001996008,0.306803226,0.238059947
956,956,0.758975265,0.117073093,0.171307037,0,0.001996008,0.641902172,0.587668228,0.371141099,0.68793823,0,0.001996008,0.387834166,0.071037035
957,957,0.740108037,0.132899286,0.241597362,0,0.001996008,0.607208751,0.498510675,0.381985013,0.605762345,0,0.001996008,0.358123024,0.134345692
958,958,0.655267128,0.137143418,0.349389126,0,0.001996008,0.51812371,0.305878001,0.311648324,0.398116176,0,0.001996008,0.343618804,0.257150952
959,959,0.712145978,0.132689473,0.154553137,0,0.001996008,0.579456505,0.55759284,0.282485543,0.684798844,0,0.001996008,0.429660434,0.027347134
960,960,0.59031574,0.146904558,0.186413413,0,0.001996008,0.443411182,0.403902327,0.214021817,0.497763846,0,0.001996008,0.376293923,0.092551894
961,961,0.698907668,0.150101131,0.233366987,0,0.001996008,0.548806538,0.465540682,0.316177698,0.570225884,0,0.001996008,0.382729971,0.128681785
962,962,0.732629212,0.144690905,0.241985732,0,0.001996008,0.587938307,0.49064348,0.269929011,0.620659662,0,0.001996008,0.462700201,0.111969551
963,963,0.722480403,0.139414317,0.243379721,0,0.001996008,0.583066086,0.479100683,0.331285482,0.512549416,0,0.001996008,0.391194922,0.209930988
964,964,0.652674729,0.153285046,0.288496629,0,0.001996008,0.499389683,0.3641781,0.225562643,0.410628178,0,0.001996008,0.427112086,0.242046551
965,965,0.6725373,0.135400632,0.299571802,0,0.001996008,0.537136668,0.372965498,0.318373394,0.509742932,0,0.001996008,0.354163907,0.162794368
966,966,0.642312814,0.143797062,0.292064852,0,0.001996008,0.498515752,0.350247962,0.287383822,0.432400611,0,0.001996008,0.354928992,0.209912202
967,967,0.666488114,0.136630454,0.293470707,0,0.001996008,0.52985766,0.373017407,0.344898809,0.489537058,0,0.001996008,0.321589306,0.176951056
968,968,0.820638114,0.166508199,0.33025713,0,0.001996008,0.654129915,0.490380984,0.410178639,0.602476722,0,0.001996008,0.410459474,0.218161392
969,969,0.727975185,0.16206516,0.358273506,0,0.001996008,0.565910025,0.369701679,0.362080562,0.513123495,0,0.001996008,0.365894623,0.21485169
970,970,0.698478717,0.157214323,0.349852944,0,0.001996008,0.541264394,0.348625772,0.351297766,0.481214351,0,0.001996008,0.34718095,0.217264365
971,971,0.814813496,0.147384009,0.348639793,0,0.001996008,0.667429487,0.466173703,0.431099584,0.63547312,0,0.001996008,0.383713913,0.179340376
972,972,0.74957675,0.154274105,0.358929432,0,0.001996008,0.595302645,0.390647318,0.331394879,0.475638063,0,0.001996008,0.418181871,0.273938687
973,973,0.745829859,0.130733611,0.165195314,0,0.001996008,0.615096249,0.580634545,0.223041538,0.725257037,0,0.001996008,0.522788321,0.020572822
974,974,0.762762514,0.157396599,0.279831322,0,0.001996008,0.605365915,0.482931192,0.405697635,0.563713409,0,0.001996008,0.357064878,0.199049105
975,975,0.682884386,0.139471239,0.287876544,0,0.001996008,0.543413147,0.395007843,0.327389416,0.426541222,0,0.001996008,0.35549497,0.256343164
976,976,0.715672402,0.146273644,0.28902382,0,0.001996008,0.569398758,0.426648582,0.326307919,0.565712279,0,0.001996008,0.389364482,0.149960123
977,977,0.666034842,0.138839848,0.293712117,0,0.001996008,0.527194993,0.372322725,0.287022503,0.443958926,0,0.001996008,0.379012339,0.222075916
978,978,0.647957355,0.157783848,0.307971744,0,0.001996008,0.490173507,0.33998561,0.285352835,0.467606647,0,0.001996008,0.362604519,0.180350708
979,979,0.733237323,0.149857634,0.323317977,0,0.001996008,0.583379689,0.409919347,0.3519947,0.448172879,0,0.001996008,0.381242623,0.285064445
980,980,0.719946007,0.120797089,0.344710812,0,0.001996008,0.599148918,0.375235195,0.293651492,0.45462396,0,0.001996008,0.426294514,0.265322046
981,981,0.77198948,0.122760158,0.339515324,0,0.001996008,0.649229322,0.432474156,0.386977183,0.596017118,0,0.001996008,0.385012297,0.175972362
982,982,0.724250634,0.132837632,0.181063132,0,0.001996008,0.591413002,0.543187502,0.296123222,0.659095515,0,0.001996008,0.428127412,0.065155119
983,983,0.517015908,0.151476398,0.280515821,0,0.001996008,0.36553951,0.236500087,0.250436147,0.320387164,0,0.001996008,0.266579761,0.196628744
984,984,0.625460447,0.133192028,0.339997599,0,0.001996008,0.492268419,0.285462847,0.351573974,0.434815821,0,0.001996008,0.273886472,0.190644625
985,985,0.800000185,0.203527389,0.300275452,0,0.001996008,0.596472796,0.499724733,0.402088623,0.615925163,0,0.001996008,0.397911562,0.184075022
986,986,0.679586567,0.15198513,0.346693271,0,0.001996008,0.527601437,0.332893296,0.391173799,0.457729345,0,0.001996008,0.288412768,0.221857222
987,987,0.628025029,0.139941417,0.156651272,0,0.001996008,0.488083611,0.471373757,0.152844512,0.585937039,0,0.001996008,0.475180517,0.042087989
988,988,0.501885984,0.125763306,0.173552429,0,0.001996008,0.376122677,0.328333554,0.201392921,0.386706727,0,0.001996008,0.300493062,0.115179257
989,989,0.666161604,0.157667707,0.197075424,0,0.001996008,0.508493897,0.469086179,0.208650911,0.450081892,0,0.001996008,0.457510693,0.216079712
990,990,0.589686035,0.150649185,0.187372235,0,0.001996008,0.439036849,0.4023138,0.218665055,0.50069763,0,0.001996008,0.371020979,0.088988405
991,991,0.350347623,0.14791896,0.188967557,0,0.001996008,0.202428663,0.161380066,0.155832482,0.269614871,0,0.001996008,0.194515141,0.080732753
992,992,0.505702884,0.138767479,0.190136166,0,0.001996008,0.366935405,0.315566718,0.207571852,0.370461232,0,0.001996008,0.298131032,0.135241652
993,993,0.614162992,0.168597079,0.202151959,0,0.001996008,0.445565912,0.412011033,0.244358481,0.458956095,0,0.001996008,0.369804511,0.155206896
994,994,0.489163023,0.141130391,0.203625024,0,0.001996008,0.348032632,0.285537999,0.187264531,0.331936827,0,0.001996008,0.301898491,0.157226196
995,995,0.687053606,0.204357821,0.251386555,0,0.001996008,0.482695785,0.43566705,0.219540434,0.504525453,0,0.001996008,0.467513171,0.182528153
996,996,0.513994534,0.156088032,0.227140039,0,0.001996008,0.357906503,0.286854495,0.214594856,0.338135118,0,0.001996008,0.299399679,0.175859416
997,997,0.575724521,0.126435213,0.220418932,0,0.001996008,0.449289308,0.355305588,0.26179597,0.383001153,0,0.001996008,0.31392855,0.192723368
998,998,0.576631251,0.132055132,0.237204461,0,0.001996008,0.444576119,0.33942679,0.264184641,0.430650876,0,0.001996008,0.31244661,0.145980375
999,999,0.749464892,0.151384981,0.250986564,0,0.001996008,0.598079911,0.498478327,0.315975794,0.531339447,0,0.001996008,0.433489098,0.218125445
1000,1000,0.605393698,0.199339612,0.29700878,0,0.001996008,0.406054086,0.308384918,0.291828001,0.382952931,0,0.001996008,0.313565697,0.222440767
1001,1001,0.766379738,0.156830599,0.25789897,0,0.001996008,0.609549139,0.508480768,0.387966272,0.609093688,0,0.001996008,0.378413466,0.15728605
1002,1002,0.742946436,0.145346626,0.261526265,0,0.001996008,0.59759981,0.481420171,0.278897489,0.56631865,0,0.001996008,0.464048946,0.176627786
1003,1003,0.792073937,0.290344456,0.377156358,0,0.001996008,0.501729481,0.41491758,0.326643027,0.489375971,0,0.001996008,0.465430911,0.302697966
1004,1004,0.788696732,0.236567629,0.349453399,0,0.001996008,0.552129103,0.439243333,0.336048894,0.545131108,0,0.001996008,0.452647837,0.243565624
1005,1005,0.64297839,0.162144902,0.324688645,0,0.001996008,0.480833488,0.318289745,0.254981223,0.421691735,0,0.001996008,0.387997167,0.221286655
1006,1006,0.718495503,0.141308903,0.282406713,0,0.001996008,0.577186601,0.43608879,0.400662163,0.591429176,0,0.001996008,0.31783334,0.127066327
1007,1007,0.678119458,0.148403681,0.33983586,0,0.001996008,0.529715777,0.338283598,0.36750603,0.447701082,0,0.001996008,0.310613428,0.230418376
1008,1008,0.832109695,0.167442424,0.340084078,0,0.001996008,0.664667271,0.492025617,0.455065528,0.65909078,0,0.001996008,0.377044166,0.173018914
1009,1009,0.716011013,0.125485333,0.308753167,0,0.001996008,0.59052568,0.407257846,0.322259183,0.414547372,0,0.001996008,0.39375183,0.301463641
1010,1010,0.750945073,0.179580047,0.252947449,0,0.001996008,0.571365026,0.497997624,0.337526327,0.609531234,0,0.001996008,0.413418746,0.141413839
1011,1011,0.621044818,0.139959421,0.151085631,0,0.001996008,0.481085397,0.469959187,0.149227079,0.58450481,0,0.001996008,0.471817739,0.036540008
1012,1012,0.485221969,0.149840255,0.173243628,0,0.001996008,0.335381715,0.311978341,0.219482769,0.353693415,0,0.001996008,0.2657392,0.131528555
1013,1013,0.610785503,0.147645756,0.17478125,0,0.001996008,0.463139747,0.436004253,0.191362984,0.507895848,0,0.001996008,0.419422518,0.102889655
1014,1014,0.545487285,0.156254565,0.184374564,0,0.001996008,0.389232719,0.361112721,0.17535971,0.437449763,0,0.001996008,0.370127575,0.108037521
1015,1015,0.610710317,0.140069354,0.181577299,0,0.001996008,0.470640963,0.429133018,0.216064884,0.520279894,0,0.001996008,0.394645433,0.090430424
1016,1016,0.497291527,0.153116763,0.207057215,0,0.001996008,0.344174764,0.290234312,0.203990534,0.336058828,0,0.001996008,0.293300993,0.161232699
1017,1017,0.340686992,0.11892079,0.179399425,0,0.001996008,0.221766202,0.161287567,0.196112123,0.226242497,0,0.001996008,0.144574869,0.114444496
1018,1018,0.50300141,0.14710794,0.213652748,0,0.001996008,0.355893471,0.289348662,0.199583314,0.37128099,0,0.001996008,0.303418097,0.13172042
1019,1019,0.474444405,0.145746269,0.210052118,0,0.001996008,0.328698136,0.264392287,0.218039012,0.348737443,0,0.001996008,0.256405393,0.125706962
1020,1020,0.693803732,0.190754012,0.240065864,0,0.001996008,0.50304972,0.453737869,0.239317062,0.514303216,0,0.001996008,0.45448667,0.179500516
1021,1021,0.644459355,0.151044522,0.235249707,0,0.001996008,0.493414833,0.409209648,0.288026356,0.504064833,0,0.001996008,0.356432999,0.140394522
1022,1022,0.681180975,0.141011124,0.22629374,0,0.001996008,0.540169851,0.454887234,0.253931773,0.560833451,0,0.001996008,0.427249202,0.120347524
1023,1023,0.593099746,0.157641302,0.243117409,0,0.001996008,0.435458444,0.349982338,0.289892,0.413648808,0,0.001996008,0.303207746,0.179450938
1024,1024,0.767756831,0.216000326,0.292988531,0,0.001996008,0.551756505,0.4747683,0.296385092,0.577455429,0,0.001996008,0.471371739,0.190301402
1025,1025,0.580764248,0.176986715,0.254299829,0,0.001996008,0.403777533,0.32646442,0.272439856,0.361608627,0,0.001996008,0.308324392,0.219155622
1026,1026,0.573985387,0.173038952,0.254102935,0,0.001996008,0.400946435,0.319882452,0.259723198,0.344235834,0,0.001996008,0.314262189,0.229749553
1027,1027,0.472990425,0.170808294,0.257980434,0,0.001996008,0.302182131,0.215009991,0.235281114,0.326315012,0,0.001996008,0.237709311,0.146675413
1028,1028,0.707837351,0.145044461,0.254238347,0,0.001996008,0.56279289,0.453599004,0.297751457,0.512913212,0,0.001996008,0.410085894,0.19492414
1029,1029,0.710017332,0.202747372,0.287000047,0,0.001996008,0.50726996,0.423017285,0.354770099,0.528152291,0,0.001996008,0.355247233,0.181865041
1030,1030,0.637233524,0.144047488,0.25347729,0,0.001996008,0.493186036,0.383756234,0.213010997,0.422377604,0,0.001996008,0.424222527,0.21485592
1031,1031,0.64886861,0.128497561,0.270348406,0,0.001996008,0.520371049,0.378520204,0.30279695,0.364021888,0,0.001996008,0.34607166,0.284846722
1032,1032,0.76064911,0.178467882,0.290918378,0,0.001996008,0.582181228,0.469730732,0.325848393,0.539576172,0,0.001996008,0.434800717,0.221072938
1033,1033,0.533421846,0.129701045,0.288413787,0,0.001996008,0.403720801,0.245008059,0.246680685,0.301822473,0,0.001996008,0.286741162,0.231599374
1034,1034,0.614689282,0.139989005,0.151343,0,0.001996008,0.474700277,0.463346282,0.111880459,0.578169219,0,0.001996008,0.502808823,0.036520063
1035,1035,0.522706244,0.138036324,0.19532982,0,0.001996008,0.38466992,0.327376424,0.220304861,0.34903013,0,0.001996008,0.302401383,0.173676115
1036,1036,0.627942179,0.141430463,0.261732437,0,0.001996008,0.486511715,0.366209741,0.311021418,0.438020422,0,0.001996008,0.31692076,0.189921756
1037,1037,0.550247361,0.134032629,0.280445179,0,0.001996008,0.416214732,0.269802182,0.282533151,0.352051418,0,0.001996008,0.26771421,0.198195943
1038,1038,0.660387629,0.150260462,0.214194896,0,0.001996008,0.510127168,0.446192733,0.292599119,0.564746187,0,0.001996008,0.36778851,0.095641442
1039,1039,0.680916786,0.117886366,0.243132264,0,0.001996008,0.56303042,0.437784522,0.286003325,0.486009865,0,0.001996008,0.394913461,0.194906921
1040,1040,0.763007116,0.221205412,0.3201999,0,0.001996008,0.541801703,0.442807216,0.350524687,0.512630967,0,0.001996008,0.412482428,0.250376148
1041,1041,0.709829885,0.189559006,0.312152919,0,0.001996008,0.520270879,0.397676966,0.334358921,0.471662508,0,0.001996008,0.375470964,0.238167377
1042,1042,0.747929088,0.131615398,0.28461281,0,0.001996008,0.61631369,0.463316279,0.401411817,0.616476508,0,0.001996008,0.346517271,0.131452581
1043,1043,0.729182657,0.138361817,0.282921446,0,0.001996008,0.590820841,0.446261211,0.355892364,0.58627838,0,0.001996008,0.373290293,0.142904277
1044,1044,0.851757656,0.317402577,0.44237401,0,0.001996008,0.534355079,0.409383646,0.308640501,0.439408413,0,0.001996008,0.543117155,0.412349243
1045,1045,0.656169906,0.141951947,0.165335954,0,0.001996008,0.51421796,0.490833952,0.167596442,0.6139209,0,0.001996008,0.488573465,0.042249006
1046,1046,0.627577081,0.167600148,0.211007853,0,0.001996008,0.459976933,0.416569228,0.179742589,0.505295916,0,0.001996008,0.447834492,0.122281166
1047,1047,0.694885298,0.165072359,0.213981483,0,0.001996008,0.529812939,0.480903815,0.236273089,0.614006277,0,0.001996008,0.458612209,0.080879021
1048,1048,0.526815399,0.13865995,0.203221354,0,0.001996008,0.388155449,0.323594045,0.222600597,0.392501088,0,0.001996008,0.304214802,0.13431431
1049,1049,0.586822504,0.178956002,0.233616407,0,0.001996008,0.407866502,0.353206097,0.277876839,0.406748397,0,0.001996008,0.308945664,0.180074107
1050,1050,0.624460293,0.123226194,0.213616907,0,0.001996008,0.5012341,0.410843386,0.261264512,0.461867193,0,0.001996008,0.363195782,0.1625931
1051,1051,0.568085074,0.155535688,0.249649822,0,0.001996008,0.412549386,0.318435252,0.234672047,0.323078303,0,0.001996008,0.333413027,0.245006771
1052,1052,0.450983829,0.129846438,0.241898667,0,0.001996008,0.321137391,0.209085162,0.223480723,0.269578251,0,0.001996008,0.227503107,0.181405579
1053,1053,0.611445499,0.13536349,0.226872476,0,0.001996008,0.476082009,0.384573023,0.276585258,0.431611783,0,0.001996008,0.334860241,0.179833716
1054,1054,0.722263983,0.133281507,0.233995571,0,0.001996008,0.588982476,0.488268412,0.351082951,0.614602985,0,0.001996008,0.371181032,0.107660998
1055,1055,0.683170723,0.16497856,0.285493079,0,0.001996008,0.518192163,0.397677644,0.273655773,0.506770699,0,0.001996008,0.409514949,0.176400023
1056,1056,0.701572742,0.184640786,0.301017727,0,0.001996008,0.516931956,0.400555016,0.295444619,0.401509909,0,0.001996008,0.406128123,0.300062834
1057,1057,0.5819738,0.148843201,0.29168667,0,0.001996008,0.433130598,0.29028713,0.238053043,0.318351149,0,0.001996008,0.343920757,0.263622651
1058,1058,0.665274531,0.163033665,0.304237963,0,0.001996008,0.502240866,0.361036568,0.312479474,0.395255117,0,0.001996008,0.352795057,0.270019414
1059,1059,0.775387932,0.162359862,0.302205051,0,0.001996008,0.613028071,0.473182881,0.344366464,0.604136427,0,0.001996008,0.431021468,0.171251505
1060,1060,0.59723827,0.123028332,0.279058295,0,0.001996008,0.474209937,0.318179974,0.291379734,0.368739848,0,0.001996008,0.305858535,0.228498421
1061,1061,0.837094395,0.182910377,0.33248167,0,0.001996008,0.654184018,0.504612725,0.46554117,0.669271557,0,0.001996008,0.371553225,0.167822837
1062,1062,0.817477943,0.184001093,0.342482291,0,0.001996008,0.633476851,0.474995653,0.38843144,0.552174149,0,0.001996008,0.429046503,0.265303794
1063,1063,0.776804867,0.171382697,0.358374892,0,0.001996008,0.60542217,0.418429975,0.382448667,0.588752438,0,0.001996008,0.3943562,0.188052429
1064,1064,0.697304315,0.177640073,0.243412143,0,0.001996008,0.519664242,0.453892172,0.307435977,0.542084642,0,0.001996008,0.389868339,0.155219673
1065,1065,0.876593549,0.243923467,0.370745034,0,0.001996008,0.632670081,0.505848514,0.432303693,0.619242903,0,0.001996008,0.444289856,0.257350645
1066,1066,0.631657011,0.142166147,0.165368288,0,0.001996008,0.489490865,0.466288724,0.16773048,0.579032792,0,0.001996008,0.463926531,0.05262422
1067,1067,0.539431141,0.174838647,0.218252635,0,0.001996008,0.364592494,0.321178506,0.191003314,0.321062291,0,0.001996008,0.348427827,0.218368849
1068,1068,0.590552294,0.138053661,0.212425708,0,0.001996008,0.452498633,0.378126585,0.232606461,0.430140791,0,0.001996008,0.357945833,0.160411503
1069,1069,0.611065162,0.139798206,0.209088639,0,0.001996008,0.471266956,0.401976524,0.235677515,0.47395935,0,0.001996008,0.375387647,0.137105812
1070,1070,0.541296769,0.145534922,0.211484164,0,0.001996008,0.395761847,0.329812604,0.236384909,0.413816538,0,0.001996008,0.30491186,0.127480231
1071,1071,0.613200281,0.131807729,0.252791663,0,0.001996008,0.481392552,0.360408619,0.260345071,0.357047148,0,0.001996008,0.35285521,0.256153133
1072,1072,0.585423524,0.248009425,0.316935995,0,0.001996008,0.337414098,0.268487528,0.165813002,0.376474344,0,0.001996008,0.419610521,0.20894918
1073,1073,0.719443983,0.126663359,0.248290755,0,0.001996008,0.592780624,0.471153228,0.365462308,0.603697042,0,0.001996008,0.353981676,0.115746942
1074,1074,0.638209853,0.130886784,0.249152932,0,0.001996008,0.507323068,0.389056921,0.296049612,0.467743873,0,0.001996008,0.342160241,0.170465979
1075,1075,0.762351403,0.195802706,0.304221893,0,0.001996008,0.566548696,0.458129509,0.352213349,0.516884498,0,0.001996008,0.410138054,0.245466905
1076,1076,0.796727888,0.212544727,0.325240034,0,0.001996008,0.584183161,0.471487855,0.346061503,0.587282793,0,0.001996008,0.450666385,0.209445095
1077,1077,0.772439398,0.151410284,0.295792384,0,0.001996008,0.621029114,0.476647014,0.356163666,0.643311078,0,0.001996008,0.416275732,0.12912832
1078,1078,0.825797744,0.198200344,0.358947333,0,0.001996008,0.627597401,0.466850411,0.418783956,0.585931851,0,0.001996008,0.407013788,0.239865893
1079,1079,0.72440809,0.218394963,0.34967491,0,0.001996008,0.506013127,0.37473318,0.333584521,0.456711984,0,0.001996008,0.39082357,0.267696106
1080,1080,0.805946684,0.166598639,0.343766504,0,0.001996008,0.639348045,0.46218018,0.34467495,0.57838446,0,0.001996008,0.461271734,0.227562224
1081,1081,0.681813517,0.229162062,0.368403589,0,0.001996008,0.452651455,0.313409928,0.233666999,0.429871525,0,0.001996008,0.448146518,0.251941992
1082,1082,0.71982141,0.192452275,0.345767003,0,0.001996008,0.527369134,0.374054407,0.290660686,0.401334617,0,0.001996008,0.429160724,0.318486793
