,HR,p-value
0,2.936834560701415,0.0033158094311083962
1,3.513161162686589,0.00044280879960963273
2,2.413381419290286,0.015805269948873334
3,2.946195238298589,0.0032170926855174726
4,2.112513994646074,0.03464238690034615
5,4.072882173293186,4.6434918580308724e-05
6,0.35017833184334446,0.7262048672205785
7,3.183420166916416,0.0014554624266050527
8,2.9756295374303208,0.002923878360439572
9,1.128574402957361,0.25907741378076543
10,2.7664080048140494,0.0056677573802252105
11,2.299556276206736,0.021473371636034855
12,1.2928729143300763,0.1960550167965365
13,2.0816472159170223,0.037374705279507967
14,2.3035170586090103,0.021249768492143124
15,2.2419259818813377,0.024966156509125276
16,2.258768769307885,0.0238977721665704
17,0.9976527480485012,0.3184477735322539
18,2.125322782916813,0.03355968848970394
19,1.2756691155919186,0.2020725105426065
20,2.657416274904498,0.007874214661586394
21,1.3561943016944538,0.17503735460068093
22,2.4948207337434885,0.012602077875196818
23,3.197563801907626,0.0013859374834927212
24,2.505670374691753,0.012221949983355775
25,0.5321007479739339,0.5946562193766359
26,3.9735442139716075,7.081100629817257e-05
27,2.8362389227548013,0.004564828287299758
28,2.9403788157222923,0.003278112025422445
29,2.386089400520513,0.01702861091760666
30,1.1544492886183415,0.24831601778000528
31,1.1986802737776645,0.2306522912176646
32,1.8766022834530949,0.06057262418739209
33,0.7588201912073482,0.4479601255618967
34,1.591195405987577,0.11156560644967138
35,0.5244026104063907,0.5999985412923561
36,-0.1857458694530203,0.8526440555774438
37,0.025456378741508627,0.9796909419222896
38,1.89576699842636,0.05799086153388761
39,2.46420996846279,0.013731564465755354
40,2.931071890621227,0.0033779459953087584
41,2.2897076410899846,0.022038270170725495
42,-0.6986350137289765,0.48478015622656456
43,0.7937220201362206,0.4273572780620668
44,3.2780916369918613,0.001045114614851832
45,-0.8557999516340219,0.39210844198973815
46,1.4706549904268877,0.1413844443018943
47,1.1363406628575832,0.2558140189180708
48,1.3552896984795464,0.1753252758208167
49,1.9336242031051232,0.053159349247119646
50,-0.6306549072608185,0.5282661891203627
51,-2.157047269401532,0.03100198155913784
52,-1.90918323701435,0.05623845796489273
53,-0.5517656925899866,0.5811088952202614
54,-0.06387005596937906,0.949073695455101
55,-2.2512557721741056,0.02436934229945374
56,-0.15187450715387205,0.8792859153671199
57,-3.7665619675381006,0.00016551101730583439
58,-0.946702180148521,0.343790559211822
59,-2.7029885788742565,0.006871910756674913
60,-0.6913774503455545,0.4893283711518974
61,-2.176130537411639,0.029545501084389907
62,-1.6144036072792711,0.10643990979530163
63,-0.5327154495400985,0.5942305698347652
64,-1.4957584165645104,0.1347166212611069
65,-1.435518588061851,0.15113937533738872
66,-0.010250885621041797,0.9918211198690138
67,-0.7325084645046039,0.4638582782152384
68,0.25854668407465015,0.7959850245928001
69,1.2047244743674106,0.22830968457905393
70,1.1237314671819083,0.2611269628339753
71,-0.683015457396536,0.49459707517482165
72,2.042356439676638,0.04111618736229672
73,0.5204221687510148,0.6027693621001131
74,2.2751501512744214,0.02289692403385853
75,1.6095796652622525,0.10748965043015965
76,0.5510386162187902,0.581607203033967
77,-0.7268234713269897,0.46733410276874265
78,-1.1329962125186186,0.25721584384426543
79,-0.960531790720614,0.3367876390024265
