Regulon_ID,HRGSE7696,Cox-p-valueGSE7696
2852,2.007125307,0.044736322
1043,2.005716878,0.044886463
3,2.000239547,0.045474403
169,1.996845934,0.045841922
2984,1.996845934,0.045841922
2639,-1.995530258,0.045985077
1934,1.979158309,0.047798185
888,-1.971866501,0.048624848
843,-1.966332784,0.049260182
1097,1.965801165,0.049321583
3596,1.958013265,0.050228456
1736,1.957970492,0.050233475
3020,1.95680979,0.050369836
627,-1.955109187,0.050570184
979,1.950759301,0.051085685
2184,1.939123474,0.052486305
83,1.934582799,0.053041513
2178,-1.932669359,0.053276942
898,-1.929954531,0.053612472
1026,1.920353581,0.054813253
3109,1.919473716,0.05492441
2960,1.913121947,0.055732443
1320,-1.911520381,0.05593774
3026,1.905142017,0.056761613
928,-1.903293045,0.057002318
2640,-1.901623795,0.057220355
2904,-1.895537051,0.058021288
1160,1.884970059,0.05943388
2957,1.876122421,0.060638472
1871,-1.866837335,0.061924307
3338,-1.860626852,0.06279689
208,1.854716713,0.063636691
332,-1.850207874,0.064283595
1841,-1.849445255,0.064393546
2952,1.837717333,0.066104068
3388,1.828818983,0.06742673
1079,1.828144449,0.067527876
1173,1.828144449,0.067527876
2367,1.828144449,0.067527876
892,-1.827333548,0.067649634
2101,-1.820573885,0.068671656
1621,1.819883871,0.068776692
3158,-1.818662854,0.068962882
870,-1.814786387,0.069556743
1192,-1.803724822,0.071274456
2590,1.802658951,0.071441793
924,-1.799774294,0.071896284
1492,1.798294443,0.07213036
1591,1.798294443,0.07213036
3700,1.798294443,0.07213036
932,-1.795265201,0.072611457
2141,1.788086867,0.073761994
2698,1.785257236,0.074219602
3180,1.78467511,0.07431403
3168,1.783806767,0.07445507
401,1.783168463,0.074558884
841,1.775277894,0.075852014
1521,-1.774500354,0.075980424
1365,1.772129021,0.076373142
1344,-1.770356637,0.076667749
2591,1.766720323,0.077275078
2095,1.763884278,0.077751464
1063,1.759619245,0.078472386
1162,-1.750416414,0.080046486
2969,1.748514811,0.080374923
1668,1.748104123,0.080445999
147,-1.746935665,0.080648498
1484,1.746244038,0.080768556
1367,-1.744140424,0.081134607
374,-1.74381706,0.081190995
1629,1.742541617,0.081413716
2958,-1.738042227,0.082203373
3035,-1.737039311,0.082380232
2619,-1.736692699,0.082441427
1588,-1.733704057,0.082970606
730,1.733622246,0.082985131
3387,-1.731899719,0.083291419
167,1.731184817,0.083418806
3545,-1.72951937,0.083716183
389,1.729407071,0.083736265
1662,-1.725500974,0.084437228
3212,-1.725474758,0.084441949
2291,-1.724444289,0.084627668
3527,1.717983786,0.085799573
1482,1.714701592,0.086399952
694,-1.714472169,0.086442044
1347,1.703946822,0.088391023
776,1.703823458,0.088414074
3675,1.699292407,0.089264103
1392,-1.698213052,0.089467558
571,1.697306791,0.089638674
3420,1.690834679,0.090868382
2347,-1.681879843,0.092592142
2695,-1.678260054,0.093296343
2470,-1.678258259,0.093296693
1737,1.677822687,0.093381719
1535,-1.67483525,0.093966561
1838,1.672900501,0.094346885
2966,1.664775678,0.095957518
541,-1.66416144,0.096080172
1789,1.662949103,0.096322624
1068,1.661958965,0.096521002
2338,1.658959165,0.097124021
1228,1.658360096,0.097244806
500,-1.657461619,0.097426182
1837,1.656067293,0.097708192
1039,1.650622662,0.098815648
2901,1.648210678,0.099309446
2525,1.645728576,0.099819653
1018,-1.644438179,0.100085724
2703,-1.644438179,0.100085724
1153,-1.643818714,0.100213655
996,-1.640340074,0.100934478
3350,1.637426739,0.101541335
1329,1.634956,0.102058272
726,1.633492889,0.102365375
2452,1.633492889,0.102365375
1395,-1.631052362,0.102879271
3763,1.630606542,0.102973368
2112,1.625720878,0.104009047
525,-1.624940321,0.104175276
1083,-1.624786327,0.104208095
3654,1.622705617,0.10465235
1016,1.614865757,0.106339769
881,-1.613064618,0.10673047
1552,1.611548489,0.107060228
853,1.610345229,0.107322511
990,1.609931704,0.107412767
137,1.609655884,0.107473001
699,-1.606912645,0.108073532
1540,-1.606912645,0.108073532
2302,-1.606912645,0.108073532
1923,-1.605865209,0.108303529
3464,1.599561984,0.109695788
647,-1.598125576,0.110015033
2300,1.596341871,0.110412487
3114,1.596341871,0.110412487
3548,-1.59565322,0.110566238
1314,-1.594974027,0.110718044
2388,1.592675246,0.111233063
2181,-1.58713045,0.112483103
305,-1.581854757,0.113682731
1707,1.575395334,0.115165221
3430,1.574733045,0.115318077
29,1.559847827,0.118795846
1031,1.558976087,0.11900204
1500,-1.557264059,0.119407805
2109,-1.557157325,0.119433138
252,-1.551670532,0.120741077
3216,1.54836953,0.121533353
1481,-1.543657234,0.122671392
3287,1.541358657,0.12322952
1677,-1.539249717,0.123743344
1313,-1.535244952,0.12472367
2697,-1.533676454,0.125109269
297,1.530895737,0.125795163
2634,-1.528707573,0.126336954
1498,-1.528165758,0.126471388
907,-1.52784212,0.126551742
570,-1.527755358,0.12657329
1872,1.52513915,0.127224394
550,-1.522418084,0.127904356
1267,-1.522418084,0.127904356
1505,-1.521895103,0.128035366
3477,-1.516033714,0.129510828
994,-1.51476926,0.129830848
2358,-1.514658692,0.129858861
476,1.513422403,0.130172398
516,1.511072719,0.130769925
890,-1.50984933,0.131081874
3342,-1.503713526,0.132655145
1632,1.501874398,0.13312955
3340,1.501512445,0.13322307
2896,-1.495597777,0.134758503
508,1.49299645,0.135438116
1052,1.491694418,0.135779273
15,1.491207471,0.135907033
988,-1.490651374,0.136053049
1842,-1.490074925,0.136204536
844,1.490001471,0.136223849
1071,-1.489828072,0.136269448
930,1.48767109,0.136837655
490,-1.482556973,0.138192156
2166,1.481456609,0.138484939
72,-1.478592186,0.139249342
772,1.476802186,0.13972867
3100,1.476747194,0.139743416
3577,1.474681783,0.140298116
3559,-1.47015405,0.141520036
1229,1.46920384,0.141777509
2323,1.468572711,0.141948721
3390,1.46752102,0.142234376
1449,1.465283414,0.14284361
2661,-1.461785751,0.14379993
1735,1.458838307,0.144609616
3106,1.455820072,0.145442365
2900,1.44571883,0.148256081
2954,1.440634699,0.149687912
478,1.440177777,0.149817109
2987,1.437940604,0.150450908
2461,1.435118771,0.151253255
3678,-1.434433579,0.151448571
2909,-1.429677195,0.152809688
1485,-1.41291423,0.157680945
3401,1.407454279,0.159292726
1190,1.406259812,0.159646989
2972,1.405214217,0.159957588
1044,1.403528246,0.160459375
2951,1.397940917,0.16213081
1305,-1.395331035,0.162916038
2855,1.392184473,0.163866543
2596,-1.389545314,0.164666992
3558,-1.388044281,0.165123562
2523,-1.387559566,0.165271201
2906,-1.387087797,0.165414993
872,-1.386666366,0.165543521
3541,-1.386334692,0.165644728
1795,1.386010244,0.165743776
2663,1.384966005,0.166062863
142,1.38242154,0.166842306
1321,-1.379126748,0.167855678
2199,-1.378759828,0.167968816
2280,1.377954097,0.168217461
257,1.375331301,0.169028757
1452,1.375331301,0.169028757
3436,1.372640754,0.169864056
3166,1.37232803,0.169961343
2618,-1.37190396,0.170093338
856,-1.371586071,0.170192332
1286,-1.371431642,0.170240439
1744,1.369875924,0.170725637
1727,1.367777649,0.171381686
2949,1.367308803,0.171528533
300,1.36670771,0.17171694
631,-1.363809408,0.172627559
2528,1.361474705,0.173363722
3194,1.361474705,0.173363722
2450,-1.359884161,0.173866584
3683,-1.359476995,0.173995487
1638,1.358667729,0.174251903
3567,1.349251961,0.17725605
479,1.344898045,0.178658162
857,1.344751393,0.178705532
1774,1.340964316,0.179932039
1370,-1.340542056,0.180069181
1062,1.335759132,0.181628015
1346,-1.333480932,0.182374029
689,1.333335667,0.182421674
543,1.332946991,0.1825492
1197,1.332135258,0.182815746
1364,1.330695907,0.18328909
1489,1.328581541,0.183986065
1656,1.325179138,0.185111743
1017,1.324248439,0.185420548
3183,-1.323725161,0.185594339
89,1.322257506,0.186082418
237,-1.318401774,0.187369187
517,1.316450965,0.188022726
3191,1.314899787,0.188543584
3025,1.314558764,0.188658236
2284,-1.31237553,0.189393459
1185,1.31218207,0.18945871
2343,1.308717927,0.190629917
911,-1.308414591,0.190732726
3103,1.308177107,0.190813245
1351,1.303989585,0.192237133
1184,-1.303194406,0.192508399
886,-1.299321994,0.19383345
3308,-1.293160971,0.195955391
447,-1.292513677,0.196179313
459,-1.291626527,0.196486513
683,-1.289496283,0.197225608
1291,1.285212553,0.198718018
880,-1.285186606,0.198727083
836,-1.284213335,0.199067321
1831,-1.282996031,0.199493467
572,1.282838445,0.199548682
2272,1.282542899,0.199652266
87,1.282155913,0.199787958
1106,1.282155913,0.199787958
1657,1.282155913,0.199787958
2169,1.282155913,0.199787958
727,1.276898241,0.201638175
7,1.275420449,0.202160465
1773,-1.274665118,0.202427798
2054,1.272228098,0.203292087
3111,1.272228098,0.203292087
558,-1.270402786,0.203941191
79,1.269797773,0.204156674
2384,1.269543218,0.204247387
2589,-1.269282243,0.204340417
624,-1.268786868,0.20451709
2527,1.266993076,0.205157766
539,-1.265648684,0.205638888
1935,-1.26521862,0.205792969
2917,-1.264783309,0.205949016
3355,-1.264767911,0.205954538
3595,1.261467813,0.20714035
3339,1.258951477,0.208047859
2955,1.257895711,0.208429475
1820,1.25753093,0.208561446
1790,1.256880358,0.208796962
1080,1.252427365,0.21041418
3034,1.251203314,0.210860309
1785,1.250520756,0.211109378
2031,1.250439927,0.211138887
3549,-1.247440438,0.212236047
739,-1.246117165,0.212721384
3157,1.24372786,0.213599739
210,-1.243150279,0.213812461
3112,-1.243150279,0.213812461
1067,-1.242822535,0.213933237
687,-1.239044519,0.215329012
378,-1.235234052,0.21674341
3552,1.235096636,0.216794541
3172,1.235096636,0.216794541
921,1.233807172,0.217274766
1341,1.229658344,0.218825072
887,1.227702726,0.219558583
2657,1.227605326,0.219595161
3022,-1.227342708,0.21969381
1333,-1.226930059,0.21984888
1156,-1.226320361,0.220078142
1102,-1.219337192,0.222716238
3023,1.219003195,0.22284298
371,-1.218720555,0.222950274
865,-1.218564398,0.223009569
2708,1.217615541,0.223370106
767,-1.217430263,0.223440555
862,1.215857015,0.224039395
458,-1.215486061,0.224180762
2633,-1.214708941,0.224477121
934,-1.213822725,0.224815427
1664,1.212762385,0.225220681
3178,1.210094924,0.226242471
2185,1.209564031,0.226446227
1520,1.208384634,0.226899347
372,-1.207311325,0.227312271
2415,-1.206796871,0.227510381
3422,-1.205567918,0.227984135
3268,1.203470924,0.228794136
234,-1.202129861,0.229313219
1027,-1.202129861,0.229313219
1398,-1.202129861,0.229313219
1533,-1.202129861,0.229313219
2706,-1.202129861,0.229313219
468,-1.20016411,0.230075611
2729,1.199871641,0.230189195
2726,1.199264301,0.230425192
1315,-1.196792022,0.231387629
145,1.196483104,0.231508088
85,1.196344636,0.231562097
1278,1.195150177,0.232028361
3433,1.191474053,0.233467537
2283,1.191286391,0.233541175
849,1.188448356,0.234656815
1787,-1.186134368,0.23556924
1373,1.181001989,0.237601933
1275,1.180881398,0.237649842
2100,1.180307742,0.23787784
235,-1.180182168,0.23792777
232,-1.179509367,0.238195409
1330,1.177222501,0.23910671
1328,1.176607132,0.23935235
1318,1.176285545,0.23948079
2469,1.176172897,0.239525793
1446,1.175687657,0.239719713
139,-1.175124669,0.239944842
2724,-1.174706197,0.240112279
695,-1.171218143,0.241511104
1252,-1.168783901,0.242490708
3152,1.162843386,0.244893051
943,-1.16207778,0.245203872
90,1.160852545,0.24570187
171,1.160852545,0.24570187
304,1.160852545,0.24570187
343,1.160852545,0.24570187
635,1.160852545,0.24570187
2451,-1.159416729,0.246286361
2463,-1.158520672,0.246651621
3462,1.158375675,0.246710762
2856,1.157501014,0.247067725
2448,-1.156265848,0.247572433
505,-1.15561768,0.247837573
1579,-1.153017173,0.248903336
1836,-1.153017173,0.248903336
1490,-1.149081072,0.250522553
480,-1.148967251,0.250569485
436,-1.148513336,0.250756711
2950,1.148059156,0.250944144
1105,1.146354698,0.251648419
1721,1.146354698,0.251648419
1397,-1.146312239,0.251665981
640,-1.143545245,0.25281228
1005,-1.143285348,0.252920136
487,1.142225412,0.253360336
1558,-1.140671102,0.254006817
153,1.138157043,0.255054912
355,-1.137821295,0.255195111
850,-1.136240007,0.255856131
205,-1.136018522,0.255948813
1336,1.13456368,0.256558178
2418,1.131941074,0.257659209
2449,-1.130925223,0.258086566
676,-1.130272812,0.258361287
1457,-1.129096054,0.258857316
1085,-1.127856601,0.259380485
852,1.127260714,0.259632267
4,-1.125379478,0.260428263
2989,1.125166869,0.260518329
2520,1.124080193,0.260979007
737,1.123336336,0.261294677
3570,1.121295771,0.262161985
216,-1.12089322,0.262333317
2357,1.120863906,0.262345797
1324,1.117889493,0.263614193
3573,-1.117592032,0.263741273
1802,1.117470054,0.263793397
358,-1.115664318,0.26456585
633,1.115073427,0.264818958
3417,1.112719982,0.265828711
866,-1.112403217,0.265964822
1527,1.108803778,0.26751484
1746,-1.105270234,0.269042512
3533,-1.104975729,0.269170106
1282,1.104483244,0.269383568
912,-1.103285427,0.269903233
1936,1.100859386,0.270957861
303,1.096754372,0.272748781
2722,1.096000648,0.273078491
2362,1.095177254,0.273438989
150,1.094702373,0.273647049
2363,1.093557803,0.274148965
1325,-1.093333735,0.274247296
1070,-1.092495699,0.27461528
357,-1.090937093,0.275300564
2328,-1.090345015,0.275561193
3661,1.088589709,0.276334857
2158,-1.086527576,0.277245647
1233,1.086246544,0.27736993
999,-1.085545889,0.277679951
3359,-1.083000182,0.278808342
2093,1.081345358,0.279543518
2408,-1.080735369,0.279814845
2182,-1.079813653,0.28022517
861,1.078794966,0.28067914
725,-1.078020042,0.281024812
734,-1.076989972,0.281484746
3345,1.075206404,0.282282329
328,1.073783011,0.282919946
1095,-1.073375063,0.283102869
2160,-1.073375063,0.283102869
1369,1.073186638,0.283187385
1359,1.072274736,0.283596651
3190,1.071100692,0.284124157
2595,1.070476889,0.284404706
1496,1.06805399,0.285496159
290,-1.067999506,0.285520735
133,-1.067850968,0.285587743
154,-1.066895103,0.286019206
387,-1.066777365,0.286072382
1219,1.063148665,0.287714538
388,-1.062465074,0.288024605
2326,1.060381299,0.288971167
3580,1.059987337,0.28915036
59,-1.059108883,0.289550195
2413,1.058069292,0.290023853
2990,-1.057454245,0.290304326
549,-1.056305878,0.290828492
481,1.05603953,0.290950155
2899,-1.055170118,0.291347528
1272,-1.051526289,0.293016942
1580,-1.050696956,0.293397795
491,1.049111436,0.294126833
457,-1.047549704,0.294846121
3179,1.047387572,0.294920861
3643,-1.046021724,0.295551003
2045,1.04460078,0.296207519
769,-1.043655844,0.296644646
524,1.043053674,0.296923435
1674,-1.042804963,0.297038632
3241,-1.041575418,0.297608571
1,-1.041221282,0.297772861
1455,-1.041221282,0.297772861
254,1.039431257,0.298604213
744,1.039431257,0.298604213
1028,1.038772944,0.298910347
3151,1.036839557,0.299810637
325,-1.035043783,0.300648464
242,-1.034582269,0.300864038
2638,-1.03397462,0.301148028
2034,-1.033696322,0.301278153
3203,-1.032842627,0.301677552
1074,1.032802329,0.301696414
1741,-1.031323825,0.302388989
1165,1.029692153,0.303154541
2106,1.027661765,0.304108959
3708,1.027442701,0.304212053
1168,-1.027062323,0.304391118
519,1.025815681,0.304978473
61,-1.025484296,0.305134732
3195,1.025139175,0.305297523
1010,1.024652956,0.305526968
929,-1.024205037,0.30573844
486,-1.023935239,0.305865865
884,-1.019914265,0.307769124
1009,-1.019535694,0.307948716
897,1.018917465,0.308242151
2891,1.018627238,0.308379968
2696,1.017689238,0.308825663
1201,1.017177638,0.309068932
202,-1.017002605,0.30915219
1532,-1.016089057,0.30958698
73,-1.015372706,0.309928199
1571,-1.014515991,0.310336603
935,-1.014254307,0.310461421
395,1.012361415,0.31136528
1175,1.011435104,0.311808227
158,-1.009871381,0.312556915
161,1.007896646,0.313504082
1730,1.005759767,0.314531145
3547,1.005694559,0.314562521
1076,-1.00358994,0.315576306
3554,1.003174121,0.315776857
2333,-1.000716159,0.316964053
2369,-1.000427681,0.31710358
3434,0.999885912,0.317365723
974,0.999454954,0.31757435
1443,-0.998982405,0.317803215
1628,0.997640727,0.318453605
298,0.994929688,0.319770462
1743,-0.994287784,0.320082781
2644,0.994129376,0.320159885
2444,-0.993884309,0.320279194
1270,-0.99348167,0.320475279
2099,-0.991755033,0.321317038
1922,-0.990943899,0.321712975
1713,0.989969807,0.322188877
1065,0.989360172,0.322486953
2620,0.988971729,0.322676974
1394,-0.987769546,0.323265526
1186,-0.987466181,0.323414154
837,0.987382071,0.32345537
2914,-0.987288134,0.323501406
1725,0.986691709,0.323793796
555,-0.98639467,0.32393948
440,-0.98590521,0.32417963
2911,0.983162482,0.325527477
2643,-0.983153719,0.325531789
536,-0.981203351,0.326492472
2947,0.978888495,0.327635078
12,-0.978314962,0.327918572
3351,0.975973457,0.329077618
386,-0.975844043,0.329141756
231,-0.9758061,0.329160561
623,-0.97559211,0.329266636
2278,0.974388576,0.32986364
1069,0.971721411,0.331189162
3205,0.967789822,0.333149348
3206,-0.967686393,0.333201016
1823,0.966995972,0.333546047
1216,0.966674178,0.333706939
2882,-0.966657161,0.333715449
2383,0.966400952,0.333843588
2180,-0.96469875,0.334695722
2205,0.964620376,0.33473499
2956,0.964379986,0.334855452
3101,-0.963571527,0.335260788
1196,-0.958661506,0.337729297
1553,0.95656944,0.33878462
1718,0.956179017,0.338981799
1747,0.956179017,0.338981799
2386,0.956179017,0.338981799
909,-0.955575887,0.339286548
2361,0.955479372,0.339335332
2962,0.953509926,0.340331769
882,-0.952915326,0.340632974
736,0.952066731,0.34106314
369,-0.951925236,0.3411349
2339,-0.951538868,0.341330898
342,0.949884672,0.342170856
396,0.949151715,0.342543455
1739,-0.948526685,0.342861395
2858,-0.94741665,0.34342651
1706,0.947309997,0.343480838
854,-0.94516243,0.344575957
514,-0.941145396,0.346630355
2727,0.940715125,0.346850866
3706,-0.938885281,0.347789647
2959,-0.938449427,0.348013495
3662,-0.936987982,0.34876474
2660,0.936881706,0.34881941
1798,-0.930830197,0.351941407
1366,-0.929986154,0.352378253
567,-0.929157218,0.352807615
877,0.926165191,0.354360139
1704,0.92593998,0.354477173
3421,0.925674478,0.354615175
253,-0.92468535,0.355129602
438,0.923012943,0.35600046
3098,0.917763568,0.358742659
3557,-0.917203391,0.35903607
2720,0.914626412,0.360387788
2625,0.912516742,0.36149676
212,-0.911777422,0.361885898
993,-0.910308727,0.362659718
2345,-0.906768235,0.364529371
3699,-0.906730648,0.364549252
1667,-0.906036024,0.364916785
3207,0.905746882,0.365069842
2270,0.901893438,0.367113478
2350,0.901893438,0.367113478
3204,-0.901879601,0.367120829
390,0.901644152,0.367245929
2890,-0.900674233,0.367761552
1796,0.897150844,0.369638431
526,0.894944465,0.370816776
2712,0.893979418,0.371332903
677,0.893695728,0.371484711
1488,0.892289761,0.372237641
1826,-0.887294817,0.374920195
164,-0.885230422,0.376032368
1503,0.88371178,0.37685182
135,0.88337234,0.37703513
842,-0.882482957,0.377515692
1924,-0.880738148,0.378459564
1523,0.87941554,0.379176009
3389,-0.879312531,0.379231843
3174,0.878733629,0.37954572
3475,-0.878710031,0.379558518
3177,0.877053194,0.380457746
1574,0.875940959,0.381062131
1932,-0.875704042,0.381190947
1830,-0.875502155,0.381300738
2039,-0.875502155,0.381300738
3189,0.87502208,0.381561892
77,0.874847048,0.381657134
3544,-0.873987409,0.382125111
1791,0.872957903,0.382686024
783,-0.872201612,0.3830984
2939,0.871902707,0.383261457
3361,-0.870550544,0.38399961
2908,0.868958602,0.384869774
1665,-0.862444252,0.388443098
1352,-0.861492048,0.388967099
3684,-0.861132146,0.389165266
1284,0.860614842,0.389450209
542,-0.857363534,0.391244006
3354,-0.855655509,0.392188357
452,0.85406691,0.393067917
992,0.853864871,0.393179866
945,-0.853494986,0.393384867
859,-0.852495883,0.393938923
2203,0.848539566,0.396137547
2286,0.848497684,0.396160861
1289,0.845368617,0.397905061
1049,-0.844789215,0.398228537
2417,-0.844759784,0.398244973
1312,0.844678371,0.398290439
1078,-0.844103325,0.39861167
1525,0.842661991,0.399417511
1319,-0.842059201,0.399754817
2365,0.839885234,0.400972737
2881,-0.837784448,0.402151775
27,0.837548789,0.402284165
2526,0.835753802,0.403293421
3164,0.83281592,0.404948555
642,0.832627008,0.405055122
439,0.832569788,0.405087404
864,-0.831724798,0.4055643
443,-0.831564446,0.405654838
247,0.829824925,0.406637776
1310,-0.829658046,0.406732148
3154,0.829116674,0.40703839
3163,0.828092961,0.407617856
293,-0.827896065,0.407729364
1169,0.82537514,0.409158644
2964,-0.823745894,0.410083956
207,0.819281768,0.412625672
1729,0.81735845,0.413723613
3522,-0.815208269,0.414953106
495,0.813514942,0.415922883
3028,0.813061716,0.416182675
779,0.811878486,0.416861361
1651,-0.811451797,0.417106264
2460,-0.811133957,0.417288747
1597,0.810803483,0.417478534
2506,0.810330991,0.417749968
1220,-0.808608713,0.418740252
2414,0.807783155,0.419215424
2861,-0.807636358,0.41929995
392,-0.807139145,0.419586321
24,-0.805869642,0.420318017
1279,-0.805274686,0.420661186
521,0.804437066,0.421144602
3419,-0.802693479,0.422151923
1590,-0.801695591,0.422729067
645,-0.801477811,0.422855085
1271,0.799556095,0.423968034
78,0.799434575,0.424038469
2883,-0.796611594,0.425676642
691,0.796032619,0.426013077
2421,0.796032619,0.426013077
3155,-0.79545211,0.426350558
1453,0.795246297,0.426470246
894,-0.794758508,0.426753991
528,-0.794459353,0.426928063
370,-0.794092634,0.427141505
2108,0.791192142,0.428831877
3153,0.790872156,0.429018598
3213,0.790830144,0.429043117
1057,-0.788316478,0.430511611
26,-0.787237341,0.431142942
685,-0.787057416,0.431248256
3182,0.786574684,0.431530884
3240,-0.785657561,0.432068132
250,-0.783189521,0.433515828
643,0.782638073,0.433839677
3233,0.782219857,0.434085377
160,-0.781697563,0.434392335
538,0.781104998,0.434740742
3405,0.779801098,0.43550796
1020,0.778996268,0.435981913
2044,0.778996268,0.435981913
1793,0.77813085,0.436491877
291,0.777958731,0.436593343
991,0.777448877,0.436893985
2466,0.775543225,0.438018734
511,-0.775119553,0.438269019
3579,0.773493544,0.439230348
1529,0.772862431,0.439603801
482,0.772039943,0.440090771
1316,-0.771632798,0.440331943
648,0.771392589,0.440474266
1363,0.769993116,0.441303976
1223,0.768384442,0.44225882
1176,-0.767444349,0.442817369
251,0.767079672,0.443034147
878,-0.765810847,0.443788859
82,0.765646493,0.443886672
2880,0.764925812,0.444315722
942,0.763746302,0.445018442
649,0.763297898,0.445285755
1822,0.761501406,0.44635764
326,-0.760059684,0.44721891
1584,0.759463864,0.447575123
1307,0.757739802,0.448606766
2329,-0.757390584,0.448815895
330,-0.757390584,0.448815895
3208,0.754589682,0.450495217
2631,0.753945552,0.450881916
2714,-0.753941018,0.450884639
1048,0.753572198,0.451106143
1345,-0.75241761,0.45179996
1002,0.752351349,0.451839795
259,-0.751719699,0.452219641
244,-0.74735353,0.454850188
2351,0.747093285,0.455007253
3337,-0.744512753,0.456566329
1265,-0.743239417,0.457336743
2113,0.742271614,0.457922787
2170,0.741241687,0.458546912
1021,0.740424764,0.459042297
1059,0.740059402,0.459263951
3167,0.738344838,0.460304926
209,-0.735660948,0.461937061
302,-0.735660948,0.461937061
551,0.73466145,0.462545704
3150,0.734641885,0.462557622
1339,0.734240746,0.462802024
512,-0.734162603,0.462849643
771,0.733416858,0.46330422
3391,-0.733103569,0.463495264
233,0.732401991,0.463923244
678,0.731457591,0.464499699
3102,0.731053887,0.464746239
1460,0.728044242,0.466586504
2368,-0.727205129,0.467100304
1014,0.725742754,0.467996487
2980,0.725543026,0.468118959
384,-0.722362949,0.47007136
1280,-0.722135908,0.470210924
1724,0.721911901,0.470348644
3348,0.721911901,0.470348644
977,0.721836176,0.470395205
66,-0.721454149,0.470630141
2409,-0.718574565,0.47240309
540,-0.718134077,0.47267462
2390,0.716627102,0.473604217
0,-0.716206497,0.473863852
1294,-0.716150849,0.473898209
1661,0.715771169,0.474132657
2445,-0.713778555,0.475364122
1643,0.713504088,0.475533885
3304,0.713403184,0.475596304
437,0.713035852,0.475823572
1641,-0.712087974,0.476410301
3569,0.709867878,0.477786072
2240,0.709596073,0.477954656
1340,-0.708626609,0.47855622
397,0.706942982,0.479601912
1869,-0.705120056,0.480735526
2042,-0.703781557,0.481568821
515,-0.703560016,0.481706819
838,0.701818954,0.482792077
2161,-0.700884958,0.483374813
1666,0.700303567,0.483737744
630,-0.698343904,0.484962149
1103,-0.69805136,0.485145075
2519,0.696161226,0.486327867
3202,0.696156523,0.486330812
858,-0.694955694,0.487083068
552,0.694079033,0.487632646
1454,0.689239004,0.490672876
2907,0.686508513,0.492392498
2458,0.68639434,0.492464473
908,0.685418514,0.493079864
2037,-0.685300847,0.493154097
944,-0.684587982,0.493603953
2353,0.684000115,0.493975093
2946,0.682987117,0.494614984
1578,-0.682504405,0.494920059
1198,0.68229772,0.495050715
568,0.682169285,0.495131914
3600,-0.682061979,0.495199761
3591,-0.680941717,0.49590837
23,-0.679979992,0.49651713
1438,-0.6781988,0.497645654
1023,0.676886798,0.498477781
3404,-0.676654699,0.498625065
2465,0.676380804,0.498798902
461,0.675190074,0.499555012
3186,0.675026662,0.499658826
3099,0.674810341,0.49979627
3159,-0.672594782,0.501205122
