,Regulon_ID,PCA_1VarRembrandt,PCA_1RandomPValRembrandt,PCA_1RandomPValNonMemberRembrandt,PCA_1VarFrench,PCA_1RandomPValFrench,PCA_1RandomPValNonMemberFrench,PCA_1VarIvyAtlas,PCA_1RandomPValIvyAtlas,PCA_1RandomPValNonMemberIvyAtlas,PCA_1VarGSE7696,PCA_1RandomPValGSE7696,PCA_1RandomPValNonMemberGSE7696,PCA_1Var,PCA_1RandomPVal,PCA_1RandomPValNonMember,Mutation,Regulator,RegMutation_Pval_allPatients,EigenGenePValAllPatients,EigenGene_tstat_allPatients,MutationRegulatorEdge,Fraction_of_edges_correctly_aligned,HRFrench,Cox-p-valueFrench,HRGSE7696,Cox-p-valueGSE7696,HRRembrandt,Cox-p-valueRembrandt,HR,p-value,SpearmanCorrelationEigenGene,SpearmanCorrelationPValEigenGene
4424,1432,0.80898599,0.001996008,0.001996008,0.71907608,0.001996008,0.001996008,0.805372999,0.001996008,0.001996008,0.8069457,0.003992016,0.001996008,0.760583142,0.001996008,0.001996008,EGR1_code_potential_somatic,ENSG00000116035,6.7e-05,0.019100584,-3.055214295,-1,1.0,-6.424929212,1.32e-10,,,,,-2.863972329,0.004183646,0.313943888,2.9e-05
4425,1432,0.80898599,0.001996008,0.001996008,0.71907608,0.001996008,0.001996008,0.805372999,0.001996008,0.001996008,0.8069457,0.003992016,0.001996008,0.760583142,0.001996008,0.001996008,FMN1_code_potential_somatic,ENSG00000116035,0.040200272,0.011225376,5.827816905,1,1.0,-6.424929212,1.32e-10,,,,,-2.863972329,0.004183646,0.313943888,2.9e-05
4426,1432,0.80898599,0.001996008,0.001996008,0.71907608,0.001996008,0.001996008,0.805372999,0.001996008,0.001996008,0.8069457,0.003992016,0.001996008,0.760583142,0.001996008,0.001996008,NEFM_code_potential_somatic,ENSG00000116035,0.028677872,0.036224251,-2.63252273,-1,1.0,-6.424929212,1.32e-10,,,,,-2.863972329,0.004183646,0.313943888,2.9e-05
4427,1432,0.80898599,0.001996008,0.001996008,0.71907608,0.001996008,0.001996008,0.805372999,0.001996008,0.001996008,0.8069457,0.003992016,0.001996008,0.760583142,0.001996008,0.001996008,TEP1_code_potential_somatic,ENSG00000116035,0.047996329,0.040322471,4.040734298,1,0.5,-6.424929212,1.32e-10,,,,,-2.863972329,0.004183646,0.313943888,2.9e-05
4428,1432,0.80898599,0.001996008,0.001996008,0.71907608,0.001996008,0.001996008,0.805372999,0.001996008,0.001996008,0.8069457,0.003992016,0.001996008,0.760583142,0.001996008,0.001996008,TP53_code_potential_somatic,ENSG00000116035,0.000848489,4.7e-06,4.79397214,1,1.0,-6.424929212,1.32e-10,,,,,-2.863972329,0.004183646,0.313943888,2.9e-05
4429,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,IDH1_code_potential_somatic,ENSG00000116035,2.81e-07,0.000234003,-4.836222778,1,0.857142857,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4430,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,ANKRD36_code_potential_somatic,ENSG00000116035,0.017230137,0.047909113,2.981827926,-1,1.0,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4431,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,ATRX_code_potential_somatic,ENSG00000116035,0.000930078,0.000317441,-4.68259828,1,0.833333333,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4432,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,GRM3_code_potential_somatic,ENSG00000116035,0.014592533,0.018116528,3.129378487,-1,1.0,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4433,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,NEFM_code_potential_somatic,ENSG00000116035,0.028677872,2.39e-06,8.25914399,-1,1.0,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4434,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,NF1_code_potential_somatic,ENSG00000116035,4.96e-05,0.042053485,2.129961099,-1,1.0,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4435,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,NLRP12_code_potential_somatic,ENSG00000116035,0.015060874,0.019510408,3.009323521,-1,1.0,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4436,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,NOD2_code_potential_somatic,ENSG00000116035,0.042299543,0.008364797,6.639016657,-1,1.0,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4437,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,OR5D13_code_potential_somatic,ENSG00000116035,0.032643966,9.76e-06,6.37603117,-1,0.5,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4438,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,PCDHGA1_code_potential_somatic,ENSG00000116035,0.011555418,0.034803847,3.90370603,-1,1.0,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4439,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,RBPJL_code_potential_somatic,ENSG00000116035,0.000208949,0.001946273,7.969113627,-1,1.0,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4440,1433,0.749365683,0.001996008,0.001996008,0.756919819,0.001996008,0.001996008,0.771781664,0.001996008,0.001996008,0.689961586,0.001996008,0.001996008,0.720472102,0.001996008,0.001996008,TP53_code_potential_somatic,ENSG00000116035,0.000848489,3.35e-05,-4.309404085,1,1.0,5.037602643,4.71e-07,,,5.155959444,2.52e-07,2.559072766,0.010495177,-0.314291197,1.47e-05
4441,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,FLT3_code_potential_somatic,ENSG00000221869,0.037799978,0.041753346,2.959792776,1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4442,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,IDH1_code_potential_somatic,ENSG00000221869,1.5e-06,1.27e-06,-7.470010362,-1,0.8,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4443,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,ATRX_code_potential_somatic,ENSG00000221869,0.001054649,0.000957266,-4.115361007,-1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4444,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,CDKN2C_code_potential_somatic,ENSG00000221869,0.03154986,0.03829412,2.908112458,1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4445,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,CXorf57_code_potential_somatic,ENSG00000221869,0.03243503,0.043516764,-3.21860191,-1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4446,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,DBR1_code_potential_somatic,ENSG00000221869,0.027037408,0.027554659,4.804448214,1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4447,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,DHX30_code_potential_somatic,ENSG00000221869,0.002128191,0.048222467,3.561163846,1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4448,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,FAM135B_code_potential_somatic,ENSG00000221869,0.038886596,0.042633061,3.64158639,1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4449,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,GPR98_code_potential_somatic,ENSG00000221869,0.019520182,0.025500511,-2.514109432,-1,0.5,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4450,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,HEATR5A_code_potential_somatic,ENSG00000221869,0.006932068,0.000144927,7.116983477,1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4451,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,KRTAP4-7_code_potential_somatic,ENSG00000221869,0.017132739,0.023395082,3.1335055,1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4452,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,KRTAP4-8_code_potential_somatic,ENSG00000221869,0.01749105,0.041591929,-3.946674644,-1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4453,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,LRRC7_code_potential_somatic,ENSG00000221869,0.024507965,0.002148594,5.832160691,1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4454,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,NPHS1_code_potential_somatic,ENSG00000221869,0.02826664,0.018156218,4.254686497,1,0.5,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4455,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,ODZ4_code_potential_somatic,ENSG00000221869,0.015420237,0.02082479,-3.543360497,-1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4456,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,OR9G9_code_potential_somatic,ENSG00000221869,0.001426115,0.037831967,3.371309584,1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4457,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,RBM19_code_potential_somatic,ENSG00000221869,0.04551254,0.001056541,-10.49006975,-1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4458,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,RNF17_code_potential_somatic,ENSG00000221869,0.021372614,0.038576254,2.976927695,1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4459,1438,0.706344765,0.001996008,0.001996008,0.764913207,0.001996008,0.001996008,0.630110269,0.001996008,0.001996008,0.650083708,0.001996008,0.001996008,0.571704998,0.001996008,0.001996008,TP53_code_potential_somatic,ENSG00000221869,0.000164457,0.006213185,-2.786905003,-1,1.0,7.384459008,1.53e-13,,,4.351808826,1.35e-05,3.691504371,0.000222932,0.57352799,3.93e-17
4460,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,MTOR_code_potential_somatic,ENSG00000221869,0.015870533,0.000901461,7.903989697,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4461,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,IDH1_code_potential_somatic,ENSG00000221869,1.5e-06,0.003491734,-3.468221065,-1,0.8,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4462,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,ADAMTS20_code_potential_somatic,ENSG00000221869,0.010322609,0.00563307,5.531213942,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4463,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,ADAMTS7_code_potential_somatic,ENSG00000221869,0.040238047,0.026350077,3.023804486,1,0.5,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4464,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,ATRX_code_potential_somatic,ENSG00000221869,0.001054649,0.000170773,-4.898817643,-1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4465,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,CHD5_code_potential_somatic,ENSG00000221869,0.048343056,0.028694263,2.774886732,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4466,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,DCHS2_code_potential_somatic,ENSG00000221869,2.62e-05,0.009309656,4.241490308,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4467,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,ERBB1_DOWNSTREAM_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,ENSG00000221869,0.034294357,0.036290316,2.118246721,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4468,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,FBLN2_code_potential_somatic,ENSG00000221869,8.02e-06,0.034801822,2.761118973,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4469,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,KDELC2_code_potential_somatic,ENSG00000221869,0.006782337,0.001199679,7.835245829,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4470,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,LAMA1_code_potential_somatic,ENSG00000221869,0.000291991,0.035366298,2.708859825,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4471,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,LRRC7_code_potential_somatic,ENSG00000221869,0.024507965,0.016304305,4.027920999,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4472,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,MDGA2_code_potential_somatic,ENSG00000221869,0.039123724,0.042888686,4.037025574,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4473,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,MSR1_code_potential_somatic,ENSG00000221869,0.027643426,0.047128476,4.009799338,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4474,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,NCAPG_code_potential_somatic,ENSG00000221869,0.028967866,0.041955808,3.212947329,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4475,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,NRK_code_potential_somatic,ENSG00000221869,0.020358369,0.045850798,2.949834556,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4476,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,OR5L2_code_potential_somatic,ENSG00000221869,0.005544772,0.027919014,4.291062744,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4477,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,PRKCD_code_potential_somatic,ENSG00000221869,0.02427242,0.005610456,-9.177036796,-1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4478,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,REPIN1_code_potential_somatic,ENSG00000221869,0.000874463,0.001867524,7.192656208,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4479,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,RNF17_code_potential_somatic,ENSG00000221869,0.021372614,0.037654988,2.954039049,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4480,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,SEMA3C_code_potential_somatic,ENSG00000221869,0.038253538,0.009626804,-3.105015444,-1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4481,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,THOC2_code_potential_somatic,ENSG00000221869,0.035870661,0.02179499,3.494148605,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4482,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,TP53_code_potential_somatic,ENSG00000221869,0.000164457,6.44e-05,-4.135933069,-1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4483,1440,0.608863639,0.001996008,0.001996008,0.672973154,0.001996008,0.001996008,0.753419347,0.001996008,0.001996008,0.896239345,0.001996008,0.001996008,0.733503651,0.001996008,0.001996008,TPTE_code_potential_somatic,ENSG00000221869,0.007285903,0.049376049,2.508968984,1,1.0,4.763417386,1.9e-06,,,4.312395969,1.61e-05,2.149206284,0.031618051,0.835926538,1.6300000000000001e-37
4484,1451,0.760640254,0.001996008,0.001996008,0.761923133,0.001996008,0.001996008,0.656676708,0.001996008,0.001996008,0.816228167,0.001996008,0.001996008,0.718430164,0.001996008,0.001996008,DNAH9_code_potential_somatic,ENSG00000007372,0.008829685,0.034377131,2.45518402,1,1.0,-7.066540622,1.59e-12,,,-3.885639238,0.000102061,-2.507780725,0.012149203,0.411180472,7.54e-10
4485,1451,0.760640254,0.001996008,0.001996008,0.761923133,0.001996008,0.001996008,0.656676708,0.001996008,0.001996008,0.816228167,0.001996008,0.001996008,0.718430164,0.001996008,0.001996008,FGG_code_potential_somatic,ENSG00000007372,0.035670684,0.021644699,3.776675988,1,1.0,-7.066540622,1.59e-12,,,-3.885639238,0.000102061,-2.507780725,0.012149203,0.411180472,7.54e-10
4486,1451,0.760640254,0.001996008,0.001996008,0.761923133,0.001996008,0.001996008,0.656676708,0.001996008,0.001996008,0.816228167,0.001996008,0.001996008,0.718430164,0.001996008,0.001996008,LAMB1_code_potential_somatic,ENSG00000007372,0.004744704,0.000406517,5.570778024,1,1.0,-7.066540622,1.59e-12,,,-3.885639238,0.000102061,-2.507780725,0.012149203,0.411180472,7.54e-10
4487,1451,0.760640254,0.001996008,0.001996008,0.761923133,0.001996008,0.001996008,0.656676708,0.001996008,0.001996008,0.816228167,0.001996008,0.001996008,0.718430164,0.001996008,0.001996008,MYH9_code_potential_somatic,ENSG00000007372,0.026839969,0.009487998,6.8009071,1,1.0,-7.066540622,1.59e-12,,,-3.885639238,0.000102061,-2.507780725,0.012149203,0.411180472,7.54e-10
4488,1451,0.760640254,0.001996008,0.001996008,0.761923133,0.001996008,0.001996008,0.656676708,0.001996008,0.001996008,0.816228167,0.001996008,0.001996008,0.718430164,0.001996008,0.001996008,RBPJL_code_potential_somatic,ENSG00000007372,0.018001927,0.024400973,-3.642880796,-1,0.5,-7.066540622,1.59e-12,,,-3.885639238,0.000102061,-2.507780725,0.012149203,0.411180472,7.54e-10
4489,1451,0.760640254,0.001996008,0.001996008,0.761923133,0.001996008,0.001996008,0.656676708,0.001996008,0.001996008,0.816228167,0.001996008,0.001996008,0.718430164,0.001996008,0.001996008,SPEF2_code_potential_somatic,ENSG00000007372,0.004332505,0.000309316,7.964276758,1,1.0,-7.066540622,1.59e-12,,,-3.885639238,0.000102061,-2.507780725,0.012149203,0.411180472,7.54e-10
4490,1451,0.760640254,0.001996008,0.001996008,0.761923133,0.001996008,0.001996008,0.656676708,0.001996008,0.001996008,0.816228167,0.001996008,0.001996008,0.718430164,0.001996008,0.001996008,TLL1_code_potential_somatic,ENSG00000007372,0.041458027,0.030895088,3.482378844,1,1.0,-7.066540622,1.59e-12,,,-3.885639238,0.000102061,-2.507780725,0.012149203,0.411180472,7.54e-10
4491,1452,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.709664737,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.72320301,0.001996008,0.001996008,ABP1_code_potential_somatic,ENSG00000007372,0.014910406,0.036313102,3.212571951,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,2.993327568,0.002759534,0.347278046,2.7e-08
