,Regulon_ID,PCA_1VarRembrandt,PCA_1RandomPValRembrandt,PCA_1RandomPValNonMemberRembrandt,PCA_1VarFrench,PCA_1RandomPValFrench,PCA_1RandomPValNonMemberFrench,PCA_1VarIvyAtlas,PCA_1RandomPValIvyAtlas,PCA_1RandomPValNonMemberIvyAtlas,PCA_1VarGSE7696,PCA_1RandomPValGSE7696,PCA_1RandomPValNonMemberGSE7696,PCA_1Var,PCA_1RandomPVal,PCA_1RandomPValNonMember,Mutation,Regulator,RegMutation_Pval_allPatients,EigenGenePValAllPatients,EigenGene_tstat_allPatients,MutationRegulatorEdge,Fraction_of_edges_correctly_aligned,HRFrench,Cox-p-valueFrench,HRGSE7696,Cox-p-valueGSE7696,HRRembrandt,Cox-p-valueRembrandt,HR,p-value,SpearmanCorrelationEigenGene,SpearmanCorrelationPValEigenGene
1239,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,COL4A4_code_potential_somatic,ENSG00000177606,0.016859078,0.04315233,3.054916934,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1240,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,CYP4F8_code_potential_somatic,ENSG00000177606,0.033348243,0.003125122,6.62213136,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1241,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,DCHS2_code_potential_somatic,ENSG00000177606,0.033558402,0.006003334,4.441896922,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1242,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,DNAH3_code_potential_somatic,ENSG00000177606,0.00915737,0.035155833,2.370936537,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1243,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,DNAH5_code_potential_somatic,ENSG00000177606,0.021274589,0.038387211,2.25215993,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1244,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,FREM1_code_potential_somatic,ENSG00000177606,8.35e-05,0.006570102,5.936950502,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1245,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,GNAT3_code_potential_somatic,ENSG00000177606,0.00170545,0.037080643,2.952469567,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1246,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,KRTAP4-7_code_potential_somatic,ENSG00000177606,0.013283131,1.79e-06,7.314932878,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1247,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,NFIX_code_potential_somatic,ENSG00000177606,0.013232689,5.66e-20,10.10055708,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1248,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,NOD2_code_potential_somatic,ENSG00000177606,0.000156344,0.029659475,4.189027126,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1249,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,OR5D13_code_potential_somatic,ENSG00000177606,0.016918843,0.004652924,5.003183223,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1250,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,OR5W2_code_potential_somatic,ENSG00000177606,0.029272539,7.65e-07,12.83593661,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1251,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,RERE_code_potential_somatic,ENSG00000177606,0.019187581,0.01024315,3.682343352,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1252,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,RNF17_code_potential_somatic,ENSG00000177606,0.037751939,0.011114802,4.243799361,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1253,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,SEMA3C_code_potential_somatic,ENSG00000177606,0.018588412,0.01720574,-2.81036822,-1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1254,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,SIRPG_code_potential_somatic,ENSG00000177606,0.047274449,0.044793651,4.151109404,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1255,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,SLC5A7_code_potential_somatic,ENSG00000177606,0.042829022,0.013704839,3.377023102,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1256,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,SRRM2_code_potential_somatic,ENSG00000177606,0.002848651,0.001357244,6.969233911,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1257,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,TAS2R41_code_potential_somatic,ENSG00000177606,0.002139733,0.037107101,3.305203769,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1258,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,TDRD9_code_potential_somatic,ENSG00000177606,0.020466718,0.000430876,5.510747552,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1259,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,THOC2_code_potential_somatic,ENSG00000177606,0.02038337,0.00900064,3.969810322,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1260,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,TMPRSS15_code_potential_somatic,ENSG00000177606,0.000172125,0.000190758,6.550389475,1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1261,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,TP53_code_potential_somatic,ENSG00000177606,0.001446702,1.08e-07,-5.755631643,-1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1262,257,0.732354902,0.001996008,0.001996008,0.796773437,0.001996008,0.001996008,0.639019433,0.001996008,0.001996008,0.749691933,0.001996008,0.001996008,0.689597521,0.001996008,0.001996008,USP11_code_potential_somatic,ENSG00000177606,0.008445655,2.06e-06,-8.409893221,-1,1.0,8.078292737,6.57e-16,,,6.642611971,3.08e-11,3.065762879,0.002171154,0.464642323,1.64e-09
1263,283,0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,IDH1_code_potential_somatic,ENSG00000072310,0.039596136,3.46e-06,-7.038277273,-1,0.857142857,7.154890312,8.37e-13,,,6.684251002,2.32e-11,2.837074252,0.004552902,0.340946218,1.17e-09
1264,283,0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,ATRX_code_potential_somatic,ENSG00000072310,0.039814948,7.45e-05,-5.402671778,-1,1.0,7.154890312,8.37e-13,,,6.684251002,2.32e-11,2.837074252,0.004552902,0.340946218,1.17e-09
1265,283,0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,BMP5_code_potential_somatic,ENSG00000072310,0.030695139,8.64e-08,5.758358544,1,1.0,7.154890312,8.37e-13,,,6.684251002,2.32e-11,2.837074252,0.004552902,0.340946218,1.17e-09
1266,283,0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,KIF4A_code_potential_somatic,ENSG00000072310,0.027933866,0.01877122,-5.592656877,-1,1.0,7.154890312,8.37e-13,,,6.684251002,2.32e-11,2.837074252,0.004552902,0.340946218,1.17e-09
1267,283,0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,SEMA3C_code_potential_somatic,ENSG00000072310,0.025481059,0.010856928,-2.919943476,-1,1.0,7.154890312,8.37e-13,,,6.684251002,2.32e-11,2.837074252,0.004552902,0.340946218,1.17e-09
1268,283,0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,SLC5A7_code_potential_somatic,ENSG00000072310,6.29e-07,0.044302184,2.613587525,1,1.0,7.154890312,8.37e-13,,,6.684251002,2.32e-11,2.837074252,0.004552902,0.340946218,1.17e-09
1269,283,0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,TDRD9_code_potential_somatic,ENSG00000072310,0.0021994,0.015553114,4.055367329,1,1.0,7.154890312,8.37e-13,,,6.684251002,2.32e-11,2.837074252,0.004552902,0.340946218,1.17e-09
1270,283,0.785369148,0.001996008,0.001996008,0.788840275,0.001996008,0.001996008,0.781625935,0.001996008,0.001996008,0.84425837,0.001996008,0.001996008,0.717318286,0.001996008,0.001996008,TP53_code_potential_somatic,ENSG00000072310,0.002675649,1.16e-05,-4.578897147,-1,1.0,7.154890312,8.37e-13,,,6.684251002,2.32e-11,2.837074252,0.004552902,0.340946218,1.17e-09
1271,287,0.870997164,0.001996008,0.001996008,0.846683742,0.001996008,0.001996008,0.893547249,0.001996008,0.001996008,0.889796292,0.001996008,0.003992016,0.823364247,0.001996008,0.001996008,PDGFRA_code_potential_somatic,ENSG00000072310,0.047290339,0.034436961,-2.450254162,-1,1.0,,,,,-3.74042821,0.000183707,2.105070471,0.035285174,0.437328768,3.49e-10
1272,287,0.870997164,0.001996008,0.001996008,0.846683742,0.001996008,0.001996008,0.893547249,0.001996008,0.001996008,0.889796292,0.001996008,0.003992016,0.823364247,0.001996008,0.001996008,AK7_code_potential_somatic,ENSG00000072310,0.000581337,0.019060319,3.611667024,1,1.0,,,,,-3.74042821,0.000183707,2.105070471,0.035285174,0.437328768,3.49e-10
1273,287,0.870997164,0.001996008,0.001996008,0.846683742,0.001996008,0.001996008,0.893547249,0.001996008,0.001996008,0.889796292,0.001996008,0.003992016,0.823364247,0.001996008,0.001996008,BIRC6_code_potential_somatic,ENSG00000072310,5.29e-14,0.019080252,4.284377011,1,1.0,,,,,-3.74042821,0.000183707,2.105070471,0.035285174,0.437328768,3.49e-10
1274,287,0.870997164,0.001996008,0.001996008,0.846683742,0.001996008,0.001996008,0.893547249,0.001996008,0.001996008,0.889796292,0.001996008,0.003992016,0.823364247,0.001996008,0.001996008,CNTNAP2_code_potential_somatic,ENSG00000072310,0.043458395,0.034936912,-2.376709551,-1,1.0,,,,,-3.74042821,0.000183707,2.105070471,0.035285174,0.437328768,3.49e-10
1275,287,0.870997164,0.001996008,0.001996008,0.846683742,0.001996008,0.001996008,0.893547249,0.001996008,0.001996008,0.889796292,0.001996008,0.003992016,0.823364247,0.001996008,0.001996008,DSP_code_potential_somatic,ENSG00000072310,0.00142395,0.025904133,2.777576747,1,1.0,,,,,-3.74042821,0.000183707,2.105070471,0.035285174,0.437328768,3.49e-10
1276,287,0.870997164,0.001996008,0.001996008,0.846683742,0.001996008,0.001996008,0.893547249,0.001996008,0.001996008,0.889796292,0.001996008,0.003992016,0.823364247,0.001996008,0.001996008,OR13C8_code_potential_somatic,ENSG00000072310,9.28e-10,0.046749741,-3.958909159,-1,1.0,,,,,-3.74042821,0.000183707,2.105070471,0.035285174,0.437328768,3.49e-10
1277,287,0.870997164,0.001996008,0.001996008,0.846683742,0.001996008,0.001996008,0.893547249,0.001996008,0.001996008,0.889796292,0.001996008,0.003992016,0.823364247,0.001996008,0.001996008,SEMA3C_code_potential_somatic,ENSG00000072310,0.025481059,0.004336117,-3.516301755,-1,1.0,,,,,-3.74042821,0.000183707,2.105070471,0.035285174,0.437328768,3.49e-10
1278,287,0.870997164,0.001996008,0.001996008,0.846683742,0.001996008,0.001996008,0.893547249,0.001996008,0.001996008,0.889796292,0.001996008,0.003992016,0.823364247,0.001996008,0.001996008,TP53_code_potential_somatic,ENSG00000072310,0.002675649,0.002385561,-3.081704478,-1,1.0,,,,,-3.74042821,0.000183707,2.105070471,0.035285174,0.437328768,3.49e-10
1279,287,0.870997164,0.001996008,0.001996008,0.846683742,0.001996008,0.001996008,0.893547249,0.001996008,0.001996008,0.889796292,0.001996008,0.003992016,0.823364247,0.001996008,0.001996008,ZCWPW1_code_potential_somatic,ENSG00000072310,0.00105579,0.013182894,3.551985245,1,1.0,,,,,-3.74042821,0.000183707,2.105070471,0.035285174,0.437328768,3.49e-10
1280,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,PDGFRA_code_potential_somatic,ENSG00000072310,0.047290339,0.011683102,-3.084007758,-1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1281,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,IDH1_code_potential_somatic,ENSG00000072310,0.039596136,0.000901828,-4.167802924,-1,0.857142857,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1282,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,ABCA5_code_potential_somatic,ENSG00000072310,0.039669908,0.000633207,7.11391742,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1283,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,AK7_code_potential_somatic,ENSG00000072310,0.000581337,0.048412612,2.73191247,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1284,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,ANGPT4_code_potential_somatic,ENSG00000072310,0.004470653,0.046428674,2.791042197,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1285,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,ASPM_code_potential_somatic,ENSG00000072310,0.008153723,0.035428628,3.49697273,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1286,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,ATRX_code_potential_somatic,ENSG00000072310,0.039814948,0.001150962,-4.047487764,-1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1287,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,CNTNAP5_code_potential_somatic,ENSG00000072310,0.013442166,0.02913648,3.785905849,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1288,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,DSP_code_potential_somatic,ENSG00000072310,0.00142395,0.029551474,2.607475885,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1289,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,KRTAP10-11_code_potential_somatic,ENSG00000072310,6.15e-08,0.011618054,4.186100408,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1290,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,MAN2B1_code_potential_somatic,ENSG00000072310,0.036186356,0.004510245,-4.54926325,-1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1291,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,MAP3K7_code_potential_somatic,ENSG00000072310,0.043629643,0.027894029,2.52646441,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1292,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,MATN4_code_potential_somatic,ENSG00000072310,0.032816741,0.018928055,3.97709442,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1293,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,MGAT4C_code_potential_somatic,ENSG00000072310,0.018454273,0.00248481,5.946524741,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1294,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,PCDHA7_code_potential_somatic,ENSG00000072310,0.019821911,0.000484823,7.543632929,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1295,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,SETD2_code_potential_somatic,ENSG00000072310,0.024798357,0.011050699,-4.127142164,-1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1296,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_PID_NCI_NATURE_nonsilent_somatic,ENSG00000072310,0.045392616,0.004657791,2.941229413,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1297,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,SLC5A7_code_potential_somatic,ENSG00000072310,6.29e-07,0.013418972,3.563369504,1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1298,288,0.871454042,0.001996008,0.001996008,0.64586359,0.003992016,0.001996008,0.692106877,0.001996008,0.001996008,0.615779107,0.001996008,0.001996008,0.619892614,0.001996008,0.001996008,TP53_code_potential_somatic,ENSG00000072310,0.002675649,0.000228261,-3.817887171,-1,1.0,6.117769586,9.49e-10,,,3.557948976,0.000373762,2.176095081,0.029548152,0.611287028,1.98e-10
1299,290,0.543640765,0.001996008,0.001996008,0.576573407,0.001996008,0.001996008,0.500965892,0.001996008,0.001996008,0.520473899,0.001996008,0.001996008,0.497889054,0.001996008,0.003992016,FGFR3_code_potential_somatic,ENSG00000245848,0.038324618,0.049146123,3.955403197,1,0.75,4.907180138,9.24e-07,,,4.477740323,7.54e-06,2.191818819,0.028392592,0.696178202,3.59e-77
1300,290,0.543640765,0.001996008,0.001996008,0.576573407,0.001996008,0.001996008,0.500965892,0.001996008,0.001996008,0.520473899,0.001996008,0.001996008,0.497889054,0.001996008,0.003992016,ADAMTS8_code_potential_somatic,ENSG00000245848,0.006099716,0.00646534,-7.405844082,-1,1.0,4.907180138,9.24e-07,,,4.477740323,7.54e-06,2.191818819,0.028392592,0.696178202,3.59e-77
1301,290,0.543640765,0.001996008,0.001996008,0.576573407,0.001996008,0.001996008,0.500965892,0.001996008,0.001996008,0.520473899,0.001996008,0.001996008,0.497889054,0.001996008,0.003992016,AHNAK2_code_potential_somatic,ENSG00000245848,0.040663853,0.043473788,-2.172328804,-1,1.0,4.907180138,9.24e-07,,,4.477740323,7.54e-06,2.191818819,0.028392592,0.696178202,3.59e-77
1302,290,0.543640765,0.001996008,0.001996008,0.576573407,0.001996008,0.001996008,0.500965892,0.001996008,0.001996008,0.520473899,0.001996008,0.001996008,0.497889054,0.001996008,0.003992016,AMPD1_code_potential_somatic,ENSG00000245848,0.019931007,0.041138733,2.889117218,1,1.0,4.907180138,9.24e-07,,,4.477740323,7.54e-06,2.191818819,0.028392592,0.696178202,3.59e-77
1303,290,0.543640765,0.001996008,0.001996008,0.576573407,0.001996008,0.001996008,0.500965892,0.001996008,0.001996008,0.520473899,0.001996008,0.001996008,0.497889054,0.001996008,0.003992016,ANKRD36_code_potential_somatic,ENSG00000245848,4.04e-08,2.23e-06,8.008678814,1,1.0,4.907180138,9.24e-07,,,4.477740323,7.54e-06,2.191818819,0.028392592,0.696178202,3.59e-77
1304,290,0.543640765,0.001996008,0.001996008,0.576573407,0.001996008,0.001996008,0.500965892,0.001996008,0.001996008,0.520473899,0.001996008,0.001996008,0.497889054,0.001996008,0.003992016,AQP10_code_potential_somatic,ENSG00000245848,0.037148175,0.044008249,-3.396803417,-1,1.0,4.907180138,9.24e-07,,,4.477740323,7.54e-06,2.191818819,0.028392592,0.696178202,3.59e-77
1305,290,0.543640765,0.001996008,0.001996008,0.576573407,0.001996008,0.001996008,0.500965892,0.001996008,0.001996008,0.520473899,0.001996008,0.001996008,0.497889054,0.001996008,0.003992016,ATP8A2_code_potential_somatic,ENSG00000245848,2.45e-09,9.17e-05,-12.1879612,-1,1.0,4.907180138,9.24e-07,,,4.477740323,7.54e-06,2.191818819,0.028392592,0.696178202,3.59e-77
1306,290,0.543640765,0.001996008,0.001996008,0.576573407,0.001996008,0.001996008,0.500965892,0.001996008,0.001996008,0.520473899,0.001996008,0.001996008,0.497889054,0.001996008,0.003992016,BCR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,ENSG00000245848,0.049315547,0.042741069,2.046950235,1,1.0,4.907180138,9.24e-07,,,4.477740323,7.54e-06,2.191818819,0.028392592,0.696178202,3.59e-77
1307,290,0.543640765,0.001996008,0.001996008,0.576573407,0.001996008,0.001996008,0.500965892,0.001996008,0.001996008,0.520473899,0.001996008,0.001996008,0.497889054,0.001996008,0.003992016,C1orf177_code_potential_somatic,ENSG00000245848,0.030728592,0.037952281,4.405488045,1,1.0,4.907180138,9.24e-07,,,4.477740323,7.54e-06,2.191818819,0.028392592,0.696178202,3.59e-77
