Regulon_ID,PCA_1VarIvyAtlas,PCA_1VarNonRegulonGeneSet,PCA_1RandomVarAvg,NumGoodCalls,PCA_1RandomPValIvyAtlas,Diff_PCA_1VarRegulonVsNonRegulon,Diff_PCA_1VarRegulonVsAvgRand,PCA_1VarNonMemberGeneSet,PCA_1RandomVarAvgNonMember,NumGoodCallsNonMember,PCA_1RandomPValNonMemberIvyAtlas,Diff_PCA_1VarRegulonVsNonMember,Diff_PCA_1VarRegulonVsAvgRandNonMember
938,0.543403706,0.185177719,0.365152896,4,0.00998004,0.358225987,0.17825081,0.337437265,0.375504994,0,0.001996008,0.205966441,0.167898712
939,0.640559368,0.188518653,0.378048954,0,0.001996008,0.452040715,0.262510414,0.274167656,0.400101191,0,0.001996008,0.366391712,0.240458177
940,0.714579646,0.314376577,0.456096552,0,0.001996008,0.400203069,0.258483094,0.347672492,0.460206507,0,0.001996008,0.366907153,0.254373139
941,0.7786146,0.195401884,0.227348953,0,0.001996008,0.583212717,0.551265648,0.274472311,0.759591353,0,0.001996008,0.504142289,0.019023247
942,0.72877372,0.222169101,0.333766554,0,0.001996008,0.506604619,0.395007166,0.447545106,0.58484541,0,0.001996008,0.281228614,0.14392831
943,0.758163342,0.217310372,0.331215963,0,0.001996008,0.54085297,0.426947379,0.404924857,0.584678449,0,0.001996008,0.353238485,0.173484893
944,0.834268019,0.396492176,0.476919523,0,0.001996008,0.437775842,0.357348496,0.390157941,0.515354407,0,0.001996008,0.444110078,0.318913612
945,0.848009533,0.312972465,0.445459709,0,0.001996008,0.535037068,0.402549824,0.325874165,0.629484341,0,0.001996008,0.522135368,0.218525192
946,0.748225428,0.1867497,0.201561859,0,0.001996008,0.561475727,0.546663569,,0.748225428,250,0.500998004,,8.66E-15
947,0.597187774,0.260705567,0.298676583,0,0.001996008,0.336482206,0.298511191,0.188273084,0.479986977,0,0.001996008,0.408914689,0.117200797
948,0.592159552,0.209770011,0.26237592,0,0.001996008,0.382389541,0.329783632,0.227004406,0.498888409,0,0.001996008,0.365155146,0.093271143
949,0.565130888,0.247574023,0.306649847,0,0.001996008,0.317556865,0.258481041,0.296951035,0.432756294,0,0.001996008,0.268179853,0.132374594
950,0.63163142,0.315822369,0.374074819,0,0.001996008,0.315809052,0.257556601,0.190994635,0.437108334,0,0.001996008,0.440636785,0.194523086
951,0.541783979,0.203390749,0.308181821,0,0.001996008,0.33839323,0.233602158,0.230287101,0.351466659,0,0.001996008,0.311496878,0.19031732
952,0.540013996,0.276194816,0.368675484,7,0.015968064,0.26381918,0.171338512,0.317853538,0.375302244,2,0.005988024,0.222160458,0.164711752
953,0.643581015,0.333289239,0.416177808,6,0.013972056,0.310291777,0.227403207,0.25979317,0.38503068,0,0.001996008,0.383787845,0.258550335
954,0.377237931,0.304220857,0.412720176,328,0.656686627,0.073017075,-0.035482245,0.271008665,0.372256838,217,0.435129741,0.106229267,0.004981093
955,0.57109774,0.155421733,0.360893839,3,0.007984032,0.415676007,0.210203901,0.411072093,0.413954959,0,0.001996008,0.160025647,0.15714278
956,0.759692414,0.211146847,0.248544508,0,0.001996008,0.548545567,0.511147907,0.374384595,0.724095749,0,0.001996008,0.385307819,0.035596665
957,0.760790609,0.231932189,0.307191057,0,0.001996008,0.52885842,0.453599552,0.337939163,0.626093617,0,0.001996008,0.422851447,0.134696992
958,0.695737134,0.133524415,0.385004725,0,0.001996008,0.562212719,0.31073241,0.28373123,0.363523404,0,0.001996008,0.412005904,0.332213731
959,0.744428092,0.196831276,0.216864755,0,0.001996008,0.547596816,0.527563337,0.250375147,0.725956675,0,0.001996008,0.494052945,0.018471417
960,0.576066359,0.218876889,0.253981866,0,0.001996008,0.35718947,0.322084493,0.232780912,0.452591087,0,0.001996008,0.343285447,0.123475272
961,0.582399449,0.267712388,0.325984175,0,0.001996008,0.314687061,0.256415274,0.224034298,0.444539513,0,0.001996008,0.358365151,0.137859936
962,0.673008322,0.198631693,0.283362062,0,0.001996008,0.474376629,0.38964626,0.370267195,0.543561024,0,0.001996008,0.302741128,0.129447299
963,0.671187547,0.21352274,0.299757602,0,0.001996008,0.457664807,0.371429945,0.325646069,0.492925141,0,0.001996008,0.345541478,0.178262406
964,0.710967158,0.192571043,0.340332217,0,0.001996008,0.518396116,0.370634941,0.280181119,0.438865956,0,0.001996008,0.430786039,0.272101202
965,0.803389382,0.265569234,0.384610099,0,0.001996008,0.537820148,0.418779282,0.356620661,0.531814396,0,0.001996008,0.44676872,0.271574986
966,0.705671502,0.184353879,0.373045342,0,0.001996008,0.521317623,0.332626159,0.258986137,0.403426768,0,0.001996008,0.446685364,0.302244734
967,0.553976528,0.200733184,0.327163589,0,0.001996008,0.353243345,0.22681294,0.279457769,0.426355201,0,0.001996008,0.27451876,0.127621327
968,0.683253036,0.164664819,0.355184444,0,0.001996008,0.518588217,0.328068592,0.388431267,0.399880705,0,0.001996008,0.294821769,0.283372331
969,0.665886463,0.216286427,0.395635716,0,0.001996008,0.449600036,0.270250747,0.270016414,0.399924442,0,0.001996008,0.395870049,0.265962021
970,0.689001512,0.140351847,0.348673491,0,0.001996008,0.548649665,0.340328021,0.420008737,0.383673105,0,0.001996008,0.268992775,0.305328407
971,0.601893031,0.220773929,0.400389624,1,0.003992016,0.381119102,0.201503407,0.332688617,0.408742833,0,0.001996008,0.269204414,0.193150198
972,0.612913856,0.137996922,0.352050846,0,0.001996008,0.474916934,0.26086301,0.331191365,0.385802749,0,0.001996008,0.281722491,0.227111107
973,0.782356121,0.196015241,0.227143611,0,0.001996008,0.58634088,0.555212509,0.367908617,0.767155168,0,0.001996008,0.414447504,0.015200953
974,0.709958095,0.246420908,0.339203487,0,0.001996008,0.463537187,0.370754608,0.363433172,0.552305382,0,0.001996008,0.346524923,0.157652713
975,0.645713029,0.165185202,0.323412977,0,0.001996008,0.480527827,0.322300051,0.28387275,0.399015153,0,0.001996008,0.361840279,0.246697876
976,0.631978869,0.186217873,0.316294295,0,0.001996008,0.445760996,0.315684574,0.340717555,0.423810074,0,0.001996008,0.291261314,0.208168794
977,0.600087728,0.158611426,0.307926464,0,0.001996008,0.441476302,0.292161263,0.242462298,0.372127826,0,0.001996008,0.35762543,0.227959901
978,0.734165302,0.343221134,0.424318694,0,0.001996008,0.390944168,0.309846607,0.2839469,0.494604463,0,0.001996008,0.450218402,0.239560839
979,0.629121354,0.141854449,0.338468758,1,0.003992016,0.487266905,0.290652596,0.41631281,0.435659048,0,0.001996008,0.212808544,0.193462307
980,0.725103164,0.201862752,0.381057463,0,0.001996008,0.523240411,0.344045701,0.306083771,0.471288273,0,0.001996008,0.419019393,0.253814891
981,0.902958313,0.157216894,0.363277683,0,0.001996008,0.745741419,0.53968063,0.532873197,0.705256188,0,0.001996008,0.370085116,0.197702125
982,0.77514964,0.209055102,0.244256807,0,0.001996008,0.566094538,0.530892833,0.229763383,0.734213231,0,0.001996008,0.545386257,0.040936409
983,0.561451423,0.260204668,0.355357444,2,0.005988024,0.301246755,0.206093978,0.271649213,0.347045507,0,0.001996008,0.289802209,0.214405916
984,0.767466189,0.27186076,0.426844543,0,0.001996008,0.495605429,0.340621646,0.392721103,0.502750013,0,0.001996008,0.374745086,0.264716177
985,0.616545733,0.174992648,0.302167854,0,0.001996008,0.441553085,0.314377879,0.295675159,0.373711545,0,0.001996008,0.320870574,0.242834188
986,0.65195022,0.238525555,0.411790181,2,0.005988024,0.413424665,0.240160039,0.334818081,0.437754708,0,0.001996008,0.317132139,0.214195511
987,0.374902064,0.173681287,0.192660336,0,0.001996008,0.201220777,0.182241728,0.187889457,0.277350836,0,0.001996008,0.187012607,0.097551228
988,0.583228474,0.24261792,0.274117787,0,0.001996008,0.340610554,0.309110687,0.186471364,0.465246525,0,0.001996008,0.39675711,0.117981949
989,0.738946401,0.231333814,0.261977518,0,0.001996008,0.507612587,0.476968883,0.167509975,0.664879959,0,0.001996008,0.571436425,0.074066442
990,0.548074088,0.228192562,0.264483798,0,0.001996008,0.319881526,0.28359029,0.198965253,0.404996046,0,0.001996008,0.349108835,0.143078042
991,0.348390781,0.138961073,0.190785324,0,0.001996008,0.209429707,0.157605457,0.256530419,0.261255851,0,0.001996008,0.091860361,0.087134929
992,0.481785382,0.238381702,0.272559658,0,0.001996008,0.243403681,0.209225725,0.238093405,0.352551954,0,0.001996008,0.243691978,0.129233429
993,0.544068822,0.185271661,0.222470407,0,0.001996008,0.358797161,0.321598415,0.211289389,0.380300851,0,0.001996008,0.332779432,0.163767971
994,0.597416279,0.284255677,0.31783174,0,0.001996008,0.313160602,0.279584539,0.18937608,0.327149461,0,0.001996008,0.408040199,0.270266818
995,0.519313815,0.248798277,0.288996481,0,0.001996008,0.270515538,0.230317334,0.238858591,0.413918965,0,0.001996008,0.280455224,0.10539485
996,0.651375616,0.270880296,0.336877018,0,0.001996008,0.38049532,0.314498598,0.258368779,0.357849779,0,0.001996008,0.393006837,0.293525837
997,0.562877985,0.24499841,0.304190815,0,0.001996008,0.317879575,0.25868717,0.259481859,0.392968972,0,0.001996008,0.303396126,0.169909013
998,0.655305524,0.267241872,0.33601194,0,0.001996008,0.388063652,0.319293584,0.379075454,0.491742602,0,0.001996008,0.27623007,0.163562923
999,0.661160965,0.192603063,0.284883552,0,0.001996008,0.468557902,0.376277413,0.46640214,0.407137099,0,0.001996008,0.194758824,0.254023866
1000,0.665744531,0.301823772,0.367582948,0,0.001996008,0.363920759,0.298161583,0.26046241,0.465236007,0,0.001996008,0.405282121,0.200508524
1001,0.675926542,0.16661923,0.275687322,0,0.001996008,0.509307312,0.40023922,0.282314335,0.475169813,0,0.001996008,0.393612207,0.200756729
1002,0.5596199,0.145942083,0.264815981,0,0.001996008,0.413677817,0.294803919,0.243858442,0.391841304,0,0.001996008,0.315761458,0.167778596
1003,0.530300918,0.156271223,0.313825598,0,0.001996008,0.374029695,0.216475319,0.238512655,0.338506784,0,0.001996008,0.291788262,0.191794134
1004,0.71839535,0.304277116,0.398384292,0,0.001996008,0.414118234,0.320011058,0.322168037,0.489184008,0,0.001996008,0.396227313,0.229211342
1005,0.657976135,0.337506604,0.430586909,4,0.00998004,0.320469531,0.227389226,0.288271065,0.390475424,0,0.001996008,0.36970507,0.267500712
1006,0.805427429,0.179055762,0.337283958,0,0.001996008,0.626371667,0.468143471,0.290841669,0.490429093,0,0.001996008,0.514585761,0.314998337
1007,0.651047786,0.254138009,0.394010396,0,0.001996008,0.396909777,0.25703739,0.315699111,0.412197883,0,0.001996008,0.335348675,0.238849902
1008,0.691533694,0.293750334,0.415942143,1,0.003992016,0.397783361,0.275591552,0.374453192,0.445388137,0,0.001996008,0.317080503,0.246145557
1009,0.725021806,0.181381038,0.349182394,0,0.001996008,0.543640768,0.375839412,0.308676713,0.496481515,0,0.001996008,0.416345093,0.228540292
1010,0.572046171,0.19205409,0.269642171,0,0.001996008,0.379992081,0.302404,0.25647776,0.337191753,0,0.001996008,0.315568411,0.234854418
1011,0.332440701,0.149885048,0.166006021,0,0.001996008,0.182555653,0.16643468,0.18211453,0.251513989,0,0.001996008,0.150326171,0.080926712
1012,0.405828579,0.218091111,0.24040862,0,0.001996008,0.187737468,0.16541996,0.178323589,0.275690699,0,0.001996008,0.22750499,0.13013788
1013,0.350736278,0.204237725,0.229394001,0,0.001996008,0.146498553,0.121342277,0.167040994,0.240388862,0,0.001996008,0.183695284,0.110347416
1014,0.494985101,0.229991187,0.257472875,0,0.001996008,0.264993914,0.237512226,0.1937258,0.366861268,0,0.001996008,0.301259301,0.128123833
1015,0.605583325,0.258552871,0.286229653,0,0.001996008,0.347030454,0.319353671,0.20449367,0.473927523,0,0.001996008,0.401089655,0.131655802
1016,0.41086207,0.250173348,0.291543747,5,0.011976048,0.160688722,0.119318323,0.212863715,0.245927502,0,0.001996008,0.197998355,0.164934568
1017,0.396495014,0.217900399,0.29098137,7,0.015968064,0.178594615,0.105513644,0.213731785,0.305918874,12,0.025948104,0.182763229,0.09057614
1018,0.532052264,0.22040117,0.276325253,0,0.001996008,0.311651094,0.255727011,0.226819293,0.403289901,0,0.001996008,0.305232971,0.128762363
1019,0.503328533,0.234610958,0.275578427,0,0.001996008,0.268717575,0.227750106,0.216029745,0.345642292,0,0.001996008,0.287298788,0.157686242
1020,0.540370809,0.184763877,0.267951775,0,0.001996008,0.355606932,0.272419034,0.313504263,0.348534643,0,0.001996008,0.226866546,0.191836166
1021,0.710386161,0.297000053,0.344631786,0,0.001996008,0.413386107,0.365754375,0.25730514,0.530482052,0,0.001996008,0.45308102,0.179904108
1022,0.654450876,0.246090725,0.302282028,0,0.001996008,0.40836015,0.352168848,0.320584823,0.553516281,0,0.001996008,0.333866053,0.100934594
1023,0.586741212,0.309425909,0.369813555,1,0.003992016,0.277315303,0.216927657,0.267478156,0.384496237,0,0.001996008,0.319263056,0.202244975
1024,0.729995612,0.258747339,0.316984563,0,0.001996008,0.471248273,0.413011049,0.315934171,0.520678408,0,0.001996008,0.414061441,0.209317204
1025,0.455720031,0.241471479,0.314900514,6,0.013972056,0.214248552,0.140819517,0.237178782,0.320067385,0,0.001996008,0.218541249,0.135652646
1026,0.499699145,0.176026754,0.255896172,0,0.001996008,0.323672392,0.243802973,0.262790415,0.314706666,0,0.001996008,0.23690873,0.184992479
1027,0.451726542,0.200838318,0.287436107,0,0.001996008,0.250888223,0.164290435,0.218836175,0.290550726,1,0.003992016,0.232890367,0.161175815
1028,0.536827333,0.215514835,0.298881291,0,0.001996008,0.321312498,0.237946042,0.256784606,0.41417721,0,0.001996008,0.280042727,0.122650123
1029,0.623825945,0.253101947,0.333171181,0,0.001996008,0.370723999,0.290654764,0.231797595,0.338450518,0,0.001996008,0.392028351,0.285375428
1030,0.551261775,0.180762361,0.284449529,0,0.001996008,0.370499414,0.266812246,0.274139495,0.335881359,0,0.001996008,0.27712228,0.215380416
1031,0.5267424,0.253721972,0.410573617,33,0.067864271,0.273020428,0.116168783,0.266349428,0.410752781,30,0.061876248,0.260392972,0.115989619
1032,0.719967004,0.156920037,0.296350519,0,0.001996008,0.563046966,0.423616485,0.322052833,0.455591582,0,0.001996008,0.397914171,0.264375422
1033,0.612139394,0.202688153,0.341542559,0,0.001996008,0.409451241,0.270596835,0.330445076,0.398542635,0,0.001996008,0.281694318,0.213596759
1034,0.356553935,0.168281285,0.185020842,0,0.001996008,0.188272649,0.171533093,0.194388305,0.26184311,0,0.001996008,0.16216563,0.094710824
1035,0.402504004,0.204118873,0.250346833,0,0.001996008,0.198385131,0.152157171,0.242402867,0.293654735,0,0.001996008,0.160101137,0.108849269
1036,0.543386906,0.134341642,0.2626459,0,0.001996008,0.409045263,0.280741006,0.403566401,0.372994667,0,0.001996008,0.139820505,0.170392239
1037,0.442797761,0.246088519,0.36726482,69,0.139720559,0.196709242,0.07553294,0.256181995,0.30427005,0,0.001996008,0.186615765,0.13852771
1038,0.505676913,0.191701784,0.25437945,0,0.001996008,0.313975129,0.251297463,0.187626201,0.309006578,0,0.001996008,0.318050713,0.196670336
1039,0.652868657,0.130750872,0.268116185,0,0.001996008,0.522117785,0.384752472,0.357232492,0.467075721,0,0.001996008,0.295636164,0.185792936
1040,0.713917419,0.250947437,0.363560542,0,0.001996008,0.462969982,0.350356877,0.32971319,0.43972674,0,0.001996008,0.384204229,0.27419068
1041,0.718253284,0.22409063,0.368754891,0,0.001996008,0.494162654,0.349498393,0.355858512,0.432317235,0,0.001996008,0.362394772,0.285936049
1042,0.778265795,0.239299559,0.355559647,0,0.001996008,0.538966236,0.422706148,0.441211225,0.607415158,0,0.001996008,0.33705457,0.170850637
1043,0.675602521,0.218497845,0.342725523,0,0.001996008,0.457104677,0.332876999,0.264791962,0.465754371,0,0.001996008,0.410810559,0.209848151
1044,0.833303567,0.369191789,0.461972866,0,0.001996008,0.464111778,0.371330701,0.265108715,0.481805296,0,0.001996008,0.568194852,0.351498271
1045,0.407267793,0.163739916,0.186831967,0,0.001996008,0.243527876,0.220435825,0.184134388,0.299014004,0,0.001996008,0.223133404,0.108253788
1046,0.355931415,0.198511184,0.246417775,4,0.00998004,0.157420231,0.10951364,0.189177823,0.238880582,0,0.001996008,0.166753592,0.117050833
1047,0.663616583,0.246294323,0.293205277,0,0.001996008,0.41732226,0.370411306,0.229755342,0.506079157,0,0.001996008,0.433861241,0.157537426
1048,0.523457856,0.155549393,0.216078268,0,0.001996008,0.367908462,0.307379588,0.250861598,0.333496549,0,0.001996008,0.272596258,0.189961307
1049,0.460244723,0.204632541,0.288355849,0,0.001996008,0.255612181,0.171888874,0.234049312,0.321974235,1,0.003992016,0.226195411,0.138270488
1050,0.503000469,0.228638644,0.291402481,0,0.001996008,0.274361825,0.211597988,0.274057984,0.349240394,0,0.001996008,0.228942485,0.153760075
1051,0.592009488,0.252871246,0.322410743,0,0.001996008,0.339138242,0.269598745,0.282795072,0.382470855,0,0.001996008,0.309214416,0.209538633
1052,0.427250002,0.173917228,0.281715524,2,0.005988024,0.253332773,0.145534478,0.175566401,0.26229943,0,0.001996008,0.2516836,0.164950571
1053,0.745305962,0.22606041,0.303366109,0,0.001996008,0.519245553,0.441939853,0.321122596,0.435449351,0,0.001996008,0.424183366,0.309856611
1054,0.631732422,0.202904955,0.280487935,0,0.001996008,0.428827467,0.351244487,0.298060977,0.441388654,0,0.001996008,0.333671444,0.190343767
1055,0.677315606,0.302963369,0.379158331,0,0.001996008,0.374352237,0.298157274,0.250736871,0.376493652,0,0.001996008,0.426578734,0.300821954
1056,0.602955193,0.159387523,0.293423322,0,0.001996008,0.44356767,0.309531871,0.278088306,0.371353228,0,0.001996008,0.324866888,0.231601966
1057,0.623384757,0.239957983,0.342238549,0,0.001996008,0.383426775,0.281146208,0.273424096,0.396410792,0,0.001996008,0.349960661,0.226973965
1058,0.475755348,0.25812429,0.379573564,38,0.077844311,0.217631059,0.096181784,0.295160169,0.367343642,13,0.027944112,0.180595179,0.108411706
1059,0.484143169,0.19849604,0.337406059,4,0.00998004,0.28564713,0.14673711,0.249854407,0.311610964,0,0.001996008,0.234288763,0.172532206
1060,0.473860796,0.14918592,0.3335386,5,0.011976048,0.324674875,0.140322195,0.342557602,0.368727374,10,0.021956088,0.131303193,0.105133422
1061,0.738865415,0.161594991,0.348750249,0,0.001996008,0.577270425,0.390115167,0.353716751,0.464441553,0,0.001996008,0.385148665,0.274423863
1062,0.675516234,0.210377601,0.363465754,0,0.001996008,0.465138633,0.312050479,0.297677844,0.394297846,0,0.001996008,0.37783839,0.281218388
1063,0.638881254,0.128982504,0.367228312,0,0.001996008,0.50989875,0.271652942,0.435312702,0.457484214,0,0.001996008,0.203568552,0.18139704
1064,0.51644399,0.187117726,0.259798667,0,0.001996008,0.329326264,0.256645323,0.196994822,0.296683847,0,0.001996008,0.319449168,0.219760143
1065,0.732523713,0.275315388,0.397875706,0,0.001996008,0.457208325,0.334648008,0.310367495,0.493885362,0,0.001996008,0.422156218,0.238638352
1066,0.373834588,0.153695831,0.180940885,0,0.001996008,0.220138757,0.192893703,0.206710428,0.264627601,0,0.001996008,0.167124159,0.109206987
1067,0.461004324,0.194360668,0.228139293,0,0.001996008,0.266643657,0.232865032,0.277049269,0.308691721,0,0.001996008,0.183955056,0.152312603
1068,0.577173529,0.232132218,0.279114251,0,0.001996008,0.345041311,0.298059278,0.247172961,0.441092417,0,0.001996008,0.330000568,0.136081112
1069,0.614277704,0.257925701,0.298179665,0,0.001996008,0.356352004,0.316098039,0.294958246,0.466284145,0,0.001996008,0.319319459,0.14799356
1070,0.568590155,0.199649077,0.258504072,0,0.001996008,0.368941078,0.310086083,0.244308135,0.372049947,0,0.001996008,0.32428202,0.196540208
1071,0.627142619,0.246808513,0.338878935,0,0.001996008,0.380334106,0.288263684,0.282448621,0.364099089,0,0.001996008,0.344693998,0.26304353
1072,0.602288124,0.289035079,0.360169064,1,0.003992016,0.313253044,0.24211906,0.21928914,0.349833289,0,0.001996008,0.382998983,0.252454834
1073,0.626989817,0.191651945,0.294510776,0,0.001996008,0.435337872,0.332479041,0.310451463,0.433087547,0,0.001996008,0.316538354,0.19390227
1074,0.614797571,0.142206137,0.258441767,0,0.001996008,0.472591434,0.356355805,0.343320422,0.428615784,0,0.001996008,0.271477149,0.186181787
1075,0.725135803,0.181720345,0.316428008,0,0.001996008,0.543415458,0.408707795,0.278140654,0.414799155,0,0.001996008,0.446995149,0.310336648
1076,0.765284278,0.224964186,0.377446471,0,0.001996008,0.540320092,0.387837807,0.322025628,0.430125926,0,0.001996008,0.443258651,0.335158352
1077,0.693301814,0.179267984,0.317915149,0,0.001996008,0.51403383,0.375386665,0.258864669,0.456936601,0,0.001996008,0.434437145,0.236365213
1078,0.765681503,0.377025671,0.472719273,1,0.003992016,0.388655832,0.292962231,0.306716238,0.459382545,0,0.001996008,0.458965266,0.306298958
1079,0.610869198,0.228992651,0.396253662,4,0.00998004,0.381876547,0.214615536,0.30149814,0.410369229,0,0.001996008,0.309371059,0.200499969
1080,0.70920466,0.304395642,0.414683061,1,0.003992016,0.404809018,0.294521599,0.356190557,0.492497217,0,0.001996008,0.353014103,0.216707443
1081,0.717479835,0.204315573,0.376220433,0,0.001996008,0.513164262,0.341259402,0.323491733,0.4376728,0,0.001996008,0.393988102,0.279807036
1082,0.556454583,0.134198671,0.336013649,0,0.001996008,0.422255912,0.220440935,0.263194652,0.329179077,0,0.001996008,0.293259931,0.227275506
1083,0.536395951,0.158592745,0.36690265,2,0.005988024,0.377803206,0.169493301,0.319019899,0.378272017,0,0.001996008,0.217376052,0.158123934
1084,0.698489779,0.30971951,0.448283347,2,0.005988024,0.388770269,0.250206432,0.319566039,0.447331092,0,0.001996008,0.378923741,0.251158687
1085,0.737140445,0.304203665,0.436937155,0,0.001996008,0.43293678,0.30020329,0.324377642,0.435867261,0,0.001996008,0.412762803,0.301273184
1086,0.568212213,0.27509762,0.441616382,31,0.063872255,0.293114594,0.126595831,0.334992371,0.390461826,0,0.001996008,0.233219842,0.177750387
1087,0.82121451,0.305139829,0.436404558,0,0.001996008,0.516074681,0.384809952,0.38764195,0.631878607,0,0.001996008,0.43357256,0.189335903
1088,0.670815065,0.276618784,0.426762688,0,0.001996008,0.394196281,0.244052377,0.3094605,0.447376988,0,0.001996008,0.361354565,0.223438077
1089,0.716138047,0.201702138,0.375750294,0,0.001996008,0.514435909,0.340387753,0.392068101,0.578608944,0,0.001996008,0.324069946,0.137529102
1090,0.469240951,0.181782618,0.374445045,32,0.065868263,0.287458332,0.094795906,0.401818094,0.373730295,1,0.003992016,0.067422857,0.095510656
1091,0.729115191,0.180536922,0.371638666,0,0.001996008,0.548578269,0.357476525,0.352382013,0.432560819,0,0.001996008,0.376733179,0.296554372
1092,0.330322887,0.163250119,0.184237762,0,0.001996008,0.167072768,0.146085125,0.179056934,0.255368745,0,0.001996008,0.151265953,0.074954142
1093,0.350242454,0.162904701,0.210513458,0,0.001996008,0.187337753,0.139728996,0.194445488,0.229124124,0,0.001996008,0.155796966,0.12111833
1094,0.636412939,0.229009558,0.265961073,0,0.001996008,0.407403381,0.370451866,0.223714707,0.541478053,0,0.001996008,0.412698231,0.094934886
1095,0.492742679,0.184841947,0.234233305,0,0.001996008,0.307900732,0.258509374,0.252322687,0.393182827,0,0.001996008,0.240419991,0.099559852
1096,0.466441317,0.147775774,0.213288285,0,0.001996008,0.318665543,0.253153032,0.25028653,0.306125145,0,0.001996008,0.216154787,0.160316172
1097,0.482254153,0.191925003,0.259974047,0,0.001996008,0.29032915,0.222280107,0.23776641,0.331423795,0,0.001996008,0.244487744,0.150830358
1098,0.427427555,0.145221203,0.249950026,0,0.001996008,0.282206353,0.177477529,0.286243086,0.310117271,0,0.001996008,0.141184469,0.117310284
1099,0.578409276,0.190092694,0.276880392,0,0.001996008,0.388316582,0.301528884,0.246027474,0.452480384,0,0.001996008,0.332381802,0.125928893
1100,0.677127751,0.2519878,0.312829254,0,0.001996008,0.425139951,0.364298497,0.260535755,0.581458459,0,0.001996008,0.416591996,0.095669291
1101,0.42308483,0.244508718,0.330669501,32,0.065868263,0.178576112,0.092415329,0.252612611,0.317341807,0,0.001996008,0.170472218,0.105743023
1102,0.588213453,0.20113221,0.298788323,0,0.001996008,0.387081243,0.28942513,0.216497633,0.334919065,0,0.001996008,0.37171582,0.253294388
1103,0.749801647,0.315928075,0.383197438,0,0.001996008,0.433873571,0.366604208,0.336873882,0.521452828,0,0.001996008,0.412927765,0.228348818
1104,0.665941591,0.161929896,0.298469157,0,0.001996008,0.504011695,0.367472433,0.298324421,0.416573605,0,0.001996008,0.367617169,0.249367986
1105,0.626087232,0.325267417,0.419829918,4,0.00998004,0.300819814,0.206257314,0.334146917,0.426497027,0,0.001996008,0.291940314,0.199590204
1106,0.758170178,0.289531276,0.388395496,0,0.001996008,0.468638902,0.369774682,0.276521985,0.542929869,0,0.001996008,0.481648193,0.215240309
1107,0.718369919,0.245200714,0.407117681,0,0.001996008,0.473169205,0.311252239,0.314363062,0.449379586,0,0.001996008,0.404006858,0.268990334
1108,0.546391459,0.162202155,0.244216824,0,0.001996008,0.384189304,0.302174635,0.219598042,0.310511271,0,0.001996008,0.326793416,0.235880188
1109,0.49580611,0.177698031,0.303421342,0,0.001996008,0.318108078,0.192384768,0.335140657,0.356638852,0,0.001996008,0.160665452,0.139167258
1110,0.765513227,0.277339761,0.411550781,0,0.001996008,0.488173466,0.353962446,0.360467265,0.494209209,0,0.001996008,0.405045962,0.271304018
1111,0.680384013,0.25796017,0.420739156,0,0.001996008,0.422423843,0.259644856,0.409441858,0.49131076,0,0.001996008,0.270942155,0.189073252
1112,0.408334675,0.148128626,0.179659404,0,0.001996008,0.260206049,0.228675271,0.175917875,0.295373005,0,0.001996008,0.2324168,0.11296167
1113,0.502817173,0.146945221,0.193585058,0,0.001996008,0.355871952,0.309232115,0.383083787,0.389442686,0,0.001996008,0.119733387,0.113374487
1114,0.497584976,0.174732,0.23227627,0,0.001996008,0.322852977,0.265308706,0.27292523,0.418727253,0,0.001996008,0.224659746,0.078857724
1115,0.494061989,0.165300636,0.228163335,0,0.001996008,0.328761353,0.265898654,0.291427312,0.265310298,0,0.001996008,0.202634677,0.228751691
1116,0.666097623,0.220916841,0.282103155,0,0.001996008,0.445180783,0.383994468,0.309435168,0.524905021,0,0.001996008,0.356662455,0.141192603
1117,0.593358093,0.163487116,0.242359486,0,0.001996008,0.429870977,0.350998607,0.285483664,0.376601338,0,0.001996008,0.307874429,0.216756755
1118,0.627573628,0.124646429,0.231694078,0,0.001996008,0.502927199,0.39587955,0.292138115,0.381697951,0,0.001996008,0.335435513,0.245875677
1119,0.704993673,0.298470747,0.358289991,0,0.001996008,0.406522926,0.346703682,0.263612079,0.487601788,0,0.001996008,0.441381594,0.217391885
1120,0.688623215,0.320438087,0.391022007,0,0.001996008,0.368185129,0.297601208,0.312197853,0.420276905,0,0.001996008,0.376425363,0.26834631
1121,0.570707341,0.244260458,0.317356019,0,0.001996008,0.326446882,0.253351322,0.240574454,0.372926308,0,0.001996008,0.330132886,0.197781033
1122,0.65744369,0.201817459,0.342752801,0,0.001996008,0.455626231,0.314690889,0.364580078,0.393673742,0,0.001996008,0.292863612,0.263769949
1123,0.791468286,0.34789388,0.430939285,0,0.001996008,0.443574406,0.360529001,0.354611129,0.501113077,0,0.001996008,0.436857157,0.290355209
1124,0.6353396,0.141130767,0.283720762,0,0.001996008,0.494208833,0.351618838,0.339922422,0.442518209,0,0.001996008,0.295417178,0.192821391
1125,0.461317698,0.233055967,0.37035979,47,0.095808383,0.228261732,0.090957908,0.239700081,0.322559955,2,0.005988024,0.221617617,0.138757744
1126,0.64985573,0.237922569,0.362095237,0,0.001996008,0.411933161,0.287760493,0.341048189,0.430135171,0,0.001996008,0.308807541,0.219720559
