Regulon_ID,PCA_1VarIvyAtlas,PCA_1VarNonRegulonGeneSet,PCA_1RandomVarAvg,NumGoodCalls,PCA_1RandomPValIvyAtlas,Diff_PCA_1VarRegulonVsNonRegulon,Diff_PCA_1VarRegulonVsAvgRand,PCA_1VarNonMemberGeneSet,PCA_1RandomVarAvgNonMember,NumGoodCallsNonMember,PCA_1RandomPValNonMemberIvyAtlas,Diff_PCA_1VarRegulonVsNonMember,Diff_PCA_1VarRegulonVsAvgRandNonMember
16,0.711948407,0.117278575,0.360041813,0,0.001996008,0.594669832,0.351906594,0.341559819,0.444633296,0,0.001996008,0.370388588,0.267315111
17,0.504232504,0.198319207,0.210547964,0,0.001996008,0.305913297,0.29368454,0.269780829,0.47512523,0,0.001996008,0.234451675,0.029107274
18,0.751490437,0.264727006,0.357957456,0,0.001996008,0.486763432,0.393532982,0.375159482,0.537073664,0,0.001996008,0.376330955,0.214416773
19,0.654134676,0.167407703,0.329260989,0,0.001996008,0.486726973,0.324873687,0.565125422,0.551769649,55,0.111776447,0.089009254,0.102365027
20,0.621841768,0.176273607,0.310998733,0,0.001996008,0.445568161,0.310843035,0.411189174,0.403338446,0,0.001996008,0.210652594,0.218503322
21,0.604286646,0.199209687,0.390763038,0,0.001996008,0.405076959,0.213523608,0.285805975,0.396369093,0,0.001996008,0.318480671,0.207917553
22,0.698910433,0.274688486,0.429452719,0,0.001996008,0.424221946,0.269457714,0.372837389,0.451349789,0,0.001996008,0.326073044,0.247560643
23,0.550908533,0.223808259,0.249109249,0,0.001996008,0.327100274,0.301799284,0.209932559,0.454210945,0,0.001996008,0.340975974,0.096697589
24,0.527176048,0.214887908,0.230486847,0,0.001996008,0.31228814,0.296689201,0.213218547,0.462950495,0,0.001996008,0.3139575,0.064225553
25,0.690345455,0.216182675,0.337033689,0,0.001996008,0.47416278,0.353311766,0.278112757,0.523477346,0,0.001996008,0.412232698,0.166868109
26,0.552120217,0.136862543,0.294588107,0,0.001996008,0.415257674,0.257532111,0.296583245,0.363388694,0,0.001996008,0.255536972,0.188731523
27,0.650943125,0.213506137,0.363968437,0,0.001996008,0.437436988,0.286974688,0.310350939,0.426386199,0,0.001996008,0.340592185,0.224556926
28,0.781546389,0.224462015,0.372465682,0,0.001996008,0.557084374,0.409080707,0.50485509,0.600450404,0,0.001996008,0.276691299,0.181095985
29,0.68316864,0.228489325,0.402630199,0,0.001996008,0.454679315,0.280538441,0.365791181,0.452201953,0,0.001996008,0.317377459,0.230966687
30,0.653229261,0.347858518,0.467997535,17,0.035928144,0.305370743,0.185231727,0.327315966,0.387980565,0,0.001996008,0.325913296,0.265248697
31,0.552404968,0.224748819,0.253117693,0,0.001996008,0.327656149,0.299287275,0.217579681,0.449464009,0,0.001996008,0.334825287,0.102940959
32,0.72395127,0.32333653,0.411954439,0,0.001996008,0.40061474,0.311996831,0.288159257,0.489162835,0,0.001996008,0.435792013,0.234788435
33,0.718729913,0.34310138,0.45566817,3,0.007984032,0.375628533,0.263061743,0.33453229,0.440589069,0,0.001996008,0.384197623,0.278140843
34,0.481345872,0.193494163,0.200694518,0,0.001996008,0.287851709,0.280651354,0.296539676,0.468563743,1,0.003992016,0.184806196,0.012782129
35,0.421945673,0.220590305,0.241362885,0,0.001996008,0.201355367,0.180582788,0.178133636,0.350617438,0,0.001996008,0.243812037,0.071328234
36,0.310371888,0.161523387,0.18307609,0,0.001996008,0.148848501,0.127295798,0.190743202,0.213391462,0,0.001996008,0.119628686,0.096980426
37,0.457575603,0.277601543,0.303940676,1,0.003992016,0.17997406,0.153634926,0.181457984,0.299351412,0,0.001996008,0.276117619,0.15822419
38,0.614971062,0.246224569,0.271741567,0,0.001996008,0.368746494,0.343229496,0.184754452,0.492502486,0,0.001996008,0.43021661,0.122468576
39,0.592799789,0.24934359,0.278405302,0,0.001996008,0.3434562,0.314394487,0.210572703,0.47389116,0,0.001996008,0.382227086,0.11890863
40,0.640190652,0.214548762,0.245408783,0,0.001996008,0.42564189,0.394781869,0.198411691,0.50765708,0,0.001996008,0.44177896,0.132533572
41,0.382673928,0.203415367,0.244782388,0,0.001996008,0.179258561,0.13789154,0.237915205,0.27108514,0,0.001996008,0.144758723,0.111588788
42,0.666643319,0.311572738,0.343193581,0,0.001996008,0.355070582,0.323449739,0.217630563,0.443680076,0,0.001996008,0.449012756,0.222963244
43,0.477912823,0.18804932,0.225806886,0,0.001996008,0.289863503,0.252105938,0.221470788,0.32529096,0,0.001996008,0.256442035,0.152621863
44,0.458292363,0.228282551,0.275881245,0,0.001996008,0.230009812,0.182411118,0.202729769,0.329943336,0,0.001996008,0.255562593,0.128349027
45,0.497225698,0.224599684,0.275903753,0,0.001996008,0.272626014,0.221321945,0.278923671,0.337715626,0,0.001996008,0.218302027,0.159510072
46,0.560474092,0.177776278,0.247081444,0,0.001996008,0.382697814,0.313392648,0.342418224,0.396790399,0,0.001996008,0.218055869,0.163683693
47,0.530812578,0.162997787,0.23464674,0,0.001996008,0.367814791,0.296165838,0.265978112,0.3692647,0,0.001996008,0.264834467,0.161547878
48,0.460570789,0.181104129,0.258729529,0,0.001996008,0.27946666,0.201841261,0.287700822,0.309304044,0,0.001996008,0.172869967,0.151266746
49,0.673900916,0.268425556,0.319462787,0,0.001996008,0.405475361,0.354438129,0.34479678,0.544601136,0,0.001996008,0.329104137,0.129299781
50,0.618181093,0.342518382,0.393255887,0,0.001996008,0.275662711,0.224925206,0.275003359,0.394853904,0,0.001996008,0.343177735,0.223327189
51,0.543525347,0.251381563,0.335212866,4,0.00998004,0.292143785,0.208312481,0.250081077,0.328085985,0,0.001996008,0.29344427,0.215439363
52,0.74178528,0.320567736,0.390411127,0,0.001996008,0.421217544,0.351374153,0.322617928,0.481774811,0,0.001996008,0.419167352,0.260010469
53,0.637099468,0.278549603,0.354217112,0,0.001996008,0.358549865,0.282882356,0.26166084,0.3836767,0,0.001996008,0.375438628,0.253422768
54,0.588168966,0.14255066,0.270453975,0,0.001996008,0.445618306,0.317714991,0.234486105,0.373815621,0,0.001996008,0.353682861,0.214353345
55,0.778806473,0.339599172,0.399755266,0,0.001996008,0.439207301,0.379051207,0.320666486,0.572299984,0,0.001996008,0.458139987,0.206506489
56,0.528549012,0.224222313,0.308640191,0,0.001996008,0.304326699,0.219908821,0.286622083,0.383286817,0,0.001996008,0.241926929,0.145262195
57,0.562172412,0.30478027,0.375337371,8,0.017964072,0.257392142,0.186835041,0.231638659,0.331392777,0,0.001996008,0.330533753,0.230779635
58,0.587076875,0.414782137,0.47080244,52,0.105788423,0.172294738,0.116274435,0.231674631,0.346996532,0,0.001996008,0.355402244,0.240080343
59,0.533550487,0.208259344,0.224177084,0,0.001996008,0.325291142,0.309373402,0.205760833,0.468690927,0,0.001996008,0.327789654,0.06485956
60,0.651395234,0.178282796,0.281291174,0,0.001996008,0.473112437,0.370104059,0.271474441,0.431276407,0,0.001996008,0.379920793,0.220118826
61,0.622394509,0.160494432,0.271090095,0,0.001996008,0.461900077,0.351304413,0.30368947,0.401414993,0,0.001996008,0.318705038,0.220979516
62,0.646655781,0.196920195,0.373841426,0,0.001996008,0.449735586,0.272814355,0.203042064,0.367370412,0,0.001996008,0.443613717,0.279285369
63,0.64595148,0.198657312,0.327557168,0,0.001996008,0.447294168,0.318394312,0.263740649,0.459474074,0,0.001996008,0.382210831,0.186477406
64,0.803547852,0.29450749,0.412952196,0,0.001996008,0.509040362,0.390595656,0.479620147,0.59898826,0,0.001996008,0.323927706,0.204559592
65,0.694945501,0.193049441,0.347848404,0,0.001996008,0.50189606,0.347097097,0.380474051,0.530128667,0,0.001996008,0.31447145,0.164816834
66,0.791271339,0.182889234,0.34566743,0,0.001996008,0.608382105,0.445603909,0.500921974,0.613894182,0,0.001996008,0.290349365,0.177377157
67,0.669048533,0.201288924,0.385047654,0,0.001996008,0.467759609,0.284000879,0.329604877,0.442452057,0,0.001996008,0.339443656,0.226596476
68,0.561520014,0.160593215,0.390563028,2,0.005988024,0.400926798,0.170956985,0.382737221,0.412101681,0,0.001996008,0.178782793,0.149418333
69,0.670815065,0.276618784,0.427713292,1,0.003992016,0.394196281,0.243101772,0.3094605,0.446799152,0,0.001996008,0.361354565,0.224015913
70,0.770352998,0.28734682,0.425237963,0,0.001996008,0.483006178,0.345115036,0.34690973,0.562035009,0,0.001996008,0.423443268,0.208317989
71,0.744144305,0.308485676,0.442497418,0,0.001996008,0.435658628,0.301646887,0.31844296,0.452592616,0,0.001996008,0.425701345,0.291551688
72,0.800312726,0.260796958,0.414762752,0,0.001996008,0.539515768,0.385549974,0.446121821,0.669652906,0,0.001996008,0.354190904,0.130659819
73,0.509459557,0.197528174,0.205860104,0,0.001996008,0.311931383,0.303599453,0.322576323,0.484364325,0,0.001996008,0.186883234,0.025095233
74,0.3947769,0.150320558,0.215009079,0,0.001996008,0.244456342,0.179767821,0.199923348,0.256197744,0,0.001996008,0.194853552,0.138579156
75,0.626734356,0.211138865,0.248477504,0,0.001996008,0.415595491,0.378256852,0.213276205,0.525423417,0,0.001996008,0.413458151,0.101310939
76,0.436346717,0.1469313,0.233625344,0,0.001996008,0.289415417,0.202721372,0.253802818,0.263512781,0,0.001996008,0.182543899,0.172833936
77,0.584131007,0.255499092,0.355298801,0,0.001996008,0.328631915,0.228832207,0.273932907,0.394577187,11,0.023952096,0.3101981,0.189553821
78,0.528549012,0.224222313,0.305845696,1,0.003992016,0.304326699,0.222703316,0.286622083,0.388483417,0,0.001996008,0.241926929,0.140065595
79,0.665721102,0.250463416,0.326502838,0,0.001996008,0.415257686,0.339218264,0.359929246,0.503877408,0,0.001996008,0.305791856,0.161843695
80,0.412525146,0.230474983,0.31726213,32,0.065868263,0.182050163,0.095263016,0.268431017,0.314461066,9,0.01996008,0.144094129,0.09806408
81,0.718448395,0.274832315,0.350984038,0,0.001996008,0.44361608,0.367464356,0.39115986,0.592455068,0,0.001996008,0.327288535,0.125993327
82,0.797260197,0.37925066,0.449056723,0,0.001996008,0.418009537,0.348203475,0.288729696,0.503389087,0,0.001996008,0.508530502,0.29387111
83,0.649053008,0.146032213,0.305319059,0,0.001996008,0.503020795,0.343733949,0.262142283,0.396626121,0,0.001996008,0.386910725,0.252426887
84,0.597203367,0.232983229,0.354192737,0,0.001996008,0.364220138,0.243010631,0.275773674,0.352778956,0,0.001996008,0.321429693,0.244424411
85,0.582464082,0.128334307,0.308561333,0,0.001996008,0.454129776,0.273902749,0.247759674,0.359187307,0,0.001996008,0.334704409,0.223276776
86,0.554048728,0.151626192,0.309065235,0,0.001996008,0.402422536,0.244983494,0.320656853,0.343211919,0,0.001996008,0.233391875,0.210836809
87,0.863367497,0.352292601,0.431907503,0,0.001996008,0.511074896,0.431459994,0.349527203,0.611754404,0,0.001996008,0.513840294,0.251613093
88,0.694364343,0.26310109,0.378913506,0,0.001996008,0.431263253,0.315450837,0.310833865,0.419281306,0,0.001996008,0.383530479,0.275083038
89,0.689205431,0.216049773,0.333119739,0,0.001996008,0.473155658,0.356085692,0.33408806,0.575212994,0,0.001996008,0.355117371,0.113992437
90,0.833728895,0.252174432,0.362657188,0,0.001996008,0.581554464,0.471071707,0.407273047,0.645291324,0,0.001996008,0.426455848,0.188437571
91,0.535286827,0.212093291,0.232717052,0,0.001996008,0.323193536,0.302569775,0.208512838,0.443768582,0,0.001996008,0.326773989,0.091518244
92,0.438385174,0.219352722,0.316281477,9,0.01996008,0.219032452,0.122103697,0.252901192,0.315754799,5,0.011976048,0.185483982,0.122630375
93,0.701263063,0.273445159,0.347697648,0,0.001996008,0.427817904,0.353565414,0.287381009,0.513883194,0,0.001996008,0.413882054,0.187379869
94,0.768133239,0.208119947,0.358587523,0,0.001996008,0.560013291,0.409545715,0.356490025,0.445605751,0,0.001996008,0.411643213,0.322527488
95,0.624236566,0.128481028,0.302558646,0,0.001996008,0.495755538,0.32167792,0.27285184,0.383685103,0,0.001996008,0.351384726,0.240551464
96,0.681388198,0.221434063,0.384207292,0,0.001996008,0.459954136,0.297180906,0.310820343,0.393552746,0,0.001996008,0.370567855,0.287835453
97,0.728318397,0.244401314,0.389659993,0,0.001996008,0.483917083,0.338658404,0.337717718,0.398565943,0,0.001996008,0.390600678,0.329752454
98,0.503542953,0.200421563,0.210982584,0,0.001996008,0.303121389,0.292560369,0.218742456,0.468091488,0,0.001996008,0.284800497,0.035451464
99,0.619353041,0.22137203,0.256893576,0,0.001996008,0.39798101,0.362459465,0.254088446,0.523086514,0,0.001996008,0.365264595,0.096266526
100,0.680764065,0.270430559,0.312127296,0,0.001996008,0.410333506,0.368636769,0.263137402,0.551123353,0,0.001996008,0.417626663,0.129640712
101,0.582176047,0.248419695,0.287927932,0,0.001996008,0.333756352,0.294248115,0.181294265,0.424505574,0,0.001996008,0.400881782,0.157670472
102,0.685399006,0.237698772,0.285191383,0,0.001996008,0.447700235,0.400207624,0.287902798,0.515748332,0,0.001996008,0.397496208,0.169650675
103,0.805771198,0.215557815,0.281767802,0,0.001996008,0.590213383,0.524003396,0.371006747,0.729841449,0,0.001996008,0.434764451,0.075929749
104,0.676217484,0.284290488,0.3375802,0,0.001996008,0.391926996,0.338637284,0.350959965,0.456404439,0,0.001996008,0.325257519,0.219813045
105,0.548719896,0.249079657,0.309807196,0,0.001996008,0.299640239,0.2389127,0.30821102,0.423687722,1,0.003992016,0.240508875,0.125032173
106,0.524780497,0.198260869,0.306580539,0,0.001996008,0.326519629,0.218199959,0.238358938,0.279155424,0,0.001996008,0.286421559,0.245625074
107,0.444616344,0.152115069,0.267413199,0,0.001996008,0.292501274,0.177203145,0.316081483,0.331898529,0,0.001996008,0.128534861,0.112717815
108,0.788032059,0.251665788,0.326978378,0,0.001996008,0.536366271,0.461053681,0.430089811,0.658570151,0,0.001996008,0.357942248,0.129461909
109,0.417790266,0.187341788,0.297516604,5,0.011976048,0.230448478,0.120273662,0.256401654,0.275335857,0,0.001996008,0.161388612,0.142454409
110,0.651968592,0.219068388,0.311486335,0,0.001996008,0.432900204,0.340482257,0.374842945,0.504254643,0,0.001996008,0.277125647,0.147713948
111,0.588403211,0.185077883,0.319381841,0,0.001996008,0.403325328,0.26902137,0.301875157,0.382190855,0,0.001996008,0.286528055,0.206212356
112,0.824346546,0.307942053,0.401253849,0,0.001996008,0.516404494,0.423092698,0.399061301,0.602454484,0,0.001996008,0.425285245,0.221892063
113,0.732184067,0.169797177,0.315894484,0,0.001996008,0.56238689,0.416289583,0.507193125,0.604936804,0,0.001996008,0.224990942,0.127247263
114,0.6323237,0.187774634,0.387993101,0,0.001996008,0.444549066,0.244330599,0.265400442,0.417030777,0,0.001996008,0.366923258,0.215292924
115,0.522411784,0.203576244,0.217477262,0,0.001996008,0.31883554,0.304934521,0.255621198,0.483450357,0,0.001996008,0.266790586,0.038961427
116,0.507108827,0.214466346,0.255689313,0,0.001996008,0.292642481,0.251419514,0.204969034,0.355880129,0,0.001996008,0.302139793,0.151228698
117,0.65927628,0.270664488,0.313784091,0,0.001996008,0.388611793,0.345492189,0.207372422,0.522888187,0,0.001996008,0.451903858,0.136388093
118,0.520936502,0.206658969,0.261569134,0,0.001996008,0.314277534,0.259367369,0.234301091,0.365004028,0,0.001996008,0.286635411,0.155932474
119,0.809622699,0.228110085,0.291082258,0,0.001996008,0.581512614,0.518540441,0.412145239,0.709019174,0,0.001996008,0.39747746,0.100603524
120,0.623102957,0.179377915,0.261625339,0,0.001996008,0.443725042,0.361477618,0.285007296,0.500714254,0,0.001996008,0.338095661,0.122388703
121,0.703558245,0.292373583,0.378711059,0,0.001996008,0.411184662,0.324847186,0.318778451,0.421001122,0,0.001996008,0.384779794,0.282557124
122,0.671307513,0.2154057,0.327797452,0,0.001996008,0.455901813,0.34351006,0.299724011,0.420394444,0,0.001996008,0.371583502,0.250913068
123,0.492360826,0.176941341,0.339076526,3,0.007984032,0.315419486,0.1532843,0.310728791,0.342153999,0,0.001996008,0.181632036,0.150206827
124,0.837231543,0.374996283,0.477058042,0,0.001996008,0.46223526,0.360173501,0.325673921,0.564156082,0,0.001996008,0.511557622,0.273075461
125,0.814761116,0.245728023,0.37926162,0,0.001996008,0.569033093,0.435499496,0.410284316,0.645654964,0,0.001996008,0.4044768,0.169106152
126,0.62243207,0.180799323,0.385937572,0,0.001996008,0.441632747,0.236494498,0.335124608,0.422461748,1,0.003992016,0.287307462,0.199970323
127,0.752602589,0.302462899,0.439758198,0,0.001996008,0.45013969,0.312844391,0.352020747,0.555197667,0,0.001996008,0.400581843,0.197404922
128,0.800577451,0.212724285,0.365499563,0,0.001996008,0.587853166,0.435077888,0.392612584,0.68826935,0,0.001996008,0.407964867,0.1123081
129,0.708853009,0.150033108,0.374368065,0,0.001996008,0.558819902,0.334484945,0.399378712,0.44207715,0,0.001996008,0.309474297,0.266775859
130,0.617097619,0.216151697,0.256477504,0,0.001996008,0.400945922,0.360620115,0.258866639,0.522406186,0,0.001996008,0.35823098,0.094691432
131,0.732975684,0.222009848,0.344620591,0,0.001996008,0.510965836,0.388355094,0.321160567,0.521027731,0,0.001996008,0.411815118,0.211947953
132,0.704222428,0.217378801,0.384671081,0,0.001996008,0.486843628,0.319551348,0.295967538,0.401855866,0,0.001996008,0.408254891,0.302366562
133,0.490792829,0.203529942,0.215938211,0,0.001996008,0.287262886,0.274854618,0.227556688,0.451440052,0,0.001996008,0.26323614,0.039352776
134,0.70010069,0.311073445,0.342982208,0,0.001996008,0.389027244,0.357118482,0.188187075,0.491809462,0,0.001996008,0.511913615,0.208291227
135,0.582278954,0.233457508,0.288890292,0,0.001996008,0.348821446,0.293388662,0.234906808,0.363189755,0,0.001996008,0.347372147,0.219089199
136,0.701010929,0.287776255,0.326607092,0,0.001996008,0.413234673,0.374403837,0.247052678,0.516878269,0,0.001996008,0.45395825,0.18413266
137,0.527458047,0.259480047,0.330472877,1,0.003992016,0.267978,0.19698517,0.218080413,0.28708504,0,0.001996008,0.309377634,0.240373007
138,0.680825186,0.295008191,0.355350454,0,0.001996008,0.385816994,0.325474731,0.265703199,0.508529234,0,0.001996008,0.415121987,0.172295952
139,0.59339822,0.180304119,0.265504527,0,0.001996008,0.413094101,0.327893693,0.308193302,0.429311638,0,0.001996008,0.285204918,0.164086582
140,0.657495448,0.148408396,0.249287255,0,0.001996008,0.509087052,0.408208193,0.359485064,0.475445175,0,0.001996008,0.298010384,0.182050273
141,0.491803308,0.160651929,0.278710661,0,0.001996008,0.331151379,0.213092647,0.28186936,0.338061128,0,0.001996008,0.209933949,0.15374218
142,0.734688034,0.308473679,0.399574062,0,0.001996008,0.426214356,0.335113973,0.341319367,0.455230739,0,0.001996008,0.393368667,0.279457295
143,0.624353144,0.244166627,0.352118215,0,0.001996008,0.380186518,0.27223493,0.239741145,0.3759828,0,0.001996008,0.384612,0.248370345
144,0.723908437,0.277465496,0.384935097,0,0.001996008,0.446442942,0.33897334,0.285768585,0.426358723,0,0.001996008,0.438139852,0.297549714
145,0.560226816,0.227110869,0.394969779,6,0.013972056,0.333115947,0.165257037,0.308456601,0.446557371,43,0.087824351,0.251770214,0.113669444
146,0.73102172,0.333004364,0.448936311,0,0.001996008,0.398017356,0.282085409,0.322540455,0.438228262,0,0.001996008,0.408481265,0.292793458
147,0.771204027,0.432314663,0.513827645,1,0.003992016,0.338889364,0.257376382,0.304147892,0.454404647,0,0.001996008,0.467056135,0.31679938
148,0.714596822,0.2716835,0.396858871,0,0.001996008,0.442913322,0.317737951,0.311526374,0.45436553,0,0.001996008,0.403070448,0.260231292
149,0.741588454,0.212785778,0.379447692,0,0.001996008,0.528802676,0.362140763,0.428838812,0.497632534,0,0.001996008,0.312749642,0.243955921
150,0.81075008,0.279396586,0.426983452,0,0.001996008,0.531353494,0.383766628,0.318343417,0.584720864,0,0.001996008,0.492406664,0.226029217
151,0.840536716,0.341088749,0.468212053,0,0.001996008,0.499447967,0.372324663,0.332919967,0.583169805,0,0.001996008,0.507616749,0.257366911
152,0.740561053,0.182190434,0.406958414,0,0.001996008,0.558370619,0.333602639,0.377999912,0.43327035,0,0.001996008,0.362561141,0.307290703
153,0.779272368,0.307673819,0.444979198,0,0.001996008,0.47159855,0.33429317,0.353760765,0.533703883,0,0.001996008,0.425511603,0.245568486
154,0.4841836,0.201154467,0.211530406,0,0.001996008,0.283029133,0.272653194,0.208315557,0.451770288,0,0.001996008,0.275868043,0.032413313
155,0.481672996,0.23231876,0.256514131,0,0.001996008,0.249354235,0.225158865,0.178901039,0.370443445,0,0.001996008,0.302771956,0.111229551
156,0.518765586,0.170021979,0.206777998,0,0.001996008,0.348743608,0.311987589,0.270895083,0.408564594,0,0.001996008,0.247870503,0.110200992
157,0.58384664,0.247525171,0.29199174,0,0.001996008,0.336321469,0.2918549,0.218890084,0.474978804,0,0.001996008,0.364956556,0.108867836
158,0.534115156,0.190549493,0.252445111,0,0.001996008,0.343565663,0.281670045,0.313220367,0.412606142,0,0.001996008,0.220894789,0.121509014
159,0.524041368,0.212751339,0.281840456,0,0.001996008,0.31129003,0.242200912,0.258800687,0.342721576,0,0.001996008,0.265240682,0.181319792
160,0.426584329,0.143229472,0.246829768,0,0.001996008,0.283354857,0.179754561,0.282806797,0.325781887,1,0.003992016,0.143777532,0.100802441
161,0.692128995,0.136064486,0.254646065,0,0.001996008,0.556064509,0.43748293,0.323959716,0.430009108,0,0.001996008,0.368169279,0.262119887
162,0.52444232,0.18330291,0.299615212,0,0.001996008,0.34113941,0.224827108,0.349522298,0.365031168,0,0.001996008,0.174920022,0.159411152
163,0.670826581,0.257326188,0.333503436,0,0.001996008,0.413500393,0.337323146,0.269946214,0.522786097,0,0.001996008,0.400880367,0.148040484
164,0.474897396,0.24684156,0.342605664,11,0.023952096,0.228055836,0.132291732,0.215037441,0.306641736,0,0.001996008,0.259859955,0.16825566
165,0.694819642,0.262577141,0.343448331,0,0.001996008,0.432242501,0.35137131,0.277710971,0.532198899,0,0.001996008,0.417108671,0.162620742
166,0.70035747,0.174462403,0.28552378,0,0.001996008,0.525895067,0.41483369,0.3422283,0.522112157,0,0.001996008,0.35812917,0.178245313
167,0.638601663,0.218320838,0.342847444,0,0.001996008,0.420280824,0.295754218,0.245488155,0.432582243,0,0.001996008,0.393113508,0.20601942
168,0.78845648,0.238097538,0.367954065,0,0.001996008,0.550358942,0.420502415,0.436003213,0.625274141,0,0.001996008,0.352453267,0.163182339
169,0.60172002,0.223136232,0.415563667,3,0.007984032,0.378583788,0.186156353,0.264153451,0.362046416,0,0.001996008,0.337566569,0.239673604
170,0.630431737,0.202046687,0.390090656,0,0.001996008,0.428385049,0.240341081,0.320086371,0.390487151,0,0.001996008,0.310345366,0.239944585
171,0.815611106,0.238734942,0.392037095,0,0.001996008,0.576876164,0.423574011,0.381252014,0.682355825,0,0.001996008,0.434359092,0.133255281
172,0.770422634,0.216713911,0.388757774,0,0.001996008,0.553708723,0.38166486,0.362928489,0.569022551,0,0.001996008,0.407494145,0.201400083
173,0.74430592,0.198381353,0.384292163,0,0.001996008,0.545924567,0.360013757,0.344236601,0.489750942,0,0.001996008,0.400069319,0.254554978
174,0.51805259,0.207056864,0.22342567,0,0.001996008,0.310995727,0.29462692,0.20756301,0.47034373,0,0.001996008,0.31048958,0.04770886
175,0.526560178,0.25527714,0.279615303,0,0.001996008,0.271283038,0.246944875,0.257656052,0.374776961,0,0.001996008,0.268904125,0.151783217
176,0.501378382,0.192788739,0.245159538,0,0.001996008,0.308589642,0.256218844,0.250559563,0.382640622,0,0.001996008,0.250818819,0.118737759
177,0.512092475,0.20862493,0.308000163,0,0.001996008,0.303467545,0.204092312,0.225231963,0.340388139,1,0.003992016,0.286860512,0.171704336
178,0.464736643,0.273845452,0.334419668,7,0.015968064,0.190891191,0.130316975,0.19691467,0.302746196,0,0.001996008,0.267821973,0.161990447
179,0.647902702,0.204787154,0.26868823,0,0.001996008,0.443115548,0.379214472,0.249911942,0.394626183,0,0.001996008,0.39799076,0.253276519
180,0.696706721,0.336230266,0.393446865,0,0.001996008,0.360476455,0.303259856,0.228575407,0.440704646,0,0.001996008,0.468131313,0.256002074
181,0.839241132,0.229303318,0.304015791,0,0.001996008,0.609937815,0.535225341,0.333376416,0.750593169,0,0.001996008,0.505864716,0.088647964
182,0.650248892,0.264294113,0.358177112,0,0.001996008,0.385954778,0.292071779,0.272186137,0.408658789,0,0.001996008,0.378062755,0.241590102
183,0.741430464,0.216851849,0.32338163,0,0.001996008,0.524578615,0.418048834,0.309867251,0.576489022,0,0.001996008,0.431563213,0.164941442
184,0.702211658,0.223708003,0.337912167,0,0.001996008,0.478503655,0.364299491,0.364436561,0.518231833,0,0.001996008,0.337775097,0.183979825
185,0.596535666,0.280706034,0.379642768,4,0.00998004,0.315829633,0.216892899,0.284335208,0.412007849,0,0.001996008,0.312200458,0.184527818
186,0.677844406,0.163674276,0.336718463,0,0.001996008,0.514170131,0.341125943,0.385741408,0.478841168,0,0.001996008,0.292102998,0.199003238
