Regulon_ID,HRFrench,Cox-p-valueFrench
2204,5.774946427,7.70E-09
2419,-5.773066534,7.78E-09
473,5.773033923,7.79E-09
1565,-5.772674923,7.80E-09
3277,5.768358231,8.00E-09
1226,5.76506345,8.16E-09
1650,5.755914998,8.62E-09
857,5.753875947,8.72E-09
694,5.746302925,9.12E-09
1222,5.745710639,9.15E-09
3238,5.741119863,9.41E-09
1124,-5.739061477,9.52E-09
835,-5.735215159,9.74E-09
1596,5.734453246,9.78E-09
2908,5.732024078,9.92E-09
1177,-5.731309393,9.97E-09
3063,-5.725805982,1.03E-08
3331,5.715315307,1.10E-08
3670,-5.714386748,1.10E-08
1202,-5.711730521,1.12E-08
370,5.707014893,1.15E-08
285,5.70613538,1.16E-08
1636,5.705590608,1.16E-08
800,5.704766616,1.17E-08
250,5.704699733,1.17E-08
848,5.703623993,1.17E-08
3100,-5.702309737,1.18E-08
158,5.702100325,1.18E-08
2321,5.698859717,1.21E-08
1272,5.697948484,1.21E-08
330,5.695144657,1.23E-08
1328,5.693360928,1.25E-08
3654,5.690296067,1.27E-08
2723,-5.689654879,1.27E-08
3545,5.689123022,1.28E-08
2625,5.688282209,1.28E-08
3186,-5.687210622,1.29E-08
1714,5.682942953,1.32E-08
1980,5.674405193,1.39E-08
3755,5.673404733,1.40E-08
3601,-5.667991506,1.44E-08
1157,5.66434923,1.48E-08
1614,-5.66112852,1.50E-08
1889,-5.660286248,1.51E-08
1645,5.659419994,1.52E-08
1680,-5.659031118,1.52E-08
880,5.658983114,1.52E-08
1331,5.65738104,1.54E-08
3120,5.650066786,1.60E-08
1796,5.648667052,1.62E-08
1007,-5.646439647,1.64E-08
172,5.64506719,1.65E-08
1302,5.644940246,1.65E-08
1012,5.64460439,1.66E-08
3548,5.637843793,1.72E-08
629,5.634995573,1.75E-08
2362,-5.633889611,1.76E-08
548,5.63345097,1.77E-08
827,5.631395776,1.79E-08
2206,5.625003383,1.86E-08
3522,5.621849754,1.89E-08
215,5.620561387,1.90E-08
3532,-5.61998271,1.91E-08
508,-5.615948227,1.95E-08
2482,5.615883892,1.96E-08
152,5.612620828,1.99E-08
2332,5.610159065,2.02E-08
61,5.604178445,2.09E-08
1782,5.597622524,2.17E-08
3028,5.595842042,2.20E-08
1727,5.59488341,2.21E-08
630,5.594258881,2.22E-08
2858,5.58709846,2.31E-08
393,5.585292444,2.33E-08
2594,-5.57768923,2.44E-08
2279,5.574987485,2.48E-08
249,-5.572920957,2.51E-08
3067,-5.572445689,2.51E-08
506,5.568738825,2.57E-08
1373,5.560692399,2.69E-08
9,5.559103045,2.71E-08
657,5.558765949,2.72E-08
2660,5.556026466,2.76E-08
2907,5.552385402,2.82E-08
2038,5.546735283,2.91E-08
3640,5.543915187,2.96E-08
1165,-5.53241501,3.16E-08
3622,5.531909045,3.17E-08
555,5.530040876,3.20E-08
357,5.527445239,3.25E-08
1404,5.51826774,3.42E-08
3079,-5.515029024,3.49E-08
1355,5.513847809,3.51E-08
1583,5.513847809,3.51E-08
2424,5.513847809,3.51E-08
456,5.513847809,3.51E-08
450,5.51339491,3.52E-08
560,-5.511750296,3.55E-08
102,5.511148561,3.56E-08
1798,-5.50227167,3.75E-08
334,-5.499562843,3.81E-08
556,5.497902688,3.84E-08
1317,5.497209571,3.86E-08
3023,-5.495098185,3.90E-08
1891,-5.494857689,3.91E-08
2597,5.490999874,4.00E-08
685,-5.490967028,4.00E-08
725,5.490160781,4.02E-08
1656,5.487229113,4.08E-08
2420,5.484018205,4.16E-08
3328,5.48399011,4.16E-08
160,5.481492557,4.22E-08
3169,5.476222951,4.35E-08
3062,5.475476833,4.36E-08
13,5.466391104,4.59E-08
2661,5.463092053,4.68E-08
1788,-5.461995264,4.71E-08
392,5.459018803,4.79E-08
536,5.45695321,4.84E-08
109,5.454167154,4.92E-08
2325,5.451655298,4.99E-08
28,5.45158444,4.99E-08
541,5.446986249,5.12E-08
3284,5.441596837,5.28E-08
1485,5.433652361,5.52E-08
65,5.432215662,5.57E-08
1527,-5.43198871,5.57E-08
3749,-5.428446988,5.68E-08
2337,5.42797346,5.70E-08
802,-5.426642967,5.74E-08
2996,-5.426136941,5.76E-08
2946,5.422493942,5.88E-08
3512,5.42167127,5.90E-08
1591,5.417508464,6.04E-08
3700,5.417508464,6.04E-08
1003,-5.406915066,6.41E-08
1646,5.406769055,6.42E-08
4,5.405120512,6.48E-08
662,5.400256521,6.65E-08
2404,5.396842952,6.78E-08
1063,5.39292526,6.93E-08
3390,5.391278567,7.00E-08
321,5.388626837,7.10E-08
3189,5.388351092,7.11E-08
1530,5.380836917,7.41E-08
655,5.378344622,7.52E-08
623,5.371613254,7.80E-08
3123,5.37135704,7.81E-08
259,-5.363662483,8.16E-08
1870,-5.360348092,8.31E-08
1095,5.354262465,8.59E-08
1318,5.352948811,8.65E-08
235,5.35213642,8.69E-08
1275,5.349672918,8.81E-08
3182,-5.3471779,8.93E-08
3386,5.34606916,8.99E-08
1664,-5.343456908,9.12E-08
1016,-5.342157514,9.18E-08
3303,5.337546577,9.42E-08
378,5.33283652,9.67E-08
413,5.32937031,9.86E-08
2283,-5.32805063,9.93E-08
1299,5.322082176,1.03E-07
3276,-5.317098724,1.05E-07
732,5.312255892,1.08E-07
212,5.303279889,1.14E-07
3581,-5.300839932,1.15E-07
1375,5.292938591,1.20E-07
3381,-5.292543682,1.21E-07
1166,-5.292284209,1.21E-07
2524,-5.289222197,1.23E-07
1605,-5.286547402,1.25E-07
3163,5.285193826,1.26E-07
527,5.281102755,1.28E-07
154,5.281041041,1.28E-07
411,5.27959653,1.29E-07
168,5.277074837,1.31E-07
3178,5.276628663,1.32E-07
3689,5.275498288,1.32E-07
10,5.269932524,1.36E-07
133,5.269200119,1.37E-07
402,5.268390799,1.38E-07
1532,5.266871226,1.39E-07
2418,-5.266324005,1.39E-07
355,5.265726908,1.40E-07
1282,5.265029227,1.40E-07
2276,5.264945641,1.40E-07
173,5.262400751,1.42E-07
728,5.261581651,1.43E-07
730,5.259344051,1.45E-07
98,5.257447993,1.46E-07
50,5.25462285,1.48E-07
3587,5.252004775,1.50E-07
542,5.250416902,1.52E-07
1090,-5.246290538,1.55E-07
418,5.244840952,1.56E-07
3072,5.237426432,1.63E-07
1099,-5.236811029,1.63E-07
1228,5.232656572,1.67E-07
652,5.231522822,1.68E-07
220,5.229491621,1.70E-07
2160,5.229224463,1.70E-07
1400,5.221350261,1.78E-07
1494,5.221350261,1.78E-07
3556,5.221350261,1.78E-07
3681,5.221350261,1.78E-07
3271,5.219077123,1.80E-07
3449,-5.217995872,1.81E-07
1669,-5.216742114,1.82E-07
1123,5.216564638,1.82E-07
3355,-5.216385503,1.82E-07
208,5.215808573,1.83E-07
3698,5.215698894,1.83E-07
25,-5.209630019,1.89E-07
3065,-5.203704768,1.95E-07
3150,5.200443233,1.99E-07
231,5.199773727,2.00E-07
73,5.19370087,2.06E-07
2166,5.192185818,2.08E-07
1187,-5.186503872,2.14E-07
940,-5.184665693,2.16E-07
1394,-5.184609629,2.16E-07
202,5.18420473,2.17E-07
2426,5.18334866,2.18E-07
190,5.183270719,2.18E-07
3073,-5.183157244,2.18E-07
1023,5.177594161,2.25E-07
196,-5.177265513,2.25E-07
3647,5.1751696,2.28E-07
3727,-5.175056799,2.28E-07
59,5.17366438,2.30E-07
3106,5.170065364,2.34E-07
281,5.168932376,2.35E-07
1053,5.168630938,2.36E-07
2994,5.167351952,2.37E-07
2861,5.167203515,2.38E-07
3166,-5.16676472,2.38E-07
1362,5.164497754,2.41E-07
676,5.161376422,2.45E-07
2505,5.160034353,2.47E-07
3455,5.158213392,2.49E-07
1571,5.153800013,2.55E-07
1346,5.149112979,2.62E-07
665,5.146928994,2.65E-07
317,5.138634251,2.77E-07
3377,5.133684345,2.84E-07
1253,-5.128409175,2.92E-07
149,5.127909645,2.93E-07
3312,5.127790682,2.93E-07
886,-5.119078653,3.07E-07
3211,-5.117840429,3.09E-07
640,5.108120048,3.25E-07
333,-5.10689022,3.28E-07
767,5.103865803,3.33E-07
34,5.10175539,3.37E-07
2523,-5.10125076,3.37E-07
558,-5.096321044,3.46E-07
1558,-5.095361773,3.48E-07
2357,5.092326879,3.54E-07
3633,5.09151676,3.55E-07
3422,5.09119554,3.56E-07
3057,5.090575542,3.57E-07
1245,5.09054502,3.57E-07
700,5.083358993,3.71E-07
544,5.082569294,3.72E-07
2887,-5.082189354,3.73E-07
836,5.081606757,3.74E-07
549,5.070606846,3.97E-07
787,5.067848926,4.02E-07
498,5.066813309,4.05E-07
2530,5.060508511,4.18E-07
457,5.059701894,4.20E-07
1942,-5.059168573,4.21E-07
2629,5.059125928,4.21E-07
2960,5.057283717,4.25E-07
1522,5.053157359,4.35E-07
427,5.049318251,4.43E-07
1514,5.047129781,4.48E-07
1830,5.045554492,4.52E-07
3112,5.044545514,4.55E-07
2957,5.04171188,4.61E-07
1161,5.038540357,4.69E-07
1313,5.038142428,4.70E-07
234,-5.037637459,4.71E-07
1433,5.037602643,4.71E-07
296,5.036451822,4.74E-07
1208,5.03616211,4.75E-07
2899,-5.03581909,4.76E-07
325,5.033534903,4.82E-07
3625,5.032425086,4.84E-07
469,5.031620057,4.86E-07
2446,5.030498904,4.89E-07
24,5.030473125,4.89E-07
2664,5.030222334,4.90E-07
2655,-5.030104941,4.90E-07
3579,-5.030064545,4.90E-07
139,5.02949443,4.92E-07
3126,5.029412256,4.92E-07
1996,5.025986341,5.01E-07
291,5.024952996,5.04E-07
436,5.024109104,5.06E-07
2977,-5.021872996,5.12E-07
2112,5.019427787,5.18E-07
776,5.017907167,5.22E-07
1946,5.017408849,5.24E-07
1577,-5.013738782,5.34E-07
3104,-5.011588517,5.40E-07
1721,5.004119873,5.61E-07
1105,5.004119873,5.61E-07
738,-5.003811989,5.62E-07
3241,5.003177328,5.64E-07
1737,-5.002209262,5.67E-07
2092,4.994916465,5.89E-07
2089,4.994747381,5.89E-07
2416,4.990572155,6.02E-07
734,4.987333899,6.12E-07
1351,4.981571068,6.31E-07
1192,-4.977905301,6.43E-07
210,4.977634254,6.44E-07
2844,4.977634254,6.44E-07
3729,4.976557588,6.47E-07
31,4.967309096,6.79E-07
395,4.966992975,6.80E-07
796,4.964176573,6.90E-07
1552,4.963309415,6.93E-07
1457,4.960857643,7.02E-07
3649,-4.956383569,7.18E-07
512,4.955267152,7.22E-07
914,4.954216397,7.26E-07
2521,4.952604325,7.32E-07
1179,4.951033085,7.38E-07
1578,4.945573767,7.59E-07
63,-4.94354809,7.67E-07
3103,-4.94251524,7.71E-07
3031,4.939151145,7.85E-07
505,4.93674835,7.94E-07
115,4.936514454,7.95E-07
628,4.934027579,8.06E-07
2842,4.934027579,8.06E-07
3157,4.93200735,8.14E-07
217,4.92954946,8.24E-07
1402,4.929003743,8.26E-07
1054,4.92053296,8.63E-07
999,-4.919379986,8.68E-07
3646,-4.918864462,8.70E-07
1301,4.915155238,8.87E-07
892,-4.914892562,8.88E-07
119,4.910720202,9.07E-07
290,4.907180138,9.24E-07
2592,-4.904336753,9.37E-07
3311,4.902947482,9.44E-07
55,4.897218864,9.72E-07
2287,4.892413921,9.96E-07
480,4.890153135,1.01E-06
845,-4.884039874,1.04E-06
921,4.880312803,1.06E-06
953,-4.879455165,1.06E-06
3064,-4.879182805,1.07E-06
2909,4.87633623,1.08E-06
1059,-4.872039971,1.10E-06
286,4.867108826,1.13E-06
1174,4.865574367,1.14E-06
713,4.865432164,1.14E-06
1785,4.864350869,1.15E-06
1990,4.862585526,1.16E-06
493,4.861422913,1.17E-06
1254,-4.859915729,1.17E-06
2383,4.859548893,1.18E-06
2441,-4.858513747,1.18E-06
244,4.85763212,1.19E-06
3433,-4.855033204,1.20E-06
2045,-4.854535052,1.21E-06
3359,-4.851793812,1.22E-06
1246,4.85069419,1.23E-06
3591,4.849624936,1.24E-06
1652,4.846733861,1.26E-06
443,4.842450986,1.28E-06
2726,4.840607799,1.29E-06
3314,-4.839808011,1.30E-06
1488,4.839437204,1.30E-06
1227,4.83008817,1.36E-06
2335,4.828261526,1.38E-06
454,4.825781613,1.39E-06
811,4.825781613,1.39E-06
2885,4.823189376,1.41E-06
3574,4.821990065,1.42E-06
889,4.820498915,1.43E-06
3459,4.817474721,1.45E-06
883,4.816158585,1.46E-06
166,4.813375168,1.48E-06
1581,-4.80819673,1.52E-06
1588,4.80280255,1.56E-06
3547,-4.798981873,1.59E-06
2891,4.794672936,1.63E-06
197,-4.793604297,1.64E-06
1626,4.791852643,1.65E-06
1405,-4.791335508,1.66E-06
2487,-4.78890405,1.68E-06
3659,4.782322276,1.73E-06
1748,4.781301566,1.74E-06
664,4.780952118,1.74E-06
2201,4.77747714,1.78E-06
1032,4.77391477,1.81E-06
1677,-4.773886762,1.81E-06
528,4.770951546,1.83E-06
1440,4.763417386,1.90E-06
111,4.760359299,1.93E-06
624,4.760081816,1.94E-06
84,4.759306828,1.94E-06
1445,4.752646628,2.01E-06
847,-4.752216322,2.01E-06
495,-4.749270979,2.04E-06
1369,4.747950612,2.05E-06
3234,4.746824526,2.07E-06
1955,4.745636427,2.08E-06
359,-4.739978569,2.14E-06
1233,4.738755059,2.15E-06
1564,-4.727849227,2.27E-06
1492,4.714391035,2.42E-06
3477,-4.710693305,2.47E-06
2046,4.707808323,2.50E-06
2835,4.706433897,2.52E-06
2833,4.701745531,2.58E-06
3453,4.698774906,2.62E-06
1238,4.697982468,2.63E-06
2427,4.697171422,2.64E-06
1512,4.690929823,2.72E-06
1111,4.689676475,2.74E-06
417,4.682714081,2.83E-06
1073,4.682142584,2.84E-06
1129,-4.680270594,2.86E-06
740,-4.67985485,2.87E-06
716,4.678420534,2.89E-06
663,4.673266526,2.96E-06
141,4.673003353,2.97E-06
3206,-4.670692626,3.00E-06
2164,4.670500148,3.00E-06
3418,4.669618237,3.02E-06
1352,4.667921638,3.04E-06
2470,4.660618399,3.15E-06
384,4.659748673,3.17E-06
389,4.65339446,3.27E-06
1395,4.643428616,3.43E-06
2556,-4.643154687,3.43E-06
3703,4.63953097,3.49E-06
1110,-4.63397734,3.59E-06
1643,4.63338993,3.60E-06
369,4.623261692,3.78E-06
2039,4.622939289,3.78E-06
2716,4.619758942,3.84E-06
870,-4.61942937,3.85E-06
2901,4.618607919,3.86E-06
2328,-4.614594942,3.94E-06
3558,-4.613637232,3.96E-06
557,4.610179934,4.02E-06
1726,4.607957327,4.07E-06
2086,4.605078879,4.12E-06
1632,4.604235155,4.14E-06
2363,-4.596016572,4.31E-06
1448,-4.591985716,4.39E-06
57,4.589079574,4.45E-06
2836,4.589079574,4.45E-06
3213,4.588179501,4.47E-06
2358,4.583862895,4.56E-06
1265,4.576629008,4.73E-06
3609,-4.5740746,4.78E-06
252,4.572259238,4.82E-06
1446,4.567965914,4.92E-06
1949,-4.562420669,5.06E-06
1871,4.555850457,5.22E-06
515,4.553188914,5.28E-06
3243,4.552567048,5.30E-06
1039,4.55210024,5.31E-06
3198,-4.55187011,5.32E-06
3358,-4.549277766,5.38E-06
16,-4.548665897,5.40E-06
3075,4.546138233,5.46E-06
2731,4.54601507,5.47E-06
1130,4.544541047,5.51E-06
1665,-4.53952102,5.64E-06
2942,4.527872717,5.96E-06
437,4.523497355,6.08E-06
1077,-4.517276395,6.26E-06
2713,4.507285503,6.57E-06
1305,4.504081524,6.67E-06
769,4.501444468,6.75E-06
1725,4.496733836,6.90E-06
440,4.491626832,7.07E-06
214,4.491572421,7.07E-06
1183,-4.48510579,7.29E-06
864,4.484927574,7.29E-06
1740,4.483199674,7.35E-06
3029,4.482802602,7.37E-06
3511,-4.481536219,7.41E-06
894,4.46155951,8.14E-06
2549,4.46104196,8.16E-06
80,4.454877397,8.39E-06
1589,4.447422103,8.69E-06
2959,4.442493639,8.89E-06
683,-4.435816467,9.17E-06
103,4.431736814,9.35E-06
3352,4.430976055,9.38E-06
2476,4.425534478,9.62E-06
2458,4.420208597,9.86E-06
1790,4.419307743,9.90E-06
1746,-4.417668162,9.98E-06
3598,4.416553359,1.00E-05
3190,4.41628827,1.00E-05
1185,-4.413139287,1.02E-05
3742,4.412315748,1.02E-05
3436,4.402734717,1.07E-05
1592,-4.390556468,1.13E-05
328,-4.385111358,1.16E-05
3531,-4.383085316,1.17E-05
3631,4.378708168,1.19E-05
3534,-4.378666943,1.19E-05
326,4.378191786,1.20E-05
3643,-4.37506413,1.21E-05
2322,-4.374316404,1.22E-05
1953,4.372386887,1.23E-05
833,4.369764336,1.24E-05
3523,4.369764336,1.24E-05
511,-4.367777296,1.26E-05
3005,-4.363837193,1.28E-05
3054,-4.359242684,1.31E-05
3240,4.357517387,1.32E-05
1115,-4.356612094,1.32E-05
3665,4.348496526,1.37E-05
2722,4.34358201,1.40E-05
3026,4.339328533,1.43E-05
2983,4.338908338,1.43E-05
1518,4.328082222,1.50E-05
3365,-4.327733877,1.51E-05
216,4.324605393,1.53E-05
801,4.319962049,1.56E-05
1329,4.307320891,1.65E-05
944,4.300000302,1.71E-05
2843,4.297385332,1.73E-05
3022,4.295321081,1.74E-05
256,4.289159674,1.79E-05
447,4.289135313,1.79E-05
2463,-4.287145044,1.81E-05
2408,-4.287081625,1.81E-05
1668,4.275421331,1.91E-05
198,-4.269948894,1.96E-05
919,-4.267469286,1.98E-05
1084,4.265442182,2.00E-05
2646,-4.261859172,2.03E-05
2409,-4.261825326,2.03E-05
1168,-4.258886263,2.05E-05
1335,4.249350914,2.14E-05
3533,-4.243045023,2.21E-05
954,-4.236749161,2.27E-05
3663,-4.235111758,2.28E-05
895,-4.225052637,2.39E-05
3623,4.224934194,2.39E-05
2916,4.224713088,2.39E-05
373,-4.223050429,2.41E-05
1431,4.222415248,2.42E-05
1285,-4.219728191,2.45E-05
933,4.21684654,2.48E-05
1293,-4.21576856,2.49E-05
1833,4.214960991,2.50E-05
1085,-4.210926543,2.54E-05
1994,4.20051281,2.66E-05
1957,-4.199114393,2.68E-05
1291,4.188291836,2.81E-05
1776,-4.172147213,3.02E-05
72,4.166217688,3.10E-05
1294,4.164270312,3.12E-05
1715,4.163321379,3.14E-05
631,4.162905696,3.14E-05
428,4.162843726,3.14E-05
1655,4.151540659,3.30E-05
2714,4.147677182,3.36E-05
1374,4.14579791,3.39E-05
961,-4.145468182,3.39E-05
2915,-4.144412211,3.41E-05
35,4.137499543,3.51E-05
2588,-4.134266049,3.56E-05
2461,4.134071343,3.56E-05
106,-4.124694613,3.71E-05
2163,4.116163016,3.85E-05
3119,4.115343827,3.87E-05
2273,4.108708967,3.98E-05
3051,4.108349098,3.98E-05
1277,4.106100732,4.02E-05
2884,-4.104765394,4.05E-05
3494,4.103002632,4.08E-05
564,-4.097994568,4.17E-05
105,4.093087512,4.26E-05
2939,4.092867974,4.26E-05
1713,-4.089209672,4.33E-05
2525,4.08331723,4.44E-05
2911,4.081551764,4.47E-05
36,4.078481813,4.53E-05
1350,4.077630603,4.55E-05
3185,4.075146891,4.60E-05
142,4.071862925,4.66E-05
2712,4.071045994,4.68E-05
1076,-4.064934134,4.80E-05
1160,4.059033876,4.93E-05
1297,4.057897623,4.95E-05
932,-4.045832258,5.21E-05
2949,4.038067527,5.39E-05
2943,4.026294149,5.67E-05
1607,-4.026250228,5.67E-05
1004,4.02589282,5.68E-05
2175,4.025511383,5.69E-05
645,4.023384612,5.74E-05
3763,4.014796862,5.95E-05
2385,4.009989519,6.07E-05
2412,4.002586188,6.27E-05
122,3.998931379,6.36E-05
2914,3.998171936,6.38E-05
2845,-3.996130288,6.44E-05
3540,-3.996130288,6.44E-05
2167,-3.992643183,6.53E-05
550,3.989728025,6.61E-05
3280,-3.985215446,6.74E-05
1116,-3.982774363,6.81E-05
486,-3.978240747,6.94E-05
3497,3.972830976,7.10E-05
3204,3.969562876,7.20E-05
701,3.969532671,7.20E-05
2037,3.966731153,7.29E-05
859,-3.961945317,7.43E-05
1716,3.957886379,7.56E-05
1594,3.956230078,7.61E-05
2341,3.956230078,7.61E-05
420,3.954623382,7.67E-05
1088,3.951343958,7.77E-05
69,3.951343958,7.77E-05
3017,3.949130701,7.84E-05
509,3.944699451,7.99E-05
501,3.942126447,8.08E-05
693,3.942126447,8.08E-05
964,3.942126447,8.08E-05
1030,3.942126447,8.08E-05
1720,3.942126447,8.08E-05
2051,3.942126447,8.08E-05
2292,3.942126447,8.08E-05
2529,3.942126447,8.08E-05
3637,3.942126447,8.08E-05
3676,3.942126447,8.08E-05
2725,-3.940044559,8.15E-05
3310,3.938272484,8.21E-05
526,-3.936145534,8.28E-05
689,-3.931604255,8.44E-05
332,-3.930570088,8.47E-05
3527,3.930569746,8.47E-05
3034,3.928817721,8.54E-05
1343,-3.928147555,8.56E-05
3155,3.920848131,8.82E-05
3580,3.914619989,9.05E-05
232,3.912788111,9.12E-05
656,3.911210408,9.18E-05
3525,3.906722002,9.36E-05
1822,-3.898386769,9.68E-05
2622,3.895895009,9.78E-05
3000,3.892765479,9.91E-05
2455,3.889011449,0.000100653
793,3.886060593,0.000101884
3004,3.883954452,0.000102771
140,3.883531672,0.00010295
979,3.883429832,0.000102993
331,3.880932868,0.000104057
3456,-3.880831109,0.0001041
3586,-3.880831109,0.0001041
2527,-3.878459022,0.00010512
2971,3.872664142,0.000107652
426,3.870759659,0.000108497
2034,-3.869351723,0.000109125
561,-3.868003683,0.00010973
1035,-3.865030931,0.000111075
3530,3.864053112,0.000111521
1497,3.855302143,0.000115587
358,3.851506616,0.000117393
201,-3.845263932,0.000120423
2640,3.842861417,0.000121608
1131,-3.8386695,0.000123703
2889,3.835697007,0.000125209
170,3.830490557,0.000127888
258,3.830490557,0.000127888
658,3.82551253,0.0001305
965,-3.819060797,0.000133961
3212,3.816140971,0.000135555
968,-3.813560782,0.000136979
3607,-3.799906427,0.000144751
1300,3.79088694,0.00015011
1750,3.777665475,0.000158305
458,3.774963188,0.000160031
3216,3.769769806,0.000163398
2001,3.767250039,0.000165056
3351,3.767250039,0.000165056
425,3.759693187,0.000170122
123,3.749209833,0.000177393
3339,3.745171971,0.00018027
3588,-3.743501253,0.000181474
808,3.741317597,0.000183058
429,-3.737706578,0.000185706
2554,-3.735828033,0.000187099
3572,-3.731406082,0.000190414
300,3.718587204,0.00020034
2298,3.713252685,0.000204612
873,3.709674325,0.000207526
1447,3.7063358,0.000210279
3099,3.700741818,0.00021497
2702,3.690981274,0.000223391
3675,3.683258998,0.000230271
2445,-3.680476013,0.000232799
2467,-3.674704236,0.000238125
2995,3.674421171,0.000238389
3678,3.671563413,0.000241071
934,3.667610088,0.000244828
27,3.66545695,0.000246897
2207,3.664194836,0.000248118
2997,3.664194554,0.000248118
8,3.660132099,0.000252085
708,3.657829484,0.00025436
253,3.655116854,0.000257065
834,3.648392178,0.000263887
3510,-3.647090218,0.000265227
297,3.644464869,0.000267949
939,-3.635978933,0.000276927
2447,3.635655728,0.000277274
545,3.632216857,0.000280997
2265,3.630988069,0.000282338
294,3.628541247,0.000285027
376,3.627578475,0.000286092
1237,3.610170861,0.000305995
1312,-3.609123034,0.000307234
1634,-3.607002799,0.000309754
1057,3.605704938,0.000311307
2599,3.60206722,0.000315697
2288,-3.595650615,0.000323582
875,3.591666005,0.000328571
855,3.590988324,0.000329426
2405,-3.580545799,0.000342877
1182,-3.579035172,0.000344865
2615,3.568570835,0.000358934
1019,3.562331586,0.000367576
1286,3.561636483,0.00036855
804,3.5615585,0.00036866
1234,3.548014192,0.000388147
3546,-3.546587955,0.000390254
633,3.543964782,0.000394158
2612,3.542991691,0.000395615
2638,-3.542578164,0.000396236
788,3.53207844,0.000412307
2172,3.527833893,0.000418975
3171,3.523430067,0.000426
1642,3.522624649,0.000427296
3431,3.521111272,0.000429742
2176,3.519061804,0.000433076
2852,3.508825993,0.000450089
54,3.499922692,0.000465393
1934,3.498449759,0.000467971
2504,3.494579948,0.000474808
3557,-3.482984665,0.000495857
929,-3.479225718,0.000502865
3608,3.472577583,0.000515486
474,3.465940038,0.000528381
2342,3.465940038,0.000528381
52,3.464290633,0.000531632
986,3.464265717,0.000531681
3464,3.461019869,0.000538133
1213,3.454547515,0.000551217
516,3.452627661,0.000555155
1786,-3.451484622,0.000557512
2486,-3.449781322,0.000561041
2338,-3.44391278,0.000573361
1037,-3.441772539,0.000577916
1267,3.436801992,0.000588626
2270,3.435933317,0.000590516
107,3.432424728,0.00059821
879,3.431705867,0.000599798
3638,3.426155238,0.00061219
3337,3.423108045,0.000619095
1026,3.420658161,0.000624698
71,-3.413832624,0.000640559
1797,-3.406417283,0.000658215
2953,3.403372433,0.000665595
379,3.401582956,0.000669968
3203,-3.401010883,0.000671372
1000,-3.397328791,0.000680472
1608,3.396481504,0.000682582
2650,-3.391291601,0.00069564
3121,-3.38967593,0.000699753
2098,3.389086445,0.000701259
909,-3.382325755,0.000718749
1629,3.378258282,0.000729465
524,3.373030004,0.000743459
2697,-3.359455965,0.000780961
924,-3.358179279,0.000784577
137,-3.357031588,0.000787841
11,3.350766414,0.000805882
1354,-3.349103896,0.000810734
1569,-3.349103896,0.000810734
724,3.344866758,0.000823221
3432,3.342477466,0.000830341
791,3.338753963,0.000841551
3644,-3.33769966,0.00084475
2200,3.336004851,0.000849917
1316,3.335314811,0.000852029
1599,3.334615704,0.000854174
1162,-3.330463168,0.000867016
2634,-3.32033856,0.000899083
3612,-3.319959076,0.000900306
2831,-3.307722966,0.000940578
3454,3.307176834,0.000942414
930,3.307010517,0.000942974
2598,3.298705554,0.000971317
907,3.29507057,0.00098397
150,3.29021509,0.001001108
1043,3.270008124,0.001075444
1930,3.269018292,0.001079213
204,3.261086942,0.00110986
1120,-3.246332533,0.001169022
3326,3.243040551,0.001182614
1888,3.238850979,0.001200123
3350,-3.22754362,0.00124858
1206,3.22693815,0.001251225
1501,-3.219385323,0.001284657
3475,-3.217186315,0.001294545
1251,3.210813744,0.001323597
887,-3.210404137,0.001325485
1535,3.208173119,0.001335811
1322,3.187410554,0.001435529
3562,3.177487435,0.001485571
686,3.167678972,0.001536611
476,3.158106401,0.001587976
2611,3.157723278,0.001590064
3544,-3.15546047,0.00160245
2940,-3.151046252,0.001626867
3448,3.149967358,0.001632887
1370,3.149855482,0.001633512
120,3.149260316,0.001636843
3472,3.138134246,0.00170027
3403,-3.137296783,0.001705134
1341,-3.13372581,0.001726021
1220,3.131899288,0.001736794
1132,3.130532423,0.001744897
3196,3.130532423,0.001744897
780,-3.129859508,0.001748899
233,3.123779458,0.001785442
2352,3.117988122,0.001820901
3109,3.117510765,0.001823853
1193,-3.114871544,0.00184025
3345,3.113279795,0.001850205
1590,3.108241776,0.00188204
2639,-3.107941987,0.00188395
3560,-3.104036279,0.001908999
3338,-3.103885839,0.00190997
977,3.10325806,0.001914027
2469,3.095000302,0.001968127
403,3.093878537,0.001975583
1186,-3.09170088,0.001990133
2967,3.089894158,0.002002278
1337,-3.087746566,0.002016804
1154,-3.084578543,0.002038408
1516,3.083713854,0.002044341
1567,3.078954973,0.002077281
2489,3.073261912,0.002117326
2343,3.064200673,0.002182525
3728,-3.063116562,0.002190447
2087,3.052950044,0.002266037
1524,-3.048624023,0.00229892
2881,-3.040158331,0.002364538
3474,3.04004437,0.002365433
865,3.03093822,0.002437951
1783,3.029301728,0.002451197
7,-3.022997851,0.00250284
540,3.010430334,0.002608778
1158,-3.005171476,0.002654312
151,3.000391164,0.002696331
399,3.000391164,0.002696331
1295,2.999738432,0.002702115
2040,2.99931427,0.00270588
463,2.995601227,0.002739044
3610,2.995306279,0.002741694
2862,2.987413611,0.002813488
1458,2.987156084,0.002815859
1005,-2.986659533,0.002820436
3741,2.986025805,0.002826288
931,2.974813081,0.002931671
87,2.972622296,0.002952676
1106,2.972622296,0.002952676
1657,2.972622296,0.002952676
