Regulon_ID,HRFrench,Cox-p-valueFrench
2169,2.972622296,0.002952676
2838,2.972622296,0.002952676
3561,-2.966889453,0.003008291
1843,-2.960979397,0.003066625
679,-2.959363524,0.003082752
2826,-2.956946131,0.003107024
3058,2.953985311,0.003136989
971,-2.952378434,0.003153362
900,-2.95188329,0.003158423
82,2.946720387,0.003211635
2619,2.941080407,0.003270696
2849,2.940144278,0.003280594
923,-2.935761834,0.003327297
2457,-2.933493108,0.003351711
1311,2.931089444,0.003377755
3662,-2.928324388,0.003407943
1978,2.917759669,0.00352556
1109,2.917494314,0.003528561
3349,-2.915013849,0.003556728
147,-2.914893322,0.003558101
3363,2.905111881,0.003671218
3519,2.90482497,0.003674585
1484,2.90168577,0.003711606
2297,2.899995719,0.003731678
1107,-2.899465683,0.003737993
1347,2.899084639,0.003742539
849,2.898110335,0.003754185
2917,-2.88471221,0.003917716
3174,2.882386439,0.003946754
839,2.878745958,0.003992598
1159,2.878272488,0.003998596
3725,-2.87722559,0.004011887
1929,-2.874702954,0.004044078
1229,2.871685415,0.004082892
2174,-2.863048254,0.004195867
1070,2.859584967,0.004241958
1496,-2.858619845,0.004254884
1080,2.85674659,0.004280074
3384,2.85630263,0.004286064
1197,2.851106571,0.004356736
1489,2.848848572,0.004387776
1050,2.843486827,0.004462285
452,2.843429504,0.004463088
941,2.828632409,0.004674736
1126,2.824222732,0.004739544
3348,2.820877239,0.004789253
1724,2.820877239,0.004789253
1777,2.818077782,0.00483121
144,2.816661161,0.004852569
1731,-2.815138651,0.004875619
1733,2.81014668,0.004951893
3428,2.809498826,0.00496187
1358,2.8074779,0.004993111
1430,2.804656849,0.005037017
3529,2.795124553,0.005187972
2719,-2.791514046,0.005246208
2834,2.789387938,0.005280777
1255,-2.786518943,0.00532775
952,2.775061943,0.005519119
336,-2.765549375,0.0056827
3498,2.762442893,0.00573706
1507,-2.750411344,0.00595205
191,-2.743041262,0.006087304
83,2.740191165,0.006140346
3076,2.738926783,0.00616401
3195,2.731677103,0.006301286
2999,2.726324171,0.006404406
3554,2.726109827,0.006408567
1279,2.725817292,0.006414249
1584,2.723629146,0.006456897
3308,-2.715989071,0.00660781
1047,-2.714929956,0.006628979
517,-2.710598212,0.006716196
3600,-2.705785492,0.006814305
3513,2.704632964,0.00683799
525,-2.704582093,0.006839037
2898,2.701455984,0.006903662
3708,2.701324829,0.006906385
667,-2.699686632,0.006940482
2602,2.687681992,0.007194988
2626,-2.682804742,0.00730076
2181,-2.681248939,0.007334793
2711,2.673820395,0.00749926
3553,-2.671756406,0.00754554
434,-2.664310328,0.007714636
853,2.663325107,0.007737262
1799,2.656651466,0.007892099
2320,2.652134166,0.007998475
3382,-2.64971274,0.008056024
946,2.646589544,0.008130798
1058,-2.640945858,0.008267493
993,2.637338918,0.00835593
377,-2.630916558,0.008515494
829,2.62963414,0.00854768
973,2.629366378,0.008554414
1093,2.622581501,0.008726639
3402,2.622102283,0.00873892
2350,2.606726952,0.009141222
2897,-2.603876578,0.009217594
2724,-2.603146642,0.009237243
1125,-2.600662153,0.009304404
1269,-2.595376348,0.009448739
3518,2.595037656,0.009458056
2980,2.591357779,0.009559805
3020,2.587752191,0.009660445
1579,-2.587440245,0.009669197
1836,-2.587440245,0.009669197
643,-2.579098977,0.00990584
289,-2.578150769,0.009933065
301,2.576522696,0.009979965
477,2.576522696,0.009979965
806,2.576522696,0.009979965
1403,2.576522696,0.009979965
1056,2.573598695,0.010064694
1549,2.56820957,0.010222533
2442,2.56430387,0.010338299
2888,-2.561767977,0.010414087
2107,2.558144077,0.010523248
1068,2.5576702,0.010537598
3611,2.555468714,0.010604489
3457,2.555330954,0.010608688
3496,-2.554753356,0.010626306
2906,-2.550433833,0.010758894
298,2.543095095,0.010987532
1198,2.54241328,0.011008992
2503,2.538841671,0.011122014
1442,2.536575679,0.011194254
1572,-2.534902126,0.011247875
1504,-2.532926775,0.011311458
781,2.530229041,0.011398809
85,2.517962263,0.011803597
1243,2.516551502,0.011850958
2002,2.512757817,0.011979154
1841,2.51104806,0.012037331
2285,2.509014071,0.012106866
3387,2.507564971,0.012156623
1033,-2.507446831,0.012160688
1008,-2.506757394,0.012184431
862,2.505603076,0.012224276
2586,2.501599145,0.012363382
1155,2.492628616,0.01268014
1271,2.485247067,0.012946155
947,-2.484285469,0.01298117
559,2.483058122,0.013025983
2478,2.47693791,0.013251495
2180,-2.476700528,0.013260311
45,2.47370294,0.013372083
2099,-2.460713449,0.013866106
3458,2.449684823,0.014298131
1211,2.442226165,0.014596999
1361,-2.441978109,0.014607032
1046,2.438799511,0.014736141
407,2.434792205,0.014900344
1505,2.428341579,0.01516805
1052,2.426456808,0.015247065
1344,2.419196019,0.015554856
1639,2.417409989,0.0156314
2609,-2.414116505,0.015773418
240,2.412706698,0.015834556
1175,2.410927517,0.01591201
77,2.409070011,0.01599323
2277,2.407072265,0.016080987
2699,2.406772731,0.016094182
2700,2.406338583,0.016113323
1278,2.405904186,0.016132495
1753,2.402644074,0.016277021
1597,2.399337948,0.016424748
1283,2.396547418,0.016550352
3730,-2.389342459,0.016878561
1819,2.389236725,0.01688342
1360,2.387962287,0.01694208
1320,2.387425298,0.016966851
3282,2.387217489,0.016976445
1441,2.376516543,0.017476978
433,2.369042794,0.01783419
199,2.368068853,0.017881208
651,-2.36651758,0.017956321
2652,2.363411118,0.01810757
3656,2.362762687,0.018139281
721,-2.360736192,0.0182387
2721,2.354556055,0.018544846
927,2.350633812,0.018741468
1276,-2.349979626,0.018774439
2613,-2.349979626,0.018774439
3357,-2.348735546,0.01883728
2360,2.342133516,0.019173854
3215,2.340668994,0.019249225
1738,2.340617412,0.019251884
697,2.336135748,0.019484168
778,2.336135748,0.019484168
1273,2.336135748,0.019484168
1538,2.336135748,0.019484168
2423,2.336135748,0.019484168
2718,2.336135748,0.019484168
3170,2.336135748,0.019484168
692,-2.332067438,0.019697144
2710,-2.332067438,0.019697144
3068,-2.327312032,0.019948664
1711,-2.306392858,0.021088691
3295,2.305749367,0.021124641
88,2.301062763,0.021388084
2654,2.301017012,0.02139067
507,2.293304023,0.021830508
3306,-2.290315555,0.022003031
3661,-2.290163561,0.022011837
1398,-2.286763486,0.022209632
1533,-2.286763486,0.022209632
2706,-2.286763486,0.022209632
2348,2.281164969,0.022538687
2648,2.261865369,0.023705723
159,2.257590427,0.023971206
702,2.255614904,0.024094759
3684,-2.252791301,0.024272311
996,-2.252265145,0.024305521
2111,2.250820069,0.024396936
3570,-2.250619419,0.024409652
554,2.250165386,0.024438449
1635,-2.247566142,0.024603869
969,2.242999726,0.024896832
1950,-2.242129109,0.024953029
959,2.242115166,0.02495393
2727,2.241689954,0.024981418
3030,-2.241572952,0.024988986
488,2.240472962,0.025060234
124,2.227132538,0.025938417
1490,-2.220173261,0.026407009
1922,-2.218390848,0.026528195
641,2.214669793,0.026782738
2905,2.212888423,0.026905339
3055,2.21221253,0.026951984
2896,-2.208547842,0.027206107
114,2.205931801,0.027388775
3563,-2.205227212,0.027438155
3524,-2.201117683,0.027727694
143,2.200167954,0.027794981
3298,2.195941903,0.028096102
1363,-2.194426898,0.028204734
3376,2.190258995,0.028505459
3361,-2.188777233,0.028613035
2334,2.187169694,0.028730138
206,2.166202143,0.030295743
2708,-2.160574671,0.03072821
156,2.154005326,0.031239754
3604,2.153389192,0.031288104
1587,2.140383491,0.032323788
138,-2.131213649,0.033071545
3726,-2.124920101,0.03359328
2417,-2.103632915,0.03541048
1436,2.102777615,0.035485214
1051,2.099012347,0.035815812
1573,2.092209713,0.03641976
896,2.091571381,0.036476875
2268,-2.090313236,0.036589671
2526,2.089794772,0.036636239
86,2.086662786,0.036918627
1536,2.086662786,0.036918627
2296,2.086662786,0.036918627
3278,-2.085685945,0.03700708
3539,-2.080316694,0.037496495
485,2.078732029,0.037641987
1101,-2.078588936,0.037655149
872,2.076971055,0.037804231
2351,-2.074228215,0.038058121
3364,-2.074228215,0.038058121
1455,2.073404902,0.038134613
167,2.071106083,0.038348883
634,2.060955512,0.039307285
2618,-2.060450796,0.039355465
3154,-2.058642076,0.039528539
1031,2.051011628,0.040265814
869,2.046994766,0.040658598
1081,2.041554554,0.041195737
1586,2.039929886,0.04135731
1065,-2.039426076,0.041407522
129,2.039144371,0.041435621
2488,2.039144371,0.041435621
2964,-2.038397506,0.041510196
1334,-2.03767707,0.041582239
372,2.036967939,0.041653255
1705,2.036047407,0.041745595
2365,2.02915644,0.042442359
1028,-2.026034708,0.042761228
1393,2.025174563,0.042849443
3304,2.018404658,0.043549135
2551,-2.015365635,0.043866352
2462,2.014914093,0.043913651
963,-2.009913193,0.044440377
3283,2.009332316,0.044501903
1127,-2.005922115,0.044864558
920,-1.996211505,0.045910906
2356,-1.99482745,0.046061702
1292,-1.994357129,0.04611304
1938,1.988183335,0.046791417
3066,1.984650096,0.047183415
2882,-1.963902719,0.049541374
218,1.962818311,0.049667289
3564,-1.957503682,0.050288279
2649,-1.957146122,0.050330291
3731,-1.954973439,0.050586205
2203,-1.952035933,0.050933939
1659,-1.951039493,0.051052348
711,1.936019768,0.05286528
2903,1.935352044,0.05294711
3340,1.929102034,0.053718197
2595,1.912643372,0.055793723
850,-1.904502659,0.056844751
1801,-1.898718317,0.057601522
1184,1.897725456,0.057732257
1086,-1.896793659,0.057855177
62,1.892923803,0.058368003
1164,-1.878101742,0.060367248
1156,1.87140759,0.061288608
1987,1.86658962,0.061958918
2336,1.862600918,0.062518435
3105,1.862600918,0.062518435
1274,1.862600918,0.062518435
1487,1.862600918,0.062518435
2451,-1.859561024,0.062947658
695,-1.857661932,0.063217038
1194,-1.857427561,0.063250348
3309,1.856542816,0.063376226
3275,1.856182037,0.063427616
1742,1.847576115,0.064663688
718,1.847412736,0.064687345
1366,-1.844935121,0.065046977
3237,1.842977965,0.065332228
2291,-1.842310249,0.065429781
2392,1.840981215,0.065624312
2951,1.830533637,0.067170182
1215,1.83021346,0.067218026
3535,1.82471576,0.068043934
3300,-1.823445312,0.068235973
1025,-1.81800232,0.069063778
388,1.810261518,0.070255242
1752,-1.807334416,0.070710153
1195,1.804236204,0.071194286
3380,1.803716551,0.071275754
2591,1.798125276,0.072157158
1981,1.797220664,0.072300595
1672,-1.795009005,0.072652265
1013,1.793979862,0.072816383
942,1.793421463,0.072905558
5,1.787679748,0.073827691
3674,1.773015913,0.07622607
739,1.772812988,0.076259701
383,-1.766660694,0.07728507
960,-1.765058141,0.077553995
1338,-1.758872639,0.078599143
2184,1.756976472,0.07892182
3183,1.755510254,0.079172068
3313,1.754116129,0.07941061
1071,-1.753941641,0.079440508
1779,-1.750236044,0.080077592
1598,1.744652213,0.081045426
1493,-1.732238106,0.083231177
727,1.725865932,0.084371535
2666,1.725167355,0.084497317
248,-1.715559455,0.086242705
891,-1.713853264,0.086555678
2475,1.705966888,0.088014245
3521,1.705466587,0.088107439
3639,1.705466587,0.088107439
918,1.70373025,0.088431494
1356,1.695429943,0.08999389
1704,1.692023949,0.090641407
194,-1.691576092,0.090726828
1627,-1.684591665,0.092067381
523,1.684049507,0.092172101
3274,-1.671257125,0.094670901
2369,1.671220084,0.094678215
715,1.66969634,0.094979458
1002,-1.667391398,0.095436603
341,1.666729771,0.09556815
2003,1.666729771,0.09556815
3682,1.651883484,0.098558306
1284,1.651411239,0.098654631
2333,1.651405783,0.098655745
1315,-1.645461188,0.09987474
854,-1.642164568,0.100555904
1134,-1.641608553,0.100671154
1928,-1.638298528,0.101359435
3244,-1.636635991,0.101706551
1280,1.634305128,0.102194798
1735,1.631251031,0.102837361
1826,1.629338377,0.103241406
2347,1.623308175,0.104523543
783,1.622105656,0.104780727
1741,1.620325186,0.105162441
1827,1.619221509,0.105399612
3268,1.615241969,0.106258305
145,1.614895415,0.106333345
1736,1.607712359,0.107898191
1042,1.605971954,0.108280072
684,-1.605551562,0.108372475
3287,1.594298161,0.110869269
3180,1.593138814,0.111129054
207,-1.589732424,0.111895132
510,1.585660445,0.112816357
1176,-1.577842065,0.114601897
1443,1.577132518,0.114765036
1531,-1.573084898,0.115699161
48,1.567213219,0.117064862
3680,1.563874867,0.117846958
1191,1.560568922,0.118625496
1434,1.554855589,0.119980466
2000,-1.549107488,0.121355883
1547,-1.547492862,0.121744444
459,1.545884627,0.122132434
30,-1.544724091,0.122413015
882,-1.538975488,0.123810281
2657,-1.526635715,0.126851621
566,1.52588215,0.127039217
2269,-1.525721904,0.127079137
2947,-1.5244776,0.127389448
2047,-1.521790203,0.128061657
2705,-1.521790203,0.128061657
948,1.519515373,0.128632821
1122,1.515812165,0.129566855
431,1.513985903,0.130029415
2973,-1.512911827,0.130302057
992,-1.503328795,0.132754278
1791,1.502863983,0.132874122
1210,-1.501953005,0.133109246
736,-1.49661288,0.134494017
1823,-1.493834132,0.135218978
852,-1.490702002,0.13603975
3060,-1.490702002,0.13603975
2349,1.475297757,0.140132509
3672,1.475297757,0.140132509
650,-1.469672929,0.141650358
502,-1.458613231,0.14467159
1435,1.4560699,0.145373298
3191,-1.450680371,0.146868884
881,1.449677405,0.147148499
1118,1.437589705,0.150550504
2945,1.436636772,0.150821229
3197,1.435608578,0.151113753
1223,1.429337606,0.152907222
1580,1.427542687,0.15342353
1660,1.41997379,0.155615312
1673,1.411560104,0.158079527
2900,-1.41053428,0.158381982
1745,1.404152329,0.160273494
1075,-1.399175094,0.161760483
1454,1.396279672,0.162630293
74,1.394398395,0.163197333
974,1.387513093,0.165285362
2346,-1.387135007,0.165400599
890,1.386036938,0.165735625
1624,-1.385774408,0.165815799
2904,-1.38532393,0.16595344
735,1.373786399,0.169508005
3420,1.366670198,0.171728703
451,1.356252079,0.175018977
2205,1.353660016,0.17584487
3025,1.350166653,0.176962532
884,1.349491458,0.177179162
254,1.348265876,0.177572884
3589,-1.346710656,0.178073439
720,1.337792934,0.180963946
2857,1.336281613,0.181457244
2390,1.333811261,0.18226572
1993,1.32354654,0.18565369
3069,1.323396099,0.185703688
2173,1.317036226,0.187826482
504,1.314715097,0.188605671
698,1.314715097,0.188605671
913,1.310634662,0.189981223
1392,1.302257689,0.19282831
709,-1.30144256,0.193107014
1244,-1.298319003,0.194177739
1209,1.289691517,0.197157786
742,-1.286472306,0.198278278
972,1.284918294,0.198820838
2345,-1.283834327,0.19919993
3269,1.27848925,0.201076973
936,-1.27787463,0.201293635
707,-1.274796876,0.202381147
3156,1.270104203,0.204047515
3492,1.257163015,0.208694613
1217,-1.240622589,0.214745203
3606,-1.238213351,0.215636962
908,1.227210784,0.219743377
2715,-1.225245456,0.220482752
1991,1.223974828,0.220961723
901,1.223229259,0.221243117
1241,1.201904185,0.229400653
1772,1.198924814,0.230557182
1802,1.196555649,0.231479796
2610,-1.185043575,0.236000219
1958,1.181564963,0.237378363
1481,1.177340915,0.239059463
3584,-1.170464876,0.241813941
2179,1.166222132,0.243524647
1500,-1.15777795,0.246954664
2165,-1.15166468,0.249458891
3296,1.150038795,0.250127893
2974,1.143002931,0.253037374
797,1.143002931,0.253037374
3595,-1.13855762,0.254887713
2097,-1.133854094,0.256855756
922,-1.133519131,0.256996312
2643,1.13221995,0.257541975
2918,-1.121663764,0.262005429
2049,-1.117108212,0.26394806
2289,-1.117108212,0.26394806
2506,1.112865275,0.265766296
2605,1.112763815,0.26580988
3158,-1.111715042,0.26626069
1932,-1.108866296,0.267487865
3354,-1.104699008,0.269290033
1637,-1.098645808,0.271922589
1719,-1.096056291,0.273054141
3344,1.093394171,0.274220772
2272,-1.091560339,0.275026397
1924,-1.055147441,0.291357898
2982,-1.049664043,0.293872601
60,1.048709096,0.294312027
3737,1.04064925,0.298038365
1651,-1.032925436,0.301638794
3736,-1.025983777,0.304899231
1887,-1.021356265,0.307085678
632,-1.020342525,0.307566042
2990,-1.014998614,0.310106488
2948,-1.001873645,0.316404623
3478,-1.001794188,0.316443005
911,-1.001769786,0.316454793
415,1.000665702,0.316988454
1242,-0.996916617,0.318804985
1314,0.987491376,0.323401809
382,0.987050911,0.323617681
2880,-0.976221748,0.328954588
1055,-0.969524401,0.332283612
3207,0.965467576,0.334310669
3634,0.964385369,0.334852755
497,0.962989459,0.335552813
1890,0.960818822,0.336643273
1794,0.957028921,0.338552658
2952,0.956870635,0.338632555
1498,0.955747733,0.339199701
2590,-0.955204542,0.33947427
1800,-0.949645912,0.342292202
1747,-0.938976249,0.347742939
3360,0.933508814,0.350557322
146,0.917581261,0.358838132
1925,0.91515539,0.36011006
3585,-0.910649255,0.362480209
2981,0.907560214,0.364110623
3632,0.907293572,0.364251573
514,0.905896015,0.364990894
3419,-0.891971008,0.372408472
1718,0.890343207,0.373281628
2386,0.890343207,0.373281628
1927,0.889925708,0.373505779
935,-0.886032986,0.375599753
1102,0.884634399,0.376353848
970,0.881356192,0.378125061
1024,-0.876527807,0.380743166
2829,-0.876331379,0.380849911
2110,0.875392708,0.381360266
2600,-0.874679089,0.381748541
945,0.869283136,0.384692285
648,0.867855067,0.38547368
2278,0.866746904,0.3860807
3596,-0.863724628,0.387739181
371,0.858833036,0.390432638
1252,0.857173599,0.391348951
3391,0.848648032,0.396077171
2902,0.845664496,0.397739935
2361,0.836062213,0.403119905
666,-0.828561649,0.407352497
1371,-0.8221042,0.411017595
988,0.816925016,0.413971281
1539,0.811585975,0.417029242
2966,-0.805480107,0.420542681
1181,0.801347903,0.422930266
1040,0.800722987,0.423292032
412,-0.800597029,0.423364971
1869,-0.798605156,0.424519397
1676,0.798037335,0.424848825
731,0.795364511,0.426401498
3655,0.79295259,0.427805445
342,-0.792647474,0.427983241
2601,0.789602498,0.429759949
3101,0.780332753,0.435195039
2859,-0.776893026,0.437221886
2607,0.776784188,0.437286107
3356,-0.773200143,0.439403941
237,0.771965188,0.440135046
1773,0.770293714,0.441125685
2178,-0.76493782,0.444308572
1089,-0.764103987,0.444805277
2096,-0.754276072,0.450683467
998,-0.751617767,0.452280955
3059,-0.746813317,0.455176256
547,-0.745406859,0.456025799
3188,-0.740278509,0.459131019
2413,-0.739646182,0.459514712
3325,-0.734088537,0.462894779
2606,-0.728080944,0.466564038
3679,-0.726891571,0.467292381
878,-0.724133116,0.468984015
980,0.70848848,0.478641963
951,0.705019383,0.480798174
2286,0.702686202,0.482251328
874,-0.698975977,0.484567044
1602,0.680859323,0.495960509
552,0.677951577,0.497802396
487,-0.675743616,0.499203439
2171,-0.672900127,0.501010831
1117,-0.666844496,0.504871468
1751,0.665519656,0.505718176
2623,-0.653590591,0.513375608
3052,-0.645854875,0.518373346
1610,0.643798117,0.519706355
2555,-0.639560628,0.522458286
3281,0.638835397,0.522930018
2883,0.633461871,0.526432073
2644,0.630297355,0.528500053
2456,0.626860983,0.530750365
2641,-0.624045761,0.532597533
3543,0.621603437,0.534202661
2832,0.620193614,0.535130325
1593,-0.619095954,0.535853148
3734,0.615789011,0.538033781
2913,-0.613296685,0.539680185
2443,0.609581489,0.542139077
3307,0.606474046,0.544200012
899,0.604078031,0.545791765
3549,-0.592768172,0.553336311
962,-0.59104037,0.554493372
3550,-0.589746728,0.555360462
1426,0.588750047,0.55602896
2452,0.584290647,0.559024783
3343,0.582514618,0.560220098
975,-0.580769545,0.561395783
1321,0.575406161,0.565016638
2828,-0.573310097,0.56643475
3566,0.571851201,0.567422787
41,-0.545218547,0.585603217
1062,0.545001703,0.585752347
339,-0.54059289,0.588788219
1491,-0.54059289,0.588788219
2468,-0.540105238,0.589124458
3210,-0.540105238,0.589124458
2450,0.535562478,0.592260967
1562,-0.533451637,0.593720981
1631,-0.53109406,0.5953536
386,-0.529938992,0.59615423
1499,0.526954854,0.59822494
690,0.517665777,0.60469148
1309,0.514246535,0.607079637
3209,0.499697691,0.617287958
832,-0.498592549,0.618066456
3270,-0.495344164,0.620357201
2240,-0.495172815,0.620478138
89,-0.492996956,0.622014738
3450,0.488904362,0.624909407
1649,-0.485284492,0.627474554
681,-0.483072262,0.629044428
3578,-0.481078942,0.630460394
3605,0.480725349,0.630711712
649,0.477347401,0.633114763
3341,-0.474476315,0.635160284
3177,0.474066653,0.635452377
1453,0.470769729,0.637805184
3007,-0.468612388,0.639346721
1178,0.468457897,0.639457173
2471,0.468253098,0.639603604
2344,-0.463283593,0.643161104
1281,-0.45668272,0.647899113
989,0.443603114,0.657329554
994,-0.442654487,0.658015667
1290,-0.441078521,0.659156152
910,-0.440876186,0.659302635
3297,-0.440876186,0.659302635
1009,-0.433217298,0.664856913
1722,0.42404525,0.671532813
1935,0.416390694,0.677124137
1020,0.413856444,0.678979244
2044,0.413856444,0.678979244
518,0.413709595,0.679086799
991,-0.409130684,0.682443759
3385,-0.405364984,0.685209246
3342,0.404356362,0.685950685
3594,-0.39815382,0.690516804
2459,-0.397173945,0.691239194
744,0.39384765,0.693693522
830,0.393382765,0.694036798
1196,-0.391072086,0.695743953
51,0.381199916,0.703054911
1060,-0.369071169,0.712074678
2589,-0.368253832,0.712683974
2267,0.345667059,0.729592943
3495,0.345051811,0.73005542
3353,-0.339539756,0.734203153
1027,0.33365637,0.738638877
2846,-0.332238208,0.739709395
12,-0.331193469,0.740498353
1017,-0.325640982,0.744696002
1044,0.323058704,0.746650784
2667,-0.319947462,0.749008158
3602,-0.317659191,0.75074347
205,-0.315959488,0.752033258
3167,-0.315050451,0.752723349
2621,-0.313185675,0.754139601
866,0.309925762,0.756617411
2406,-0.297958216,0.765735054
726,0.293870842,0.7688566
1601,0.291583135,0.770605372
1231,0.280022056,0.779460583
860,-0.274349,0.783816432
1606,0.264587127,0.791327538
2632,-0.259896437,0.79494366
2182,0.259830924,0.794994196
1049,-0.257213711,0.7970138
2239,-0.248628595,0.803648087
2988,-0.24637952,0.805388459
1323,0.244121057,0.807137064
33,0.2396932,0.810568107
3172,-0.236455508,0.813079228
3552,-0.236455508,0.813079228
2414,0.234413646,0.814663865
925,-0.227427868,0.820091053
1633,0.220473391,0.825502493
1661,-0.216490325,0.828605566
2603,-0.214817456,0.829909642
1133,-0.212331867,0.831848136
3473,-0.211261236,0.832683429
3301,0.206387892,0.836487928
484,0.203039032,0.839104525
926,0.198112645,0.842956931
1945,0.186543773,0.852018356
1666,-0.186472783,0.852074021
2353,-0.181236319,0.856182088
2965,-0.178613348,0.858241313
682,0.176309481,0.860050814
287,0.166771473,0.867549866
3528,0.164694126,0.869184741
722,-0.163850581,0.869848772
2665,-0.163335328,0.870254419
871,-0.152142099,0.87907486
842,0.149203518,0.881393044
2425,-0.148599635,0.881869561
1712,0.147883553,0.882434669
893,-0.146169412,0.883787652
1167,-0.145033275,0.8846846
1201,-0.136538701,0.891395432
1342,-0.136418905,0.89149013
1933,0.135118528,0.892518162
912,0.133592787,0.893724589
500,-0.131426511,0.895437918
867,-0.125067208,0.900470344
2636,0.123843182,0.901439441
3657,0.118811973,0.905424322
1923,-0.118364239,0.90577906
3735,-0.117186542,0.906712231
1561,-0.113895522,0.909320615
1204,-0.104744827,0.916578291
68,-0.09857689,0.92147422
1778,-0.097915845,0.921999118
2162,0.096907693,0.922799699
1926,0.089238711,0.928892201
660,0.086791262,0.930837434
868,0.077408164,0.938298846
955,-0.077201318,0.938463393
1609,0.074936679,0.940265093
2987,-0.073631929,0.941303264
2553,-0.07202749,0.942580031
644,0.071006632,0.943392477
1582,-0.067860989,0.945896293
3565,0.067799531,0.945945217
1663,-0.065696522,0.947619442
1041,0.063062147,0.949717017
1529,-0.060648781,0.951638924
419,0.058070062,0.953692821
1670,-0.057356578,0.954261152
3302,-0.056560505,0.954895297
949,0.051114783,0.959234057
1288,0.049557575,0.960474955
1837,0.047267544,0.962299995
1082,-0.03914101,0.968777964
3202,0.038448939,0.969329742
2704,0.031496987,0.974873195
1828,-0.029236613,0.976675881
3124,-0.020435309,0.983696117
3555,0.018824935,0.984980762
938,0.016625976,0.986735001
1428,0.013898697,0.988910801
1333,-0.009241237,0.992626665
3102,0.007676799,0.993874861
