Regulon_ID,PCA_1VarFrench,PCA_1VarNonRegulonGeneSet,PCA_1RandomVarAvg,NumGoodCalls,PCA_1RandomPValFrench,Diff_PCA_1VarRegulonVsNonRegulon,Diff_PCA_1VarRegulonVsAvgRand,PCA_1VarNonMemberGeneSet,PCA_1RandomVarAvgNonMember,NumGoodCallsNonMember,PCA_1RandomPValNonMemberFrench,Diff_PCA_1VarRegulonVsNonMember,Diff_PCA_1VarRegulonVsAvgRandNonMember
1051,0.608568051,0.198225918,0.304206437,0,0.001996008,0.410342133,0.304361615,0.230537166,0.325977879,0,0.001996008,0.378030885,0.282590172
1052,0.422168334,0.18174928,0.269104387,1,0.003992016,0.240419054,0.153063947,0.240773638,0.280944796,1,0.003992016,0.181394696,0.141223538
1053,0.655212538,0.245144765,0.311249771,0,0.001996008,0.410067774,0.343962767,0.231685471,0.355557514,0,0.001996008,0.423527068,0.299655025
1054,0.710505933,0.27140296,0.314792859,0,0.001996008,0.439102973,0.395713074,0.299069239,0.50316206,0,0.001996008,0.411436694,0.207343873
1055,0.56344167,0.290943689,0.376595349,6,0.013972056,0.272497981,0.186846321,0.192261958,0.284571996,0,0.001996008,0.371179712,0.278869674
1056,0.515155755,0.148417969,0.28364733,0,0.001996008,0.366737786,0.231508425,0.222984973,0.318962785,0,0.001996008,0.292170782,0.19619297
1057,0.690035834,0.199076464,0.296101674,0,0.001996008,0.49095937,0.39393416,0.33898766,0.514356992,0,0.001996008,0.351048174,0.175678842
1058,0.496833636,0.222460464,0.351256122,9,0.01996008,0.274373171,0.145577514,0.257593611,0.319378203,0,0.001996008,0.239240025,0.177455433
1059,0.500158131,0.21356591,0.336944751,6,0.013972056,0.286592221,0.16321338,0.242852787,0.321886188,0,0.001996008,0.257305344,0.178271943
1060,0.483415165,0.191739702,0.320852663,3,0.007984032,0.291675462,0.162562502,0.284820822,0.303734378,0,0.001996008,0.198594343,0.179680787
1061,0.712234571,0.284121528,0.382613012,0,0.001996008,0.428113043,0.329621558,0.331827767,0.487656931,0,0.001996008,0.380406804,0.224577639
1062,0.590411522,0.150609271,0.31234935,0,0.001996008,0.439802251,0.278062171,0.353085185,0.426321311,0,0.001996008,0.237326336,0.164090211
1063,0.691057797,0.171128544,0.355260919,0,0.001996008,0.519929254,0.335796878,0.349796417,0.462046827,0,0.001996008,0.341261381,0.22901097
1064,0.542941694,0.26694289,0.301158345,0,0.001996008,0.275998804,0.241783349,0.202231243,0.323072518,0,0.001996008,0.340710451,0.219869176
1065,0.717608782,0.290142651,0.440906916,0,0.001996008,0.427466131,0.276701865,0.28921236,0.433619875,0,0.001996008,0.428396422,0.283988907
1066,0.38179216,0.23324586,0.231989607,0,0.001996008,0.1485463,0.149802553,0.148218969,0.271634735,0,0.001996008,0.233573191,0.110157425
1067,0.621975744,0.235169552,0.253399612,0,0.001996008,0.386806192,0.368576131,0.190777752,0.435518418,0,0.001996008,0.431197992,0.186457326
1068,0.43069374,0.178605263,0.233379426,0,0.001996008,0.252088477,0.197314313,0.204653368,0.292749656,0,0.001996008,0.226040372,0.137944083
1069,0.615816659,0.211873436,0.247402157,0,0.001996008,0.403943223,0.368414502,0.20636018,0.533205386,0,0.001996008,0.40945648,0.082611273
1070,0.534596304,0.18395269,0.230141291,0,0.001996008,0.350643614,0.304455013,0.172980507,0.342458511,0,0.001996008,0.361615797,0.192137793
1071,0.53824856,0.166947062,0.259440642,0,0.001996008,0.371301499,0.278807918,0.222941742,0.304874632,0,0.001996008,0.315306819,0.233373929
1073,0.711973178,0.238874181,0.304365883,0,0.001996008,0.473098997,0.407607295,0.335569117,0.538454672,0,0.001996008,0.376404061,0.173518506
1074,0.726663332,0.201777434,0.279436229,0,0.001996008,0.524885898,0.447227103,0.28609697,0.521476617,0,0.001996008,0.440566362,0.205186715
1075,0.681430495,0.173017413,0.283169427,0,0.001996008,0.508413082,0.398261068,0.255598589,0.493291398,0,0.001996008,0.425831906,0.188139097
1076,0.667678849,0.219986473,0.380767474,0,0.001996008,0.447692376,0.286911375,0.356020176,0.457216795,0,0.001996008,0.311658673,0.210462054
1077,0.701591546,0.22319555,0.330281012,0,0.001996008,0.478395996,0.371310534,0.258329456,0.471283906,0,0.001996008,0.44326209,0.23030764
1078,0.711541288,0.323770529,0.451292014,4,0.00998004,0.387770759,0.260249274,0.41282599,0.476650713,0,0.001996008,0.298715299,0.234890575
1079,0.722350505,0.304082065,0.413172759,0,0.001996008,0.41826844,0.309177746,0.328892079,0.424376623,0,0.001996008,0.393458426,0.297973882
1080,0.713912891,0.238485704,0.385702297,0,0.001996008,0.475427187,0.328210594,0.304351441,0.449450662,0,0.001996008,0.40956145,0.264462229
1081,0.870231962,0.185899588,0.336091576,0,0.001996008,0.684332374,0.534140386,0.408934466,0.487913332,0,0.001996008,0.461297496,0.38231863
1082,0.523348179,0.180693009,0.320278894,0,0.001996008,0.342655169,0.203069285,0.355859676,0.337121791,0,0.001996008,0.167488502,0.186226388
1083,0.591770055,0.182085847,0.366248029,1,0.003992016,0.409684208,0.225522026,0.29882409,0.366259418,0,0.001996008,0.292945966,0.225510637
1084,0.888611597,0.207333523,0.37365273,0,0.001996008,0.681278074,0.514958867,0.643220167,0.589692198,0,0.001996008,0.24539143,0.298919398
1085,0.680596871,0.27516636,0.423944394,4,0.00998004,0.405430511,0.256652477,0.307132359,0.379338366,0,0.001996008,0.373464512,0.301258505
1086,0.535210121,0.161122451,0.346288845,1,0.003992016,0.37408767,0.188921276,0.384955183,0.395584515,0,0.001996008,0.150254938,0.139625606
1087,0.737291024,0.203239808,0.365124247,0,0.001996008,0.534051216,0.372166776,0.324639164,0.61459803,0,0.001996008,0.41265186,0.122692993
1088,0.692054423,0.220427238,0.379022105,0,0.001996008,0.471627185,0.313032318,0.311576616,0.43978477,0,0.001996008,0.380477807,0.252269652
1089,0.740102656,0.13692187,0.347724892,0,0.001996008,0.603180786,0.392377764,0.321835976,0.461313057,0,0.001996008,0.418266679,0.278789599
1090,0.944187339,0.21031017,0.365114328,0,0.001996008,0.733877169,0.579073011,0.651948559,0.635778286,0,0.001996008,0.29223878,0.308409053
1091,0.700761962,0.280805938,0.385390162,0,0.001996008,0.419956024,0.3153718,0.341286067,0.454861828,0,0.001996008,0.359475895,0.245900134
1092,0.36174155,0.223043222,0.216164022,0,0.001996008,0.138698328,0.145577528,0.125175055,0.263139038,0,0.001996008,0.236566495,0.098602512
1093,0.381522739,0.189476538,0.214271515,0,0.001996008,0.192046201,0.167251224,0.28515957,0.292833091,0,0.001996008,0.096363169,0.088689647
1094,0.696040948,0.220830043,0.238160813,0,0.001996008,0.475210906,0.457880135,0.246949031,0.613895466,0,0.001996008,0.449091918,0.082145483
1095,0.610899383,0.247089287,0.265339265,0,0.001996008,0.363810096,0.345560118,0.263576747,0.461284294,0,0.001996008,0.347322636,0.149615089
1096,0.516346136,0.252990984,0.280418142,0,0.001996008,0.263355151,0.235927994,0.198501772,0.328598618,0,0.001996008,0.317844364,0.187747518
1097,0.547382968,0.246568472,0.277812751,0,0.001996008,0.300814496,0.269570217,0.246191867,0.364279395,0,0.001996008,0.301191101,0.183103573
1098,0.61020833,0.213645784,0.267275596,0,0.001996008,0.396562546,0.342932734,0.272421414,0.383709291,0,0.001996008,0.337786916,0.226499039
1099,0.600878833,0.21542674,0.278941668,0,0.001996008,0.385452093,0.321937166,0.228740288,0.443173963,0,0.001996008,0.372138545,0.157704871
1100,0.751661412,0.21423991,0.274161249,0,0.001996008,0.537421502,0.477500163,0.321023401,0.665942698,0,0.001996008,0.430638011,0.085718714
1101,0.566528767,0.21093413,0.332125023,0,0.001996008,0.355594637,0.234403744,0.254668309,0.351346153,0,0.001996008,0.311860458,0.215182614
1102,0.542405943,0.233925025,0.327517737,3,0.007984032,0.308480919,0.214888206,0.247197756,0.287957346,0,0.001996008,0.295208187,0.254448598
1103,0.654817424,0.243347966,0.305255805,0,0.001996008,0.411469457,0.349561619,0.289495794,0.517568251,0,0.001996008,0.36532163,0.137249173
1104,0.67147965,0.246899223,0.333473427,0,0.001996008,0.424580428,0.338006223,0.268352045,0.447655953,0,0.001996008,0.403127605,0.223823697
1105,0.68868911,0.267598569,0.357691281,0,0.001996008,0.421090541,0.330997829,0.308244019,0.432356049,0,0.001996008,0.380445092,0.256333061
1106,0.79689684,0.288973885,0.391233265,0,0.001996008,0.507922956,0.405663575,0.389943278,0.535196981,0,0.001996008,0.406953563,0.261699859
1107,0.583897715,0.254613245,0.405038117,8,0.017964072,0.32928447,0.178859597,0.238912324,0.353357301,1,0.003992016,0.34498539,0.230540414
1108,0.478557935,0.227603047,0.270760804,0,0.001996008,0.250954888,0.207797132,0.238189708,0.30131434,0,0.001996008,0.240368227,0.177243596
1109,0.545039494,0.159249223,0.276654787,0,0.001996008,0.385790271,0.268384706,0.421919045,0.379982221,0,0.001996008,0.123120449,0.165057272
1110,0.669578911,0.235345117,0.369051106,0,0.001996008,0.434233794,0.300527804,0.331239698,0.420595885,0,0.001996008,0.338339213,0.248983026
1111,0.611740031,0.170625594,0.356350393,0,0.001996008,0.441114437,0.255389637,0.396560194,0.445938244,0,0.001996008,0.215179837,0.165801786
1112,0.449678315,0.222326963,0.224443552,0,0.001996008,0.227351351,0.225234763,0.145992851,0.321643731,0,0.001996008,0.303685464,0.128034584
1113,0.576633772,0.20890662,0.235014181,0,0.001996008,0.367727153,0.341619592,0.323446057,0.480057441,0,0.001996008,0.253187716,0.096576331
1114,0.538397986,0.167341038,0.214515538,0,0.001996008,0.371056947,0.323882448,0.23783237,0.454225839,0,0.001996008,0.300565615,0.084172147
1115,0.460727259,0.201072457,0.248253104,0,0.001996008,0.259654802,0.212474155,0.209064879,0.271968669,0,0.001996008,0.25166238,0.18875859
1116,0.555509878,0.20775457,0.27135552,0,0.001996008,0.347755308,0.284154358,0.230371897,0.357146334,0,0.001996008,0.325137981,0.198363544
1117,0.652620645,0.222015305,0.269133537,0,0.001996008,0.430605341,0.383487108,0.277666819,0.404790617,0,0.001996008,0.374953826,0.247830028
1118,0.615032089,0.142807076,0.224320774,0,0.001996008,0.472225013,0.390711315,0.249230227,0.481442129,0,0.001996008,0.365801862,0.13358996
1119,0.651868521,0.218122988,0.288565258,0,0.001996008,0.433745533,0.363303263,0.244867217,0.432562445,0,0.001996008,0.407001304,0.219306075
1120,0.629049094,0.191213686,0.271371581,0,0.001996008,0.437835408,0.357677513,0.263327807,0.357849165,0,0.001996008,0.365721286,0.271199929
1121,0.620494391,0.217736965,0.286297621,0,0.001996008,0.402757426,0.33419677,0.284503425,0.405227929,0,0.001996008,0.335990966,0.215266463
1122,0.623858057,0.21117742,0.319294669,0,0.001996008,0.412680638,0.304563389,0.291724495,0.353919434,0,0.001996008,0.332133563,0.269938623
1123,0.704597927,0.28990756,0.393483687,0,0.001996008,0.414690367,0.31111424,0.306205343,0.38189559,0,0.001996008,0.398392584,0.322702337
1124,0.726038821,0.233135101,0.31493823,0,0.001996008,0.492903721,0.411100592,0.348590111,0.541353791,0,0.001996008,0.37744871,0.184685031
1125,0.419873576,0.163500805,0.304926189,8,0.017964072,0.256372772,0.114947388,0.207541838,0.274907665,0,0.001996008,0.212331738,0.144965911
1126,0.592285565,0.171617702,0.357082805,0,0.001996008,0.420667863,0.23520276,0.256079032,0.378472731,0,0.001996008,0.336206533,0.213812834
1127,0.881704791,0.23890028,0.37536518,0,0.001996008,0.642804512,0.506339611,0.799036859,0.679641966,0,0.001996008,0.082667932,0.202062825
1129,0.798765568,0.41404128,0.508054328,0,0.001996008,0.384724288,0.29071124,0.278062346,0.381771922,0,0.001996008,0.520703222,0.416993646
1130,0.570436806,0.201591381,0.405552629,5,0.011976048,0.368845424,0.164884177,0.265777683,0.418573822,21,0.043912176,0.304659122,0.151862984
1131,0.664432053,0.189379285,0.355444599,0,0.001996008,0.475052768,0.308987453,0.32185679,0.489639815,0,0.001996008,0.342575263,0.174792237
1132,0.723885497,0.183364977,0.347774291,0,0.001996008,0.54052052,0.376111205,0.577383842,0.517140153,0,0.001996008,0.146501655,0.206745344
1133,0.713392272,0.220281282,0.39586101,0,0.001996008,0.49311099,0.317531262,0.312043745,0.469255333,0,0.001996008,0.401348527,0.244136939
1134,0.871527848,0.210614015,0.414982156,0,0.001996008,0.660913833,0.456545692,0.424486355,0.509177397,0,0.001996008,0.447041493,0.362350451
1135,0.334854573,0.214422415,0.217764673,0,0.001996008,0.120432158,0.1170899,0.151960338,0.230854023,0,0.001996008,0.182894235,0.104000551
1136,0.541265213,0.277701641,0.332042334,1,0.003992016,0.263563572,0.209222879,0.143398381,0.269733826,0,0.001996008,0.397866832,0.271531387
1137,0.645826933,0.278057405,0.305335814,0,0.001996008,0.367769528,0.340491119,0.226091616,0.445505998,0,0.001996008,0.419735316,0.200320935
1138,0.41492911,0.203694022,0.275252515,2,0.005988024,0.211235088,0.139676594,0.191713785,0.25931641,0,0.001996008,0.223215325,0.155612699
1139,0.489131817,0.23943701,0.287755902,0,0.001996008,0.249694807,0.201375915,0.218510609,0.299674444,0,0.001996008,0.270621208,0.189457373
1140,0.552408785,0.237398591,0.287183679,0,0.001996008,0.315010194,0.265225105,0.23588677,0.367821444,0,0.001996008,0.316522014,0.18458734
1141,0.601817722,0.22184364,0.318177047,0,0.001996008,0.379974082,0.283640675,0.223392766,0.333535219,0,0.001996008,0.378424957,0.268282503
1142,0.621871204,0.248330418,0.335994189,0,0.001996008,0.373540786,0.285877015,0.203181182,0.36059973,0,0.001996008,0.418690022,0.261271474
1143,0.536124984,0.196034103,0.301043882,0,0.001996008,0.340090882,0.235081103,0.23238916,0.29113455,0,0.001996008,0.303735824,0.244990434
1144,0.551675184,0.229452211,0.303297709,0,0.001996008,0.322222973,0.248377475,0.243709438,0.36094364,0,0.001996008,0.307965746,0.190731544
1145,0.650168979,0.247627429,0.312970679,0,0.001996008,0.40254155,0.3371983,0.275310833,0.403448942,0,0.001996008,0.374858146,0.246720038
1146,0.727864166,0.303949159,0.386731019,0,0.001996008,0.423915007,0.341133147,0.259939948,0.377685173,0,0.001996008,0.467924218,0.350178993
1147,0.583871151,0.224761455,0.355589132,1,0.003992016,0.359109696,0.228282019,0.350349395,0.37193746,0,0.001996008,0.233521756,0.211933692
1148,0.567158186,0.21203921,0.321111541,0,0.001996008,0.355118975,0.246046644,0.298453645,0.390805537,0,0.001996008,0.26870454,0.176352649
1149,0.755947355,0.332729112,0.442303126,0,0.001996008,0.423218243,0.313644229,0.29060517,0.392591108,0,0.001996008,0.465342186,0.363356248
1150,0.622826579,0.202748477,0.370342736,0,0.001996008,0.420078101,0.252483843,0.390791807,0.430562592,0,0.001996008,0.232034772,0.192263987
1151,0.92449395,0.250905296,0.389573106,0,0.001996008,0.673588654,0.534920844,0.508667742,0.712052095,0,0.001996008,0.415826208,0.212441855
1152,0.363635967,0.208631265,0.203965934,0,0.001996008,0.155004702,0.159670033,0.128228976,0.275331736,0,0.001996008,0.235406991,0.088304231
1153,0.3367373,0.207202504,0.207650663,0,0.001996008,0.129534796,0.129086637,0.168603858,0.256269575,0,0.001996008,0.168133442,0.080467725
1154,0.450546804,0.189274468,0.212672639,0,0.001996008,0.261272336,0.237874165,0.144973802,0.293247739,0,0.001996008,0.305573002,0.157299065
1155,0.394873477,0.146132173,0.180968594,0,0.001996008,0.248741303,0.213904882,0.190720559,0.221737375,0,0.001996008,0.204152917,0.173136101
1156,0.502906476,0.197268371,0.231316025,0,0.001996008,0.305638105,0.271590451,0.1543711,0.310991177,0,0.001996008,0.348535376,0.191915298
1157,0.3848886,0.262106574,0.263503647,1,0.003992016,0.122782026,0.121384953,0.157768506,0.252697602,0,0.001996008,0.227120094,0.132190998
1158,0.473559657,0.197705505,0.22953838,0,0.001996008,0.275854152,0.244021277,0.195196913,0.302269858,0,0.001996008,0.278362744,0.171289799
1159,0.368619375,0.198462399,0.252164673,4,0.00998004,0.170156976,0.116454702,0.241101448,0.257181393,0,0.001996008,0.127517927,0.111437981
1160,0.473424098,0.193730126,0.257477056,0,0.001996008,0.279693972,0.215947042,0.193994436,0.299534847,0,0.001996008,0.279429662,0.173889251
1161,0.663054432,0.278527366,0.301163499,0,0.001996008,0.384527066,0.361890933,0.253065569,0.452588452,0,0.001996008,0.409988863,0.21046598
1162,0.53465549,0.178208893,0.23398413,0,0.001996008,0.356446597,0.30067136,0.192945258,0.312210505,0,0.001996008,0.341710232,0.222444985
1163,0.636773492,0.213479529,0.266047137,0,0.001996008,0.423293963,0.370726355,0.244935012,0.515528742,0,0.001996008,0.391838479,0.12124475
1164,0.707267137,0.261602752,0.3383718,0,0.001996008,0.445664385,0.368895337,0.201927978,0.399300566,0,0.001996008,0.505339159,0.307966571
1165,0.67870105,0.212301817,0.272260113,0,0.001996008,0.466399234,0.406440937,0.269837956,0.488340104,0,0.001996008,0.408863094,0.190360946
1166,0.512679633,0.236776451,0.313744907,0,0.001996008,0.275903182,0.198934726,0.193453236,0.27648068,0,0.001996008,0.319226397,0.236198953
1167,0.574167996,0.210087422,0.308020711,0,0.001996008,0.364080574,0.266147285,0.19650274,0.307162731,0,0.001996008,0.377665256,0.267005265
1168,0.534146889,0.185329677,0.29277318,0,0.001996008,0.348817212,0.241373709,0.227140937,0.303710617,0,0.001996008,0.307005952,0.230436272
1169,0.557499395,0.256029713,0.323912605,0,0.001996008,0.301469682,0.233586791,0.230107413,0.375140944,0,0.001996008,0.327391983,0.182358451
1170,0.672132204,0.257440926,0.31556038,0,0.001996008,0.414691279,0.356571824,0.237259372,0.436376701,0,0.001996008,0.434872833,0.235755503
1171,0.627182619,0.219088729,0.2955212,0,0.001996008,0.40809389,0.331661419,0.263045653,0.481457096,0,0.001996008,0.364136966,0.145725523
1172,0.807005036,0.304039841,0.371906892,0,0.001996008,0.502965195,0.435098144,0.367400284,0.557272365,0,0.001996008,0.439604751,0.249732671
1173,0.722350505,0.304082065,0.39084021,0,0.001996008,0.41826844,0.331510295,0.328892079,0.428571309,0,0.001996008,0.393458426,0.293779196
1174,0.609392101,0.157935064,0.335437341,0,0.001996008,0.451457037,0.27395476,0.23069796,0.361246622,0,0.001996008,0.378694141,0.248145479
1175,0.56675242,0.157716746,0.284061469,0,0.001996008,0.409035674,0.282690951,0.321732504,0.4033248,0,0.001996008,0.245019916,0.16342762
1176,0.659366183,0.249324891,0.360227089,0,0.001996008,0.410041292,0.299139094,0.222356682,0.384356133,0,0.001996008,0.437009501,0.27501005
1177,0.534140375,0.204899297,0.251886485,0,0.001996008,0.329241077,0.282253889,0.214663842,0.339664081,0,0.001996008,0.319476533,0.194476294
1178,0.765188972,0.267637689,0.344043364,0,0.001996008,0.497551282,0.421145607,0.221532716,0.451632825,0,0.001996008,0.543656256,0.313556146
1179,0.574717326,0.215665144,0.323446433,0,0.001996008,0.359052182,0.251270893,0.246340766,0.354716019,0,0.001996008,0.328376561,0.220001307
1180,0.361209099,0.204432865,0.20164383,0,0.001996008,0.156776235,0.159565269,0.151538852,0.286185795,0,0.001996008,0.209670247,0.075023305
1181,0.403434363,0.167017477,0.194859308,0,0.001996008,0.236416886,0.208575055,0.21323446,0.224245547,0,0.001996008,0.190199902,0.179188816
1182,0.513138912,0.203856643,0.249476075,0,0.001996008,0.309282269,0.263662837,0.145847845,0.305729896,0,0.001996008,0.367291067,0.207409015
1183,0.371455356,0.194362322,0.221800412,0,0.001996008,0.177093034,0.149654945,0.198827398,0.243486812,0,0.001996008,0.172627958,0.127968544
1184,0.490139663,0.19324365,0.228383179,0,0.001996008,0.296896013,0.261756484,0.185080261,0.286055696,0,0.001996008,0.305059401,0.204083967
1185,0.428918117,0.240810259,0.268238839,1,0.003992016,0.188107858,0.160679278,0.153248955,0.238862377,0,0.001996008,0.275669162,0.19005574
1186,0.437901682,0.174538586,0.21978509,0,0.001996008,0.263363096,0.218116592,0.222733914,0.29268423,0,0.001996008,0.215167768,0.145217452
1187,0.643551677,0.191248219,0.234602653,0,0.001996008,0.452303458,0.408949024,0.229738139,0.496003329,0,0.001996008,0.413813538,0.147548348
1188,0.482110273,0.240811539,0.271700256,0,0.001996008,0.241298734,0.210410017,0.256402983,0.345512169,0,0.001996008,0.22570729,0.136598105
1189,0.584838772,0.264451258,0.290380586,0,0.001996008,0.320387514,0.294458187,0.257686201,0.372720995,0,0.001996008,0.327152571,0.212117778
1190,0.525687982,0.236446003,0.275674649,0,0.001996008,0.289241979,0.250013334,0.262048686,0.374078717,0,0.001996008,0.263639297,0.151609265
1191,0.53838055,0.157985698,0.235645072,0,0.001996008,0.380394852,0.302735478,0.211078264,0.376765054,0,0.001996008,0.327302287,0.161615497
1192,0.585566018,0.213697635,0.277762847,0,0.001996008,0.371868384,0.307803171,0.264024196,0.375875474,0,0.001996008,0.321541822,0.209690544
1193,0.684158202,0.249669745,0.317205853,0,0.001996008,0.434488458,0.366952349,0.228928435,0.35888652,0,0.001996008,0.455229767,0.325271682
1194,0.773673498,0.288146055,0.366709373,0,0.001996008,0.485527443,0.406964125,0.234581533,0.409099479,0,0.001996008,0.539091965,0.364574019
1195,0.457100351,0.154024453,0.274642568,0,0.001996008,0.303075898,0.182457783,0.232527339,0.287767306,0,0.001996008,0.224573012,0.169333045
1196,0.499163981,0.191730536,0.294993778,1,0.003992016,0.307433444,0.204170202,0.225405812,0.292539828,0,0.001996008,0.273758169,0.206624152
1197,0.789927026,0.272985708,0.367726342,0,0.001996008,0.516941318,0.422200683,0.248331716,0.382540174,0,0.001996008,0.54159531,0.407386852
1198,0.495287452,0.221970614,0.344851842,7,0.015968064,0.273316838,0.15043561,0.228373738,0.349990599,7,0.015968064,0.266913714,0.145296853
1199,0.822338773,0.214777978,0.297205385,0,0.001996008,0.607560795,0.525133388,0.394261502,0.690798782,0,0.001996008,0.428077271,0.131539991
1200,0.61917818,0.228155188,0.320811702,0,0.001996008,0.391022991,0.298366477,0.323726954,0.468153488,0,0.001996008,0.295451226,0.151024692
1201,0.609680718,0.285263426,0.404300046,5,0.011976048,0.324417292,0.205380672,0.288193585,0.403522424,1,0.003992016,0.321487133,0.206158293
1202,0.524682934,0.201440577,0.31687577,1,0.003992016,0.323242357,0.207807164,0.248077676,0.341007481,0,0.001996008,0.276605258,0.183675453
1203,0.712117357,0.249159554,0.344337182,0,0.001996008,0.462957803,0.367780175,0.33578546,0.551588132,0,0.001996008,0.376331897,0.160529226
1204,0.599038585,0.182694401,0.319878977,0,0.001996008,0.416344184,0.279159608,0.285269844,0.365735094,0,0.001996008,0.313768741,0.23330349
1205,0.540721992,0.22210239,0.25324043,0,0.001996008,0.318619601,0.287481562,0.190674885,0.359843482,0,0.001996008,0.350047107,0.18087851
1206,0.620923058,0.154349167,0.242347157,0,0.001996008,0.466573891,0.378575901,0.245240968,0.362228702,0,0.001996008,0.375682091,0.258694357
1207,0.710581405,0.245311692,0.317622524,0,0.001996008,0.465269713,0.392958881,0.308243404,0.386109776,0,0.001996008,0.402338002,0.324471629
1208,0.760678179,0.222694733,0.319485295,0,0.001996008,0.537983446,0.441192884,0.307530219,0.435536833,0,0.001996008,0.45314796,0.325141346
1209,0.619707572,0.224934532,0.44792743,6,0.013972056,0.39477304,0.171780142,0.248657353,0.416384556,2,0.005988024,0.371050219,0.203323016
1210,0.900825866,0.165829293,0.380579776,0,0.001996008,0.734996574,0.52024609,0.4258166,0.49186148,0,0.001996008,0.475009266,0.408964386
1211,0.661755294,0.167486963,0.365034368,0,0.001996008,0.494268331,0.296720927,0.281066664,0.403950524,0,0.001996008,0.380688631,0.25780477
1212,0.42290165,0.223267397,0.221117964,0,0.001996008,0.199634253,0.201783686,0.148568468,0.314119088,0,0.001996008,0.274333182,0.108782562
1213,0.537518884,0.176830446,0.192470329,0,0.001996008,0.360688438,0.345048555,0.169385411,0.387597143,0,0.001996008,0.368133474,0.149921741
1214,0.674686618,0.214852456,0.231265293,0,0.001996008,0.459834162,0.443421324,0.236758678,0.59302008,0,0.001996008,0.43792794,0.081666538
1215,0.330106028,0.159710828,0.194188239,0,0.001996008,0.170395199,0.135917789,0.171898895,0.21275128,0,0.001996008,0.158207133,0.117354747
1216,0.480313607,0.176923502,0.201535762,0,0.001996008,0.303390105,0.278777845,0.190613955,0.356860795,0,0.001996008,0.289699652,0.123452812
1217,0.411426117,0.208385815,0.251036597,0,0.001996008,0.203040302,0.16038952,0.167843934,0.250007847,0,0.001996008,0.243582183,0.16141827
1218,0.615645924,0.24962778,0.269353221,0,0.001996008,0.366018143,0.346292703,0.238075092,0.4682976,0,0.001996008,0.377570831,0.147348324
1219,0.535012381,0.214265635,0.238883075,0,0.001996008,0.320746747,0.296129306,0.220480679,0.423206691,0,0.001996008,0.314531703,0.11180569
1220,0.518816795,0.190087278,0.219501714,0,0.001996008,0.328729517,0.299315081,0.194361711,0.354422622,0,0.001996008,0.324455084,0.164394173
1221,0.55501721,0.208624874,0.264526479,0,0.001996008,0.346392335,0.290490731,0.20806187,0.312644001,0,0.001996008,0.346955339,0.242373208
1222,0.559453313,0.238031039,0.270488201,0,0.001996008,0.321422274,0.288965112,0.231356379,0.384143892,0,0.001996008,0.328096934,0.175309421
1223,0.569142749,0.215110597,0.293426779,0,0.001996008,0.354032152,0.27571597,0.170329665,0.321183688,0,0.001996008,0.398813084,0.247959061
1224,0.611589056,0.230239014,0.271032831,0,0.001996008,0.381350042,0.340556225,0.266940681,0.383166024,0,0.001996008,0.344648374,0.228423032
1225,0.602794016,0.252204633,0.298036235,0,0.001996008,0.350589383,0.304757782,0.280729036,0.412572677,0,0.001996008,0.322064981,0.190221339
1226,0.699398972,0.192529679,0.245766264,0,0.001996008,0.506869293,0.453632708,0.216949068,0.486166539,0,0.001996008,0.482449904,0.213232434
1227,0.661923628,0.276364357,0.316656636,0,0.001996008,0.385559271,0.345266992,0.28985951,0.454603655,0,0.001996008,0.372064118,0.207319973
1228,0.588912054,0.232598266,0.312084046,0,0.001996008,0.356313788,0.276828009,0.243304257,0.332375121,0,0.001996008,0.345607798,0.256536933
1229,0.546474377,0.188026656,0.289091882,0,0.001996008,0.358447721,0.257382495,0.236484076,0.320319548,0,0.001996008,0.309990301,0.226154829
1230,0.786850192,0.290252678,0.340370426,0,0.001996008,0.496597514,0.446479765,0.303043933,0.592944864,0,0.001996008,0.483806259,0.193905328
1231,0.714961936,0.411746581,0.481359054,2,0.005988024,0.303215355,0.233602882,0.224998172,0.337504337,0,0.001996008,0.489963765,0.377457599
1232,0.682416115,0.23383827,0.311265569,0,0.001996008,0.448577845,0.371150546,0.308866004,0.478792868,0,0.001996008,0.373550111,0.203623247
1233,0.621257656,0.228653153,0.358847001,0,0.001996008,0.392604502,0.262410654,0.247048288,0.369324168,0,0.001996008,0.374209368,0.251933488
1234,0.612944176,0.212120459,0.353008866,0,0.001996008,0.400823717,0.25993531,0.373243885,0.440861564,0,0.001996008,0.239700291,0.172082612
1235,0.924916072,0.205040361,0.247241187,0,0.001996008,0.719875711,0.677674885,0.570236166,0.845029811,0,0.001996008,0.354679906,0.079886261
1236,0.935426731,0.172601912,0.351110835,0,0.001996008,0.762824819,0.584315896,0.716086343,0.59030571,0,0.001996008,0.219340388,0.34512102
1237,0.718379332,0.240280214,0.258520043,0,0.001996008,0.478099118,0.459859289,0.356224857,0.520314956,0,0.001996008,0.362154475,0.198064375
1238,0.558111765,0.206238701,0.232507239,0,0.001996008,0.351873065,0.325604527,0.194006357,0.370692867,0,0.001996008,0.364105408,0.187418898
1239,0.612810344,0.239609429,0.283882832,0,0.001996008,0.373200915,0.328927512,0.200980762,0.475358422,0,0.001996008,0.411829582,0.137451922
1241,0.475602038,0.151833035,0.270240478,0,0.001996008,0.323769003,0.20536156,0.369957148,0.360939947,1,0.003992016,0.10564489,0.114662092
