,Regulon_ID,Regulator,RegulonGene,SpearmanCorrelationExp,SpearmanCorrelationPValExp,SpearmanCorrelationEigenGene,SpearmanCorrelationPValEigenGene
9230,436,ENSG00000204103,ENSG00000241399,0.547985805,3.03E-42,0.810742174,5.14E-123
9231,436,ENSG00000204103,ENSG00000168421,0.540803495,5.53E-41,0.810742174,5.14E-123
9232,436,ENSG00000204103,ENSG00000138061,0.513363799,1.95E-36,0.810742174,5.14E-123
9233,436,ENSG00000204103,ENSG00000141526,0.573040549,6.87E-47,0.810742174,5.14E-123
9234,436,ENSG00000204103,ENSG00000142583,0.699714853,5.68E-78,0.810742174,5.14E-123
9235,436,ENSG00000204103,ENSG00000149418,0.598376801,5.18E-52,0.810742174,5.14E-123
9236,436,ENSG00000204103,ENSG00000010671,0.556199499,1.01E-43,0.810742174,5.14E-123
9237,436,ENSG00000204103,ENSG00000145685,0.721847964,3.60E-85,0.810742174,5.14E-123
9238,436,ENSG00000204103,ENSG00000262418,0.699292429,7.68E-78,0.810742174,5.14E-123
9239,436,ENSG00000204103,ENSG00000140030,0.66838391,7.58E-69,0.810742174,5.14E-123
9240,436,ENSG00000204103,ENSG00000173068,0.553563122,3.03E-43,0.810742174,5.14E-123
9241,436,ENSG00000204103,ENSG00000019169,0.508028466,1.34E-35,0.810742174,5.14E-123
9242,436,ENSG00000204103,ENSG00000170776,0.354432361,6.77E-17,0.810742174,5.14E-123
9243,436,ENSG00000204103,ENSG00000110031,0.658606816,3.19E-66,0.810742174,5.14E-123
9244,436,ENSG00000204103,ENSG00000282608,0.683024916,5.73E-73,0.810742174,5.14E-123
9245,436,ENSG00000204103,ENSG00000131370,0.394192134,7.49E-21,0.810742174,5.14E-123
9246,436,ENSG00000204103,ENSG00000115232,0.386215004,5.16E-20,0.810742174,5.14E-123
9247,436,ENSG00000204103,ENSG00000145779,0.620733146,6.31E-57,0.810742174,5.14E-123
9248,436,ENSG00000204103,ENSG00000026297,0.700393162,3.50E-78,0.810742174,5.14E-123
9249,436,ENSG00000204103,ENSG00000110876,0.497994539,4.58E-34,0.810742174,5.14E-123
9250,436,ENSG00000204103,ENSG00000275565,0.730019728,5.24E-88,0.810742174,5.14E-123
9251,436,ENSG00000204103,ENSG00000133574,0.701831784,1.24E-78,0.810742174,5.14E-123
9252,436,ENSG00000204103,ENSG00000110324,0.805329203,3.63E-120,0.810742174,5.14E-123
9253,436,ENSG00000204103,ENSG00000136167,0.686302227,6.35E-74,0.810742174,5.14E-123
9254,436,ENSG00000204103,ENSG00000075420,0.484627302,4.24E-32,0.810742174,5.14E-123
9255,436,ENSG00000204103,ENSG00000135269,0.444999732,9.42E-27,0.810742174,5.14E-123
9256,436,ENSG00000204103,ENSG00000141655,0.499691829,2.54E-34,0.810742174,5.14E-123
9257,436,ENSG00000204103,ENSG00000090104,0.554111084,2.41E-43,0.810742174,5.14E-123
9258,436,ENSG00000204103,ENSG00000139436,0.316176004,1.39E-13,0.810742174,5.14E-123
9259,436,ENSG00000204103,ENSG00000177575,0.821920515,3.36E-129,0.810742174,5.14E-123
9260,436,ENSG00000204103,ENSG00000143641,0.438797848,5.61E-26,0.810742174,5.14E-123
9261,436,ENSG00000204103,ENSG00000135677,0.522096348,7.71E-38,0.810742174,5.14E-123
9262,436,ENSG00000204103,ENSG00000147168,0.437776082,7.50E-26,0.810742174,5.14E-123
9263,436,ENSG00000204103,ENSG00000111424,0.513431461,1.90E-36,0.810742174,5.14E-123
9264,436,ENSG00000204103,ENSG00000129667,0.639517741,2.25E-61,0.810742174,5.14E-123
9265,436,ENSG00000204103,ENSG00000124357,0.487869263,1.44E-32,0.810742174,5.14E-123
9266,436,ENSG00000204103,ENSG00000110077,0.737242028,1.33E-90,0.810742174,5.14E-123
9267,436,ENSG00000204103,ENSG00000026751,0.200611102,3.85E-06,0.810742174,5.14E-123
9268,436,ENSG00000204103,ENSG00000137841,0.420980012,7.74E-24,0.810742174,5.14E-123
9269,436,ENSG00000204103,ENSG00000104894,0.680221999,3.68E-72,0.810742174,5.14E-123
9270,436,ENSG00000204103,ENSG00000143162,0.634451011,3.83E-60,0.810742174,5.14E-123
9271,436,ENSG00000204103,ENSG00000138821,0.521464948,9.77E-38,0.810742174,5.14E-123
9272,436,ENSG00000204103,ENSG00000095585,0.410999762,1.08E-22,0.810742174,5.14E-123
9273,436,ENSG00000204103,ENSG00000075884,0.545554608,8.17E-42,0.810742174,5.14E-123
9274,436,ENSG00000204103,ENSG00000010327,0.811818272,1.36E-123,0.810742174,5.14E-123
9275,436,ENSG00000204103,ENSG00000028137,0.784636317,4.75E-110,0.810742174,5.14E-123
9276,436,ENSG00000204103,ENSG00000278154,0.779817457,7.45E-108,0.810742174,5.14E-123
9277,436,ENSG00000204103,ENSG00000129450,0.537572164,1.99E-40,0.810742174,5.14E-123
9278,436,ENSG00000204103,ENSG00000165025,0.707500723,1.99E-80,0.810742174,5.14E-123
9279,436,ENSG00000204103,ENSG00000136404,0.518336797,3.13E-37,0.810742174,5.14E-123
9280,436,ENSG00000204103,ENSG00000155307,0.711891253,7.57E-82,0.810742174,5.14E-123
9281,436,ENSG00000204103,ENSG00000064666,0.377453854,4.04E-19,0.810742174,5.14E-123
9282,436,ENSG00000204103,ENSG00000184922,0.552815464,4.14E-43,0.810742174,5.14E-123
9283,436,ENSG00000204103,ENSG00000083223,0.364461543,7.65E-18,0.810742174,5.14E-123
9284,436,ENSG00000204103,ENSG00000177105,0.668859485,5.62E-69,0.810742174,5.14E-123
9285,436,ENSG00000204103,ENSG00000171522,0.615683796,8.81E-56,0.810742174,5.14E-123
9286,436,ENSG00000204103,ENSG00000075426,0.511763024,3.48E-36,0.810742174,5.14E-123
9287,673,ENSG00000130675,ENSG00000146859,-0.24667975,0.000287086,-0.411519338,4.52E-10
9288,673,ENSG00000130675,ENSG00000124570,-0.449637657,6.03E-12,-0.411519338,4.52E-10
9289,673,ENSG00000130675,ENSG00000165507,-0.347592303,2.06E-07,-0.411519338,4.52E-10
9290,673,ENSG00000130675,ENSG00000148175,-0.429029244,6.65E-11,-0.411519338,4.52E-10
9291,673,ENSG00000130675,ENSG00000140497,-0.341860253,3.35E-07,-0.411519338,4.52E-10
9292,673,ENSG00000130675,ENSG00000116044,-0.352373001,1.36E-07,-0.411519338,4.52E-10
9293,673,ENSG00000130675,ENSG00000135929,-0.349331197,1.77E-07,-0.411519338,4.52E-10
9294,1817,ENSG00000281306,ENSG00000278705,0.058431885,0.412335133,0.110356327,0.120733127
9295,1817,ENSG00000281306,ENSG00000120149,0.009770062,0.891063424,0.110356327,0.120733127
9296,1817,ENSG00000281306,ENSG00000274641,0.161019956,0.023086354,0.110356327,0.120733127
9297,1817,ENSG00000281306,ENSG00000197579,0.202294807,0.00416446,0.110356327,0.120733127
9298,1817,ENSG00000281306,ENSG00000197061,0.20894961,0.003058548,0.110356327,0.120733127
9299,1817,ENSG00000281306,ENSG00000159023,0.09608497,0.17700565,0.110356327,0.120733127
9300,1817,ENSG00000281306,ENSG00000105610,-0.060944899,0.392488699,0.110356327,0.120733127
9301,1817,ENSG00000281306,ENSG00000168298,0.022728795,0.749991598,0.110356327,0.120733127
9302,1817,ENSG00000281306,ENSG00000274267,0.080592397,0.257813018,0.110356327,0.120733127
9303,1817,ENSG00000281306,ENSG00000124635,0.125634232,0.077038079,0.110356327,0.120733127
9304,1817,ENSG00000281306,ENSG00000187837,0.120628902,0.089665826,0.110356327,0.120733127
9305,1624,ENSG00000170265,ENSG00000136104,0.207190415,0.00513273,0.413674539,7.11E-09
9306,1624,ENSG00000170265,ENSG00000106268,0.409709995,1.02E-08,0.413674539,7.11E-09
9307,1624,ENSG00000170265,ENSG00000160199,0.361372513,5.79E-07,0.413674539,7.11E-09
9308,1624,ENSG00000170265,ENSG00000129173,0.320982333,1.05E-05,0.413674539,7.11E-09
9309,1624,ENSG00000170265,ENSG00000123388,0.188144101,0.011200642,0.413674539,7.11E-09
9310,1624,ENSG00000170265,ENSG00000105996,0.118182646,0.113073757,0.413674539,7.11E-09
9311,1624,ENSG00000170265,ENSG00000096654,0.37609536,1.81E-07,0.413674539,7.11E-09
9312,3583,ENSG00000186827,ENSG00000172061,-0.053590186,0.578185049,-0.228816807,0.016197819
9313,3583,ENSG00000186827,ENSG00000075651,-0.136027771,0.156491947,-0.228816807,0.016197819
9314,3583,ENSG00000186827,ENSG00000171843,-0.104235512,0.278498764,-0.228816807,0.016197819
9315,3583,ENSG00000186827,ENSG00000151929,-0.242107161,0.010826023,-0.228816807,0.016197819
9316,3583,ENSG00000186827,ENSG00000175105,-0.245055564,0.009872212,-0.228816807,0.016197819
9317,449,ENSG00000204103,ENSG00000122644,-0.026236088,0.755771753,0.498214813,2.43E-10
9318,449,ENSG00000204103,ENSG00000186591,0.533971897,6.53E-12,0.498214813,2.43E-10
9319,449,ENSG00000204103,ENSG00000164741,0.274106176,0.000923839,0.498214813,2.43E-10
9320,449,ENSG00000204103,ENSG00000170852,0.060811254,0.47061264,0.498214813,2.43E-10
9321,449,ENSG00000204103,ENSG00000067082,0.480527102,1.25E-09,0.498214813,2.43E-10
9322,449,ENSG00000204103,ENSG00000150347,0.469692866,3.26E-09,0.498214813,2.43E-10
9323,449,ENSG00000204103,ENSG00000142192,0.440021833,3.82E-08,0.498214813,2.43E-10
9324,449,ENSG00000204103,ENSG00000177606,0.460631505,7.09E-09,0.498214813,2.43E-10
9325,449,ENSG00000204103,ENSG00000134121,0.33851653,3.54E-05,0.498214813,2.43E-10
9326,449,ENSG00000204103,ENSG00000148154,0.544822548,2.00E-12,0.498214813,2.43E-10
9327,965,ENSG00000101412,ENSG00000152455,0.613828392,2.09E-22,0.745020097,3.39E-37
9328,965,ENSG00000101412,ENSG00000131652,0.634372014,2.96E-24,0.745020097,3.39E-37
9329,965,ENSG00000101412,ENSG00000173933,0.685827899,1.48E-29,0.745020097,3.39E-37
9330,965,ENSG00000101412,ENSG00000112242,0.611498748,3.31E-22,0.745020097,3.39E-37
9331,965,ENSG00000101412,ENSG00000187514,0.606370373,9.06E-22,0.745020097,3.39E-37
9332,965,ENSG00000101412,ENSG00000163362,0.692567228,2.48E-30,0.745020097,3.39E-37
9333,965,ENSG00000101412,ENSG00000166037,0.6408144,7.30E-25,0.745020097,3.39E-37
9334,1559,ENSG00000182568,ENSG00000151474,0.497678275,8.20E-10,0.63344064,1.66E-16
9335,1559,ENSG00000182568,ENSG00000184635,0.515174129,1.63E-10,0.63344064,1.66E-16
9336,1559,ENSG00000182568,ENSG00000121440,0.440137548,9.21E-08,0.63344064,1.66E-16
9337,1559,ENSG00000182568,ENSG00000140455,0.359423471,1.86E-05,0.63344064,1.66E-16
9338,1559,ENSG00000182568,ENSG00000154380,0.510608721,2.50E-10,0.63344064,1.66E-16
9339,1559,ENSG00000182568,ENSG00000146247,0.520407765,9.84E-11,0.63344064,1.66E-16
9340,1559,ENSG00000182568,ENSG00000060718,0.45,4.36E-08,0.63344064,1.66E-16
9341,1559,ENSG00000182568,ENSG00000147421,0.566495952,7.99E-13,0.63344064,1.66E-16
9342,1559,ENSG00000182568,ENSG00000165512,0.49851234,7.60E-10,0.63344064,1.66E-16
9343,1559,ENSG00000182568,ENSG00000198604,0.451068188,4.01E-08,0.63344064,1.66E-16
9344,1559,ENSG00000182568,ENSG00000038427,0.558579651,1.93E-12,0.63344064,1.66E-16
9345,1559,ENSG00000182568,ENSG00000136758,0.305765291,0.00031047,0.63344064,1.66E-16
9346,374,ENSG00000112561,ENSG00000116260,0.401467676,3.17E-05,0.433861386,5.83E-06
9347,374,ENSG00000112561,ENSG00000064601,0.397682003,3.82E-05,0.433861386,5.83E-06
9348,374,ENSG00000112561,ENSG00000006712,0.40543972,2.60E-05,0.433861386,5.83E-06
9349,374,ENSG00000112561,ENSG00000087088,0.321619103,0.00103957,0.433861386,5.83E-06
9350,374,ENSG00000112561,ENSG00000128228,0.407093768,2.39E-05,0.433861386,5.83E-06
9351,374,ENSG00000112561,ENSG00000179218,0.378590565,9.47E-05,0.433861386,5.83E-06
9352,2293,ENSG00000118689,ENSG00000158470,0.397995922,2.67E-07,0.610440802,2.67E-17
9353,2293,ENSG00000118689,ENSG00000186591,0.575113401,4.10E-15,0.610440802,2.67E-17
9354,2293,ENSG00000118689,ENSG00000122644,0.281392739,0.000372966,0.610440802,2.67E-17
9355,2293,ENSG00000118689,ENSG00000164741,0.385045281,6.93E-07,0.610440802,2.67E-17
9356,2293,ENSG00000118689,ENSG00000170852,0.442588232,7.25E-09,0.610440802,2.67E-17
9357,2293,ENSG00000118689,ENSG00000067082,0.459654502,1.58E-09,0.610440802,2.67E-17
9358,2293,ENSG00000118689,ENSG00000150347,0.647000996,7.19E-20,0.610440802,2.67E-17
9359,2293,ENSG00000118689,ENSG00000142192,0.516944572,4.89E-12,0.610440802,2.67E-17
9360,2293,ENSG00000118689,ENSG00000177606,0.475247744,3.64E-10,0.610440802,2.67E-17
9361,2293,ENSG00000118689,ENSG00000148154,0.423584265,3.60E-08,0.610440802,2.67E-17
9362,243,ENSG00000177606,ENSG00000060982,0.548952431,1.16E-16,0.662379968,7.16E-26
9363,243,ENSG00000177606,ENSG00000164741,0.57428474,2.05E-18,0.662379968,7.16E-26
9364,243,ENSG00000177606,ENSG00000196083,0.612372778,2.36E-21,0.662379968,7.16E-26
9365,243,ENSG00000177606,ENSG00000133110,0.532692616,1.30E-15,0.662379968,7.16E-26
9366,243,ENSG00000177606,ENSG00000112769,0.506479355,4.91E-14,0.662379968,7.16E-26
9367,243,ENSG00000177606,ENSG00000135363,0.556693635,3.50E-17,0.662379968,7.16E-26
9368,243,ENSG00000177606,ENSG00000280477,0.372530231,8.84E-08,0.662379968,7.16E-26
9369,243,ENSG00000177606,ENSG00000128283,0.447222165,6.26E-11,0.662379968,7.16E-26
9370,243,ENSG00000177606,ENSG00000088448,0.28537348,5.50E-05,0.662379968,7.16E-26
9371,243,ENSG00000177606,ENSG00000138166,0.620345724,5.10E-22,0.662379968,7.16E-26
9372,243,ENSG00000177606,ENSG00000173334,0.627365402,1.27E-22,0.662379968,7.16E-26
9373,243,ENSG00000177606,ENSG00000068650,0.516212563,1.32E-14,0.662379968,7.16E-26
9374,243,ENSG00000177606,ENSG00000151718,0.45272976,3.41E-11,0.662379968,7.16E-26
9375,243,ENSG00000177606,ENSG00000129566,0.34042478,1.19E-06,0.662379968,7.16E-26
9376,932,ENSG00000106459,ENSG00000102384,0.548322501,2.63E-13,0.574101791,1.06E-14
9377,932,ENSG00000106459,ENSG00000001167,0.4450584,9.20E-09,0.574101791,1.06E-14
9378,932,ENSG00000106459,ENSG00000092470,0.519908556,6.69E-12,0.574101791,1.06E-14
9379,932,ENSG00000106459,ENSG00000135829,0.585696321,2.27E-15,0.574101791,1.06E-14
9380,932,ENSG00000106459,ENSG00000143398,0.513494488,1.33E-11,0.574101791,1.06E-14
9381,932,ENSG00000106459,ENSG00000079246,0.484960942,2.43E-10,0.574101791,1.06E-14
9382,932,ENSG00000106459,ENSG00000167513,0.592869005,8.49E-16,0.574101791,1.06E-14
9383,932,ENSG00000106459,ENSG00000166847,0.279604836,0.000485577,0.574101791,1.06E-14
9384,1404,ENSG00000125398,ENSG00000172020,0.367405114,1.58E-05,0.282955213,0.001057663
9385,1404,ENSG00000125398,ENSG00000196843,0.306736775,0.000366065,0.282955213,0.001057663
9386,1404,ENSG00000125398,ENSG00000171951,0.245342444,0.004736008,0.282955213,0.001057663
9387,1404,ENSG00000125398,ENSG00000128285,-0.024149896,0.784239096,0.282955213,0.001057663
9388,1404,ENSG00000125398,ENSG00000249992,0.358490365,2.62E-05,0.282955213,0.001057663
9389,1404,ENSG00000125398,ENSG00000134686,0.169118668,0.053478925,0.282955213,0.001057663
9390,1241,ENSG00000151702,ENSG00000188419,0.337045533,1.35E-07,0.469614607,3.50E-14
9391,1241,ENSG00000151702,ENSG00000115295,0.363355381,1.11E-08,0.469614607,3.50E-14
9392,1241,ENSG00000151702,ENSG00000148634,0.360080524,1.53E-08,0.469614607,3.50E-14
9393,1241,ENSG00000151702,ENSG00000109320,0.518954702,1.82E-17,0.469614607,3.50E-14
9394,1241,ENSG00000151702,ENSG00000012174,0.279610319,1.48E-05,0.469614607,3.50E-14
9395,1241,ENSG00000151702,ENSG00000143870,0.341621035,8.88E-08,0.469614607,3.50E-14
9396,1241,ENSG00000151702,ENSG00000018408,0.423385245,1.50E-11,0.469614607,3.50E-14
9397,1241,ENSG00000151702,ENSG00000125304,0.416812764,3.30E-11,0.469614607,3.50E-14
9398,1241,ENSG00000151702,ENSG00000153827,0.448692334,6.09E-13,0.469614607,3.50E-14
9399,3702,ENSG00000128714,ENSG00000115414,-0.117561638,0.087723733,-0.257690254,0.000148167
9400,3702,ENSG00000128714,ENSG00000102034,-0.178397263,0.00923955,-0.257690254,0.000148167
9401,3702,ENSG00000128714,ENSG00000166147,-0.284805137,2.56E-05,-0.257690254,0.000148167
9402,3702,ENSG00000128714,ENSG00000109320,-0.304494252,6.33E-06,-0.257690254,0.000148167
9403,3702,ENSG00000128714,ENSG00000008513,-0.222045058,0.001135379,-0.257690254,0.000148167
9404,3702,ENSG00000128714,ENSG00000140564,-0.277281131,4.24E-05,-0.257690254,0.000148167
9405,3702,ENSG00000128714,ENSG00000110108,-0.244688863,0.000322545,-0.257690254,0.000148167
9406,3702,ENSG00000128714,ENSG00000134109,-0.221731453,0.001154371,-0.257690254,0.000148167
9407,3702,ENSG00000128714,ENSG00000167202,-0.256084444,0.000163474,-0.257690254,0.000148167
9408,3702,ENSG00000128714,ENSG00000204291,-0.221895183,0.001144419,-0.257690254,0.000148167
9409,1019,ENSG00000150907,ENSG00000103769,0.123487289,0.052101346,0.280344311,7.37E-06
9410,1019,ENSG00000150907,ENSG00000164574,0.26297773,2.73E-05,0.280344311,7.37E-06
9411,1019,ENSG00000150907,ENSG00000077721,0.065492478,0.304293668,0.280344311,7.37E-06
9412,1019,ENSG00000150907,ENSG00000116005,0.250320598,6.73E-05,0.280344311,7.37E-06
9413,1019,ENSG00000150907,ENSG00000111145,0.165729917,0.00892695,0.280344311,7.37E-06
9414,1019,ENSG00000150907,ENSG00000165672,0.04198851,0.51041896,0.280344311,7.37E-06
9415,1019,ENSG00000150907,ENSG00000213625,0.278013976,8.83E-06,0.280344311,7.37E-06
9416,1019,ENSG00000150907,ENSG00000180398,0.283460602,5.77E-06,0.280344311,7.37E-06
9417,1019,ENSG00000150907,ENSG00000161217,0.120350542,0.058412168,0.280344311,7.37E-06
9418,1019,ENSG00000150907,ENSG00000111144,0.240638144,0.000129813,0.280344311,7.37E-06
9419,1019,ENSG00000150907,ENSG00000089876,0.12442194,0.0503344,0.280344311,7.37E-06
9420,1019,ENSG00000150907,ENSG00000136436,0.376960369,8.56E-10,0.280344311,7.37E-06
9421,1019,ENSG00000150907,ENSG00000117298,0.253302357,5.46E-05,0.280344311,7.37E-06
9422,1019,ENSG00000150907,ENSG00000060656,-0.009653345,0.879773355,0.280344311,7.37E-06
9423,1019,ENSG00000150907,ENSG00000131269,0.373017209,1.32E-09,0.280344311,7.37E-06
9424,1019,ENSG00000150907,ENSG00000149218,0.203222187,0.00129168,0.280344311,7.37E-06
9425,3677,ENSG00000106689,ENSG00000148634,-0.201200693,0.002908377,-0.242525026,0.000310993
9426,3677,ENSG00000106689,ENSG00000109320,-0.25154197,0.000180805,-0.242525026,0.000310993
9427,3677,ENSG00000106689,ENSG00000143870,-0.22214941,0.000984806,-0.242525026,0.000310993
9428,3677,ENSG00000106689,ENSG00000120063,-0.268197128,6.29E-05,-0.242525026,0.000310993
9429,3677,ENSG00000106689,ENSG00000018408,-0.178239077,0.00849922,-0.242525026,0.000310993
9430,3677,ENSG00000106689,ENSG00000163399,-0.06482147,0.341926974,-0.242525026,0.000310993
9431,3677,ENSG00000106689,ENSG00000008130,-0.096919818,0.154787242,-0.242525026,0.000310993
9432,315,ENSG00000111424,ENSG00000205352,0.523777651,4.37E-19,0.537710491,3.28E-20
9433,315,ENSG00000111424,ENSG00000117151,0.480626067,6.51E-16,0.537710491,3.28E-20
9434,315,ENSG00000111424,ENSG00000130066,0.541280971,1.66E-20,0.537710491,3.28E-20
9435,315,ENSG00000111424,ENSG00000026103,0.538587744,2.78E-20,0.537710491,3.28E-20
9436,315,ENSG00000111424,ENSG00000005893,0.45383874,3.71E-14,0.537710491,3.28E-20
9437,1069,ENSG00000163848,ENSG00000168679,0.130494938,0.024028397,0.220540055,0.000120568
9438,1069,ENSG00000163848,ENSG00000175183,0.167713856,0.003631379,0.220540055,0.000120568
9439,1069,ENSG00000163848,ENSG00000155366,0.13448991,0.019997986,0.220540055,0.000120568
9440,1069,ENSG00000163848,ENSG00000166925,0.144017418,0.012671457,0.220540055,0.000120568
9441,1069,ENSG00000163848,ENSG00000159200,0.172562232,0.002754613,0.220540055,0.000120568
9442,1069,ENSG00000163848,ENSG00000134531,0.183971179,0.001397587,0.220540055,0.000120568
9443,1069,ENSG00000163848,ENSG00000104267,0.066632848,0.250704253,0.220540055,0.000120568
9444,1069,ENSG00000163848,ENSG00000105854,0.142937757,0.013361404,0.220540055,0.000120568
9445,1069,ENSG00000163848,ENSG00000196639,0.251388297,1.08E-05,0.220540055,0.000120568
9446,1069,ENSG00000163848,ENSG00000135404,0.115722655,0.045568109,0.220540055,0.000120568
9447,1069,ENSG00000163848,ENSG00000163661,0.032342708,0.577485803,0.220540055,0.000120568
9448,1069,ENSG00000163848,ENSG00000087077,0.154133016,0.007584695,0.220540055,0.000120568
9449,1069,ENSG00000163848,ENSG00000170175,0.26468811,3.47E-06,0.220540055,0.000120568
9450,1069,ENSG00000163848,ENSG00000074410,0.10691971,0.064838998,0.220540055,0.000120568
9451,1069,ENSG00000163848,ENSG00000063660,0.208398016,0.000285226,0.220540055,0.000120568
9452,1069,ENSG00000163848,ENSG00000011028,0.205949137,0.000337361,0.220540055,0.000120568
9453,1069,ENSG00000163848,ENSG00000172638,0.119546138,0.038837776,0.220540055,0.000120568
9454,1615,ENSG00000181690,ENSG00000039650,0.055559117,0.319533243,0.28610244,1.68E-07
9455,1615,ENSG00000181690,ENSG00000044090,0.213000532,0.000114503,0.28610244,1.68E-07
9456,1615,ENSG00000181690,ENSG00000278788,0.292116338,8.96E-08,0.28610244,1.68E-07
9457,1615,ENSG00000181690,ENSG00000166886,0.076887302,0.16804335,0.28610244,1.68E-07
9458,1615,ENSG00000181690,ENSG00000142627,0.282233005,2.50E-07,0.28610244,1.68E-07
9459,1615,ENSG00000181690,ENSG00000034152,0.218127017,7.73E-05,0.28610244,1.68E-07
9460,1615,ENSG00000181690,ENSG00000140564,0.293241273,7.95E-08,0.28610244,1.68E-07
9461,1615,ENSG00000181690,ENSG00000072062,0.089311443,0.109132743,0.28610244,1.68E-07
9462,1615,ENSG00000181690,ENSG00000160789,0.273381664,6.05E-07,0.28610244,1.68E-07
9463,1615,ENSG00000181690,ENSG00000124067,0.102884734,0.064776109,0.28610244,1.68E-07
9464,1615,ENSG00000181690,ENSG00000174307,0.165691296,0.002817618,0.28610244,1.68E-07
9465,1615,ENSG00000181690,ENSG00000073008,0.194227042,0.000447023,0.28610244,1.68E-07
9466,1615,ENSG00000181690,ENSG00000130529,0.222821547,5.35E-05,0.28610244,1.68E-07
9467,1615,ENSG00000181690,ENSG00000277354,0.364868195,1.32E-11,0.28610244,1.68E-07
9468,1615,ENSG00000181690,ENSG00000177697,0.242182609,1.08E-05,0.28610244,1.68E-07
9469,1615,ENSG00000181690,ENSG00000140464,0.26071003,2.04E-06,0.28610244,1.68E-07
9470,2431,ENSG00000137709,ENSG00000157551,0.381387225,1.43E-08,0.288330112,2.52E-05
9471,2431,ENSG00000137709,ENSG00000117122,0.129685431,0.062543569,0.288330112,2.52E-05
9472,2431,ENSG00000137709,ENSG00000136986,-0.081090772,0.245421524,0.288330112,2.52E-05
9473,2431,ENSG00000137709,ENSG00000158747,0.080408837,0.249427046,0.288330112,2.52E-05
9474,2431,ENSG00000137709,ENSG00000213853,0.123184043,0.077007681,0.288330112,2.52E-05
9475,2431,ENSG00000137709,ENSG00000150630,0.298714742,1.23E-05,0.288330112,2.52E-05
9476,2431,ENSG00000137709,ENSG00000087510,0.313566203,4.21E-06,0.288330112,2.52E-05
9477,2431,ENSG00000137709,ENSG00000173801,0.020663723,0.767588676,0.288330112,2.52E-05
9478,2431,ENSG00000137709,ENSG00000163435,0.319918331,2.61E-06,0.288330112,2.52E-05
9479,2431,ENSG00000137709,ENSG00000112378,0.303852259,8.55E-06,0.288330112,2.52E-05
9480,2431,ENSG00000137709,ENSG00000123892,0.330776528,1.13E-06,0.288330112,2.52E-05
9481,2431,ENSG00000137709,ENSG00000182795,0.373356895,3.01E-08,0.288330112,2.52E-05
9482,2431,ENSG00000137709,ENSG00000120756,0.202583507,0.003417706,0.288330112,2.52E-05
9483,2431,ENSG00000137709,ENSG00000122641,0.302113594,9.68E-06,0.288330112,2.52E-05
9484,2431,ENSG00000137709,ENSG00000198018,0.294019671,1.71E-05,0.288330112,2.52E-05
9485,2431,ENSG00000137709,ENSG00000143320,0.337225146,6.74E-07,0.288330112,2.52E-05
9486,2431,ENSG00000137709,ENSG00000135373,0.493540989,4.16E-14,0.288330112,2.52E-05
9487,2431,ENSG00000137709,ENSG00000143367,0.069043248,0.322895966,0.288330112,2.52E-05
9488,2431,ENSG00000137709,ENSG00000176142,0.115550156,0.097323865,0.288330112,2.52E-05
9489,1268,ENSG00000138378,ENSG00000164164,-0.095443389,0.095059089,-0.19360039,0.000648108
9490,1268,ENSG00000138378,ENSG00000196083,-0.151457918,0.007853968,-0.19360039,0.000648108
9491,1268,ENSG00000138378,ENSG00000127603,-0.116709343,0.040997066,-0.19360039,0.000648108
9492,1268,ENSG00000138378,ENSG00000116717,-0.245735072,1.33E-05,-0.19360039,0.000648108
9493,1268,ENSG00000138378,ENSG00000133110,0.016567421,0.772489286,-0.19360039,0.000648108
9494,1268,ENSG00000138378,ENSG00000071575,-0.29338564,1.65E-07,-0.19360039,0.000648108
9495,1268,ENSG00000138378,ENSG00000135318,-0.108118521,0.058462737,-0.19360039,0.000648108
9496,1268,ENSG00000138378,ENSG00000244405,-0.101217745,0.076594977,-0.19360039,0.000648108
9497,1268,ENSG00000138378,ENSG00000196639,-0.121529394,0.033289325,-0.19360039,0.000648108
9498,1268,ENSG00000138378,ENSG00000136158,-0.162002971,0.004430502,-0.19360039,0.000648108
9499,1268,ENSG00000138378,ENSG00000138802,-0.271489703,1.38E-06,-0.19360039,0.000648108
9500,1268,ENSG00000138378,ENSG00000196569,-0.045107827,0.430971775,-0.19360039,0.000648108
9501,1268,ENSG00000138378,ENSG00000197977,-0.120246618,0.035209276,-0.19360039,0.000648108
9502,1268,ENSG00000138378,ENSG00000163638,-0.163987064,0.003962983,-0.19360039,0.000648108
9503,1268,ENSG00000138378,ENSG00000164056,-0.138540995,0.015129771,-0.19360039,0.000648108
9504,1268,ENSG00000138378,ENSG00000116016,-0.058530726,0.306670024,-0.19360039,0.000648108
9505,1268,ENSG00000138378,ENSG00000102531,-0.210465175,0.000203773,-0.19360039,0.000648108
9506,2281,ENSG00000118689,ENSG00000121741,0.555647804,1.15E-29,0.759872966,7.04E-67
9507,2281,ENSG00000118689,ENSG00000107581,0.648250173,5.53E-43,0.759872966,7.04E-67
9508,2281,ENSG00000118689,ENSG00000164190,0.723213121,9.73E-58,0.759872966,7.04E-67
9509,2281,ENSG00000118689,ENSG00000100815,0.498063997,2.80E-23,0.759872966,7.04E-67
9510,2281,ENSG00000118689,ENSG00000167522,0.684122405,1.73E-49,0.759872966,7.04E-67
9511,2281,ENSG00000118689,ENSG00000102908,0.572856719,7.96E-32,0.759872966,7.04E-67
