,Regulon_ID,Regulator,RegulonGene,SpearmanCorrelationExp,SpearmanCorrelationPValExp,SpearmanCorrelationEigenGene,SpearmanCorrelationPValEigenGene
0,1162,ENSG00000162702,ENSG00000141582,0.498206576,5.04E-10,0.594880237,1.43E-14
1,1162,ENSG00000162702,ENSG00000168268,0.502845962,3.28E-10,0.594880237,1.43E-14
2,1162,ENSG00000162702,ENSG00000103187,0.24526415,0.003738595,0.594880237,1.43E-14
3,1162,ENSG00000162702,ENSG00000135905,0.482904822,1.99E-09,0.594880237,1.43E-14
4,1162,ENSG00000162702,ENSG00000136490,0.404021562,8.92E-07,0.594880237,1.43E-14
5,1162,ENSG00000162702,ENSG00000167244,0.317261392,0.000149735,0.594880237,1.43E-14
6,1162,ENSG00000162702,ENSG00000072786,0.430474281,1.36E-07,0.594880237,1.43E-14
7,1162,ENSG00000162702,ENSG00000134853,0.472616892,4.83E-09,0.594880237,1.43E-14
8,1162,ENSG00000162702,ENSG00000258947,0.338531333,4.88E-05,0.594880237,1.43E-14
9,1162,ENSG00000162702,ENSG00000110092,0.520430878,6.05E-11,0.594880237,1.43E-14
10,1162,ENSG00000162702,ENSG00000176973,0.374363283,6.09E-06,0.594880237,1.43E-14
11,1162,ENSG00000162702,ENSG00000071054,0.565747085,4.82E-13,0.594880237,1.43E-14
12,1162,ENSG00000162702,ENSG00000135596,0.415158828,4.13E-07,0.594880237,1.43E-14
13,1162,ENSG00000162702,ENSG00000171310,0.460698785,1.30E-08,0.594880237,1.43E-14
14,668,ENSG00000130675,ENSG00000124831,-0.283135245,1.25E-09,-0.309748467,2.50E-11
15,668,ENSG00000130675,ENSG00000071073,-0.265717789,1.30E-08,-0.309748467,2.50E-11
16,668,ENSG00000130675,ENSG00000139278,-0.299274598,1.22E-10,-0.309748467,2.50E-11
17,668,ENSG00000130675,ENSG00000148908,-0.252906307,6.59E-08,-0.309748467,2.50E-11
18,668,ENSG00000130675,ENSG00000158270,-0.161344497,0.000643605,-0.309748467,2.50E-11
19,668,ENSG00000130675,ENSG00000003402,-0.377511763,1.74E-16,-0.309748467,2.50E-11
20,668,ENSG00000130675,ENSG00000135604,-0.099750314,0.035624516,-0.309748467,2.50E-11
21,668,ENSG00000130675,ENSG00000073756,-0.122198453,0.009957893,-0.309748467,2.50E-11
22,668,ENSG00000130675,ENSG00000013364,-0.326727157,1.67E-12,-0.309748467,2.50E-11
23,668,ENSG00000130675,ENSG00000153071,-0.178202851,0.000160241,-0.309748467,2.50E-11
24,668,ENSG00000130675,ENSG00000196511,-0.325181365,2.15E-12,-0.309748467,2.50E-11
25,668,ENSG00000130675,ENSG00000116473,-0.226801378,1.38E-06,-0.309748467,2.50E-11
26,668,ENSG00000130675,ENSG00000159216,-0.239870676,3.14E-07,-0.309748467,2.50E-11
27,668,ENSG00000130675,ENSG00000140497,-0.29734654,1.63E-10,-0.309748467,2.50E-11
28,668,ENSG00000130675,ENSG00000143226,-0.275136811,3.74E-09,-0.309748467,2.50E-11
29,668,ENSG00000130675,ENSG00000113273,-0.139226992,0.003284718,-0.309748467,2.50E-11
30,668,ENSG00000130675,ENSG00000132170,-0.158627292,0.000795592,-0.309748467,2.50E-11
31,668,ENSG00000130675,ENSG00000130830,-0.290572178,4.36E-10,-0.309748467,2.50E-11
32,668,ENSG00000130675,ENSG00000122862,-0.24589182,1.54E-07,-0.309748467,2.50E-11
33,668,ENSG00000130675,ENSG00000125810,-0.230501708,9.13E-07,-0.309748467,2.50E-11
34,668,ENSG00000130675,ENSG00000155850,-0.186149791,7.95E-05,-0.309748467,2.50E-11
35,668,ENSG00000130675,ENSG00000245848,-0.202316227,1.74E-05,-0.309748467,2.50E-11
36,668,ENSG00000130675,ENSG00000168421,-0.228001658,1.20E-06,-0.309748467,2.50E-11
37,668,ENSG00000130675,ENSG00000132965,-0.327184093,1.55E-12,-0.309748467,2.50E-11
38,668,ENSG00000130675,ENSG00000158714,-0.17193356,0.000272858,-0.309748467,2.50E-11
39,668,ENSG00000130675,ENSG00000118855,-0.273840263,4.45E-09,-0.309748467,2.50E-11
40,668,ENSG00000130675,ENSG00000107796,-0.095928619,0.043351802,-0.309748467,2.50E-11
41,668,ENSG00000130675,ENSG00000185811,-0.233832801,6.28E-07,-0.309748467,2.50E-11
42,668,ENSG00000130675,ENSG00000163131,-0.269438552,8.00E-09,-0.309748467,2.50E-11
43,668,ENSG00000130675,ENSG00000135838,-0.251493261,7.83E-08,-0.309748467,2.50E-11
44,668,ENSG00000130675,ENSG00000131370,-0.081848563,0.084945351,-0.309748467,2.50E-11
45,668,ENSG00000130675,ENSG00000145779,-0.237261397,4.24E-07,-0.309748467,2.50E-11
46,668,ENSG00000130675,ENSG00000026297,-0.223886767,1.89E-06,-0.309748467,2.50E-11
47,668,ENSG00000130675,ENSG00000076258,-0.326173061,1.83E-12,-0.309748467,2.50E-11
48,668,ENSG00000130675,ENSG00000110077,-0.254062497,5.71E-08,-0.309748467,2.50E-11
49,668,ENSG00000130675,ENSG00000114013,-0.297058349,1.70E-10,-0.309748467,2.50E-11
50,668,ENSG00000130675,ENSG00000185862,-0.267954402,9.73E-09,-0.309748467,2.50E-11
51,668,ENSG00000130675,ENSG00000089639,-0.020640623,0.664473565,-0.309748467,2.50E-11
52,668,ENSG00000130675,ENSG00000116701,-0.250452265,8.90E-08,-0.309748467,2.50E-11
53,668,ENSG00000130675,ENSG00000136732,-0.136527546,0.003948946,-0.309748467,2.50E-11
54,668,ENSG00000130675,ENSG00000161638,-0.270974128,6.53E-09,-0.309748467,2.50E-11
55,668,ENSG00000130675,ENSG00000187554,-0.209948921,8.15E-06,-0.309748467,2.50E-11
56,668,ENSG00000130675,ENSG00000137801,-0.122960447,0.009500953,-0.309748467,2.50E-11
57,668,ENSG00000130675,ENSG00000091136,-0.183204667,0.000103436,-0.309748467,2.50E-11
58,668,ENSG00000130675,ENSG00000165025,-0.209328657,8.68E-06,-0.309748467,2.50E-11
59,668,ENSG00000130675,ENSG00000169385,-0.303994668,6.03E-11,-0.309748467,2.50E-11
60,668,ENSG00000130675,ENSG00000105974,-0.11209005,0.01814353,-0.309748467,2.50E-11
61,668,ENSG00000130675,ENSG00000111269,-0.330930089,8.30E-13,-0.309748467,2.50E-11
62,668,ENSG00000130675,ENSG00000216490,-0.246497,1.43E-07,-0.309748467,2.50E-11
63,668,ENSG00000130675,ENSG00000171522,-0.24861979,1.11E-07,-0.309748467,2.50E-11
64,668,ENSG00000130675,ENSG00000154734,-0.235180433,5.39E-07,-0.309748467,2.50E-11
65,389,ENSG00000168610,ENSG00000104880,0.69012978,3.11E-25,0.743973447,4.75E-31
66,389,ENSG00000168610,ENSG00000147324,0.693933668,1.33E-25,0.743973447,4.75E-31
67,389,ENSG00000168610,ENSG00000105939,0.695052459,1.03E-25,0.743973447,4.75E-31
68,389,ENSG00000168610,ENSG00000164574,0.723191288,1.21E-28,0.743973447,4.75E-31
69,389,ENSG00000168610,ENSG00000100014,0.68887922,4.10E-25,0.743973447,4.75E-31
70,389,ENSG00000168610,ENSG00000047644,0.534891353,6.82E-14,0.743973447,4.75E-31
71,389,ENSG00000168610,ENSG00000133275,0.629240217,5.10E-20,0.743973447,4.75E-31
72,389,ENSG00000168610,ENSG00000118263,0.671408682,1.69E-23,0.743973447,4.75E-31
73,1506,ENSG00000165495,ENSG00000145901,0.499202384,1.56E-06,0.542231644,1.19E-07
74,1506,ENSG00000165495,ENSG00000055118,0.510285043,8.31E-07,0.542231644,1.19E-07
75,1506,ENSG00000165495,ENSG00000159399,0.507451408,9.77E-07,0.542231644,1.19E-07
76,1506,ENSG00000165495,ENSG00000106006,0.40490746,0.000146513,0.542231644,1.19E-07
77,1506,ENSG00000165495,ENSG00000072195,0.434427606,4.07E-05,0.542231644,1.19E-07
78,1506,ENSG00000165495,ENSG00000004866,0.385773057,0.000316098,0.542231644,1.19E-07
79,1449,ENSG00000007372,ENSG00000162493,0.145888074,0.040799377,0.25871373,0.000241786
80,1449,ENSG00000007372,ENSG00000135046,0.195448738,0.005916163,0.25871373,0.000241786
81,1449,ENSG00000007372,ENSG00000124762,0.015341439,0.830570723,0.25871373,0.000241786
82,1449,ENSG00000007372,ENSG00000123094,0.158675745,0.025942195,0.25871373,0.000241786
83,1449,ENSG00000007372,ENSG00000072195,0.370340199,8.48E-08,0.25871373,0.000241786
84,1449,ENSG00000007372,ENSG00000149218,0.234483549,0.000911361,0.25871373,0.000241786
85,1449,ENSG00000007372,ENSG00000163485,0.353730509,3.41E-07,0.25871373,0.000241786
86,1282,ENSG00000118263,ENSG00000188493,0.211899494,0.001387815,0.032424147,0.628541663
87,1282,ENSG00000118263,ENSG00000064961,0.04550885,0.497022169,0.032424147,0.628541663
88,1282,ENSG00000118263,ENSG00000071564,0.130673198,0.050279034,0.032424147,0.628541663
89,1282,ENSG00000118263,ENSG00000118162,0.074162453,0.267962482,0.032424147,0.628541663
90,1282,ENSG00000118263,ENSG00000115266,0.378437632,4.50E-09,0.032424147,0.628541663
91,1282,ENSG00000118263,ENSG00000278712,-0.024135061,0.718800799,0.032424147,0.628541663
92,1282,ENSG00000118263,ENSG00000167775,-0.076629794,0.252321556,0.032424147,0.628541663
93,1282,ENSG00000118263,ENSG00000099203,-0.072150232,0.281198629,0.032424147,0.628541663
94,1282,ENSG00000118263,ENSG00000114315,0.071232617,0.287378516,0.032424147,0.628541663
95,1282,ENSG00000118263,ENSG00000064490,-0.132447324,0.047211803,0.032424147,0.628541663
96,1282,ENSG00000118263,ENSG00000197696,-0.041410662,0.536598189,0.032424147,0.628541663
97,1282,ENSG00000118263,ENSG00000146576,0.09411083,0.159449857,0.032424147,0.628541663
98,1282,ENSG00000118263,ENSG00000168779,0.054647086,0.414642879,0.032424147,0.628541663
99,3395,ENSG00000120149,ENSG00000186591,-0.471284767,7.00E-09,-0.531768522,2.71E-11
100,3395,ENSG00000120149,ENSG00000164741,-0.443509375,6.39E-08,-0.531768522,2.71E-11
101,3395,ENSG00000120149,ENSG00000170852,-0.438409427,9.38E-08,-0.531768522,2.71E-11
102,3395,ENSG00000120149,ENSG00000067082,-0.406912838,8.83E-07,-0.531768522,2.71E-11
103,3395,ENSG00000120149,ENSG00000142192,-0.481852011,2.86E-09,-0.531768522,2.71E-11
104,3395,ENSG00000120149,ENSG00000177606,-0.45427222,2.78E-08,-0.531768522,2.71E-11
105,3395,ENSG00000120149,ENSG00000150347,-0.511798101,1.91E-10,-0.531768522,2.71E-11
106,3395,ENSG00000120149,ENSG00000148154,-0.456061257,2.41E-08,-0.531768522,2.71E-11
107,1828,ENSG00000112658,ENSG00000112335,-0.273931494,1.51E-07,-0.408078079,1.02E-15
108,1828,ENSG00000112658,ENSG00000112981,-0.340693467,4.00E-11,-0.408078079,1.02E-15
109,1828,ENSG00000112658,ENSG00000118564,-0.450438254,3.44E-19,-0.408078079,1.02E-15
110,1828,ENSG00000112658,ENSG00000113312,-0.421703519,8.80E-17,-0.408078079,1.02E-15
111,1828,ENSG00000112658,ENSG00000143198,-0.36372498,1.41E-12,-0.408078079,1.02E-15
112,1828,ENSG00000112658,ENSG00000014641,-0.389503445,2.41E-14,-0.408078079,1.02E-15
113,1828,ENSG00000112658,ENSG00000128609,-0.218206263,3.28E-05,-0.408078079,1.02E-15
114,1828,ENSG00000112658,ENSG00000181061,-0.324233039,3.70E-10,-0.408078079,1.02E-15
115,1828,ENSG00000112658,ENSG00000119801,-0.447018396,6.85E-19,-0.408078079,1.02E-15
116,1828,ENSG00000112658,ENSG00000113068,-0.385671357,4.52E-14,-0.408078079,1.02E-15
117,1828,ENSG00000112658,ENSG00000123091,-0.176226161,0.000839271,-0.408078079,1.02E-15
118,1828,ENSG00000112658,ENSG00000151729,-0.25883869,7.38E-07,-0.408078079,1.02E-15
119,1828,ENSG00000112658,ENSG00000131100,-0.207646407,7.91E-05,-0.408078079,1.02E-15
120,1828,ENSG00000112658,ENSG00000131143,-0.324578269,3.54E-10,-0.408078079,1.02E-15
121,1828,ENSG00000112658,ENSG00000140941,-0.306444616,3.54E-09,-0.408078079,1.02E-15
122,1828,ENSG00000112658,ENSG00000136003,-0.333637782,1.05E-10,-0.408078079,1.02E-15
123,1828,ENSG00000112658,ENSG00000134108,-0.121136601,0.022255026,-0.408078079,1.02E-15
124,1828,ENSG00000112658,ENSG00000186106,-0.372669859,3.59E-13,-0.408078079,1.02E-15
125,1828,ENSG00000112658,ENSG00000119048,-0.285691944,4.11E-08,-0.408078079,1.02E-15
126,1828,ENSG00000112658,ENSG00000142168,-0.354565197,5.52E-12,-0.408078079,1.02E-15
127,1828,ENSG00000112658,ENSG00000160221,-0.286488262,3.75E-08,-0.408078079,1.02E-15
128,1828,ENSG00000112658,ENSG00000131507,-0.307761706,3.01E-09,-0.408078079,1.02E-15
129,1828,ENSG00000112658,ENSG00000034713,-0.461514094,3.52E-20,-0.408078079,1.02E-15
130,1828,ENSG00000112658,ENSG00000082996,-0.444274105,1.18E-18,-0.408078079,1.02E-15
131,1828,ENSG00000112658,ENSG00000205758,-0.343849482,2.57E-11,-0.408078079,1.02E-15
132,1828,ENSG00000112658,ENSG00000063854,-0.24673886,2.45E-06,-0.408078079,1.02E-15
133,1828,ENSG00000112658,ENSG00000013561,-0.380879328,9.80E-14,-0.408078079,1.02E-15
134,1828,ENSG00000112658,ENSG00000129625,-0.281865682,6.32E-08,-0.408078079,1.02E-15
135,1828,ENSG00000112658,ENSG00000165475,-0.404223623,2.00E-15,-0.408078079,1.02E-15
136,1828,ENSG00000112658,ENSG00000133731,-0.277169694,1.06E-07,-0.408078079,1.02E-15
137,1828,ENSG00000112658,ENSG00000178980,-0.391721379,1.67E-14,-0.408078079,1.02E-15
138,2468,ENSG00000109906,ENSG00000278705,-0.206876741,0.00910654,-0.262990238,0.000842461
139,2468,ENSG00000109906,ENSG00000168298,-0.191349019,0.016021766,-0.262990238,0.000842461
140,2468,ENSG00000109906,ENSG00000120149,-0.145857895,0.067453626,-0.262990238,0.000842461
141,2468,ENSG00000109906,ENSG00000274641,-0.233637126,0.003132213,-0.262990238,0.000842461
142,2468,ENSG00000109906,ENSG00000197579,0.266768995,0.000703468,-0.262990238,0.000842461
143,2468,ENSG00000109906,ENSG00000124635,-0.246372226,0.001805404,-0.262990238,0.000842461
144,2468,ENSG00000109906,ENSG00000187837,-0.190205048,0.016677059,-0.262990238,0.000842461
145,2124,ENSG00000049768,ENSG00000243244,-0.052992278,0.580690379,-0.064048789,0.504233598
146,2124,ENSG00000049768,ENSG00000178764,-0.052360477,0.58521597,-0.064048789,0.504233598
147,2124,ENSG00000049768,ENSG00000004468,-0.021156546,0.825560041,-0.064048789,0.504233598
148,2124,ENSG00000049768,ENSG00000148700,-0.015601966,0.870891627,-0.064048789,0.504233598
149,2124,ENSG00000049768,ENSG00000001084,-0.060222885,0.530085625,-0.064048789,0.504233598
150,2124,ENSG00000049768,ENSG00000119950,-0.055607231,0.562133545,-0.064048789,0.504233598
151,1179,ENSG00000198911,ENSG00000080371,0.331802892,2.58E-06,0.455990763,3.00E-11
152,1179,ENSG00000198911,ENSG00000126581,0.423341155,9.49E-10,0.455990763,3.00E-11
153,1179,ENSG00000198911,ENSG00000150991,0.361653284,2.55E-07,0.455990763,3.00E-11
154,1179,ENSG00000198911,ENSG00000106682,0.482472262,1.38E-12,0.455990763,3.00E-11
155,1179,ENSG00000198911,ENSG00000123143,0.521142473,9.22E-15,0.455990763,3.00E-11
156,1179,ENSG00000198911,ENSG00000182544,0.33958339,1.45E-06,0.455990763,3.00E-11
157,1179,ENSG00000198911,ENSG00000175283,0.406539077,4.88E-09,0.455990763,3.00E-11
158,818,ENSG00000274577,ENSG00000112902,-0.394094059,9.22E-09,-0.528607692,1.20E-15
159,818,ENSG00000274577,ENSG00000281917,-0.331108934,1.89E-06,-0.528607692,1.20E-15
160,818,ENSG00000274577,ENSG00000020577,-0.368580705,9.15E-08,-0.528607692,1.20E-15
161,818,ENSG00000274577,ENSG00000115461,-0.439450186,9.36E-11,-0.528607692,1.20E-15
162,818,ENSG00000274577,ENSG00000170852,-0.411053972,1.79E-09,-0.528607692,1.20E-15
163,818,ENSG00000274577,ENSG00000112715,-0.372061487,6.77E-08,-0.528607692,1.20E-15
164,818,ENSG00000274577,ENSG00000148926,-0.358863138,2.08E-07,-0.528607692,1.20E-15
165,818,ENSG00000274577,ENSG00000101871,-0.40543135,3.12E-09,-0.528607692,1.20E-15
166,818,ENSG00000274577,ENSG00000091879,-0.463422714,6.19E-12,-0.528607692,1.20E-15
167,818,ENSG00000274577,ENSG00000221869,-0.406948971,2.69E-09,-0.528607692,1.20E-15
168,2917,ENSG00000109381,ENSG00000114120,0.386448724,1.28E-07,0.380976265,1.98E-07
169,2917,ENSG00000109381,ENSG00000124486,0.349050605,2.20E-06,0.380976265,1.98E-07
170,2917,ENSG00000109381,ENSG00000157450,0.373051948,3.69E-07,0.380976265,1.98E-07
171,2917,ENSG00000109381,ENSG00000134440,0.262888491,0.000440096,0.380976265,1.98E-07
172,2917,ENSG00000109381,ENSG00000067369,0.284249888,0.000137698,0.380976265,1.98E-07
173,1942,ENSG00000141510,ENSG00000196793,0.151685766,0.024774308,0.318581695,1.48E-06
174,1942,ENSG00000141510,ENSG00000074266,0.194624516,0.003835332,0.318581695,1.48E-06
175,1942,ENSG00000141510,ENSG00000000457,0.268927302,5.54E-05,0.318581695,1.48E-06
176,1942,ENSG00000141510,ENSG00000137513,0.263991683,7.66E-05,0.318581695,1.48E-06
177,1942,ENSG00000141510,ENSG00000133997,0.426707187,4.20E-11,0.318581695,1.48E-06
178,1942,ENSG00000141510,ENSG00000177054,0.096653604,0.15401366,0.318581695,1.48E-06
179,1942,ENSG00000141510,ENSG00000196150,0.168006444,0.012782843,0.318581695,1.48E-06
180,1942,ENSG00000141510,ENSG00000127564,0.062997704,0.353476235,0.318581695,1.48E-06
181,1942,ENSG00000141510,ENSG00000197756,0.107003553,0.114340065,0.318581695,1.48E-06
182,1942,ENSG00000141510,ENSG00000176102,0.297589315,7.44E-06,0.318581695,1.48E-06
183,1942,ENSG00000141510,ENSG00000082068,0.371279719,1.45E-08,0.318581695,1.48E-06
184,1942,ENSG00000141510,ENSG00000119640,0.084712146,0.211775997,0.318581695,1.48E-06
185,1942,ENSG00000141510,ENSG00000121989,0.224012019,0.000841913,0.318581695,1.48E-06
186,1942,ENSG00000141510,ENSG00000170779,0.374419322,1.07E-08,0.318581695,1.48E-06
187,1942,ENSG00000141510,ENSG00000126226,0.331213226,5.28E-07,0.318581695,1.48E-06
188,2452,ENSG00000160199,ENSG00000143434,-0.20924201,0.015250233,-0.589930049,6.36E-14
189,2452,ENSG00000160199,ENSG00000160951,-0.596064789,3.00E-14,-0.589930049,6.36E-14
190,2452,ENSG00000160199,ENSG00000157933,-0.46019277,2.22E-08,-0.589930049,6.36E-14
191,2452,ENSG00000160199,ENSG00000090512,-0.521699772,1.02E-10,-0.589930049,6.36E-14
192,2452,ENSG00000160199,ENSG00000092067,-0.607361688,7.23E-15,-0.589930049,6.36E-14
193,2452,ENSG00000160199,ENSG00000274286,-0.449254978,5.18E-08,-0.589930049,6.36E-14
194,2527,ENSG00000112333,ENSG00000148824,-0.316163122,0.000411242,-0.311543151,0.00050444
195,2527,ENSG00000112333,ENSG00000153048,-0.284880098,0.001539955,-0.311543151,0.00050444
196,2527,ENSG00000112333,ENSG00000138604,-0.307004471,0.000614581,-0.311543151,0.00050444
197,2527,ENSG00000112333,ENSG00000178694,-0.321419862,0.000324648,-0.311543151,0.00050444
198,2527,ENSG00000112333,ENSG00000096717,-0.267639886,0.002999203,-0.311543151,0.00050444
199,2167,ENSG00000124766,ENSG00000122042,0.157763975,0.063618083,0.209048662,0.013521032
200,2167,ENSG00000124766,ENSG00000166128,0.090656419,0.28852681,0.209048662,0.013521032
201,2167,ENSG00000124766,ENSG00000102804,0.207757272,0.014122085,0.209048662,0.013521032
202,2167,ENSG00000124766,ENSG00000188342,0.247616069,0.003293818,0.209048662,0.013521032
203,2167,ENSG00000124766,ENSG00000136161,0.041655123,0.626341059,0.209048662,0.013521032
204,2167,ENSG00000124766,ENSG00000136144,0.140998257,0.097799733,0.209048662,0.013521032
205,2167,ENSG00000124766,ENSG00000138801,0.30606372,0.000248125,0.209048662,0.013521032
206,2167,ENSG00000124766,ENSG00000132475,0.278144689,0.000915327,0.209048662,0.013521032
207,3409,ENSG00000082175,ENSG00000129151,-0.258083344,4.30E-06,-0.238127312,2.34E-05
208,3409,ENSG00000082175,ENSG00000123096,-0.226580927,5.84E-05,-0.238127312,2.34E-05
209,3409,ENSG00000082175,ENSG00000147027,-0.238346949,2.30E-05,-0.238127312,2.34E-05
210,3409,ENSG00000082175,ENSG00000185432,-0.208565833,0.000222429,-0.238127312,2.34E-05
211,3409,ENSG00000082175,ENSG00000114698,-0.174885352,0.002031706,-0.238127312,2.34E-05
212,3409,ENSG00000082175,ENSG00000152661,-0.160800535,0.004602377,-0.238127312,2.34E-05
213,3409,ENSG00000082175,ENSG00000196091,-0.171886497,0.002430686,-0.238127312,2.34E-05
214,2077,ENSG00000039600,ENSG00000175183,-0.215223659,0.000130693,-0.269653114,1.39E-06
215,2077,ENSG00000039600,ENSG00000005469,-0.188299957,0.00084616,-0.269653114,1.39E-06
216,2077,ENSG00000039600,ENSG00000091129,-0.262227887,2.76E-06,-0.269653114,1.39E-06
217,2077,ENSG00000039600,ENSG00000179431,-0.245591989,1.18E-05,-0.269653114,1.39E-06
218,2077,ENSG00000039600,ENSG00000116717,-0.212090403,0.000164462,-0.269653114,1.39E-06
219,2077,ENSG00000039600,ENSG00000075142,-0.110084645,0.052447198,-0.269653114,1.39E-06
220,2077,ENSG00000039600,ENSG00000117525,-0.232879841,3.36E-05,-0.269653114,1.39E-06
221,2077,ENSG00000039600,ENSG00000117643,-0.26592185,1.97E-06,-0.269653114,1.39E-06
222,2077,ENSG00000039600,ENSG00000067182,-0.220083518,9.09E-05,-0.269653114,1.39E-06
223,2077,ENSG00000039600,ENSG00000196639,-0.231441072,3.77E-05,-0.269653114,1.39E-06
224,2077,ENSG00000039600,ENSG00000185432,-0.303223915,4.90E-08,-0.269653114,1.39E-06
225,2077,ENSG00000039600,ENSG00000163661,-0.168316972,0.002904943,-0.269653114,1.39E-06
226,2077,ENSG00000039600,ENSG00000170175,-0.194131229,0.000576229,-0.269653114,1.39E-06
227,2077,ENSG00000039600,ENSG00000074410,-0.223680738,6.91E-05,-0.269653114,1.39E-06
228,2077,ENSG00000039600,ENSG00000173852,-0.20562881,0.000261434,-0.269653114,1.39E-06
229,670,ENSG00000130675,ENSG00000059804,-0.336527365,5.28E-06,-0.436375061,1.57E-09
230,670,ENSG00000130675,ENSG00000155903,-0.357886502,1.16E-06,-0.436375061,1.57E-09
231,670,ENSG00000130675,ENSG00000113615,-0.345025327,2.93E-06,-0.436375061,1.57E-09
232,670,ENSG00000130675,ENSG00000148572,-0.309100495,3.15E-05,-0.436375061,1.57E-09
233,670,ENSG00000130675,ENSG00000069667,-0.362258675,8.38E-07,-0.436375061,1.57E-09
234,670,ENSG00000130675,ENSG00000110888,-0.454307239,2.70E-10,-0.436375061,1.57E-09
235,670,ENSG00000130675,ENSG00000073792,-0.214845685,0.00430108,-0.436375061,1.57E-09
236,670,ENSG00000130675,ENSG00000154734,-0.33048427,7.94E-06,-0.436375061,1.57E-09
237,670,ENSG00000130675,ENSG00000101384,-0.300168003,5.44E-05,-0.436375061,1.57E-09
238,1222,ENSG00000120738,ENSG00000105438,0.424235742,8.47E-15,0.532091339,9.09E-24
239,1222,ENSG00000120738,ENSG00000075624,0.503249686,4.74E-21,0.532091339,9.09E-24
240,1222,ENSG00000120738,ENSG00000150991,0.444005457,3.25E-16,0.532091339,9.09E-24
241,1222,ENSG00000120738,ENSG00000078061,0.453430038,6.37E-17,0.532091339,9.09E-24
242,1222,ENSG00000120738,ENSG00000169410,0.510689923,9.99E-22,0.532091339,9.09E-24
243,1222,ENSG00000120738,ENSG00000108946,0.375653272,1.08E-11,0.532091339,9.09E-24
244,1222,ENSG00000120738,ENSG00000132589,0.393603657,8.83E-13,0.532091339,9.09E-24
245,1222,ENSG00000120738,ENSG00000071127,0.485450911,1.69E-19,0.532091339,9.09E-24
246,1222,ENSG00000120738,ENSG00000175283,0.402447342,2.42E-13,0.532091339,9.09E-24
247,1222,ENSG00000120738,ENSG00000167193,0.329185396,3.63E-09,0.532091339,9.09E-24
248,1222,ENSG00000120738,ENSG00000184009,0.485440022,1.70E-19,0.532091339,9.09E-24
249,1222,ENSG00000120738,ENSG00000123143,0.388316963,1.88E-12,0.532091339,9.09E-24
250,1222,ENSG00000120738,ENSG00000067955,0.438738447,7.92E-16,0.532091339,9.09E-24
251,1222,ENSG00000120738,ENSG00000198561,0.486548205,1.37E-19,0.532091339,9.09E-24
252,1222,ENSG00000120738,ENSG00000182544,0.390365384,1.40E-12,0.532091339,9.09E-24
253,1222,ENSG00000120738,ENSG00000078808,0.419834841,1.70E-14,0.532091339,9.09E-24
254,892,ENSG00000154727,ENSG00000188295,0.184984131,0.004792679,0.379972351,2.39E-09
255,892,ENSG00000154727,ENSG00000162385,0.399170545,3.02E-10,0.379972351,2.39E-09
256,892,ENSG00000154727,ENSG00000100296,0.030071652,0.649344503,0.379972351,2.39E-09
257,892,ENSG00000154727,ENSG00000196793,0.192472595,0.003314348,0.379972351,2.39E-09
258,892,ENSG00000154727,ENSG00000074266,0.402487393,2.09E-10,0.379972351,2.39E-09
259,892,ENSG00000154727,ENSG00000137513,0.425608949,1.40E-11,0.379972351,2.39E-09
260,892,ENSG00000154727,ENSG00000196150,0.198038319,0.002497891,0.379972351,2.39E-09
261,892,ENSG00000154727,ENSG00000113272,0.395881929,4.35E-10,0.379972351,2.39E-09
262,892,ENSG00000154727,ENSG00000197756,0.129705602,0.048954737,0.379972351,2.39E-09
263,892,ENSG00000154727,ENSG00000173145,0.457830176,2.27E-13,0.379972351,2.39E-09
264,892,ENSG00000154727,ENSG00000043514,0.300817773,3.23E-06,0.379972351,2.39E-09
265,892,ENSG00000154727,ENSG00000121989,0.150958936,0.021727452,0.379972351,2.39E-09
266,892,ENSG00000154727,ENSG00000135801,0.161389435,0.014060251,0.379972351,2.39E-09
267,892,ENSG00000154727,ENSG00000146109,0.332943593,2.20E-07,0.379972351,2.39E-09
268,892,ENSG00000154727,ENSG00000126226,0.397120271,3.79E-10,0.379972351,2.39E-09
269,1100,ENSG00000176887,ENSG00000169306,0.381708647,2.30E-12,0.593869379,2.08E-31
270,1100,ENSG00000176887,ENSG00000197959,0.513046383,1.51E-22,0.593869379,2.08E-31
271,1100,ENSG00000176887,ENSG00000149294,0.558241286,3.33E-27,0.593869379,2.08E-31
272,1100,ENSG00000176887,ENSG00000151320,0.342616802,4.19E-10,0.593869379,2.08E-31
273,1100,ENSG00000176887,ENSG00000120251,0.570224562,1.46E-28,0.593869379,2.08E-31
274,1100,ENSG00000176887,ENSG00000126500,0.602983917,1.43E-32,0.593869379,2.08E-31
275,1100,ENSG00000176887,ENSG00000104643,0.537149998,6.07E-25,0.593869379,2.08E-31
276,1100,ENSG00000176887,ENSG00000163539,0.518688259,4.31E-23,0.593869379,2.08E-31
277,1100,ENSG00000176887,ENSG00000151240,0.447948461,5.96E-17,0.593869379,2.08E-31
278,1100,ENSG00000176887,ENSG00000182568,0.582843245,4.73E-30,0.593869379,2.08E-31
279,1100,ENSG00000176887,ENSG00000173898,0.339404061,6.23E-10,0.593869379,2.08E-31
280,228,ENSG00000020633,ENSG00000131378,0.412317256,1.91E-08,0.451968407,4.86E-10
281,228,ENSG00000020633,ENSG00000176783,0.364242034,9.02E-07,0.451968407,4.86E-10
