Regulon_ID,PCA_1VarRembrandt,PCA_1VarNonRegulonGeneSet,PCA_1RandomVarAvg,NumGoodCalls,PCA_1RandomPValRembrandt,Diff_PCA_1VarRegulonVsNonRegulon,Diff_PCA_1VarRegulonVsAvgRand,PCA_1VarNonMemberGeneSet,PCA_1RandomVarAvgNonMember,NumGoodCallsNonMember,PCA_1RandomPValNonMemberRembrandt,Diff_PCA_1VarRegulonVsNonMember,Diff_PCA_1VarRegulonVsAvgRandNonMember
46,0.806485097,0.23412937,0.288077531,0,0.001996008,0.572355726,0.518407565,0.445057244,0.6966006,0,0.001996008,0.361427853,0.109884497
47,0.511357516,0.199252055,0.256972261,0,0.001996008,0.31210546,0.254385254,0.261835586,0.383071971,0,0.001996008,0.249521929,0.128285545
48,0.574351846,0.197928964,0.273593298,0,0.001996008,0.376422882,0.300758548,0.265105035,0.344637684,0,0.001996008,0.309246811,0.229714162
49,0.667507509,0.222846433,0.278971883,0,0.001996008,0.444661076,0.388535626,0.421318308,0.574262408,0,0.001996008,0.246189201,0.093245101
50,0.661029855,0.329735279,0.384542493,0,0.001996008,0.331294577,0.276487363,0.370299148,0.429435014,0,0.001996008,0.290730708,0.231594842
51,0.59548364,0.251569905,0.343560874,0,0.001996008,0.343913734,0.251922765,0.302417759,0.391713756,0,0.001996008,0.293065881,0.203769884
52,0.7118931,0.327112128,0.39145163,0,0.001996008,0.384780972,0.32044147,0.325707329,0.475082352,0,0.001996008,0.386185771,0.236810748
53,0.710729976,0.286285003,0.355960085,0,0.001996008,0.424444973,0.354769891,0.377146769,0.488237298,0,0.001996008,0.333583207,0.222492678
54,0.593776431,0.157899296,0.268759846,0,0.001996008,0.435877135,0.325016585,0.2409142,0.397585639,0,0.001996008,0.352862232,0.196190793
55,0.725074211,0.329327115,0.385761296,0,0.001996008,0.395747095,0.339312915,0.316445046,0.550622204,0,0.001996008,0.408629164,0.174452007
56,0.5685926,0.217056139,0.29723765,0,0.001996008,0.351536462,0.27135495,0.286808878,0.37284642,0,0.001996008,0.281783722,0.195746181
57,0.432660777,0.276592863,0.366292984,86,0.173652695,0.156067913,0.066367792,0.309246601,0.338807414,15,0.031936128,0.123414176,0.093853363
58,0.762150512,0.411501482,0.483316224,0,0.001996008,0.35064903,0.278834288,0.288139022,0.405811418,0,0.001996008,0.47401149,0.356339094
59,0.581699945,0.230754864,0.244750234,0,0.001996008,0.350945081,0.336949711,0.250608204,0.522324806,0,0.001996008,0.331091741,0.059375139
60,0.679058637,0.210285682,0.296295513,0,0.001996008,0.468772955,0.382763124,0.371472408,0.518236718,0,0.001996008,0.30758623,0.160821919
61,0.640159483,0.17707781,0.275145443,0,0.001996008,0.463081672,0.36501404,0.33586587,0.455552065,0,0.001996008,0.304293613,0.184607418
62,0.58609632,0.261485843,0.354356532,1,0.003992016,0.324610477,0.231739788,0.447691227,0.39717346,0,0.001996008,0.138405093,0.18892286
63,0.682968149,0.220770579,0.343655006,0,0.001996008,0.46219757,0.339313143,0.294057058,0.488005801,0,0.001996008,0.388911091,0.194962348
64,0.76988216,0.26511,0.389783812,0,0.001996008,0.50477216,0.380098348,0.532493381,0.592291491,0,0.001996008,0.237388778,0.177590669
65,0.923018418,0.225818111,0.368623984,0,0.001996008,0.697200308,0.554394434,0.523702056,0.811210757,0,0.001996008,0.399316362,0.111807661
66,0.815007067,0.227320552,0.360632894,0,0.001996008,0.587686516,0.454374173,0.36567125,0.730471167,0,0.001996008,0.449335817,0.084535901
68,0.532822446,0.155670001,0.375218312,1,0.003992016,0.377152445,0.157604135,0.402195519,0.387810145,0,0.001996008,0.130626927,0.145012301
69,0.669640162,0.301954579,0.438637844,6,0.013972056,0.367685584,0.231002318,0.355772512,0.480815313,0,0.001996008,0.31386765,0.188824849
70,0.770662042,0.263564546,0.40480744,0,0.001996008,0.507097497,0.365854602,0.454626567,0.632056748,0,0.001996008,0.316035475,0.138605295
71,0.818751014,0.370971229,0.482197568,0,0.001996008,0.447779785,0.336553446,0.335601212,0.500698305,0,0.001996008,0.483149802,0.318052709
72,0.820592858,0.285251073,0.421554558,0,0.001996008,0.535341785,0.3990383,0.42656809,0.684122958,0,0.001996008,0.394024768,0.136469901
73,0.542546651,0.22274638,0.232605532,0,0.001996008,0.319800271,0.309941118,0.346460498,0.529521224,0,0.001996008,0.196086153,0.013025427
74,0.331779803,0.184967377,0.22133492,0,0.001996008,0.146812426,0.110444883,0.178455774,0.228152512,0,0.001996008,0.153324028,0.10362729
75,0.683658271,0.242760165,0.278506791,0,0.001996008,0.440898106,0.40515148,0.361181952,0.599764553,0,0.001996008,0.322476319,0.083893718
76,0.565153345,0.228361592,0.284782185,0,0.001996008,0.336791753,0.280371159,0.250921279,0.303940176,0,0.001996008,0.314232066,0.261213168
77,0.867474766,0.216433888,0.317412833,0,0.001996008,0.651040878,0.550061934,0.519397993,0.566475079,0,0.001996008,0.348076773,0.300999687
78,0.5685926,0.217056139,0.299861211,0,0.001996008,0.351536462,0.26873139,0.286808878,0.374777135,0,0.001996008,0.281783722,0.193815466
79,0.725786664,0.227098455,0.301986305,0,0.001996008,0.498688209,0.423800359,0.409033015,0.56265634,0,0.001996008,0.316753649,0.163130324
80,0.68626372,0.278611982,0.354433918,0,0.001996008,0.407651737,0.331829801,0.337787537,0.434808031,0,0.001996008,0.348476182,0.251455689
81,0.729645773,0.200400132,0.284368693,0,0.001996008,0.529245641,0.445277079,0.458333856,0.599699198,0,0.001996008,0.271311916,0.129946574
82,0.832664146,0.417164445,0.486242452,0,0.001996008,0.4154997,0.346421694,0.344094324,0.593587688,0,0.001996008,0.488569821,0.239076458
83,0.629330648,0.175203872,0.298826579,0,0.001996008,0.454126776,0.330504069,0.262250056,0.425833069,0,0.001996008,0.367080592,0.203497579
84,0.451678335,0.286789661,0.406494006,114,0.229540918,0.164888674,0.045184329,0.303496225,0.388751003,69,0.139720559,0.14818211,0.062927332
85,0.598567461,0.150701378,0.304542308,0,0.001996008,0.447866083,0.294025153,0.254484243,0.338567657,0,0.001996008,0.344083219,0.259999805
86,0.710608385,0.196759671,0.321719643,0,0.001996008,0.513848714,0.388888742,0.557727889,0.504071693,0,0.001996008,0.152880496,0.206536692
87,0.852464842,0.433432042,0.496252055,0,0.001996008,0.4190328,0.356212787,0.374997394,0.612215579,0,0.001996008,0.477467448,0.240249263
88,0.654821666,0.220794501,0.34018065,0,0.001996008,0.434027164,0.314641016,0.326180064,0.44228384,0,0.001996008,0.328641602,0.212537826
89,0.740111864,0.262334703,0.373231455,0,0.001996008,0.47777716,0.366880408,0.389978308,0.546345745,0,0.001996008,0.350133556,0.193766119
90,0.836825603,0.231229968,0.3410858,0,0.001996008,0.605595635,0.495739803,0.401834857,0.783863704,0,0.001996008,0.434990746,0.052961899
91,0.589109019,0.238029998,0.257074528,0,0.001996008,0.351079021,0.332034491,0.236912186,0.511205259,0,0.001996008,0.352196833,0.07790376
92,0.566121335,0.314197814,0.366357598,1,0.003992016,0.251923521,0.199763737,0.315923698,0.373566783,0,0.001996008,0.250197637,0.192554552
93,0.772583627,0.328597785,0.394278894,0,0.001996008,0.443985842,0.378304733,0.327137338,0.527365841,0,0.001996008,0.445446289,0.245217785
94,0.599808571,0.260184973,0.370786834,0,0.001996008,0.339623597,0.229021736,0.294242856,0.396051961,0,0.001996008,0.305565714,0.20375661
95,0.62829406,0.184751635,0.326232884,0,0.001996008,0.443542426,0.302061176,0.253818264,0.389880807,0,0.001996008,0.374475796,0.238413254
96,0.709898365,0.218306034,0.36967124,0,0.001996008,0.491592331,0.340227125,0.313164605,0.432839922,0,0.001996008,0.39673376,0.277058442
97,0.538261063,0.163859214,0.327430681,3,0.007984032,0.374401849,0.210830382,0.455103803,0.407776676,0,0.001996008,0.08315726,0.130484387
98,0.560612553,0.230953828,0.242321941,0,0.001996008,0.329658725,0.318290612,0.196510679,0.530026736,0,0.001996008,0.364101873,0.030585817
99,0.695238568,0.249154349,0.289341711,0,0.001996008,0.446084219,0.405896857,0.384811329,0.606000091,0,0.001996008,0.310427239,0.089238477
100,0.657249133,0.265869248,0.309634507,0,0.001996008,0.391379885,0.347614626,0.296209023,0.529161476,0,0.001996008,0.36104011,0.128087656
101,0.590918167,0.229607716,0.266924212,0,0.001996008,0.361310451,0.323993955,0.38097379,0.433247291,0,0.001996008,0.209944377,0.157670876
102,0.699711651,0.254752497,0.29949,0,0.001996008,0.444959154,0.400221651,0.34757109,0.602156365,0,0.001996008,0.352140561,0.097555286
103,0.921748427,0.235490876,0.301621706,0,0.001996008,0.68625755,0.620126721,0.646583018,0.842237751,0,0.001996008,0.275165409,0.079510675
104,0.677253621,0.255225457,0.320256018,0,0.001996008,0.422028165,0.356997603,0.410563681,0.518208976,0,0.001996008,0.26668994,0.159044645
105,0.554980995,0.207840913,0.277603159,0,0.001996008,0.347140082,0.277377836,0.311703161,0.394729254,0,0.001996008,0.243277834,0.160251741
106,0.452030319,0.211856573,0.310224647,4,0.00998004,0.240173747,0.141805672,0.251542092,0.305212821,0,0.001996008,0.200488227,0.146817498
107,0.564322728,0.227225875,0.306494088,0,0.001996008,0.337096853,0.25782864,0.471757098,0.461148516,3,0.007984032,0.09256563,0.103174212
108,0.851291527,0.238460496,0.324271772,0,0.001996008,0.61283103,0.527019755,0.414241757,0.776229057,0,0.001996008,0.437049769,0.075062469
109,0.601787931,0.258619607,0.350989333,1,0.003992016,0.343168324,0.250798598,0.27717769,0.374849866,0,0.001996008,0.324610241,0.226938065
110,0.698121187,0.22284788,0.299878515,0,0.001996008,0.475273307,0.398242672,0.461951791,0.531727651,0,0.001996008,0.236169395,0.166393536
111,0.730073908,0.263019419,0.357566615,0,0.001996008,0.467054489,0.372507293,0.377028397,0.604801949,0,0.001996008,0.353045511,0.125271959
112,0.767389819,0.247804501,0.356966308,0,0.001996008,0.519585318,0.410423511,0.407545215,0.657051717,0,0.001996008,0.359844604,0.110338102
113,0.945543271,0.221332399,0.338876223,0,0.001996008,0.724210872,0.606667048,0.639218156,0.884553706,0,0.001996008,0.306325115,0.060989565
115,0.543211654,0.22804664,0.243146892,0,0.001996008,0.315165014,0.300064762,0.236920934,0.496135358,0,0.001996008,0.306290719,0.047076296
116,0.569009483,0.201270569,0.243520105,0,0.001996008,0.367738914,0.325489378,0.260935672,0.411273957,0,0.001996008,0.308073811,0.157735526
117,0.616726511,0.223589212,0.272684229,0,0.001996008,0.393137299,0.344042282,0.366981412,0.516414903,0,0.001996008,0.249745099,0.100311608
118,0.541166939,0.153723892,0.224375503,0,0.001996008,0.387443047,0.316791435,0.255918325,0.362070622,0,0.001996008,0.285248614,0.179096317
119,0.8844098,0.269620076,0.322071661,0,0.001996008,0.614789724,0.562338139,0.546206804,0.784940937,0,0.001996008,0.338202995,0.099468863
120,0.634017819,0.168902737,0.263492569,0,0.001996008,0.465115082,0.37052525,0.352745965,0.448753948,0,0.001996008,0.281271853,0.185263871
121,0.738308628,0.188993332,0.30013312,0,0.001996008,0.549315297,0.438175509,0.41325272,0.555587385,0,0.001996008,0.325055908,0.182721244
122,0.664943564,0.287681834,0.378125376,0,0.001996008,0.37726173,0.286818187,0.332806206,0.481893299,0,0.001996008,0.332137357,0.183050264
123,0.572570446,0.150136294,0.300350399,0,0.001996008,0.422434152,0.272220047,0.505261036,0.421593098,0,0.001996008,0.06730941,0.150977348
124,0.822204866,0.386277611,0.473147083,0,0.001996008,0.435927255,0.349057783,0.328946922,0.611535094,0,0.001996008,0.493257944,0.210669772
125,0.800828151,0.289491341,0.403509678,0,0.001996008,0.51133681,0.397318473,0.375771857,0.599320617,0,0.001996008,0.425056294,0.201507534
126,0.675513615,0.229978234,0.390118415,0,0.001996008,0.445535381,0.2853952,0.34222771,0.416932274,0,0.001996008,0.333285905,0.258581341
127,0.744577193,0.306801884,0.439043222,1,0.003992016,0.437775309,0.305533971,0.433810149,0.580967465,0,0.001996008,0.310767043,0.163609728
128,0.934392093,0.225636042,0.388371568,0,0.001996008,0.708756051,0.546020525,0.629331327,0.832603135,0,0.001996008,0.305060766,0.101788957
129,0.855779189,0.138382813,0.373858939,0,0.001996008,0.717396376,0.481920251,0.418937876,0.475685192,0,0.001996008,0.436841314,0.380093998
130,0.715790479,0.257289702,0.293421178,0,0.001996008,0.458500777,0.4223693,0.31221247,0.626428356,0,0.001996008,0.403578009,0.089362122
131,0.773666894,0.33878134,0.42716728,0,0.001996008,0.434885554,0.346499614,0.354468311,0.579783009,0,0.001996008,0.419198583,0.193883885
132,0.853552492,0.190944213,0.36085219,0,0.001996008,0.662608279,0.492700302,0.496432671,0.50170623,0,0.001996008,0.357119821,0.351846262
133,0.53741983,0.231486792,0.243710767,0,0.001996008,0.305933038,0.293709063,0.252818201,0.494637933,0,0.001996008,0.284601628,0.042781896
134,0.635316344,0.283716904,0.316274257,0,0.001996008,0.35159944,0.319042087,0.21735875,0.516084783,0,0.001996008,0.417957594,0.11923156
135,0.608215927,0.18565947,0.244190794,0,0.001996008,0.422556457,0.364025133,0.351530882,0.418677737,0,0.001996008,0.256685045,0.18953819
136,0.716552465,0.269676038,0.316673513,0,0.001996008,0.446876426,0.399878951,0.288360896,0.607184753,0,0.001996008,0.428191569,0.109367712
137,0.458013071,0.2310471,0.306229478,2,0.005988024,0.226965971,0.151783592,0.225805359,0.295018036,0,0.001996008,0.232207712,0.162995035
138,0.699883695,0.293390692,0.351104105,0,0.001996008,0.406493003,0.34877959,0.343123575,0.512620709,0,0.001996008,0.35676012,0.187262986
139,0.68941185,0.227052612,0.289403552,0,0.001996008,0.462359238,0.400008298,0.301756177,0.502244536,0,0.001996008,0.387655673,0.187167314
140,0.649460953,0.178901142,0.273208486,0,0.001996008,0.470559811,0.376252467,0.352197078,0.443936072,0,0.001996008,0.297263875,0.205524881
141,0.541363625,0.177858339,0.283509579,0,0.001996008,0.363505286,0.257854046,0.329417861,0.374221846,0,0.001996008,0.211945764,0.167141779
142,0.731329429,0.334833755,0.422876328,0,0.001996008,0.396495674,0.308453101,0.353230672,0.439430369,0,0.001996008,0.378098758,0.29189906
143,0.532021709,0.289645588,0.379454536,14,0.02994012,0.242376121,0.152567173,0.265904236,0.376984644,0,0.001996008,0.266117473,0.155037064
144,0.779836551,0.284834209,0.366958912,0,0.001996008,0.495002342,0.412877639,0.333497373,0.546870415,0,0.001996008,0.446339178,0.232966136
145,0.627978998,0.277159626,0.383668699,1,0.003992016,0.350819372,0.244310299,0.289504063,0.380120006,0,0.001996008,0.338474935,0.247858992
146,0.68463952,0.326645062,0.431406495,2,0.005988024,0.357994458,0.253233026,0.299724675,0.495872364,0,0.001996008,0.384914846,0.188767156
149,0.716287318,0.289437534,0.401560931,0,0.001996008,0.426849783,0.314726386,0.386711624,0.510526212,0,0.001996008,0.329575693,0.205761105
150,0.79110119,0.29888412,0.435324254,0,0.001996008,0.49221707,0.355776936,0.356708688,0.58065781,0,0.001996008,0.434392503,0.21044338
151,0.766413595,0.35057833,0.461170892,0,0.001996008,0.415835265,0.305242703,0.298082383,0.526496753,0,0.001996008,0.468331212,0.239916842
152,0.702779215,0.183040317,0.38488852,0,0.001996008,0.519738898,0.317890695,0.407117386,0.408461762,0,0.001996008,0.295661829,0.294317453
153,0.769029843,0.276646676,0.42063229,0,0.001996008,0.492383167,0.348397553,0.368673794,0.618690924,0,0.001996008,0.400356049,0.150338919
154,0.535749586,0.229630764,0.24059821,0,0.001996008,0.306118822,0.295151377,0.219657089,0.50969695,0,0.001996008,0.316092497,0.026052637
155,0.483368831,0.235717246,0.254491532,0,0.001996008,0.247651585,0.2288773,0.219321914,0.383269572,0,0.001996008,0.264046917,0.100099259
156,0.605165509,0.186116552,0.222915888,0,0.001996008,0.419048957,0.382249622,0.315059955,0.426989259,0,0.001996008,0.290105555,0.178176251
157,0.573482381,0.24069164,0.285471406,0,0.001996008,0.332790741,0.288010975,0.323413032,0.490373121,0,0.001996008,0.250069349,0.08310926
158,0.613969151,0.20359631,0.256619208,0,0.001996008,0.410372841,0.357349943,0.311729578,0.471289022,0,0.001996008,0.302239572,0.142680129
159,0.533632591,0.215595821,0.274990721,0,0.001996008,0.318036769,0.258641869,0.287140828,0.34803212,0,0.001996008,0.246491762,0.18560047
160,0.689927754,0.216958668,0.282088669,0,0.001996008,0.472969086,0.407839085,0.364375266,0.445829657,0,0.001996008,0.325552489,0.244098098
161,0.648689804,0.16897054,0.263837508,0,0.001996008,0.479719264,0.384852296,0.385701509,0.471862358,0,0.001996008,0.262988295,0.176827446
162,0.635057956,0.216422993,0.302238458,0,0.001996008,0.418634963,0.332819498,0.395632667,0.504880344,0,0.001996008,0.239425289,0.130177612
163,0.734166194,0.286117138,0.353742863,0,0.001996008,0.448049056,0.380423331,0.410992581,0.567019008,0,0.001996008,0.323173613,0.167147186
164,0.649532464,0.210663972,0.316815895,0,0.001996008,0.438868493,0.33271657,0.307273275,0.389437681,0,0.001996008,0.34225919,0.260094784
165,0.69476343,0.244755375,0.33194446,0,0.001996008,0.450008055,0.36281897,0.351415425,0.586770821,0,0.001996008,0.343348005,0.107992609
166,0.79174661,0.203777631,0.311593659,0,0.001996008,0.587968979,0.480152951,0.378957063,0.618971653,0,0.001996008,0.412789547,0.172774956
167,0.762950523,0.277363778,0.390997775,0,0.001996008,0.485586744,0.371952748,0.297967898,0.458020957,0,0.001996008,0.464982624,0.304929565
168,0.764142073,0.234569397,0.367061381,0,0.001996008,0.529572676,0.397080692,0.419837549,0.590998653,0,0.001996008,0.344304524,0.17314342
170,0.576270844,0.183890143,0.375024294,1,0.003992016,0.392380701,0.20124655,0.357095352,0.39223481,0,0.001996008,0.219175492,0.184036034
171,0.836825603,0.231229968,0.385793712,0,0.001996008,0.605595635,0.451031891,0.401834857,0.784166418,0,0.001996008,0.434990746,0.052659185
172,0.809838932,0.228021913,0.395716572,0,0.001996008,0.581817019,0.41412236,0.313523194,0.577058851,0,0.001996008,0.496315738,0.232780081
173,0.627395921,0.24315783,0.397397724,4,0.00998004,0.384238091,0.229998197,0.345066277,0.50543791,0,0.001996008,0.282329645,0.121958011
174,0.566830116,0.231362726,0.245887865,0,0.001996008,0.33546739,0.320942251,0.259890953,0.522763837,0,0.001996008,0.306939163,0.044066279
175,0.533875138,0.229508768,0.254911573,0,0.001996008,0.30436637,0.278963565,0.351901907,0.415883296,0,0.001996008,0.181973231,0.117991842
176,0.744368292,0.138556835,0.201567078,0,0.001996008,0.605811458,0.542801214,0.316103136,0.521523402,0,0.001996008,0.428265157,0.22284489
178,0.594964493,0.274737286,0.336141849,0,0.001996008,0.320227207,0.258822644,0.265862294,0.357197931,0,0.001996008,0.329102199,0.237766561
179,0.658215224,0.238577952,0.289799987,0,0.001996008,0.419637272,0.368415238,0.257775799,0.398226376,0,0.001996008,0.400439425,0.259988849
180,0.667433318,0.320750186,0.383745702,0,0.001996008,0.346683132,0.283687616,0.30146315,0.471354623,0,0.001996008,0.365970167,0.196078695
181,0.85556047,0.236848512,0.31458213,0,0.001996008,0.618711958,0.540978339,0.529745383,0.779404808,0,0.001996008,0.325815086,0.076155661
182,0.868088389,0.385816935,0.448068304,0,0.001996008,0.482271454,0.420020085,0.395515929,0.598600068,0,0.001996008,0.47257246,0.26948832
183,0.813176481,0.238040525,0.341119677,0,0.001996008,0.575135956,0.472056804,0.373678951,0.570619293,0,0.001996008,0.43949753,0.242557187
184,0.736278787,0.338109482,0.425110318,0,0.001996008,0.398169305,0.311168469,0.398233621,0.554032371,0,0.001996008,0.338045166,0.182246416
185,0.569526384,0.243971343,0.355062982,1,0.003992016,0.325555041,0.214463402,0.310807943,0.434728215,0,0.001996008,0.258718441,0.134798169
186,0.684322234,0.22796118,0.377562777,0,0.001996008,0.456361054,0.306759457,0.351425452,0.428207249,0,0.001996008,0.332896782,0.256114985
187,0.734209913,0.282944823,0.396796133,0,0.001996008,0.45126509,0.337413779,0.33420167,0.581310615,0,0.001996008,0.400008243,0.152899297
188,0.813301279,0.411312359,0.50281991,0,0.001996008,0.40198892,0.310481369,0.383023845,0.567861924,0,0.001996008,0.430277434,0.245439355
189,0.696763019,0.218487496,0.367381741,0,0.001996008,0.478275523,0.329381278,0.332680484,0.423156239,0,0.001996008,0.364082535,0.27360678
190,0.508720139,0.231971252,0.246925983,0,0.001996008,0.276748887,0.261794156,0.264933917,0.45034518,0,0.001996008,0.243786222,0.058374958
191,0.63680056,0.308889869,0.356523057,0,0.001996008,0.327910691,0.280277503,0.218003801,0.42463893,0,0.001996008,0.41879676,0.21216163
192,0.707274185,0.289028501,0.363579104,0,0.001996008,0.418245685,0.343695082,0.258773707,0.461111903,0,0.001996008,0.448500478,0.246162282
193,0.550952703,0.194144898,0.288433043,0,0.001996008,0.356807805,0.26251966,0.276238474,0.338260418,0,0.001996008,0.274714229,0.212692285
194,0.551645975,0.166634094,0.289037673,0,0.001996008,0.385011881,0.262608303,0.251495093,0.359257344,0,0.001996008,0.300150882,0.192388631
