Regulon_ID,Regulator,Gene
3,ENSG00000147862,ENSG00000165821
3,ENSG00000147862,ENSG00000164708
3,ENSG00000147862,ENSG00000240583
3,ENSG00000147862,ENSG00000135916
3,ENSG00000147862,ENSG00000234078
3,ENSG00000147862,ENSG00000116745
3,ENSG00000147862,ENSG00000140391
4,ENSG00000126351,ENSG00000124831
4,ENSG00000126351,ENSG00000139278
4,ENSG00000126351,ENSG00000128604
4,ENSG00000126351,ENSG00000130208
4,ENSG00000126351,ENSG00000153071
4,ENSG00000126351,ENSG00000004399
4,ENSG00000126351,ENSG00000196511
4,ENSG00000126351,ENSG00000164733
4,ENSG00000126351,ENSG00000085514
4,ENSG00000126351,ENSG00000101347
4,ENSG00000126351,ENSG00000043462
4,ENSG00000126351,ENSG00000115414
4,ENSG00000126351,ENSG00000160691
4,ENSG00000126351,ENSG00000122862
4,ENSG00000126351,ENSG00000168421
4,ENSG00000126351,ENSG00000060558
4,ENSG00000126351,ENSG00000118855
4,ENSG00000126351,ENSG00000182866
4,ENSG00000126351,ENSG00000010671
4,ENSG00000126351,ENSG00000011600
4,ENSG00000126351,ENSG00000103811
4,ENSG00000126351,ENSG00000099785
4,ENSG00000126351,ENSG00000282608
4,ENSG00000126351,ENSG00000131370
4,ENSG00000126351,ENSG00000115232
4,ENSG00000126351,ENSG00000026297
4,ENSG00000126351,ENSG00000180644
4,ENSG00000126351,ENSG00000075420
4,ENSG00000126351,ENSG00000136167
4,ENSG00000126351,ENSG00000107562
4,ENSG00000126351,ENSG00000162511
4,ENSG00000126351,ENSG00000070540
4,ENSG00000126351,ENSG00000154734
4,ENSG00000126351,ENSG00000177575
4,ENSG00000126351,ENSG00000147168
4,ENSG00000126351,ENSG00000174125
4,ENSG00000126351,ENSG00000124357
4,ENSG00000126351,ENSG00000095970
4,ENSG00000126351,ENSG00000129038
4,ENSG00000126351,ENSG00000104894
4,ENSG00000126351,ENSG00000023892
4,ENSG00000126351,ENSG00000131446
4,ENSG00000126351,ENSG00000137801
4,ENSG00000126351,ENSG00000109861
4,ENSG00000126351,ENSG00000137491
4,ENSG00000126351,ENSG00000064666
4,ENSG00000126351,ENSG00000006534
4,ENSG00000126351,ENSG00000177105
4,ENSG00000126351,ENSG00000075426
4,ENSG00000126351,ENSG00000102879
4,ENSG00000126351,ENSG00000112799
5,ENSG00000126351,ENSG00000169583
5,ENSG00000126351,ENSG00000196549
5,ENSG00000126351,ENSG00000175793
5,ENSG00000126351,ENSG00000143320
5,ENSG00000126351,ENSG00000173801
5,ENSG00000126351,ENSG00000139725
5,ENSG00000126351,ENSG00000163435
5,ENSG00000126351,ENSG00000181885
5,ENSG00000126351,ENSG00000137124
5,ENSG00000126351,ENSG00000182795
5,ENSG00000126351,ENSG00000189143
6,ENSG00000126351,ENSG00000150093
6,ENSG00000126351,ENSG00000139329
6,ENSG00000126351,ENSG00000076662
6,ENSG00000126351,ENSG00000135535
6,ENSG00000126351,ENSG00000102359
6,ENSG00000126351,ENSG00000153113
6,ENSG00000126351,ENSG00000120708
6,ENSG00000126351,ENSG00000262795
6,ENSG00000126351,ENSG00000034510
7,ENSG00000126351,ENSG00000133069
7,ENSG00000126351,ENSG00000163346
7,ENSG00000126351,ENSG00000173599
7,ENSG00000126351,ENSG00000120029
7,ENSG00000126351,ENSG00000107331
7,ENSG00000126351,ENSG00000148832
7,ENSG00000126351,ENSG00000146122
7,ENSG00000126351,ENSG00000282725
7,ENSG00000126351,ENSG00000126822
8,ENSG00000126351,ENSG00000108641
8,ENSG00000126351,ENSG00000213672
8,ENSG00000126351,ENSG00000178802
8,ENSG00000126351,ENSG00000107175
8,ENSG00000126351,ENSG00000188672
8,ENSG00000126351,ENSG00000103145
8,ENSG00000126351,ENSG00000159228
8,ENSG00000126351,ENSG00000221838
9,ENSG00000126351,ENSG00000115414
9,ENSG00000126351,ENSG00000102034
9,ENSG00000126351,ENSG00000035403
9,ENSG00000126351,ENSG00000177731
9,ENSG00000126351,ENSG00000196924
9,ENSG00000126351,ENSG00000173442
9,ENSG00000126351,ENSG00000140564
10,ENSG00000126351,ENSG00000125538
10,ENSG00000126351,ENSG00000120129
10,ENSG00000126351,ENSG00000171621
10,ENSG00000126351,ENSG00000075426
10,ENSG00000126351,ENSG00000131370
10,ENSG00000126351,ENSG00000149591
10,ENSG00000126351,ENSG00000115232
11,ENSG00000126351,ENSG00000115295
11,ENSG00000126351,ENSG00000091527
11,ENSG00000126351,ENSG00000152818
11,ENSG00000126351,ENSG00000143870
11,ENSG00000126351,ENSG00000120063
11,ENSG00000126351,ENSG00000163399
12,ENSG00000126351,ENSG00000084764
12,ENSG00000126351,ENSG00000089220
12,ENSG00000126351,ENSG00000088367
12,ENSG00000126351,ENSG00000151552
12,ENSG00000126351,ENSG00000139112
12,ENSG00000126351,ENSG00000115310
13,ENSG00000126351,ENSG00000115414
13,ENSG00000126351,ENSG00000139329
13,ENSG00000126351,ENSG00000087303
13,ENSG00000126351,ENSG00000164692
13,ENSG00000126351,ENSG00000130635
13,ENSG00000126351,ENSG00000072682
14,ENSG00000126351,ENSG00000172890
14,ENSG00000126351,ENSG00000134574
14,ENSG00000126351,ENSG00000120889
14,ENSG00000126351,ENSG00000138080
14,ENSG00000126351,ENSG00000244165
15,ENSG00000126351,ENSG00000214021
15,ENSG00000126351,ENSG00000112658
15,ENSG00000126351,ENSG00000169919
15,ENSG00000126351,ENSG00000105552
15,ENSG00000126351,ENSG00000099875
16,ENSG00000126351,ENSG00000102804
16,ENSG00000126351,ENSG00000136161
16,ENSG00000126351,ENSG00000136144
16,ENSG00000126351,ENSG00000102738
16,ENSG00000126351,ENSG00000050405
17,ENSG00000128709,ENSG00000106100
17,ENSG00000128709,ENSG00000071073
17,ENSG00000128709,ENSG00000139278
17,ENSG00000128709,ENSG00000148908
17,ENSG00000128709,ENSG00000162924
17,ENSG00000128709,ENSG00000197081
17,ENSG00000128709,ENSG00000000938
17,ENSG00000128709,ENSG00000073756
17,ENSG00000128709,ENSG00000121552
17,ENSG00000128709,ENSG00000162745
17,ENSG00000128709,ENSG00000004399
17,ENSG00000128709,ENSG00000150782
17,ENSG00000128709,ENSG00000077238
17,ENSG00000128709,ENSG00000197405
17,ENSG00000128709,ENSG00000111729
17,ENSG00000128709,ENSG00000113273
17,ENSG00000128709,ENSG00000132170
17,ENSG00000128709,ENSG00000107798
17,ENSG00000128709,ENSG00000171608
17,ENSG00000128709,ENSG00000108639
17,ENSG00000128709,ENSG00000130830
17,ENSG00000128709,ENSG00000155850
17,ENSG00000128709,ENSG00000158869
17,ENSG00000128709,ENSG00000122862
17,ENSG00000128709,ENSG00000112297
17,ENSG00000128709,ENSG00000110446
17,ENSG00000128709,ENSG00000132965
17,ENSG00000128709,ENSG00000060558
17,ENSG00000128709,ENSG00000158714
17,ENSG00000128709,ENSG00000182866
17,ENSG00000128709,ENSG00000163131
17,ENSG00000128709,ENSG00000160255
17,ENSG00000128709,ENSG00000011600
17,ENSG00000128709,ENSG00000169413
17,ENSG00000128709,ENSG00000100368
17,ENSG00000128709,ENSG00000175567
17,ENSG00000128709,ENSG00000183486
17,ENSG00000128709,ENSG00000135124
17,ENSG00000128709,ENSG00000076258
17,ENSG00000128709,ENSG00000070540
17,ENSG00000128709,ENSG00000203710
17,ENSG00000128709,ENSG00000057252
17,ENSG00000128709,ENSG00000146094
17,ENSG00000128709,ENSG00000128340
17,ENSG00000128709,ENSG00000114013
17,ENSG00000128709,ENSG00000130755
17,ENSG00000128709,ENSG00000185862
17,ENSG00000128709,ENSG00000054219
17,ENSG00000128709,ENSG00000105339
17,ENSG00000128709,ENSG00000004799
17,ENSG00000128709,ENSG00000116701
17,ENSG00000128709,ENSG00000136732
17,ENSG00000128709,ENSG00000137801
17,ENSG00000128709,ENSG00000109861
17,ENSG00000128709,ENSG00000091592
17,ENSG00000128709,ENSG00000275990
17,ENSG00000128709,ENSG00000170458
17,ENSG00000128709,ENSG00000021355
17,ENSG00000128709,ENSG00000105974
17,ENSG00000128709,ENSG00000169385
17,ENSG00000128709,ENSG00000006747
17,ENSG00000128709,ENSG00000019582
17,ENSG00000128709,ENSG00000154734
17,ENSG00000128709,ENSG00000180353
17,ENSG00000128709,ENSG00000112799
17,ENSG00000128709,ENSG00000197746
17,ENSG00000128709,ENSG00000134516
17,ENSG00000128709,ENSG00000108582
17,ENSG00000128709,ENSG00000197943
17,ENSG00000128709,ENSG00000165140
17,ENSG00000128709,ENSG00000003402
17,ENSG00000128709,ENSG00000090382
17,ENSG00000128709,ENSG00000153071
17,ENSG00000128709,ENSG00000115956
17,ENSG00000128709,ENSG00000140497
17,ENSG00000128709,ENSG00000099250
17,ENSG00000128709,ENSG00000115414
17,ENSG00000128709,ENSG00000160691
17,ENSG00000128709,ENSG00000160791
17,ENSG00000128709,ENSG00000027697
17,ENSG00000128709,ENSG00000168421
17,ENSG00000128709,ENSG00000138061
17,ENSG00000128709,ENSG00000112343
17,ENSG00000128709,ENSG00000107796
17,ENSG00000128709,ENSG00000168961
17,ENSG00000128709,ENSG00000145685
17,ENSG00000128709,ENSG00000262418
17,ENSG00000128709,ENSG00000020633
17,ENSG00000128709,ENSG00000168995
17,ENSG00000128709,ENSG00000110031
17,ENSG00000128709,ENSG00000282608
17,ENSG00000128709,ENSG00000131370
17,ENSG00000128709,ENSG00000145779
17,ENSG00000128709,ENSG00000115232
17,ENSG00000128709,ENSG00000119655
17,ENSG00000128709,ENSG00000175899
17,ENSG00000128709,ENSG00000110876
17,ENSG00000128709,ENSG00000075420
17,ENSG00000128709,ENSG00000141655
17,ENSG00000128709,ENSG00000090104
17,ENSG00000128709,ENSG00000160223
17,ENSG00000128709,ENSG00000125753
17,ENSG00000128709,ENSG00000124357
17,ENSG00000128709,ENSG00000066294
17,ENSG00000128709,ENSG00000119321
17,ENSG00000128709,ENSG00000106991
17,ENSG00000128709,ENSG00000095585
17,ENSG00000128709,ENSG00000075884
17,ENSG00000128709,ENSG00000129450
17,ENSG00000128709,ENSG00000160712
17,ENSG00000128709,ENSG00000181631
17,ENSG00000128709,ENSG00000111321
17,ENSG00000128709,ENSG00000155307
17,ENSG00000128709,ENSG00000064666
17,ENSG00000128709,ENSG00000030582
17,ENSG00000128709,ENSG00000105697
17,ENSG00000128709,ENSG00000104763
17,ENSG00000128709,ENSG00000156127
17,ENSG00000128709,ENSG00000171522
17,ENSG00000128709,ENSG00000075426
18,ENSG00000128709,ENSG00000141367
18,ENSG00000128709,ENSG00000198961
18,ENSG00000128709,ENSG00000164924
18,ENSG00000128709,ENSG00000007168
18,ENSG00000128709,ENSG00000111897
18,ENSG00000128709,ENSG00000113163
18,ENSG00000128709,ENSG00000163798
18,ENSG00000128709,ENSG00000174437
19,ENSG00000128709,ENSG00000263309
19,ENSG00000128709,ENSG00000010932
19,ENSG00000128709,ENSG00000169594
19,ENSG00000128709,ENSG00000278677
19,ENSG00000128709,ENSG00000277224
19,ENSG00000128709,ENSG00000275713
19,ENSG00000128709,ENSG00000274290
20,ENSG00000128709,ENSG00000162493
20,ENSG00000128709,ENSG00000154153
20,ENSG00000128709,ENSG00000135046
20,ENSG00000128709,ENSG00000124762
20,ENSG00000128709,ENSG00000123094
20,ENSG00000128709,ENSG00000131711
20,ENSG00000128709,ENSG00000149218
21,ENSG00000128709,ENSG00000185920
21,ENSG00000128709,ENSG00000183340
21,ENSG00000128709,ENSG00000127334
21,ENSG00000128709,ENSG00000130396
21,ENSG00000128709,ENSG00000123352
22,ENSG00000128709,ENSG00000164296
22,ENSG00000128709,ENSG00000163453
22,ENSG00000128709,ENSG00000026025
22,ENSG00000128709,ENSG00000101134
22,ENSG00000128709,ENSG00000109099
23,ENSG00000150281,ENSG00000101160
23,ENSG00000150281,ENSG00000071073
23,ENSG00000150281,ENSG00000110876
23,ENSG00000150281,ENSG00000086730
23,ENSG00000150281,ENSG00000121281
23,ENSG00000150281,ENSG00000137767
23,ENSG00000150281,ENSG00000000938
23,ENSG00000150281,ENSG00000013364
23,ENSG00000150281,ENSG00000057252
23,ENSG00000150281,ENSG00000111424
23,ENSG00000150281,ENSG00000118640
23,ENSG00000150281,ENSG00000093072
23,ENSG00000150281,ENSG00000197405
23,ENSG00000150281,ENSG00000137841
23,ENSG00000150281,ENSG00000004799
23,ENSG00000150281,ENSG00000161638
23,ENSG00000150281,ENSG00000099250
23,ENSG00000150281,ENSG00000160691
23,ENSG00000150281,ENSG00000100122
23,ENSG00000150281,ENSG00000106991
23,ENSG00000150281,ENSG00000245848
23,ENSG00000150281,ENSG00000131724
23,ENSG00000150281,ENSG00000137801
23,ENSG00000150281,ENSG00000129450
23,ENSG00000150281,ENSG00000130429
23,ENSG00000150281,ENSG00000138061
23,ENSG00000150281,ENSG00000110446
23,ENSG00000150281,ENSG00000165025
23,ENSG00000150281,ENSG00000090339
23,ENSG00000150281,ENSG00000064666
23,ENSG00000150281,ENSG00000149418
23,ENSG00000150281,ENSG00000119535
23,ENSG00000150281,ENSG00000156711
23,ENSG00000150281,ENSG00000169385
23,ENSG00000150281,ENSG00000105974
23,ENSG00000150281,ENSG00000282608
24,ENSG00000196712,ENSG00000106100
24,ENSG00000196712,ENSG00000101160
24,ENSG00000196712,ENSG00000172243
24,ENSG00000196712,ENSG00000148908
24,ENSG00000196712,ENSG00000121281
24,ENSG00000196712,ENSG00000091317
24,ENSG00000196712,ENSG00000121064
24,ENSG00000196712,ENSG00000162745
24,ENSG00000196712,ENSG00000105383
24,ENSG00000196712,ENSG00000115956
24,ENSG00000196712,ENSG00000159216
24,ENSG00000196712,ENSG00000101347
24,ENSG00000196712,ENSG00000158473
24,ENSG00000196712,ENSG00000099250
24,ENSG00000196712,ENSG00000111679
24,ENSG00000196712,ENSG00000160691
24,ENSG00000196712,ENSG00000160791
24,ENSG00000196712,ENSG00000027697
24,ENSG00000196712,ENSG00000135956
24,ENSG00000196712,ENSG00000245848
24,ENSG00000196712,ENSG00000112297
24,ENSG00000196712,ENSG00000110446
24,ENSG00000196712,ENSG00000130429
24,ENSG00000196712,ENSG00000158714
24,ENSG00000196712,ENSG00000168961
24,ENSG00000196712,ENSG00000262418
24,ENSG00000196712,ENSG00000160255
24,ENSG00000196712,ENSG00000173068
24,ENSG00000196712,ENSG00000136867
24,ENSG00000196712,ENSG00000101916
24,ENSG00000196712,ENSG00000282608
24,ENSG00000196712,ENSG00000145779
24,ENSG00000196712,ENSG00000115232
24,ENSG00000196712,ENSG00000011422
24,ENSG00000196712,ENSG00000119655
24,ENSG00000196712,ENSG00000110876
24,ENSG00000196712,ENSG00000107562
24,ENSG00000196712,ENSG00000254087
24,ENSG00000196712,ENSG00000057252
24,ENSG00000196712,ENSG00000174125
24,ENSG00000196712,ENSG00000146094
24,ENSG00000196712,ENSG00000128340
24,ENSG00000196712,ENSG00000093072
24,ENSG00000196712,ENSG00000137841
24,ENSG00000196712,ENSG00000136305
24,ENSG00000196712,ENSG00000004799
24,ENSG00000196712,ENSG00000116701
24,ENSG00000196712,ENSG00000136732
24,ENSG00000196712,ENSG00000161638
24,ENSG00000196712,ENSG00000162711
24,ENSG00000196712,ENSG00000187554
24,ENSG00000196712,ENSG00000115594
24,ENSG00000196712,ENSG00000129450
24,ENSG00000196712,ENSG00000136404
24,ENSG00000196712,ENSG00000090339
24,ENSG00000196712,ENSG00000109667
24,ENSG00000196712,ENSG00000030582
24,ENSG00000196712,ENSG00000021355
24,ENSG00000196712,ENSG00000184922
24,ENSG00000196712,ENSG00000156711
24,ENSG00000196712,ENSG00000006534
24,ENSG00000196712,ENSG00000171522
24,ENSG00000196712,ENSG00000154734
24,ENSG00000196712,ENSG00000180353
25,ENSG00000196712,ENSG00000181449
25,ENSG00000196712,ENSG00000112531
25,ENSG00000196712,ENSG00000148516
25,ENSG00000196712,ENSG00000010810
25,ENSG00000196712,ENSG00000136451
25,ENSG00000196712,ENSG00000196628
25,ENSG00000196712,ENSG00000006468
26,ENSG00000196712,ENSG00000015171
26,ENSG00000196712,ENSG00000174444
26,ENSG00000196712,ENSG00000107779
26,ENSG00000196712,ENSG00000170802
26,ENSG00000196712,ENSG00000169744
26,ENSG00000196712,ENSG00000100316
26,ENSG00000196712,ENSG00000024048
27,ENSG00000196712,ENSG00000197702
27,ENSG00000196712,ENSG00000118804
27,ENSG00000196712,ENSG00000087494
27,ENSG00000196712,ENSG00000143320
27,ENSG00000196712,ENSG00000137962
27,ENSG00000196712,ENSG00000112378
28,ENSG00000196712,ENSG00000205403
28,ENSG00000196712,ENSG00000115009
28,ENSG00000196712,ENSG00000182326
28,ENSG00000196712,ENSG00000129450
28,ENSG00000196712,ENSG00000150687
28,ENSG00000196712,ENSG00000166741
29,ENSG00000196712,ENSG00000174628
29,ENSG00000196712,ENSG00000120885
29,ENSG00000196712,ENSG00000100228
29,ENSG00000196712,ENSG00000135744
29,ENSG00000196712,ENSG00000114473
30,ENSG00000196712,ENSG00000159164
30,ENSG00000196712,ENSG00000196465
30,ENSG00000196712,ENSG00000171703
30,ENSG00000196712,ENSG00000150967
30,ENSG00000196712,ENSG00000050165
31,ENSG00000261678,ENSG00000135124
31,ENSG00000261678,ENSG00000119655
31,ENSG00000261678,ENSG00000101160
31,ENSG00000261678,ENSG00000026297
31,ENSG00000261678,ENSG00000075420
31,ENSG00000261678,ENSG00000107562
31,ENSG00000261678,ENSG00000277377
31,ENSG00000261678,ENSG00000003402
31,ENSG00000261678,ENSG00000141655
31,ENSG00000261678,ENSG00000162511
31,ENSG00000261678,ENSG00000137767
31,ENSG00000261678,ENSG00000135604
31,ENSG00000261678,ENSG00000000938
31,ENSG00000261678,ENSG00000079277
31,ENSG00000261678,ENSG00000113269
31,ENSG00000261678,ENSG00000101347
31,ENSG00000261678,ENSG00000143162
31,ENSG00000261678,ENSG00000131669
31,ENSG00000261678,ENSG00000233209
31,ENSG00000261678,ENSG00000023892
31,ENSG00000261678,ENSG00000138821
31,ENSG00000261678,ENSG00000106991
31,ENSG00000261678,ENSG00000112297
31,ENSG00000261678,ENSG00000168421
31,ENSG00000261678,ENSG00000115594
31,ENSG00000261678,ENSG00000130429
31,ENSG00000261678,ENSG00000138061
31,ENSG00000261678,ENSG00000160712
31,ENSG00000261678,ENSG00000155307
31,ENSG00000261678,ENSG00000182866
31,ENSG00000261678,ENSG00000185811
31,ENSG00000261678,ENSG00000173068
31,ENSG00000261678,ENSG00000175567
32,ENSG00000261678,ENSG00000159200
32,ENSG00000261678,ENSG00000104267
32,ENSG00000261678,ENSG00000117519
32,ENSG00000261678,ENSG00000170175
32,ENSG00000261678,ENSG00000074410
32,ENSG00000261678,ENSG00000164543
32,ENSG00000261678,ENSG00000011028
33,ENSG00000261678,ENSG00000095380
33,ENSG00000261678,ENSG00000143321
33,ENSG00000261678,ENSG00000085760
33,ENSG00000261678,ENSG00000225921
33,ENSG00000261678,ENSG00000114126
33,ENSG00000261678,ENSG00000067704
34,ENSG00000125347,ENSG00000106100
34,ENSG00000125347,ENSG00000173391
34,ENSG00000125347,ENSG00000071073
34,ENSG00000125347,ENSG00000139278
34,ENSG00000125347,ENSG00000172243
34,ENSG00000125347,ENSG00000128604
34,ENSG00000125347,ENSG00000197081
34,ENSG00000125347,ENSG00000133561
34,ENSG00000125347,ENSG00000162745
34,ENSG00000125347,ENSG00000042980
34,ENSG00000125347,ENSG00000116473
34,ENSG00000125347,ENSG00000197405
34,ENSG00000125347,ENSG00000111729
34,ENSG00000125347,ENSG00000154589
34,ENSG00000125347,ENSG00000043462
34,ENSG00000125347,ENSG00000162367
34,ENSG00000125347,ENSG00000155850
34,ENSG00000125347,ENSG00000142347
34,ENSG00000125347,ENSG00000112297
34,ENSG00000125347,ENSG00000239697
34,ENSG00000125347,ENSG00000134755
34,ENSG00000125347,ENSG00000110446
34,ENSG00000125347,ENSG00000110934
34,ENSG00000125347,ENSG00000158714
34,ENSG00000125347,ENSG00000060558
34,ENSG00000125347,ENSG00000010610
34,ENSG00000125347,ENSG00000111348
34,ENSG00000125347,ENSG00000185811
34,ENSG00000125347,ENSG00000163131
34,ENSG00000125347,ENSG00000160255
34,ENSG00000125347,ENSG00000005844
34,ENSG00000125347,ENSG00000099785
34,ENSG00000125347,ENSG00000183486
34,ENSG00000125347,ENSG00000140749
34,ENSG00000125347,ENSG00000155465
34,ENSG00000125347,ENSG00000135124
34,ENSG00000125347,ENSG00000163513
34,ENSG00000125347,ENSG00000076258
34,ENSG00000125347,ENSG00000070540
34,ENSG00000125347,ENSG00000203710
34,ENSG00000125347,ENSG00000130755
34,ENSG00000125347,ENSG00000054219
34,ENSG00000125347,ENSG00000089639
34,ENSG00000125347,ENSG00000129038
34,ENSG00000125347,ENSG00000103490
34,ENSG00000125347,ENSG00000105339
34,ENSG00000125347,ENSG00000196664
34,ENSG00000125347,ENSG00000161638
34,ENSG00000125347,ENSG00000131446
34,ENSG00000125347,ENSG00000140968
34,ENSG00000125347,ENSG00000139626
34,ENSG00000125347,ENSG00000187554
34,ENSG00000125347,ENSG00000137801
34,ENSG00000125347,ENSG00000069974
34,ENSG00000125347,ENSG00000105974
34,ENSG00000125347,ENSG00000089820
34,ENSG00000125347,ENSG00000019582
34,ENSG00000125347,ENSG00000137462
34,ENSG00000125347,ENSG00000216490
34,ENSG00000125347,ENSG00000101336
34,ENSG00000125347,ENSG00000101160
34,ENSG00000125347,ENSG00000108582
34,ENSG00000125347,ENSG00000197943
34,ENSG00000125347,ENSG00000082074
34,ENSG00000125347,ENSG00000277377
34,ENSG00000125347,ENSG00000003402
34,ENSG00000125347,ENSG00000143119
34,ENSG00000125347,ENSG00000121064
34,ENSG00000125347,ENSG00000153071
34,ENSG00000125347,ENSG00000140497
34,ENSG00000125347,ENSG00000101347
34,ENSG00000125347,ENSG00000143226
34,ENSG00000125347,ENSG00000158473
34,ENSG00000125347,ENSG00000115414
34,ENSG00000125347,ENSG00000241399
34,ENSG00000125347,ENSG00000172724
34,ENSG00000125347,ENSG00000245848
34,ENSG00000125347,ENSG00000168421
34,ENSG00000125347,ENSG00000112343
34,ENSG00000125347,ENSG00000107796
34,ENSG00000125347,ENSG00000142583
34,ENSG00000125347,ENSG00000010671
34,ENSG00000125347,ENSG00000169252
34,ENSG00000125347,ENSG00000020633
34,ENSG00000125347,ENSG00000019169
34,ENSG00000125347,ENSG00000170776
34,ENSG00000125347,ENSG00000138756
34,ENSG00000125347,ENSG00000131370
34,ENSG00000125347,ENSG00000026297
34,ENSG00000125347,ENSG00000110876
34,ENSG00000125347,ENSG00000136167
34,ENSG00000125347,ENSG00000107562
34,ENSG00000125347,ENSG00000141655
34,ENSG00000125347,ENSG00000120280
34,ENSG00000125347,ENSG00000160223
34,ENSG00000125347,ENSG00000135677
34,ENSG00000125347,ENSG00000147168
34,ENSG00000125347,ENSG00000129667
34,ENSG00000125347,ENSG00000162711
34,ENSG00000125347,ENSG00000138821
34,ENSG00000125347,ENSG00000091136
34,ENSG00000125347,ENSG00000278154
34,ENSG00000125347,ENSG00000181631
34,ENSG00000125347,ENSG00000137491
34,ENSG00000125347,ENSG00000165168
34,ENSG00000125347,ENSG00000184922
34,ENSG00000125347,ENSG00000083223
34,ENSG00000125347,ENSG00000125730
34,ENSG00000125347,ENSG00000148908
34,ENSG00000125347,ENSG00000162924
34,ENSG00000125347,ENSG00000130208
34,ENSG00000125347,ENSG00000137767
34,ENSG00000125347,ENSG00000135604
34,ENSG00000125347,ENSG00000000938
34,ENSG00000125347,ENSG00000073756
34,ENSG00000125347,ENSG00000121552
34,ENSG00000125347,ENSG00000004399
34,ENSG00000125347,ENSG00000150782
34,ENSG00000125347,ENSG00000159216
34,ENSG00000125347,ENSG00000085514
34,ENSG00000125347,ENSG00000113273
34,ENSG00000125347,ENSG00000100345
34,ENSG00000125347,ENSG00000132170
34,ENSG00000125347,ENSG00000107798
34,ENSG00000125347,ENSG00000171608
34,ENSG00000125347,ENSG00000100122
34,ENSG00000125347,ENSG00000119681
34,ENSG00000125347,ENSG00000122862
34,ENSG00000125347,ENSG00000158869
34,ENSG00000125347,ENSG00000125810
34,ENSG00000125347,ENSG00000198624
34,ENSG00000125347,ENSG00000119535
34,ENSG00000125347,ENSG00000118985
34,ENSG00000125347,ENSG00000101916
34,ENSG00000125347,ENSG00000155926
34,ENSG00000125347,ENSG00000171860
34,ENSG00000125347,ENSG00000163814
34,ENSG00000125347,ENSG00000187688
34,ENSG00000125347,ENSG00000162511
34,ENSG00000125347,ENSG00000079277
34,ENSG00000125347,ENSG00000057252
34,ENSG00000125347,ENSG00000128340
34,ENSG00000125347,ENSG00000185862
34,ENSG00000125347,ENSG00000136305
34,ENSG00000125347,ENSG00000116701
34,ENSG00000125347,ENSG00000136732
34,ENSG00000125347,ENSG00000136630
34,ENSG00000125347,ENSG00000023892
34,ENSG00000125347,ENSG00000104774
34,ENSG00000125347,ENSG00000091592
34,ENSG00000125347,ENSG00000021355
34,ENSG00000125347,ENSG00000156711
34,ENSG00000125347,ENSG00000006747
34,ENSG00000125347,ENSG00000111269
34,ENSG00000125347,ENSG00000106952
34,ENSG00000125347,ENSG00000154734
34,ENSG00000125347,ENSG00000112799
34,ENSG00000125347,ENSG00000100280
34,ENSG00000125347,ENSG00000244509
