Regulon_ID,Regulator,Gene
505,ENSG00000120690,ENSG00000140497
505,ENSG00000120690,ENSG00000158473
505,ENSG00000120690,ENSG00000115414
505,ENSG00000120690,ENSG00000172724
505,ENSG00000120690,ENSG00000135956
505,ENSG00000120690,ENSG00000168421
505,ENSG00000120690,ENSG00000138061
505,ENSG00000120690,ENSG00000107796
505,ENSG00000120690,ENSG00000149418
505,ENSG00000120690,ENSG00000019169
505,ENSG00000120690,ENSG00000138756
505,ENSG00000120690,ENSG00000026297
505,ENSG00000120690,ENSG00000110876
505,ENSG00000120690,ENSG00000136167
505,ENSG00000120690,ENSG00000141655
505,ENSG00000120690,ENSG00000129667
505,ENSG00000120690,ENSG00000066294
505,ENSG00000120690,ENSG00000138821
505,ENSG00000120690,ENSG00000091136
505,ENSG00000120690,ENSG00000278154
505,ENSG00000120690,ENSG00000165025
505,ENSG00000120690,ENSG00000136404
505,ENSG00000120690,ENSG00000090339
505,ENSG00000120690,ENSG00000165168
505,ENSG00000120690,ENSG00000141968
505,ENSG00000120690,ENSG00000184922
505,ENSG00000120690,ENSG00000083223
505,ENSG00000120690,ENSG00000125730
505,ENSG00000120690,ENSG00000163220
505,ENSG00000120690,ENSG00000162924
505,ENSG00000120690,ENSG00000137767
505,ENSG00000120690,ENSG00000169403
505,ENSG00000120690,ENSG00000000938
505,ENSG00000120690,ENSG00000073756
505,ENSG00000120690,ENSG00000091317
505,ENSG00000120690,ENSG00000077238
505,ENSG00000120690,ENSG00000100345
505,ENSG00000120690,ENSG00000107798
505,ENSG00000120690,ENSG00000171608
505,ENSG00000120690,ENSG00000100122
505,ENSG00000120690,ENSG00000122862
505,ENSG00000120690,ENSG00000173083
505,ENSG00000120690,ENSG00000198624
505,ENSG00000120690,ENSG00000051523
505,ENSG00000120690,ENSG00000182866
505,ENSG00000120690,ENSG00000171051
505,ENSG00000120690,ENSG00000163932
505,ENSG00000120690,ENSG00000119535
505,ENSG00000120690,ENSG00000100368
505,ENSG00000120690,ENSG00000175567
505,ENSG00000120690,ENSG00000065615
505,ENSG00000120690,ENSG00000169896
505,ENSG00000120690,ENSG00000162511
505,ENSG00000120690,ENSG00000057252
505,ENSG00000120690,ENSG00000146094
505,ENSG00000120690,ENSG00000185862
505,ENSG00000120690,ENSG00000004799
505,ENSG00000120690,ENSG00000116701
505,ENSG00000120690,ENSG00000136305
505,ENSG00000120690,ENSG00000136732
505,ENSG00000120690,ENSG00000136630
505,ENSG00000120690,ENSG00000023892
505,ENSG00000120690,ENSG00000104774
505,ENSG00000120690,ENSG00000015285
505,ENSG00000120690,ENSG00000091592
505,ENSG00000120690,ENSG00000006747
505,ENSG00000120690,ENSG00000111269
505,ENSG00000120690,ENSG00000112799
505,ENSG00000120690,ENSG00000100280
505,ENSG00000120690,ENSG00000158270
505,ENSG00000120690,ENSG00000059377
505,ENSG00000120690,ENSG00000213316
505,ENSG00000120690,ENSG00000277807
505,ENSG00000120690,ENSG00000121281
505,ENSG00000120690,ENSG00000187796
505,ENSG00000120690,ENSG00000013364
505,ENSG00000120690,ENSG00000111252
505,ENSG00000120690,ENSG00000196511
505,ENSG00000120690,ENSG00000123338
505,ENSG00000120690,ENSG00000196954
505,ENSG00000120690,ENSG00000111679
505,ENSG00000120690,ENSG00000233209
505,ENSG00000120690,ENSG00000160691
505,ENSG00000120690,ENSG00000160791
505,ENSG00000120690,ENSG00000027697
505,ENSG00000120690,ENSG00000163191
505,ENSG00000120690,ENSG00000168961
505,ENSG00000120690,ENSG00000145685
505,ENSG00000120690,ENSG00000262418
505,ENSG00000120690,ENSG00000140030
505,ENSG00000120690,ENSG00000136867
505,ENSG00000120690,ENSG00000110031
505,ENSG00000120690,ENSG00000119655
505,ENSG00000120690,ENSG00000175899
505,ENSG00000120690,ENSG00000275565
505,ENSG00000120690,ENSG00000135269
505,ENSG00000120690,ENSG00000177575
505,ENSG00000120690,ENSG00000167851
505,ENSG00000120690,ENSG00000174125
505,ENSG00000120690,ENSG00000111424
505,ENSG00000120690,ENSG00000124357
505,ENSG00000120690,ENSG00000110077
505,ENSG00000120690,ENSG00000130592
505,ENSG00000120690,ENSG00000137841
505,ENSG00000120690,ENSG00000104894
505,ENSG00000120690,ENSG00000278555
505,ENSG00000120690,ENSG00000119321
505,ENSG00000120690,ENSG00000106991
505,ENSG00000120690,ENSG00000075884
505,ENSG00000120690,ENSG00000129450
505,ENSG00000120690,ENSG00000112096
505,ENSG00000120690,ENSG00000160712
505,ENSG00000120690,ENSG00000109667
505,ENSG00000120690,ENSG00000030582
505,ENSG00000120690,ENSG00000104763
505,ENSG00000120690,ENSG00000006534
505,ENSG00000120690,ENSG00000278634
505,ENSG00000120690,ENSG00000177105
505,ENSG00000120690,ENSG00000075426
506,ENSG00000120690,ENSG00000108518
506,ENSG00000120690,ENSG00000186591
506,ENSG00000120690,ENSG00000136167
506,ENSG00000120690,ENSG00000138071
506,ENSG00000120690,ENSG00000134243
506,ENSG00000120690,ENSG00000096968
506,ENSG00000120690,ENSG00000145623
506,ENSG00000120690,ENSG00000108774
506,ENSG00000120690,ENSG00000151116
506,ENSG00000120690,ENSG00000169251
506,ENSG00000120690,ENSG00000163406
506,ENSG00000120690,ENSG00000181929
506,ENSG00000120690,ENSG00000082153
506,ENSG00000120690,ENSG00000011485
506,ENSG00000120690,ENSG00000112759
506,ENSG00000120690,ENSG00000163932
506,ENSG00000120690,ENSG00000091409
506,ENSG00000120690,ENSG00000108588
506,ENSG00000120690,ENSG00000130779
506,ENSG00000120690,ENSG00000110958
506,ENSG00000120690,ENSG00000197746
506,ENSG00000120690,ENSG00000044115
507,ENSG00000120690,ENSG00000173327
507,ENSG00000120690,ENSG00000112406
507,ENSG00000120690,ENSG00000133121
507,ENSG00000120690,ENSG00000143970
507,ENSG00000120690,ENSG00000155506
507,ENSG00000120690,ENSG00000142687
507,ENSG00000120690,ENSG00000164080
507,ENSG00000120690,ENSG00000281178
507,ENSG00000120690,ENSG00000188786
507,ENSG00000120690,ENSG00000155252
507,ENSG00000120690,ENSG00000153201
507,ENSG00000120690,ENSG00000136068
507,ENSG00000120690,ENSG00000101986
507,ENSG00000120690,ENSG00000198399
507,ENSG00000120690,ENSG00000068323
507,ENSG00000120690,ENSG00000153827
507,ENSG00000120690,ENSG00000185896
507,ENSG00000120690,ENSG00000099917
507,ENSG00000120690,ENSG00000138246
507,ENSG00000120690,ENSG00000130779
507,ENSG00000120690,ENSG00000129003
508,ENSG00000120690,ENSG00000121741
508,ENSG00000120690,ENSG00000083642
508,ENSG00000120690,ENSG00000119707
508,ENSG00000120690,ENSG00000197121
508,ENSG00000120690,ENSG00000112320
508,ENSG00000120690,ENSG00000120662
508,ENSG00000120690,ENSG00000127329
508,ENSG00000120690,ENSG00000139514
508,ENSG00000120690,ENSG00000120156
508,ENSG00000120690,ENSG00000143995
508,ENSG00000120690,ENSG00000061987
508,ENSG00000120690,ENSG00000282735
508,ENSG00000120690,ENSG00000100344
508,ENSG00000120690,ENSG00000186908
508,ENSG00000120690,ENSG00000167232
509,ENSG00000120690,ENSG00000071537
509,ENSG00000120690,ENSG00000071073
509,ENSG00000120690,ENSG00000118308
509,ENSG00000120690,ENSG00000027697
509,ENSG00000120690,ENSG00000178695
509,ENSG00000120690,ENSG00000140968
509,ENSG00000120690,ENSG00000011465
509,ENSG00000120690,ENSG00000088832
509,ENSG00000120690,ENSG00000172594
509,ENSG00000120690,ENSG00000136404
509,ENSG00000120690,ENSG00000133561
509,ENSG00000120690,ENSG00000140678
509,ENSG00000120690,ENSG00000146070
509,ENSG00000120690,ENSG00000163219
509,ENSG00000120690,ENSG00000111729
510,ENSG00000120690,ENSG00000060971
510,ENSG00000120690,ENSG00000176393
510,ENSG00000120690,ENSG00000162496
510,ENSG00000120690,ENSG00000114738
510,ENSG00000120690,ENSG00000105699
510,ENSG00000120690,ENSG00000119922
510,ENSG00000120690,ENSG00000109062
510,ENSG00000120690,ENSG00000073737
510,ENSG00000120690,ENSG00000176463
510,ENSG00000120690,ENSG00000163344
510,ENSG00000120690,ENSG00000139531
510,ENSG00000120690,ENSG00000141179
510,ENSG00000120690,ENSG00000102032
510,ENSG00000120690,ENSG00000188404
511,ENSG00000120690,ENSG00000168259
511,ENSG00000120690,ENSG00000198162
511,ENSG00000120690,ENSG00000084093
511,ENSG00000120690,ENSG00000116698
511,ENSG00000120690,ENSG00000125484
511,ENSG00000120690,ENSG00000198301
511,ENSG00000120690,ENSG00000107554
511,ENSG00000120690,ENSG00000155903
511,ENSG00000120690,ENSG00000276072
511,ENSG00000120690,ENSG00000137522
511,ENSG00000120690,ENSG00000188554
511,ENSG00000120690,ENSG00000143157
511,ENSG00000120690,ENSG00000116132
511,ENSG00000120690,ENSG00000133704
512,ENSG00000120690,ENSG00000135845
512,ENSG00000120690,ENSG00000054116
512,ENSG00000120690,ENSG00000166557
512,ENSG00000120690,ENSG00000186283
512,ENSG00000120690,ENSG00000133773
512,ENSG00000120690,ENSG00000130772
512,ENSG00000120690,ENSG00000134851
512,ENSG00000120690,ENSG00000115661
512,ENSG00000120690,ENSG00000114125
512,ENSG00000120690,ENSG00000159479
512,ENSG00000120690,ENSG00000169019
512,ENSG00000120690,ENSG00000185627
512,ENSG00000120690,ENSG00000108788
513,ENSG00000120690,ENSG00000140497
513,ENSG00000120690,ENSG00000012223
513,ENSG00000120690,ENSG00000104763
513,ENSG00000120690,ENSG00000165507
513,ENSG00000120690,ENSG00000148175
513,ENSG00000120690,ENSG00000277398
513,ENSG00000120690,ENSG00000116044
513,ENSG00000120690,ENSG00000278634
513,ENSG00000120690,ENSG00000112096
513,ENSG00000120690,ENSG00000132432
513,ENSG00000120690,ENSG00000164010
514,ENSG00000120690,ENSG00000144747
514,ENSG00000120690,ENSG00000110756
514,ENSG00000120690,ENSG00000176390
514,ENSG00000120690,ENSG00000104043
514,ENSG00000120690,ENSG00000185947
514,ENSG00000120690,ENSG00000156273
514,ENSG00000120690,ENSG00000250722
514,ENSG00000120690,ENSG00000140299
514,ENSG00000120690,ENSG00000127951
514,ENSG00000120690,ENSG00000105856
515,ENSG00000120690,ENSG00000115414
515,ENSG00000120690,ENSG00000102034
515,ENSG00000120690,ENSG00000109320
515,ENSG00000120690,ENSG00000035403
515,ENSG00000120690,ENSG00000197879
515,ENSG00000120690,ENSG00000065308
515,ENSG00000120690,ENSG00000140564
515,ENSG00000120690,ENSG00000110108
515,ENSG00000120690,ENSG00000166888
515,ENSG00000120690,ENSG00000167202
516,ENSG00000120690,ENSG00000156639
516,ENSG00000120690,ENSG00000091656
516,ENSG00000120690,ENSG00000141905
516,ENSG00000120690,ENSG00000237825
516,ENSG00000120690,ENSG00000196652
516,ENSG00000120690,ENSG00000282092
516,ENSG00000120690,ENSG00000047849
516,ENSG00000120690,ENSG00000159840
516,ENSG00000120690,ENSG00000240184
517,ENSG00000120690,ENSG00000186908
517,ENSG00000120690,ENSG00000025293
517,ENSG00000120690,ENSG00000132549
517,ENSG00000120690,ENSG00000078674
517,ENSG00000120690,ENSG00000171475
517,ENSG00000120690,ENSG00000198815
517,ENSG00000120690,ENSG00000137776
517,ENSG00000120690,ENSG00000089057
517,ENSG00000120690,ENSG00000101745
518,ENSG00000120690,ENSG00000142864
518,ENSG00000120690,ENSG00000172164
518,ENSG00000120690,ENSG00000151694
518,ENSG00000120690,ENSG00000133884
518,ENSG00000120690,ENSG00000163110
518,ENSG00000120690,ENSG00000167657
518,ENSG00000120690,ENSG00000173039
519,ENSG00000120690,ENSG00000135046
519,ENSG00000120690,ENSG00000171055
519,ENSG00000120690,ENSG00000123094
519,ENSG00000120690,ENSG00000124762
519,ENSG00000120690,ENSG00000131711
519,ENSG00000120690,ENSG00000163485
519,ENSG00000120690,ENSG00000149218
520,ENSG00000120690,ENSG00000117448
520,ENSG00000120690,ENSG00000127125
520,ENSG00000120690,ENSG00000233276
520,ENSG00000120690,ENSG00000116815
520,ENSG00000120690,ENSG00000085871
520,ENSG00000120690,ENSG00000116209
520,ENSG00000120690,ENSG00000111229
521,ENSG00000120690,ENSG00000127922
521,ENSG00000120690,ENSG00000134291
521,ENSG00000120690,ENSG00000117395
521,ENSG00000120690,ENSG00000071462
521,ENSG00000120690,ENSG00000143156
521,ENSG00000120690,ENSG00000023572
521,ENSG00000120690,ENSG00000181019
522,ENSG00000120690,ENSG00000158470
522,ENSG00000120690,ENSG00000186591
522,ENSG00000120690,ENSG00000164741
522,ENSG00000120690,ENSG00000170852
522,ENSG00000120690,ENSG00000067082
522,ENSG00000120690,ENSG00000142192
522,ENSG00000120690,ENSG00000177606
523,ENSG00000120690,ENSG00000154727
523,ENSG00000120690,ENSG00000085719
523,ENSG00000120690,ENSG00000010278
523,ENSG00000120690,ENSG00000172531
523,ENSG00000120690,ENSG00000197713
523,ENSG00000120690,ENSG00000065615
523,ENSG00000120690,ENSG00000196116
524,ENSG00000120690,ENSG00000143337
524,ENSG00000120690,ENSG00000127022
524,ENSG00000120690,ENSG00000164144
524,ENSG00000120690,ENSG00000138592
524,ENSG00000120690,ENSG00000116406
524,ENSG00000120690,ENSG00000113282
525,ENSG00000120690,ENSG00000138757
525,ENSG00000120690,ENSG00000100401
525,ENSG00000120690,ENSG00000164924
525,ENSG00000120690,ENSG00000111880
525,ENSG00000120690,ENSG00000174405
525,ENSG00000120690,ENSG00000116199
526,ENSG00000120690,ENSG00000113790
526,ENSG00000120690,ENSG00000198205
526,ENSG00000120690,ENSG00000129680
526,ENSG00000120690,ENSG00000078487
526,ENSG00000120690,ENSG00000183023
526,ENSG00000120690,ENSG00000084674
527,ENSG00000120690,ENSG00000177464
527,ENSG00000120690,ENSG00000100985
527,ENSG00000120690,ENSG00000213626
527,ENSG00000120690,ENSG00000161381
527,ENSG00000120690,ENSG00000179403
528,ENSG00000120690,ENSG00000159322
528,ENSG00000120690,ENSG00000049860
528,ENSG00000120690,ENSG00000110852
528,ENSG00000120690,ENSG00000107960
528,ENSG00000120690,ENSG00000163466
529,ENSG00000196092,ENSG00000124831
529,ENSG00000196092,ENSG00000148908
529,ENSG00000196092,ENSG00000277377
529,ENSG00000196092,ENSG00000137767
529,ENSG00000196092,ENSG00000013364
529,ENSG00000196092,ENSG00000042980
529,ENSG00000196092,ENSG00000115956
529,ENSG00000196092,ENSG00000154589
529,ENSG00000196092,ENSG00000100345
529,ENSG00000196092,ENSG00000131669
529,ENSG00000196092,ENSG00000160691
529,ENSG00000196092,ENSG00000119681
529,ENSG00000196092,ENSG00000130830
529,ENSG00000196092,ENSG00000125810
529,ENSG00000196092,ENSG00000142347
529,ENSG00000196092,ENSG00000130429
529,ENSG00000196092,ENSG00000163191
529,ENSG00000196092,ENSG00000051523
529,ENSG00000196092,ENSG00000060558
529,ENSG00000196092,ENSG00000149418
529,ENSG00000196092,ENSG00000168961
529,ENSG00000196092,ENSG00000145685
529,ENSG00000196092,ENSG00000173068
529,ENSG00000196092,ENSG00000019169
529,ENSG00000196092,ENSG00000168995
529,ENSG00000196092,ENSG00000110031
529,ENSG00000196092,ENSG00000155465
529,ENSG00000196092,ENSG00000119655
529,ENSG00000196092,ENSG00000275565
529,ENSG00000196092,ENSG00000075420
529,ENSG00000196092,ENSG00000196743
529,ENSG00000196092,ENSG00000187688
529,ENSG00000196092,ENSG00000254087
529,ENSG00000196092,ENSG00000162511
529,ENSG00000196092,ENSG00000160223
529,ENSG00000196092,ENSG00000124357
529,ENSG00000196092,ENSG00000054219
529,ENSG00000196092,ENSG00000137841
529,ENSG00000196092,ENSG00000136305
529,ENSG00000196092,ENSG00000095585
529,ENSG00000196092,ENSG00000104903
529,ENSG00000196092,ENSG00000137801
529,ENSG00000196092,ENSG00000115594
529,ENSG00000196092,ENSG00000112096
529,ENSG00000196092,ENSG00000091592
529,ENSG00000196092,ENSG00000160712
529,ENSG00000196092,ENSG00000111321
529,ENSG00000196092,ENSG00000170458
529,ENSG00000196092,ENSG00000134996
529,ENSG00000196092,ENSG00000006534
529,ENSG00000196092,ENSG00000019582
529,ENSG00000196092,ENSG00000171522
529,ENSG00000196092,ENSG00000112799
530,ENSG00000196092,ENSG00000106546
530,ENSG00000196092,ENSG00000123689
530,ENSG00000196092,ENSG00000125354
530,ENSG00000196092,ENSG00000146232
530,ENSG00000196092,ENSG00000118495
530,ENSG00000196092,ENSG00000135048
530,ENSG00000196092,ENSG00000172936
531,ENSG00000196092,ENSG00000165392
531,ENSG00000196092,ENSG00000176165
531,ENSG00000196092,ENSG00000105855
531,ENSG00000196092,ENSG00000122512
531,ENSG00000196092,ENSG00000133794
531,ENSG00000196092,ENSG00000124209
532,ENSG00000196092,ENSG00000149923
532,ENSG00000196092,ENSG00000132330
532,ENSG00000196092,ENSG00000120784
532,ENSG00000196092,ENSG00000136518
532,ENSG00000196092,ENSG00000165689
532,ENSG00000196092,ENSG00000139546
533,ENSG00000196092,ENSG00000112769
533,ENSG00000196092,ENSG00000280477
533,ENSG00000196092,ENSG00000164741
533,ENSG00000196092,ENSG00000138166
533,ENSG00000196092,ENSG00000068650
534,ENSG00000196092,ENSG00000115009
534,ENSG00000196092,ENSG00000182326
534,ENSG00000196092,ENSG00000143546
534,ENSG00000196092,ENSG00000150687
534,ENSG00000196092,ENSG00000166741
535,ENSG00000196092,ENSG00000122042
535,ENSG00000196092,ENSG00000119471
535,ENSG00000196092,ENSG00000162512
535,ENSG00000196092,ENSG00000133794
535,ENSG00000196092,ENSG00000179604
536,ENSG00000169136,ENSG00000153310
536,ENSG00000169136,ENSG00000106100
536,ENSG00000169136,ENSG00000101160
536,ENSG00000169136,ENSG00000108582
536,ENSG00000169136,ENSG00000134516
536,ENSG00000169136,ENSG00000162924
536,ENSG00000169136,ENSG00000277377
536,ENSG00000169136,ENSG00000003402
536,ENSG00000169136,ENSG00000137767
536,ENSG00000169136,ENSG00000073756
536,ENSG00000169136,ENSG00000013364
536,ENSG00000169136,ENSG00000121064
536,ENSG00000169136,ENSG00000004399
536,ENSG00000169136,ENSG00000162745
536,ENSG00000169136,ENSG00000105967
536,ENSG00000169136,ENSG00000184500
536,ENSG00000169136,ENSG00000154589
536,ENSG00000169136,ENSG00000158473
536,ENSG00000169136,ENSG00000196954
536,ENSG00000169136,ENSG00000099250
536,ENSG00000169136,ENSG00000115414
536,ENSG00000169136,ENSG00000162367
536,ENSG00000169136,ENSG00000108639
536,ENSG00000169136,ENSG00000171608
536,ENSG00000169136,ENSG00000027697
536,ENSG00000169136,ENSG00000135956
536,ENSG00000169136,ENSG00000168421
536,ENSG00000169136,ENSG00000110446
536,ENSG00000169136,ENSG00000110934
536,ENSG00000169136,ENSG00000132965
536,ENSG00000169136,ENSG00000130429
536,ENSG00000169136,ENSG00000163191
536,ENSG00000169136,ENSG00000010610
536,ENSG00000169136,ENSG00000107796
536,ENSG00000169136,ENSG00000182866
536,ENSG00000169136,ENSG00000142583
536,ENSG00000169136,ENSG00000010671
536,ENSG00000169136,ENSG00000145685
536,ENSG00000169136,ENSG00000169252
536,ENSG00000169136,ENSG00000160255
536,ENSG00000169136,ENSG00000119535
536,ENSG00000169136,ENSG00000011600
536,ENSG00000169136,ENSG00000110031
536,ENSG00000169136,ENSG00000275565
536,ENSG00000169136,ENSG00000169896
536,ENSG00000169136,ENSG00000136167
536,ENSG00000169136,ENSG00000154734
536,ENSG00000169136,ENSG00000135677
536,ENSG00000169136,ENSG00000167851
536,ENSG00000169136,ENSG00000057252
536,ENSG00000169136,ENSG00000125753
536,ENSG00000169136,ENSG00000155659
536,ENSG00000169136,ENSG00000130755
536,ENSG00000169136,ENSG00000102879
536,ENSG00000169136,ENSG00000129038
536,ENSG00000169136,ENSG00000066294
536,ENSG00000169136,ENSG00000196664
536,ENSG00000169136,ENSG00000136630
536,ENSG00000169136,ENSG00000131446
536,ENSG00000169136,ENSG00000187554
536,ENSG00000169136,ENSG00000129450
536,ENSG00000169136,ENSG00000091136
536,ENSG00000169136,ENSG00000160712
536,ENSG00000169136,ENSG00000111321
536,ENSG00000169136,ENSG00000275990
536,ENSG00000169136,ENSG00000030582
536,ENSG00000169136,ENSG00000170458
536,ENSG00000169136,ENSG00000141968
536,ENSG00000169136,ENSG00000156711
536,ENSG00000169136,ENSG00000105974
536,ENSG00000169136,ENSG00000006534
536,ENSG00000169136,ENSG00000075426
536,ENSG00000169136,ENSG00000125730
537,ENSG00000169136,ENSG00000108518
537,ENSG00000169136,ENSG00000139329
537,ENSG00000169136,ENSG00000135535
537,ENSG00000169136,ENSG00000120708
537,ENSG00000169136,ENSG00000126458
537,ENSG00000169136,ENSG00000117335
537,ENSG00000169136,ENSG00000182718
537,ENSG00000169136,ENSG00000153250
537,ENSG00000169136,ENSG00000134285
537,ENSG00000169136,ENSG00000085491
537,ENSG00000169136,ENSG00000102359
537,ENSG00000169136,ENSG00000100097
537,ENSG00000169136,ENSG00000140575
537,ENSG00000169136,ENSG00000275779
538,ENSG00000169136,ENSG00000145715
538,ENSG00000169136,ENSG00000087074
538,ENSG00000169136,ENSG00000127124
538,ENSG00000169136,ENSG00000101236
538,ENSG00000169136,ENSG00000077232
538,ENSG00000169136,ENSG00000161217
538,ENSG00000169136,ENSG00000155903
538,ENSG00000169136,ENSG00000140009
538,ENSG00000169136,ENSG00000134333
538,ENSG00000169136,ENSG00000129038
538,ENSG00000169136,ENSG00000125430
538,ENSG00000169136,ENSG00000073792
538,ENSG00000169136,ENSG00000154734
539,ENSG00000169136,ENSG00000099250
539,ENSG00000169136,ENSG00000166233
539,ENSG00000169136,ENSG00000135862
539,ENSG00000169136,ENSG00000115641
539,ENSG00000169136,ENSG00000084234
539,ENSG00000169136,ENSG00000091136
539,ENSG00000169136,ENSG00000177189
539,ENSG00000169136,ENSG00000153827
539,ENSG00000169136,ENSG00000153250
539,ENSG00000169136,ENSG00000120705
539,ENSG00000169136,ENSG00000163399
539,ENSG00000169136,ENSG00000213585
539,ENSG00000169136,ENSG00000140575
540,ENSG00000169136,ENSG00000167394
540,ENSG00000169136,ENSG00000131759
540,ENSG00000169136,ENSG00000100297
540,ENSG00000169136,ENSG00000169221
540,ENSG00000169136,ENSG00000100325
540,ENSG00000169136,ENSG00000172354
540,ENSG00000169136,ENSG00000128283
540,ENSG00000169136,ENSG00000172757
540,ENSG00000169136,ENSG00000173457
540,ENSG00000169136,ENSG00000149260
540,ENSG00000169136,ENSG00000125970
541,ENSG00000169136,ENSG00000159167
541,ENSG00000169136,ENSG00000197467
541,ENSG00000169136,ENSG00000106105
541,ENSG00000169136,ENSG00000183853
541,ENSG00000169136,ENSG00000102359
541,ENSG00000169136,ENSG00000115504
541,ENSG00000169136,ENSG00000153976
541,ENSG00000169136,ENSG00000149948
542,ENSG00000169136,ENSG00000115414
542,ENSG00000169136,ENSG00000139329
542,ENSG00000169136,ENSG00000162745
542,ENSG00000169136,ENSG00000106333
542,ENSG00000169136,ENSG00000164692
542,ENSG00000169136,ENSG00000168542
542,ENSG00000169136,ENSG00000142173
542,ENSG00000169136,ENSG00000072682
543,ENSG00000169136,ENSG00000119938
543,ENSG00000169136,ENSG00000182534
543,ENSG00000169136,ENSG00000169764
543,ENSG00000169136,ENSG00000117394
543,ENSG00000169136,ENSG00000112715
543,ENSG00000169136,ENSG00000148926
543,ENSG00000169136,ENSG00000147852
544,ENSG00000169136,ENSG00000115414
544,ENSG00000169136,ENSG00000109320
544,ENSG00000169136,ENSG00000035403
544,ENSG00000169136,ENSG00000166888
544,ENSG00000169136,ENSG00000008513
544,ENSG00000169136,ENSG00000173442
544,ENSG00000169136,ENSG00000140564
545,ENSG00000169136,ENSG00000158887
545,ENSG00000169136,ENSG00000152402
545,ENSG00000169136,ENSG00000134333
545,ENSG00000169136,ENSG00000115963
545,ENSG00000169136,ENSG00000185305
545,ENSG00000169136,ENSG00000113739
545,ENSG00000169136,ENSG00000159251
546,ENSG00000169136,ENSG00000143384
546,ENSG00000169136,ENSG00000128016
546,ENSG00000169136,ENSG00000112658
546,ENSG00000169136,ENSG00000142871
546,ENSG00000169136,ENSG00000122786
546,ENSG00000169136,ENSG00000185650
547,ENSG00000169136,ENSG00000135766
547,ENSG00000169136,ENSG00000132952
547,ENSG00000169136,ENSG00000120910
547,ENSG00000169136,ENSG00000075426
547,ENSG00000169136,ENSG00000102189
547,ENSG00000169136,ENSG00000118242
548,ENSG00000169136,ENSG00000131504
548,ENSG00000169136,ENSG00000119522
548,ENSG00000169136,ENSG00000099810
548,ENSG00000169136,ENSG00000143367
548,ENSG00000169136,ENSG00000102007
549,ENSG00000181449,ENSG00000106100
549,ENSG00000181449,ENSG00000139278
549,ENSG00000181449,ENSG00000172243
549,ENSG00000181449,ENSG00000148908
549,ENSG00000181449,ENSG00000162924
549,ENSG00000181449,ENSG00000077420
549,ENSG00000181449,ENSG00000000938
549,ENSG00000181449,ENSG00000073756
549,ENSG00000181449,ENSG00000042980
549,ENSG00000181449,ENSG00000150782
549,ENSG00000181449,ENSG00000077238
549,ENSG00000181449,ENSG00000111729
549,ENSG00000181449,ENSG00000159216
549,ENSG00000181449,ENSG00000085514
549,ENSG00000181449,ENSG00000113273
549,ENSG00000181449,ENSG00000100345
549,ENSG00000181449,ENSG00000066336
549,ENSG00000181449,ENSG00000155850
549,ENSG00000181449,ENSG00000122862
549,ENSG00000181449,ENSG00000158869
549,ENSG00000181449,ENSG00000142347
549,ENSG00000181449,ENSG00000112297
549,ENSG00000181449,ENSG00000239697
549,ENSG00000181449,ENSG00000134755
549,ENSG00000181449,ENSG00000110446
549,ENSG00000181449,ENSG00000110934
549,ENSG00000181449,ENSG00000111348
549,ENSG00000181449,ENSG00000182866
549,ENSG00000181449,ENSG00000185811
549,ENSG00000181449,ENSG00000163131
549,ENSG00000181449,ENSG00000160255
549,ENSG00000181449,ENSG00000011600
549,ENSG00000181449,ENSG00000169413
549,ENSG00000181449,ENSG00000118985
549,ENSG00000181449,ENSG00000100368
549,ENSG00000181449,ENSG00000005844
549,ENSG00000181449,ENSG00000099785
549,ENSG00000181449,ENSG00000155465
549,ENSG00000181449,ENSG00000162980
549,ENSG00000181449,ENSG00000180644
549,ENSG00000181449,ENSG00000124491
549,ENSG00000181449,ENSG00000163513
549,ENSG00000181449,ENSG00000076258
549,ENSG00000181449,ENSG00000162511
549,ENSG00000181449,ENSG00000070540
549,ENSG00000181449,ENSG00000203710
549,ENSG00000181449,ENSG00000057252
549,ENSG00000181449,ENSG00000146094
549,ENSG00000181449,ENSG00000130755
549,ENSG00000181449,ENSG00000105339
549,ENSG00000181449,ENSG00000004799
549,ENSG00000181449,ENSG00000116701
549,ENSG00000181449,ENSG00000136732
549,ENSG00000181449,ENSG00000136630
549,ENSG00000181449,ENSG00000131446
549,ENSG00000181449,ENSG00000101825
549,ENSG00000181449,ENSG00000137801
549,ENSG00000181449,ENSG00000109861
549,ENSG00000181449,ENSG00000170458
549,ENSG00000181449,ENSG00000021355
549,ENSG00000181449,ENSG00000156711
549,ENSG00000181449,ENSG00000105974
549,ENSG00000181449,ENSG00000111269
549,ENSG00000181449,ENSG00000019582
549,ENSG00000181449,ENSG00000106952
549,ENSG00000181449,ENSG00000154734
549,ENSG00000181449,ENSG00000112799
549,ENSG00000181449,ENSG00000197746
549,ENSG00000181449,ENSG00000244509
549,ENSG00000181449,ENSG00000158270
549,ENSG00000181449,ENSG00000059377
549,ENSG00000181449,ENSG00000082074
549,ENSG00000181449,ENSG00000003402
549,ENSG00000181449,ENSG00000277807
549,ENSG00000181449,ENSG00000143119
549,ENSG00000181449,ENSG00000013364
549,ENSG00000181449,ENSG00000121064
549,ENSG00000181449,ENSG00000153071
549,ENSG00000181449,ENSG00000118640
549,ENSG00000181449,ENSG00000105383
549,ENSG00000181449,ENSG00000113269
549,ENSG00000181449,ENSG00000115956
