,TCGA-02-0001,TCGA-02-0010,TCGA-02-0003,TCGA-02-0004,TCGA-02-0006,TCGA-02-0007,TCGA-02-0009,TCGA-02-0011,TCGA-02-0014,TCGA-02-0015,TCGA-02-0016,TCGA-02-0021,TCGA-02-0023,TCGA-02-0024,TCGA-02-0025,TCGA-02-0026,TCGA-02-0027,TCGA-02-0028,TCGA-02-0033,TCGA-02-0034,TCGA-02-0037,TCGA-02-0038,TCGA-02-0039,TCGA-02-0043,TCGA-02-0047,TCGA-02-0048,TCGA-02-0051,TCGA-02-0052,TCGA-02-0054,TCGA-02-0055,TCGA-02-0057,TCGA-02-0058,TCGA-02-0059,TCGA-02-0060,TCGA-02-0064,TCGA-02-0068,TCGA-02-0069,TCGA-02-0070,TCGA-02-0071,TCGA-02-0074,TCGA-02-0075,TCGA-02-0079,TCGA-02-0080,TCGA-02-0083,TCGA-02-0084,TCGA-02-0085,TCGA-02-0086,TCGA-02-0087,TCGA-02-0089,TCGA-02-0099,TCGA-02-0102,TCGA-02-0104,TCGA-02-0106,TCGA-02-0107,TCGA-02-0111,TCGA-02-0113,TCGA-02-0114,TCGA-02-0115,TCGA-02-0116,TCGA-02-0258,TCGA-02-0260,TCGA-02-0266,TCGA-02-0269,TCGA-02-0271,TCGA-02-0281,TCGA-02-0285,TCGA-02-0289,TCGA-02-0290,TCGA-02-0317,TCGA-02-0321,TCGA-02-0324,TCGA-02-0325,TCGA-02-0326,TCGA-02-0330,TCGA-02-0332,TCGA-02-0333,TCGA-02-0337,TCGA-02-0338,TCGA-02-0339,TCGA-02-0422,TCGA-02-0430,TCGA-02-0432,TCGA-02-0439,TCGA-02-0440,TCGA-02-0446,TCGA-02-0451,TCGA-02-0456,TCGA-02-2466,TCGA-02-2470,TCGA-02-2483,TCGA-02-2485,TCGA-02-2486,TCGA-06-0122,TCGA-06-0124,TCGA-06-0125,TCGA-06-0126,TCGA-06-0127,TCGA-06-0128,TCGA-06-0129,TCGA-06-0130,TCGA-06-0133,TCGA-06-0137,TCGA-06-0138,TCGA-06-0139,TCGA-06-0140,TCGA-06-0141,TCGA-06-0142,TCGA-06-0143,TCGA-06-0145,TCGA-06-0146,TCGA-06-0147,TCGA-06-0149,TCGA-06-0150,TCGA-06-0151,TCGA-06-0152,TCGA-06-0154,TCGA-06-0155,TCGA-06-0156,TCGA-06-0157,TCGA-06-0158,TCGA-06-0159,TCGA-06-0160,TCGA-06-0162,TCGA-06-0164,TCGA-06-0166,TCGA-06-0168,TCGA-06-0169,TCGA-06-0171,TCGA-06-0173,TCGA-06-0174,TCGA-06-0175,TCGA-06-0176,TCGA-06-0177,TCGA-06-0178,TCGA-06-0179,TCGA-06-0182,TCGA-06-0184,TCGA-06-0185,TCGA-06-0187,TCGA-06-0188,TCGA-06-0189,TCGA-06-0190,TCGA-06-0192,TCGA-06-0194,TCGA-06-0195,TCGA-06-0197,TCGA-06-0208,TCGA-06-0210,TCGA-06-0211,TCGA-06-0213,TCGA-06-0214,TCGA-06-0216,TCGA-06-0219,TCGA-06-0221,TCGA-06-0237,TCGA-06-0238,TCGA-06-0240,TCGA-06-0241,TCGA-06-0394,TCGA-06-0397,TCGA-06-0402,TCGA-06-0409,TCGA-06-0410,TCGA-06-0412,TCGA-06-0413,TCGA-06-0414,TCGA-06-0644,TCGA-06-0645,TCGA-06-0646,TCGA-06-0648,TCGA-06-0649,TCGA-06-0650,TCGA-06-0673,TCGA-06-0675,TCGA-06-0676,TCGA-06-0678,TCGA-06-0680,TCGA-06-0681,TCGA-06-0686,TCGA-06-0743,TCGA-06-0744,TCGA-06-0745,TCGA-06-0747,TCGA-06-0749,TCGA-06-0750,TCGA-06-0875,TCGA-06-0876,TCGA-06-0877,TCGA-06-0878,TCGA-06-0879,TCGA-06-0881,TCGA-06-0882,TCGA-06-0939,TCGA-06-1084,TCGA-06-1086,TCGA-06-1087,TCGA-06-1800,TCGA-06-1801,TCGA-06-1802,TCGA-06-1804,TCGA-06-1805,TCGA-06-1806,TCGA-06-2557,TCGA-06-2558,TCGA-06-2559,TCGA-06-2561,TCGA-06-2562,TCGA-06-2563,TCGA-06-2564,TCGA-06-2565,TCGA-06-2566,TCGA-06-2567,TCGA-06-2569,TCGA-06-2570,TCGA-06-5408,TCGA-06-5410,TCGA-06-5411,TCGA-06-5412,TCGA-06-5413,TCGA-06-5414,TCGA-06-5415,TCGA-06-5416,TCGA-06-5417,TCGA-06-5418,TCGA-06-5856,TCGA-06-5858,TCGA-06-5859,TCGA-06-6388,TCGA-06-6389,TCGA-06-6390,TCGA-06-6391,TCGA-06-6693,TCGA-06-6694,TCGA-06-6695,TCGA-06-6697,TCGA-06-6698,TCGA-06-6699,TCGA-06-6700,TCGA-06-6701,TCGA-08-0244,TCGA-08-0245,TCGA-08-0246,TCGA-08-0344,TCGA-08-0345,TCGA-08-0346,TCGA-08-0347,TCGA-08-0348,TCGA-08-0349,TCGA-08-0350,TCGA-08-0351,TCGA-08-0352,TCGA-08-0353,TCGA-08-0354,TCGA-08-0355,TCGA-08-0356,TCGA-08-0357,TCGA-08-0358,TCGA-08-0359,TCGA-08-0360,TCGA-08-0373,TCGA-08-0375,TCGA-08-0380,TCGA-08-0385,TCGA-08-0386,TCGA-08-0389,TCGA-08-0390,TCGA-08-0392,TCGA-08-0509,TCGA-08-0510,TCGA-08-0511,TCGA-08-0512,TCGA-08-0514,TCGA-08-0516,TCGA-08-0517,TCGA-08-0518,TCGA-08-0520,TCGA-08-0521,TCGA-08-0522,TCGA-08-0524,TCGA-08-0525,TCGA-08-0529,TCGA-08-0531,TCGA-08-0623,TCGA-08-0625,TCGA-08-0626,TCGA-08-0627,TCGA-12-0616,TCGA-12-0618,TCGA-12-0619,TCGA-12-0620,TCGA-12-0654,TCGA-12-0656,TCGA-12-0657,TCGA-12-0662,TCGA-12-0670,TCGA-12-0688,TCGA-12-0691,TCGA-12-0692,TCGA-12-0703,TCGA-12-0707,TCGA-12-0769,TCGA-12-0772,TCGA-12-0773,TCGA-12-0775,TCGA-12-0776,TCGA-12-0778,TCGA-12-0780,TCGA-12-0820,TCGA-12-0821,TCGA-12-0822,TCGA-12-0826,TCGA-12-0827,TCGA-12-0828,TCGA-12-0829,TCGA-12-1088,TCGA-12-1089,TCGA-12-1090,TCGA-12-1091,TCGA-12-1092,TCGA-12-1093,TCGA-12-1094,TCGA-12-1095,TCGA-12-1096,TCGA-12-1097,TCGA-12-1098,TCGA-12-1099,TCGA-12-1597,TCGA-12-1598,TCGA-12-1599,TCGA-12-1600,TCGA-12-1602,TCGA-12-3644,TCGA-12-3646,TCGA-12-3648,TCGA-12-3649,TCGA-12-3650,TCGA-12-3651,TCGA-12-3652,TCGA-12-3653,TCGA-12-5295,TCGA-12-5299,TCGA-12-5301,TCGA-14-0736,TCGA-14-0740,TCGA-14-0781,TCGA-14-0783,TCGA-14-0786,TCGA-14-0787,TCGA-14-0789,TCGA-14-0790,TCGA-14-0812,TCGA-14-0813,TCGA-14-0817,TCGA-14-0862,TCGA-14-0865,TCGA-14-0866,TCGA-14-0867,TCGA-14-0871,TCGA-14-1034,TCGA-14-1037,TCGA-14-1043,TCGA-14-1395,TCGA-14-1396,TCGA-14-1401,TCGA-14-1402,TCGA-14-1450,TCGA-14-1451,TCGA-14-1452,TCGA-14-1453,TCGA-14-1454,TCGA-14-1455,TCGA-14-1456,TCGA-14-1458,TCGA-14-1459,TCGA-14-1794,TCGA-14-1795,TCGA-14-1821,TCGA-14-1823,TCGA-14-1825,TCGA-14-1827,TCGA-14-1829,TCGA-14-2554,TCGA-14-2555,TCGA-14-3476,TCGA-14-3477,TCGA-14-4157,TCGA-15-0742,TCGA-15-1444,TCGA-15-1446,TCGA-15-1447,TCGA-15-1449,TCGA-16-0846,TCGA-16-0848,TCGA-16-0849,TCGA-16-0850,TCGA-16-0861,TCGA-16-1045,TCGA-16-1047,TCGA-16-1048,TCGA-16-1055,TCGA-16-1056,TCGA-16-1060,TCGA-16-1062,TCGA-16-1063,TCGA-16-1460,TCGA-19-0955,TCGA-19-0957,TCGA-19-0960,TCGA-19-0962,TCGA-19-0963,TCGA-19-0964,TCGA-19-1385,TCGA-19-1386,TCGA-19-1387,TCGA-19-1388,TCGA-19-1389,TCGA-19-1390,TCGA-19-1392,TCGA-19-1786,TCGA-19-1787,TCGA-19-1788,TCGA-19-1789,TCGA-19-1790,TCGA-19-1791,TCGA-19-2619,TCGA-19-2620,TCGA-19-2621,TCGA-19-2623,TCGA-19-2624,TCGA-19-2625,TCGA-19-2629,TCGA-19-2631,TCGA-19-4068,TCGA-19-5947,TCGA-19-5950,TCGA-19-5951,TCGA-19-5952,TCGA-19-5953,TCGA-19-5954,TCGA-19-5955,TCGA-19-5956,TCGA-19-5958,TCGA-19-5959,TCGA-19-5960,TCGA-26-1438,TCGA-26-1439,TCGA-26-1440,TCGA-26-1442,TCGA-26-1443,TCGA-26-1799,TCGA-26-5132,TCGA-26-5133,TCGA-26-5134,TCGA-26-5135,TCGA-26-5136,TCGA-26-5139,TCGA-26-6173,TCGA-26-6174,TCGA-27-1830,TCGA-27-1831,TCGA-27-1832,TCGA-27-1833,TCGA-27-1834,TCGA-27-1835,TCGA-27-1836,TCGA-27-1837,TCGA-27-1838,TCGA-27-2518,TCGA-27-2519,TCGA-27-2521,TCGA-27-2523,TCGA-27-2524,TCGA-27-2526,TCGA-27-2527,TCGA-27-2528,TCGA-28-1745,TCGA-28-1746,TCGA-28-1747,TCGA-28-1749,TCGA-28-1750,TCGA-28-1751,TCGA-28-1752,TCGA-28-1753,TCGA-28-1755,TCGA-28-1756,TCGA-28-1757,TCGA-28-1760,TCGA-28-2502,TCGA-28-2506,TCGA-28-2509,TCGA-28-2510,TCGA-28-2513,TCGA-28-2514,TCGA-28-5204,TCGA-28-5207,TCGA-28-5208,TCGA-28-5209,TCGA-28-5211,TCGA-28-5213,TCGA-28-5214,TCGA-28-5215,TCGA-28-5216,TCGA-28-5218,TCGA-28-5219,TCGA-28-5220,TCGA-28-6450,TCGA-32-1970,TCGA-32-1973,TCGA-32-1976,TCGA-32-1977,TCGA-32-1978,TCGA-32-1979,TCGA-32-1980,TCGA-32-1982,TCGA-32-1986,TCGA-32-1987,TCGA-32-1991,TCGA-32-2491,TCGA-32-2494,TCGA-32-2495,TCGA-32-2615,TCGA-32-2616,TCGA-32-2632,TCGA-32-2634,TCGA-32-2638,TCGA-32-4208,TCGA-32-4209,TCGA-32-4210,TCGA-32-4211,TCGA-32-4213,TCGA-32-4719,TCGA-32-5222,TCGA-41-2571,TCGA-41-2572,TCGA-41-2573,TCGA-41-2575,TCGA-41-3392,TCGA-41-3393,TCGA-41-3915,TCGA-41-4097,TCGA-41-5651,TCGA-41-6646,TCGA-74-6573,TCGA-74-6575,TCGA-74-6577,TCGA-74-6578,TCGA-74-6581,TCGA-74-6584,TCGA-76-4925,TCGA-76-4926,TCGA-76-4927,TCGA-76-4928,TCGA-76-4929,TCGA-76-4931,TCGA-76-4932,TCGA-76-4934,TCGA-76-4935,TCGA-76-6191,TCGA-76-6192,TCGA-76-6193,TCGA-76-6280,TCGA-76-6282,TCGA-76-6283,TCGA-76-6285,TCGA-76-6286,TCGA-76-6656,TCGA-76-6657,TCGA-76-6660,TCGA-76-6661,TCGA-76-6662,TCGA-76-6663,TCGA-76-6664,TCGA-81-5910,TCGA-81-5911,TCGA-87-5896
hsa-mir-136,0.268967878,-0.712480644,0.238631962,-0.211852316,0.125856747,-0.931720945,1.114877651,1.328834429,-1.056816677,1.285516604,-0.646695953,-0.231318339,0.58470036,0.895447729,-2.307036366,0.31780628,0.740541922,-1.301892595,-0.806396253,-1.760650152,0.682840176,0.164936441,-1.105571747,-1.717340659,0.092441313,-0.502552307,-2.613513493,0.11088872,-1.435668651,0.336458395,-0.261421062,-0.027378307,0.306427805,-0.266718205,-0.95457372,-1.71553921,-0.136674698,0.996246356,-0.070208409,0.321889925,0.41181632,-0.206308434,-0.704826243,-0.157059151,-0.83440359,0.093412839,-0.839454039,0.054985896,0.139481586,-1.027815271,0.54461027,-1.887729032,-0.421534001,-0.804392843,-0.284222868,0.165795529,-0.075884862,1.321933858,-0.299609663,-1.150185847,-0.598993491,-1.550659477,-0.675473605,-1.246916091,1.023268055,-1.445975559,0.374492699,0.172497938,-0.039505717,0.891111034,-1.862678326,1.680285662,0.871293946,-0.165004976,-0.29119775,-1.149112619,2.516693858,-0.005281074,1.681162176,0.973103585,0.849984153,-1.818200903,0.624551768,-0.039937546,0.344916809,0.309268818,-1.747416385,-0.117907454,1.082681394,-0.588961592,-0.343654484,0.418419935,0.829230831,0.339926963,1.145026236,0.61975313,-0.397313584,-0.233076612,0.009293573,-0.64258517,-0.24058088,0.833987149,-0.376524199,-0.583856602,0.2320308,-0.56852249,2.141651605,-0.689889561,-0.771411094,-0.107766935,0.374154891,0.466070792,0.600742049,1.15634847,-0.312735038,-0.89299221,0.67200672,-0.880224508,-0.82948912,0.993595029,1.839620643,2.409846428,0.047758976,-0.914704533,-0.689129509,1.06108133,0.234917162,0.0316686,0.598893643,-0.381951521,-1.550287925,-0.526610848,1.908303879,-0.618307336,1.265895036,-0.925647516,1.957616259,1.707348471,-0.344104237,-0.697563743,-0.894618314,-0.313976404,-0.344164604,-0.932848844,0.978891108,0.521448262,0.027774421,-0.891932642,0.682428166,0.074369749,0.539702582,-1.416426341,-0.302779292,-0.009752365,1.58667535,-1.294997063,1.829614442,1.084152035,-0.106185601,-0.519045238,-1.93791216,-1.882277727,-0.623423217,0.156454249,0.694436119,2.054610315,0.895567976,-0.388809543,-2.274343749,0.958502633,-1.299796031,-0.4949245,1.636972032,1.960775889,2.496923839,1.815742868,1.958614212,1.680373542,0.53954153,0.19628306,-2.048853219,1.214101916,2.450039721,1.130000685,1.028983501,-1.060307492,0.192500674,-0.036090671,-2.442525378,-0.006376131,0.366601924,0.915263076,0.347232878,-1.812713764,3.217734365,-0.362487359,1.257883704,1.328348524,1.010934188,0.526374824,0.996031789,-0.494923142,-0.870986617,0.499009031,0.721194063,-0.26912473,-0.266380536,0.481562838,0.490525852,0.246482318,0.550525317,-0.526405954,-0.794337847,0.082018189,0.014746626,-0.287656094,0.902847664,-0.677145528,0.481726063,0.201971356,0.024127418,1.480141968,-1.280884117,0.663298817,-0.990922803,0.420516938,-0.496887141,2.106935442,-0.516322544,-0.6976067,1.284455288,0.867449418,1.308192154,0.631752076,-1.560729603,0.406865295,-0.846583128,1.484092797,0.359417019,1.995950284,1.670679955,-1.530248441,-0.606345484,0.163924353,-0.465911361,1.105850992,0.956177812,0.158158219,0.811818424,0.539712359,1.703776639,-0.412180522,1.224905519,-0.983859183,0.247801281,-0.975152825,-0.507086812,0.838438328,-1.791180722,0.739187457,0.401260856,-0.635297225,-0.040285659,-1.221093184,0.104868368,1.548475919,-0.812129685,1.849805719,-0.388125143,0.496521873,-1.156138969,1.315981025,-0.669923021,-0.890976183,0.783283773,-1.405113299,0.74623021,0.952901829,-0.055982036,1.585953904,-1.26777309,0.490124358,1.627072396,1.92436506,2.149308361,2.321116032,-2.233324046,0.900495379,0.145154849,0.351243976,-0.695177724,0.62816017,1.000503465,0.443089142,-0.243317479,-1.25916211,-1.068496121,-2.498894558,0.401720001,-0.090605538,-0.996469273,0.38738313,-0.913910664,-1.756900383,-1.423558489,-0.652030562,1.567007187,-0.156388153,-1.102916514,0.784799751,0.674869329,-0.882121109,-0.222805249,0.178062936,-1.951245275,-0.760569964,-1.24300871,-0.336378088,0.137441163,-1.555384884,0.56209897,0.273885118,-0.86742592,0.453190484,-2.199541878,0.720616033,-0.46856941,-0.819496423,0.703197189,-0.403138208,-1.181933215,-0.473421635,-0.309086228,0.075454051,-0.482110666,0.080993975,-0.484179238,0.324633436,-0.273807025,-0.820041159,0.145536392,0.843667981,0.081617512,0.367167984,0.510043797,-1.817930329,-1.265725942,-1.706727092,1.080811205,-1.937967664,2.062391645,-0.149716737,0.21527699,1.519255718,-0.114388892,1.056647986,1.597978949,-2.820138093,1.583550026,1.216714702,-0.641977726,-0.19658622,-1.638315951,0.563101294,-0.272464998,-0.46222455,0.699188211,-0.214881927,0.817161378,0.295634107,0.821877936,-1.16602628,2.582225413,0.217424762,1.466089097,0.428416556,0.993988317,-1.303106402,-0.808945856,0.54748483,0.835576328,-0.574919188,0.15017283,0.208427575,0.178600688,-1.186450924,0.986366942,0.259008236,0.86385445,-0.481328619,0.60810065,-0.222880462,0.185854944,0.098855228,-1.793375014,0.250262694,-1.48429397,-1.852528654,-1.043455151,-0.212450753,-0.212730526,0.993780835,-0.466296303,0.373973666,-0.187070836,-0.776597354,0.366675696,0.55714875,0.95870427,1.420517037,1.315628344,0.490450788,0.320381496,0.762817749,-0.314008875,0.476451585,0.020824152,2.03483881,-0.520562294,-1.599224622,0.107736067,-0.789044382,-1.645560507,-0.721529691,0.509540571,0.725867911,0.795809753,-1.050697429,0.043367568,-1.589277132,-1.184816154,-0.546551509,2.327716391,0.064432059,-0.329977997,-0.321861427,0.055718409,-1.327802885,-0.127593059,0.439704168,0.096210518,0.328044006,0.376001349,-0.374030346,0.125464628,-0.435592809,-1.182786488,-0.048545074,-0.470311682,0.227638025,-1.423431706,-0.298392905,0.948131006,-0.559318802,-0.390343529,1.22879908,-0.461591341,1.493702787,-0.191156122,0.022050585,-0.827272499,-1.87196941,-1.346615162,-1.148419815,0.253355123,0.167056821,0.052808017,0.856559731,-1.470727373,-0.441207846,-0.074095762,1.016230145,-0.075772606,-0.380972592,0.216874214,-1.058380398,0.114193455,-0.532998842,-0.133213654,-1.94599817,-0.191943866,-0.228092333,-0.084961409,-0.68122144,0.779998213,-0.164083982,-0.019391359,0.239914676,0.218177362,-1.656185187,1.243491167,0.06772776,0.384018431,0.107521537,-0.362658646,0.325101522,0.001210913,0.198305643,0.115594332,-0.790093713,-1.405332146,-0.174922292,-1.84385641,-0.550035859,-0.627029255,0.459600725,-0.315438492,0.294390028,-0.129484401,-0.530074558,-1.537063891,-0.003483187,1.879292466,-0.361711158,-0.135819371,0.413515264,0.002955213,0.626507926,0.168286174,1.216057755,-0.875105756,0.896275447,0.823891199,-0.989870737,-0.807445664,0.113656518,-1.4822489,-0.610138064,-1.202629825,-0.018155572,0.122077822,-1.028517243,0.342695182,-0.402089278,1.29480076,0.01685099,0.789062751,-1.30902846,1.243631995,-1.941758867,-0.231030601,0.507354737,-0.480680951,-0.024160779,-0.203746746,0.458945682,0.483921801,2.002948793,-1.41785566,1.157683052,0.832139276,0.309654131,-0.4767049,1.572342324,0.481472371,0.630327328,0.754178395,-0.136097047,0.242323395,-0.775371258,-1.278909978,0.686949888,1.100107957,-0.211385534,-0.670766918,-0.603213714,-1.339865901,0.010430114,-0.808087115,2.535587525,0.963608283,-0.303267347,0.535439392,-0.831264004,0.800914974
hsa-mir-148a,2.131305312,-1.111689073,0.950675832,1.282459825,0.568513951,1.969664443,-0.004310283,-0.707309686,-1.207001698,0.089616496,-1.056476833,-1.26292267,0.100812251,-1.259252305,-0.943306276,-0.364085333,0.171805375,-0.840097327,0.436962269,0.840405213,0.685077508,-0.815471017,0.966463212,-0.589017982,-1.780720901,0.925915495,0.945966137,-1.444872833,2.227985582,0.820546647,-0.037991593,0.236853494,1.845935293,0.61964177,-1.133405231,-1.189237513,0.01775812,-0.257401147,-0.894434299,-1.262657889,1.637922847,1.107875119,-1.586407271,0.060810309,-1.21732863,0.657518096,1.135052263,-1.518958393,0.303691498,0.543096075,-0.112904172,-1.332150587,0.35544189,0.336560057,-1.611276206,-0.665665056,-1.652514481,1.289600039,0.861068423,-1.454546126,-0.186919184,-0.535327758,-1.501445025,1.202171624,-0.03247779,-0.724859683,0.77144814,0.929458036,-0.900554408,0.694719434,1.937389465,0.70226637,-1.2428932,1.505286421,-0.018545573,-0.171261564,-0.533769177,-0.431044688,0.143641465,1.449176261,0.069831897,-1.913311788,0.488446385,1.223218128,0.086120654,0.528123429,-0.25143856,0.714320051,0.976794897,-1.098925472,0.83672867,-0.015658327,-0.124618522,1.411268478,0.826316866,0.147776018,-1.139245159,-1.179652553,-0.398054045,0.95853443,0.582475459,0.029476481,1.530560113,-0.773563536,0.366918991,-0.141287719,-0.498998131,0.156095877,-0.976189089,-1.559311019,0.167706443,1.991109222,0.260499928,1.855519705,-0.413496539,-1.214005753,0.79705274,-1.005085576,1.275545374,1.725995787,1.649044629,-1.036173641,2.975038166,-0.460312616,0.406091599,-0.510184544,0.038996001,0.816478801,1.805682495,0.44350577,-1.412546648,1.579871771,0.416862221,-1.223980908,-0.778233608,-0.052233957,3.099748515,-0.072837421,0.701287917,0.507581105,-0.983359978,0.895761034,-1.892851477,0.427252936,-0.24712109,0.706421426,-0.453742174,-0.62249504,-1.090113186,2.109580407,-0.202773819,-0.218860637,-0.915818357,-1.413206228,1.515242064,-1.094070994,-1.166788111,-0.457808987,0.404819163,-0.155427353,0.541931004,0.271913973,-0.595499734,1.761218128,-1.635575903,-0.530907958,1.435434501,-0.966255187,-0.545097276,0.522996803,0.806657588,-0.598812832,-1.342590559,-1.670381507,-1.635045094,-1.114156823,-1.503758215,-1.447028244,-0.575232783,-0.143022124,-1.157380115,0.309160332,-0.024349044,0.733022996,0.380080913,-0.215434548,0.247055191,-0.361181785,0.295350672,1.088162545,-1.074447514,0.109849813,0.127692204,0.047793415,0.770145481,-0.116921685,1.028691939,-0.451558211,-1.063588834,0.419884196,-0.473886608,0.240861764,0.810004466,-0.366856096,-1.50467786,0.074461585,0.700275504,-1.382709699,0.415079909,0.084344879,-0.141203464,-1.332991244,2.398014867,-0.37452947,1.254617014,0.556375076,-1.404150924,0.128438545,0.599528583,0.390302616,0.070156537,-1.668645029,-2.640008273,0.874702533,0.260175126,0.093577156,1.182959463,-1.216144312,-1.054844512,-0.255196109,0.397261244,-1.54303478,1.006415038,0.337316665,0.645642286,0.879901021,0.038496863,-2.167934471,-1.669816692,1.441204235,-0.88425562,1.158888359,-1.342978042,0.910045045,0.122103431,-0.345053689,0.04700203,0.804561753,-1.374366575,-0.771621335,0.562638614,0.670678179,1.118530294,1.441977697,0.477716004,-1.075279537,-0.039067125,-0.294003147,1.367796358,-0.742649652,-0.283300452,1.135972011,-0.270380257,0.160687743,-0.166221083,1.464629162,1.676768258,1.11472344,0.703733645,0.555053518,0.052511802,0.898678674,-2.278363207,-0.440457205,-1.242140954,1.3155516,0.150168082,-0.194522912,-1.688854926,0.577528106,0.230635655,-0.690133452,-1.903551661,-1.512019658,-1.657448417,-1.764692311,-0.394620846,0.615231624,0.606233906,-0.531346428,0.383036439,0.400000789,-0.089400904,0.405574248,-0.79853687,-0.616056816,0.031541746,0.225262763,-1.060381356,-0.352366709,-0.794328278,0.348446951,-1.901734347,-0.105270259,1.168331089,0.786499026,-0.066777232,-1.560192878,0.282349403,0.700754403,-0.46284653,-0.651748397,0.674598689,0.892613038,-1.151106646,-0.075497728,0.010712239,-0.202435873,-0.725981937,0.254131223,-1.863400702,0.274567798,-0.971944679,0.126966309,0.940616259,-0.913779674,-0.934332179,1.044660197,-0.329538786,-0.969635715,-0.166720102,0.063579305,0.633994148,-0.188687614,0.583132871,-0.967752698,0.332815996,0.016495047,-0.308508242,0.075704764,1.534678614,0.276224989,2.846251978,-1.115109103,1.147316476,-1.681500685,0.010153834,-0.666410399,0.412344737,1.215393558,-0.294771965,1.403818949,0.370093077,1.549398741,0.449290491,-1.943562751,-0.249533637,2.920052683,0.635803544,0.355248495,-0.614076705,0.59577466,0.738314485,-0.552554261,-1.324824355,0.969262152,-0.237398835,-0.430448915,-0.029632766,-1.455262787,0.031011372,-1.624684213,-0.844934891,0.33061813,0.060337273,-1.175430583,-1.730736741,1.482123085,0.770216919,-0.626372459,0.865736831,0.955819977,0.265452313,-0.022330565,-0.259848094,-1.329063709,0.182691955,-2.006311555,0.373347485,1.441284254,-0.080590521,0.096601127,1.252083941,-1.459114081,-1.750047326,0.041963216,0.984720301,0.803456876,1.686123864,0.151343035,0.911031917,-0.270219312,-1.700334343,0.770537007,-2.020135153,0.412933497,-0.607664563,-2.04597772,0.958953533,-0.292055603,0.169901165,1.07011404,-2.038375041,0.474763766,-1.139047048,-0.529053711,-1.331889924,0.32884798,-0.186800111,0.849086143,-1.323538402,-1.24865854,0.07019468,-0.421273859,0.928702442,0.626466115,1.142799515,-0.607271043,0.739944821,0.003635597,-1.263746026,0.215610703,-0.674790176,1.371879634,0.807808974,0.205188653,1.146323573,-0.071302628,1.05137239,0.477312019,-1.249749492,-1.167122989,0.515620161,0.824729696,0.727393661,0.574886055,-0.147156088,-1.831723534,0.100181063,-1.197588119,-0.796530057,-1.893056549,-0.136504172,0.526870319,0.683316219,-0.557835048,0.370000691,-1.387342292,0.221615652,0.035611778,1.200158067,1.031539211,0.888216662,-0.626908693,-0.354449795,-1.236371171,0.21512214,-0.036139493,-0.522022531,-0.782935781,-2.214783013,1.236159208,1.202702552,0.072168469,-0.240963254,0.277760835,0.448970615,0.273951766,-0.279916277,0.668037187,1.02220352,-0.248241081,0.027814687,-1.401917661,-1.655853779,1.515433676,0.667832592,0.541589205,0.933033925,1.909711222,-1.633737233,0.985526268,-0.035615999,1.005171601,1.769509045,0.650284183,0.550783347,0.631894388,-0.985839842,-0.039163577,-0.3925752,-0.561652868,1.709470981,-0.187355565,1.798642816,-1.174331838,0.799047196,-1.748321961,-0.392451719,0.593058932,-1.350866972,0.174371537,-1.480753379,-0.129668097,-0.631051296,0.330841606,-0.88040274,-2.135316668,-0.204101532,-0.112418396,-0.051007769,1.541025144,1.611984587,0.282551184,-0.041716238,-1.065279911,1.570844404,1.968190053,1.990744686,0.094301836,-0.428322699,0.000661403,-0.013197625,-1.102050202,-0.347747321,1.187193018,0.154331445,0.807267443,-0.659869083,0.159025154,0.261136894,0.188178181,1.072466418,0.10705949,1.120632608,0.268951123,-0.210706996,-0.531652481,-0.736692436,-1.01266283,-0.890472732,-0.370861803,-0.29754184,0.690188759,0.820390969,-0.245146683,0.138729132,0.209444321,0.581723227,0.260663499,1.455109214,0.631190493,0.720337383,1.630759431,0.680172772,-0.124133747,1.427210029,0.715834582,-1.989995934,0.410328696,-0.324388695,-1.282451652,0.18316783,1.094771956,-1.142646058
