Drug,TCGA-14-1034.1,TCGA-06-0190.1,TCGA-19-4065.1,TCGA-06-0125.1,TCGA-02-0055,TCGA-06-0210.1,TCGA-06-AABW,TCGA-19-4065,TCGA-06-0211.1,TCGA-28-2499,TCGA-06-5417,TCGA-02-2483,TCGA-14-0736,TCGA-19-2624,TCGA-06-0747,TCGA-32-2615,TCGA-06-5413,TCGA-06-5414,TCGA-06-0158,TCGA-32-2616,TCGA-19-2620,TCGA-06-0130,TCGA-41-5651,TCGA-26-5134,TCGA-06-0649,TCGA-27-2521,TCGA-06-0686,TCGA-28-2513,TCGA-14-1829,TCGA-06-0190,TCGA-06-0184,TCGA-16-0846,TCGA-28-2509,TCGA-27-1834,TCGA-28-5207,TCGA-32-1970,TCGA-06-5410,TCGA-06-2565,TCGA-06-0681,TCGA-19-5960,TCGA-06-0210,TCGA-19-2629,TCGA-27-2519,TCGA-28-5213,TCGA-02-2486,TCGA-28-5208,TCGA-12-3653,TCGA-06-2569,TCGA-06-5858,TCGA-06-0129,TCGA-32-1980,TCGA-41-4097,TCGA-32-5222,TCGA-27-2523,TCGA-19-0957,TCGA-06-0138,TCGA-16-1045,TCGA-12-1597,TCGA-14-0790,TCGA-76-4928,TCGA-06-0680,TCGA-32-2632,TCGA-12-3650,TCGA-41-2571,TCGA-28-2514,TCGA-06-0211,TCGA-28-5204,TCGA-28-5220,TCGA-26-5133,TCGA-12-0619,TCGA-14-0817,TCGA-06-0743,TCGA-28-1753,TCGA-06-0168,TCGA-14-0787,TCGA-27-1835,TCGA-06-0744,TCGA-06-2570,TCGA-06-5412,TCGA-14-1402,TCGA-06-5415,TCGA-14-2554,TCGA-06-5856,TCGA-06-5859,TCGA-32-4213,TCGA-06-0644,TCGA-06-0749,TCGA-06-2563,TCGA-06-0878,TCGA-06-5411,TCGA-14-1034,TCGA-26-5136,TCGA-19-2625,TCGA-06-0178,TCGA-06-0745,TCGA-26-5135,TCGA-06-0157,TCGA-76-4926,TCGA-76-4932,TCGA-06-2562,TCGA-06-0152,TCGA-06-0678,TCGA-06-0645,TCGA-06-0882,TCGA-19-1389,TCGA-19-1390,TCGA-27-2528,TCGA-06-2564,TCGA-14-1825,TCGA-28-5215,TCGA-12-0618,TCGA-76-4929,TCGA-06-5418,TCGA-28-5218,TCGA-02-0047,TCGA-08-0386,TCGA-12-5299,TCGA-32-2638,TCGA-76-4927,TCGA-06-5408,TCGA-27-1830,TCGA-06-0646,TCGA-27-2526,TCGA-26-1442,TCGA-28-5209,TCGA-12-0821,TCGA-19-2619,TCGA-32-1982,TCGA-06-2567,TCGA-15-0742,TCGA-41-2572,TCGA-06-0238,TCGA-06-0219,TCGA-12-0616,TCGA-27-1831,TCGA-26-5139,TCGA-14-0789,TCGA-27-1837,TCGA-06-2559,TCGA-26-5132,TCGA-06-0221,TCGA-28-2510,TCGA-14-1823,TCGA-06-5416,TCGA-06-2561,TCGA-76-4931,TCGA-32-2634,TCGA-06-0750,TCGA-06-0171,TCGA-06-0125,TCGA-06-0675,TCGA-12-5295,TCGA-06-0174,TCGA-06-0187,TCGA-06-0141,TCGA-06-0156,TCGA-12-3652,TCGA-28-5216,TCGA-76-4925,TCGA-19-1787,TCGA-28-1747,TCGA-06-1804,TCGA-41-3915,TCGA-14-0781,TCGA-15-1444,TCGA-06-0132,TCGA-02-2485,TCGA-06-2558,TCGA-27-2524,TCGA-06-2557,TCGA-27-1832,TCGA-02-0087,TCGA-02-0039,TCGA-02-0086,TCGA-06-0142,TCGA-08-0509,TCGA-19-1788,TCGA-19-5956,TCGA-02-0330,TCGA-06-0877,TCGA-14-0865,TCGA-08-0627,TCGA-02-0009,TCGA-06-0166,TCGA-02-0060,TCGA-02-0114,TCGA-14-0866,TCGA-14-1456,TCGA-06-0676,TCGA-32-2494,TCGA-02-0016,TCGA-02-0116,TCGA-12-0780,TCGA-14-1452,TCGA-06-0167,TCGA-28-1752,TCGA-76-6193,TCGA-28-1750,TCGA-32-1977,TCGA-19-4068,TCGA-15-1446,TCGA-16-1056,TCGA-02-0113,TCGA-02-0333,TCGA-06-0146,TCGA-02-0001,TCGA-06-0177,TCGA-02-0337,TCGA-02-0034,TCGA-19-0960,TCGA-08-0390,TCGA-02-0052,TCGA-32-4719,TCGA-14-1037,TCGA-27-1836,TCGA-06-0122,TCGA-06-0126,TCGA-28-1760,TCGA-06-0402,TCGA-14-1459,TCGA-19-5958,TCGA-08-0529,TCGA-16-1062,TCGA-19-0963,TCGA-02-0083,TCGA-02-0332,TCGA-02-0422,TCGA-08-0626,TCGA-28-1751,TCGA-06-0240,TCGA-06-0208,TCGA-28-1749,TCGA-08-0244,TCGA-14-2555,TCGA-16-0849,TCGA-08-0625,TCGA-02-0026,TCGA-02-0003,TCGA-14-1458,TCGA-02-0058,TCGA-32-1979,TCGA-06-0939,TCGA-08-0348,TCGA-06-0179,TCGA-06-0214,TCGA-02-0106,TCGA-41-3393,TCGA-14-1455,TCGA-27-1833,TCGA-41-2573,TCGA-32-4210,TCGA-02-0439,TCGA-02-0070,TCGA-08-0357,TCGA-14-0867,TCGA-14-1794,TCGA-06-0409,TCGA-19-0962,TCGA-08-0512,TCGA-08-0359,TCGA-02-0010,TCGA-08-0520,TCGA-87-5896,TCGA-12-1091,TCGA-02-0089,TCGA-12-1099,TCGA-02-0084,TCGA-08-0352,TCGA-12-3646,TCGA-19-5951,TCGA-06-0410,TCGA-02-0271,TCGA-26-1799,TCGA-32-1978,TCGA-08-0360,TCGA-06-0648,TCGA-12-1096,TCGA-76-6285,TCGA-08-0517,TCGA-12-0818,TCGA-08-0246,TCGA-02-0102,TCGA-06-0185,TCGA-15-1447,TCGA-02-0068,TCGA-08-0524,TCGA-06-6391,TCGA-02-0115,TCGA-08-0354,TCGA-12-0827,TCGA-81-5910,TCGA-12-1598,TCGA-08-0511,TCGA-08-0522,TCGA-19-5954,TCGA-06-0127,TCGA-06-0133,TCGA-19-1790,TCGA-19-1392,TCGA-14-0786,TCGA-12-1602,TCGA-08-0514,TCGA-14-1795,TCGA-12-1097,TCGA-06-0155,TCGA-76-4935,TCGA-06-0237,TCGA-08-0344,TCGA-32-4209,TCGA-02-0059,TCGA-19-5955,TCGA-06-0216,TCGA-06-0673,TCGA-12-1090,TCGA-08-0245,TCGA-08-0345,TCGA-08-0521,TCGA-06-0145,TCGA-02-0038,TCGA-02-0107,TCGA-16-0861,TCGA-12-0620,TCGA-16-1460,TCGA-08-0375,TCGA-08-0525,TCGA-02-0317,TCGA-28-1745,TCGA-12-0819,TCGA-08-0510,TCGA-06-1801,TCGA-08-0356,TCGA-02-0432,TCGA-14-1827,TCGA-76-6282,TCGA-12-0828,TCGA-14-1396,TCGA-32-4208,TCGA-26-1438,TCGA-16-1048,TCGA-02-0080,TCGA-02-0446,TCGA-02-0033,TCGA-76-6191,TCGA-02-0015,TCGA-06-1084,TCGA-32-2495,TCGA-12-0829,TCGA-08-0347,TCGA-02-0325,TCGA-28-2506,TCGA-32-1991,TCGA-02-0074,TCGA-08-0518,TCGA-06-0192,TCGA-26-1440,TCGA-06-0394,TCGA-28-2502,TCGA-28-1746,TCGA-02-0339,TCGA-12-0826,TCGA-76-4934,TCGA-06-0194,TCGA-06-0197,TCGA-08-0516,TCGA-06-0213,TCGA-19-1789,TCGA-02-0021,TCGA-02-0285,TCGA-06-0876,TCGA-19-1387,TCGA-02-0290,TCGA-06-0164,TCGA-06-6389,TCGA-06-0176,TCGA-02-0260,TCGA-06-6390,TCGA-19-1385,TCGA-06-0124,TCGA-06-0650,TCGA-12-1093,TCGA-02-0258,TCGA-02-0024,TCGA-28-1756,TCGA-12-0772,TCGA-12-0692,TCGA-76-6192,TCGA-06-0149,TCGA-06-1086,TCGA-08-0351,TCGA-14-3476,TCGA-06-0169,TCGA-08-0346,TCGA-19-0955,TCGA-32-1973,TCGA-12-1098,TCGA-12-1600,TCGA-32-4211,TCGA-32-2491,TCGA-06-0881,TCGA-02-0064,TCGA-19-1786,TCGA-27-2518,TCGA-02-0071,TCGA-12-3644,TCGA-02-0057,TCGA-02-0451,TCGA-32-1987,TCGA-12-1094,TCGA-06-0173,TCGA-12-0778,TCGA-06-0879,TCGA-06-0201,TCGA-15-1449,TCGA-19-5952,TCGA-41-2575,TCGA-32-1976,TCGA-02-0324,TCGA-19-0964,TCGA-06-0241,TCGA-12-1088,TCGA-28-1755,TCGA-12-0820,TCGA-08-0385,TCGA-06-0139,TCGA-12-3649,TCGA-06-0160,TCGA-06-1802,TCGA-02-2466,TCGA-16-1063,TCGA-02-0048,TCGA-08-0355,TCGA-12-0656,TCGA-28-5214,TCGA-02-0007,TCGA-32-1986,TCGA-27-1838,TCGA-12-0670,TCGA-16-0848,TCGA-06-0206,TCGA-06-0412,TCGA-06-1087,TCGA-06-0189,TCGA-12-1599,TCGA-14-0871,TCGA-06-0182,TCGA-12-0688,TCGA-02-0051,TCGA-27-2527,TCGA-06-1800,TCGA-19-2621,TCGA-14-1451,TCGA-14-1453,TCGA-12-0657,TCGA-08-0353,TCGA-19-1791,TCGA-06-0147,TCGA-02-0028,TCGA-06-0162,TCGA-02-0111,TCGA-06-0128,TCGA-06-0148,TCGA-19-5950,TCGA-06-0143,TCGA-08-0373,TCGA-02-0004,TCGA-02-0440,TCGA-16-1060,TCGA-12-3651,TCGA-14-1821,TCGA-26-1439,TCGA-06-0414,TCGA-02-0085,TCGA-12-1092,TCGA-06-0140,TCGA-06-0175,TCGA-12-0822,TCGA-19-2631,TCGA-19-5959,TCGA-14-1401,TCGA-08-0358,TCGA-02-0430,TCGA-02-0321,TCGA-08-0623,TCGA-12-0703,TCGA-06-0875,TCGA-02-0104,TCGA-02-0075,TCGA-02-0289,TCGA-14-0813,TCGA-19-5947,TCGA-08-0531,TCGA-02-0266,TCGA-02-2470,TCGA-06-0154,TCGA-02-0069,TCGA-06-0137,TCGA-16-1047,TCGA-26-1443,TCGA-06-1805,TCGA-02-0027,TCGA-02-0326,TCGA-08-0389,TCGA-28-5219,TCGA-02-0046,TCGA-12-3648,TCGA-12-5301,TCGA-06-2566,TCGA-02-0011,TCGA-12-0654,TCGA-14-3477,TCGA-16-1055,TCGA-12-1095,TCGA-28-2501,TCGA-08-0350,TCGA-14-1454,TCGA-08-0380,TCGA-02-0023,TCGA-06-0188,TCGA-02-0014,TCGA-02-0338,TCGA-12-0776,TCGA-41-3392,TCGA-12-1089,TCGA-19-1386,TCGA-12-0773,TCGA-14-0812,TCGA-02-0099,TCGA-12-0707,TCGA-28-1757,TCGA-02-0025,TCGA-08-0392,TCGA-14-0783,TCGA-06-0195,TCGA-12-0775,TCGA-14-4157,TCGA-02-0054,TCGA-19-1388,TCGA-16-0850,TCGA-02-0456,TCGA-02-0269,TCGA-06-0397,TCGA-02-0043,TCGA-06-0413,TCGA-28-6450,TCGA-19-2623,TCGA-02-0079,TCGA-02-0281,TCGA-08-0349
CAFFEINE,-0.7837837837837838,0.8918918918918919,0.4594594594594595,0.10810810810810811,0.8918918918918919,0.7837837837837838,-0.8918918918918919,0.7837837837837838,0.8918918918918919,0.10810810810810811,-1,-0.10810810810810811,0.5945945945945946,-0.7837837837837838,-0.6756756756756757,0.4864864864864865,0.24324324324324326,0.8918918918918919,0.08108108108108109,0.10810810810810811,0.05405405405405406,0.8918918918918919,-1,-0.7837837837837838,0.7837837837837838,-0.8918918918918919,-0.43243243243243246,0.8918918918918919,0,0.918918918918919,0.7837837837837838,-0.05405405405405406,0.08108108108108109,0.6756756756756757,-0.05405405405405406,-0.972972972972973,0.972972972972973,-0.7837837837837838,-0.7837837837837838,-0.8918918918918919,0.8918918918918919,0.24324324324324326,0.7837837837837838,0.7837837837837838,0.8918918918918919,0,-0.4594594594594595,-0.8918918918918919,0,0.1891891891891892,0.7837837837837838,0.972972972972973,0.2972972972972973,-0.7837837837837838,-0.10810810810810811,0.6756756756756757,0.7837837837837838,-0.5405405405405406,-0.7837837837837838,0.5945945945945946,-0.7837837837837838,0.7837837837837838,-0.8108108108108109,-0.5675675675675675,-0.7837837837837838,-0.8918918918918919,-0.5405405405405406,-0.13513513513513514,-0.8108108108108109,0.7837837837837838,0.7027027027027027,-0.08108108108108109,0.7837837837837838,0.8918918918918919,0,-0.8648648648648649,-0.7837837837837838,0.13513513513513514,0.8918918918918919,-0.5675675675675675,-0.7837837837837838,0.10810810810810811,0,0,0.8648648648648649,0.8108108108108109,0.5945945945945946,-0.7567567567567568,0.8918918918918919,-0.02702702702702703,0.8918918918918919,0.5135135135135135,-0.32432432432432434,-0.10810810810810811,0,0.3783783783783784,0,-0.7837837837837838,-0.5945945945945946,1,0.7567567567567568,-0.7837837837837838,0.8918918918918919,0.8918918918918919,1,-0.8918918918918919,-0.6756756756756757,0.16216216216216217,-0.8918918918918919,0.02702702702702703,-1,-0.4864864864864865,0.6756756756756757,0.8918918918918919,0.35135135135135137,-0.8918918918918919,0.02702702702702703,0.7837837837837838,0.8918918918918919,-0.7567567567567568,0,0.7837837837837838,-0.08108108108108109,-0.8918918918918919,-0.7837837837837838,-0.8918918918918919,-0.7837837837837838,0.8918918918918919,0.5945945945945946,-0.7837837837837838,0,0.05405405405405406,0,-0.2972972972972973,0,0.10810810810810811,0.8918918918918919,-0.05405405405405406,-0.40540540540540543,-0.35135135135135137,-0.8918918918918919,-0.4864864864864865,0.5945945945945946,-0.7837837837837838,0.8918918918918919,-0.7837837837837838,-0.8918918918918919,0.7837837837837838,0.7837837837837838,-0.7837837837837838,-0.7837837837837838,0.16216216216216217,-0.7837837837837838,0.10810810810810811,0.972972972972973,0.40540540540540543,-0.7837837837837838,-0.05405405405405406,-0.7567567567567568,0,0.6486486486486487,-0.7027027027027027,0.7837837837837838,1,0.4864864864864865,0.7837837837837838,-0.8918918918918919,-0.24324324324324326,0.13513513513513514,0.7567567567567568,0.8108108108108109,0.35135135135135137,1,0.8918918918918919,0,0.7837837837837838,-0.7297297297297297,-0.8918918918918919,0.10810810810810811,0.40540540540540543,-0.7837837837837838,-0.7837837837837838,0.6216216216216216,0,0.8108108108108109,-0.7837837837837838,0,-0.02702702702702703,-0.7837837837837838,0.7837837837837838,-0.6756756756756757,-0.43243243243243246,-0.5675675675675675,0.8108108108108109,-0.8108108108108109,0.7837837837837838,0.7837837837837838,0.8108108108108109,0.7837837837837838,-0.2972972972972973,-0.35135135135135137,-0.05405405405405406,-0.5405405405405406,-0.7027027027027027,-0.21621621621621623,0.8918918918918919,-0.1891891891891892,0.8918918918918919,0.5135135135135135,-0.6486486486486487,0.8918918918918919,0.6216216216216216,-0.10810810810810811,0.7837837837837838,-0.5135135135135135,0.8918918918918919,-0.40540540540540543,0.8918918918918919,-0.8108108108108109,-0.7837837837837838,0,-0.5945945945945946,-0.7837837837837838,-0.35135135135135137,-0.7837837837837838,0.6756756756756757,-0.24324324324324326,-0.7837837837837838,1,0,-0.32432432432432434,-0.7837837837837838,-0.7567567567567568,-0.7837837837837838,-0.40540540540540543,-0.7837837837837838,-0.8918918918918919,0.7027027027027027,-0.8108108108108109,0,0.7837837837837838,0.5405405405405406,0.2702702702702703,0.7837837837837838,0.7027027027027027,0.08108108108108109,0.7837837837837838,-0.10810810810810811,-0.8918918918918919,-0.1891891891891892,-1,0,0.10810810810810811,0.10810810810810811,0.2702702702702703,0,0.8918918918918919,0.02702702702702703,1,0.5405405405405406,-0.8108108108108109,-0.5945945945945946,-0.4864864864864865,0,0.7567567567567568,-0.35135135135135137,0.8648648648648649,0.8918918918918919,-0.8918918918918919,-0.7837837837837838,-0.8648648648648649,-0.7027027027027027,-0.7837837837837838,-0.7837837837837838,0.8108108108108109,-0.7837837837837838,0.8108108108108109,0,-0.7837837837837838,-0.7837837837837838,0.2972972972972973,-0.7837837837837838,-0.7837837837837838,-1,0.5135135135135135,-0.8918918918918919,-0.5405405405405406,0.10810810810810811,0.21621621621621623,0.7837837837837838,-0.7837837837837838,0,-0.4864864864864865,0.7837837837837838,0.10810810810810811,0.08108108108108109,0.2972972972972973,0.8648648648648649,-0.7837837837837838,-0.5945945945945946,0,0,-0.13513513513513514,0.08108108108108109,0.5405405405405406,0.5135135135135135,-0.5945945945945946,-0.7837837837837838,0.7027027027027027,0.8918918918918919,0.8648648648648649,-0.7837837837837838,-0.7837837837837838,-0.7027027027027027,-0.7837837837837838,0.6756756756756757,0.21621621621621623,0,-0.8108108108108109,0.8918918918918919,-0.5405405405405406,0.8918918918918919,0.10810810810810811,-0.6756756756756757,0.7027027027027027,-0.5675675675675675,0.7837837837837838,-0.7837837837837838,0.7837837837837838,-0.7837837837837838,0.8378378378378378,-0.8918918918918919,-0.5135135135135135,0.7837837837837838,0.02702702702702703,-0.10810810810810811,0.35135135135135137,1,0.3783783783783784,-0.7837837837837838,0.7837837837837838,0.21621621621621623,0,0.05405405405405406,0.8918918918918919,-0.08108108108108109,0.7837837837837838,0.32432432432432434,-0.7297297297297297,-0.7297297297297297,0.32432432432432434,-0.24324324324324326,-0.6756756756756757,0.8108108108108109,0.10810810810810811,0.7297297297297297,0.7837837837837838,-0.8648648648648649,-0.7837837837837838,-0.7837837837837838,-0.7297297297297297,0.8918918918918919,0.7837837837837838,-0.7837837837837838,0.8918918918918919,-0.7837837837837838,-0.4594594594594595,0.6486486486486487,0,0,-0.16216216216216217,0.8918918918918919,0.24324324324324326,0.7837837837837838,-0.7837837837837838,0.3783783783783784,0.7837837837837838,1,0.7837837837837838,0.7837837837837838,-0.8918918918918919,-0.8108108108108109,-0.918918918918919,0.7027027027027027,-0.7027027027027027,0.2702702702702703,0.8918918918918919,-0.5405405405405406,0.10810810810810811,0,0.8918918918918919,0.8918918918918919,0.5675675675675675,-0.10810810810810811,-0.6756756756756757,-0.918918918918919,0.6756756756756757,0.7837837837837838,0.8918918918918919,0.7837837837837838,-0.7837837837837838,-0.7837837837837838,0.7567567567567568,-0.08108108108108109,0,0.6756756756756757,0.7837837837837838,0.7297297297297297,-0.10810810810810811,0.6756756756756757,0.02702702702702703,0.918918918918919,-0.8918918918918919,0,-0.7837837837837838,-0.10810810810810811,0,-0.6756756756756757,-0.918918918918919,0.6756756756756757,-0.7567567567567568,-0.7837837837837838,-0.7837837837837838,0.8918918918918919,-0.7837837837837838,-0.8108108108108109,0.8648648648648649,-0.8918918918918919,-0.08108108108108109,-0.8918918918918919,0.35135135135135137,-0.6756756756756757,-0.10810810810810811,-0.5405405405405406,0.8108108108108109,0.10810810810810811,-0.7837837837837838,0,0.7837837837837838,0.8108108108108109,-0.7837837837837838,0.7837837837837838,0.8648648648648649,-0.8918918918918919,-0.1891891891891892,-0.7567567567567568,0.2972972972972973,0.8918918918918919,0.7837837837837838,-0.7837837837837838,0.5405405405405406,-0.7837837837837838,0.02702702702702703,-0.7837837837837838,-0.8918918918918919,0.8648648648648649,0.7837837837837838,0.4594594594594595,0.8918918918918919,0.2972972972972973,-0.7837837837837838,-0.5945945945945946,1,0.5405405405405406,0.7837837837837838,0,0.8918918918918919,-0.21621621621621623,-0.918918918918919,0.5135135135135135,-0.7837837837837838,0.8918918918918919,0.8648648648648649,0.3783783783783784,0.8108108108108109,0.972972972972973,-0.8918918918918919,-0.8918918918918919,0.7027027027027027,-0.32432432432432434,-0.02702702702702703,-0.7837837837837838,-0.7837837837837838,-0.5945945945945946,-0.21621621621621623,-0.8918918918918919,0.7837837837837838,-0.6756756756756757,-0.7837837837837838,0.8918918918918919,-0.7837837837837838,-0.05405405405405406,0.7837837837837838,0.6756756756756757,-0.8918918918918919,0.10810810810810811,-0.6756756756756757,-0.5675675675675675,0.7567567567567568,0.7837837837837838,0.10810810810810811,-0.10810810810810811,0.8108108108108109,0.2702702702702703,-0.7837837837837838,0,0.05405405405405406,0.3783783783783784,0.8918918918918919,-0.8918918918918919,0.7837837837837838,0.8918918918918919,0.8648648648648649,0,-0.7837837837837838,0.8918918918918919,-0.16216216216216217,-0.1891891891891892,-1,-0.8108108108108109,0.8108108108108109,-0.32432432432432434,-0.7837837837837838,-0.6756756756756757,0.02702702702702703,0.7837837837837838,0.1891891891891892,-0.7837837837837838,0.10810810810810811,0.8918918918918919,0.10810810810810811,0.5135135135135135,-0.5945945945945946,1,-1,-0.02702702702702703,0.24324324324324326,-0.8918918918918919,0.5945945945945946,-0.7837837837837838,0.8648648648648649,0.7567567567567568,-0.8108108108108109,0,0.10810810810810811,0.7027027027027027,-0.8918918918918919,0.21621621621621623
PENTOXIFYLLINE,0,0.5714285714285714,1,0,0.5714285714285714,0,-0.14285714285714285,-0.42857142857142855,0.5714285714285714,0,-1,0,0,0,0,0,-0.42857142857142855,0,0,0,0,0.5714285714285714,-0.5714285714285714,0,0,0,0,0,0,0.5714285714285714,0,-0.14285714285714285,0,0,0,-0.5714285714285714,0.5714285714285714,0,0.42857142857142855,-0.5714285714285714,0,0,0,0,0,0,-0.5714285714285714,0,-0.42857142857142855,-1,0.42857142857142855,1,-0.42857142857142855,0,-0.5714285714285714,0,0,0,0,0,0.42857142857142855,0,0,0,0.42857142857142855,-0.5714285714285714,0,-0.5714285714285714,0,0,0,0,0,1,0,0,0,-0.42857142857142855,0,0,0,0,0,-0.5714285714285714,0,0,0.42857142857142855,0,0,0.42857142857142855,0,0,0,0,0,0,0,-0.5714285714285714,0,1,1,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0,0,-0.42857142857142855,0,-0.42857142857142855,-0.5714285714285714,0,0,0.14285714285714285,0,-0.5714285714285714,0,0,0,0,0,0,0,-0.5714285714285714,0,-0.5714285714285714,0,0,0,0,0,0,0,0,-0.42857142857142855,0,0,0,-0.42857142857142855,0,0.42857142857142855,0.42857142857142855,-0.42857142857142855,0,0,0,0,0.5714285714285714,0,0,0.42857142857142855,0,0,0,0.5714285714285714,-0.42857142857142855,0,0,0,0,0,-0.5714285714285714,0,0.5714285714285714,-1,0.42857142857142855,-0.5714285714285714,0,0,0,0,0,0.5714285714285714,0,0.42857142857142855,0,0.42857142857142855,0,0,0.5714285714285714,0,0.42857142857142855,0.5714285714285714,0,0.5714285714285714,-0.42857142857142855,0,0,0.42857142857142855,-0.42857142857142855,0,0,0.5714285714285714,0,0.42857142857142855,0,0,-0.42857142857142855,0,0,0,-0.42857142857142855,0,0,0,0.5714285714285714,0,0.5714285714285714,0,0,0,0.5714285714285714,-0.5714285714285714,0,0,0,0,0,-0.5714285714285714,0,0.42857142857142855,0,-0.42857142857142855,0.42857142857142855,0,0,0,0.42857142857142855,0.5714285714285714,0.42857142857142855,0,0,0,0,-0.5714285714285714,0.42857142857142855,-0.5714285714285714,0,0.42857142857142855,0,0,0,0,0,-0.42857142857142855,0,0,0,-0.5714285714285714,-0.14285714285714285,-0.5714285714285714,0,-0.42857142857142855,0,0.5714285714285714,0,0,0,0.5714285714285714,0.42857142857142855,0,0,0,0,0.42857142857142855,0,0,0,0,0,0,0,0.42857142857142855,0,-0.42857142857142855,0,0,0,0,0,0,0,0.42857142857142855,-0.5714285714285714,0,0,0,0,0.5714285714285714,0,0,0,0,0,0,0,0,-0.42857142857142855,0,-0.5714285714285714,0,0,0,0,0,0,0,0,0,0.5714285714285714,0,0,0.42857142857142855,0,0,-0.5714285714285714,0.5714285714285714,0,0,0,0,0,0,0,0,0.5714285714285714,0,0.42857142857142855,0,0,0,-0.5714285714285714,-0.5714285714285714,0,0,0,-0.42857142857142855,0.5714285714285714,0,0,0,0,0,0.5714285714285714,0.5714285714285714,-0.5714285714285714,0,0,0,0,0,0,0,0,0,0,-0.42857142857142855,0,0,0,0,0,0,0,0.5714285714285714,0,0.5714285714285714,-0.42857142857142855,0,0.42857142857142855,0.5714285714285714,0,-0.5714285714285714,0,0,-0.5714285714285714,0,0.5714285714285714,0,0,-0.5714285714285714,0,-0.14285714285714285,0,0,0,0,0,0,0,0,0,0,-0.5714285714285714,0,-0.5714285714285714,-1,0,0.5714285714285714,0,0.42857142857142855,0,0,0,0.5714285714285714,-0.5714285714285714,-0.42857142857142855,0,-0.5714285714285714,0,0,0.5714285714285714,-0.5714285714285714,0,0,-1,0,0,-0.5714285714285714,0,0,0,0,0.5714285714285714,0,0.42857142857142855,0,0,0,-0.5714285714285714,0,0,0,0,0,-0.42857142857142855,0,0,0,-0.42857142857142855,0,0,0.42857142857142855,0,-0.42857142857142855,0,0.5714285714285714,0,-0.42857142857142855,0,0,0,0,0,-0.5714285714285714,0,0,0,0,-0.42857142857142855,0,0.42857142857142855,0.5714285714285714,0,0,0,0,-0.5714285714285714,-1,-0.5714285714285714,0,0,-0.42857142857142855,0,0,0.5714285714285714,-0.5714285714285714,-0.5714285714285714,0,0,0,0,0.42857142857142855,0,-0.5714285714285714,0,0,0,0,1,0,0,0.42857142857142855,-0.42857142857142855,0,0,0,0.5714285714285714,0,0,0.5714285714285714,-0.5714285714285714,0,0,0,0,0,0,0,-0.42857142857142855,-0.42857142857142855,0,0,0,0,0,0,-0.5714285714285714,-0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,0.5714285714285714,0,-0.5714285714285714,0.5714285714285714,-0.5714285714285714,0,-0.5714285714285714,0,0,0,0,0,0,0,-0.42857142857142855,0,-0.42857142857142855,0
